cycle,start_reference,post_avalanche_stress_MPa,pre_root_stress_MPa,stress_increase_before_root_MPa,post_avalanche_root_rate_per_s,pre_root_root_rate_per_s,rate_amplification,loading_duration_s,root_threshold,integrated_raw_hazard,Lambda_at_observed_root,bicrystal_loading_coordinate_at_root,loading_coordinate_definition,high_stress_cutoff_MPa,fraction_hazard_final_high_stress_portion,high_stress_portion_definition,median_reached_before_observed_root,median_loading_coordinate,median_stress_MPa,median_Delta_sigma_MPa,median_rate_amplification,median_elapsed_s
1,initialized relaxed state,55.706588635632286,57.151756009832155,1.445167374199869,0.07644881047135851,0.0731808031567614,0.9572523457925944,13.826330798570211,0.9902119394565824,0.9902128578764047,0.7921702863011237,0.13671921926089892,1-(r_neck/r_neck_post)^2,56.86272253499218,0.11071502645753933,sigma >= sigma_post + 0.8*(sigma_pre-root-sigma_post),True,0.13069695434234177,56.82348856693261,1.116899931300324,0.9541412475326605,12.13222538696092
2,exact previous avalanche extinction,53.1115533472986,55.879087434938846,2.767534087640243,0.06981901834517851,0.07177872578374916,1.0280683900320977,4.643962652168973,0.32872287932868094,0.32872296315761557,0.26297837052609246,0.05955055098569351,1-(r_neck/r_neck_post)^2,55.3255806174108,0.33569722447213995,sigma >= sigma_post + 0.8*(sigma_pre-root-sigma_post),False,nan,nan,nan,nan,nan
