design_id,x,Ro_nm,Rc_over_Ro,Rc_nm,Lc_nm,Lc_over_W,rTJ_over_Rc,r_TJ_nm,neck_radius_nm,center_curvature_per_um,outer_curvature_per_um,center_theta_deg,outer_theta_deg,center_side_stress_MPa,outer_side_stress_MPa,sigma_kappa_MPa,sigma_TJ_MPa,sigma_GB_MPa,root_rate_per_contact_s,two_contact_characteristic_wait_s,G_fit_eV,G_root_eV,Vc_m3,Vo_each_m3,dsigma_dx_curvature_MPa,dsigma_dx_angle_MPa,dsigma_dx_radius_MPa,dsigma_dx_total_MPa
Ro80_q0.45_L8W_r1.00_th120_k0.25,0.05,80.0,0.45,36.00000000000001,32.0,8.0,1.0,34.62369131100843,34.62369131100843,7.49835774685548,3.644847810310662,118.04719376264262,118.04719376264262,66.79002490419899,70.64353484074381,-5.571602778583071,74.28838265105446,68.7167798724714,0.06103067810415622,10.240751363328489,4.885852312825092,5.866203041104107,1.8566058600478823e-22,2.149546389745495e-21,-11.603269178438723,-15.997884493619173,60.26419268502214,32.66303901296424
Ro80_q0.45_L8W_r1.00_th120_k0.25,0.1,80.0,0.45,36.00000000000001,32.0,8.0,1.0,33.1903600462544,33.1903600462544,8.13895058741271,4.255957829775409,115.88840393175931,115.88840393175931,68.46747604207421,72.35046879971152,-6.197454208594059,76.60642662948693,70.40897242089288,0.06031978189259533,10.361443300853896,4.881032353224473,5.861383081503488,1.7588897621506256e-22,2.154432194640358e-21,-13.62358033361563,-19.133963468887735,67.65991220978754,34.90236840728417
Ro80_q0.45_L8W_r1.00_th120_k0.25,0.15,80.0,0.45,36.00000000000001,32.0,8.0,1.0,31.692270350986224,31.692270350986224,8.886835681551096,4.981085942338173,113.48420482111574,113.48420482111574,70.26911267611183,74.17486241532475,-6.933960811944635,79.15594835766292,72.22198754571829,0.059483499257404426,10.507115549732909,4.875950065144214,5.856300793423229,1.6611736642533684e-22,2.159317999535221e-21,-16.12607510613373,-23.169752629619314,76.69257531400223,37.39674757824918
Ro80_q0.45_L8W_r1.00_th120_k0.25,0.2,80.0,0.45,36.00000000000001,32.0,8.0,1.0,30.119760955226727,30.119760955226727,9.769428262084851,5.8506951763300155,110.78355959584567,110.78355959584567,72.20880121090924,76.12753429666408,-7.810061719207433,81.9782294729941,74.16816775378666,0.05848826816362055,10.685903679889556,4.870584989643554,5.850935717922569,1.5634575663561115e-22,2.1642038044300836e-21,-18.917961184378207,-28.034071590736783,87.62482141360114,40.67278863848615
Ro80_q0.45_L8W_r1.00_th120_k0.50,0.0,80.0,0.45,36.00000000000001,32.0,8.0,1.0,36.00000000000001,36.00000000000001,13.888888888888888,6.250000000000001,119.99999999999999,119.99999999999999,58.279894759814326,65.91878364870321,-10.069444444444443,72.16878364870321,62.09933920425877,0.056035646431976414,11.153614525687837,4.905466625866849,5.885817354145864,1.9543219579451394e-22,2.1446605848506323e-21,-10.90560527110821,-13.527449190393758,54.12345533624283,29.69040087474086
Ro80_q0.45_L8W_r1.00_th120_k0.50,0.01,80.0,0.45,36.00000000000001,32.0,8.0,1.0,35.72897983430258,35.72897983430258,14.006459528242697,6.353372027755966,119.62432707223414,119.62432707223414,58.57173115717589,66.22481865766262,-10.179915777999332,72.57819068541859,62.39827490741926,0.055937057777143785,11.173272689636864,4.904552557288866,5.884903285567882,1.934778738365688e-22,2.145637745829605e-21,-11.188661439869463,-13.97498110013261,55.26418386114481,30.100541321142735
Ro80_q0.45_L8W_r1.00_th120_k0.50,0.02,80.0,0.45,36.00000000000001,32.0,8.0,1.0,35.45588808646598,35.45588808646598,14.1267292804569,6.459706066026764,119.24145074337343,119.24145074337343,58.86791602876603,66.53493924319618,-10.293217673241832,72.99464530922293,62.701427635981105,0.055835726701442066,11.193550024734579,4.903628435499033,5.883979163778048,1.9152355187862366e-22,2.1466149068085776e-21,-11.481074142167538,-14.441553795582797,56.444321579304244,30.52169364155391
Ro80_q0.45_L8W_r1.00_th120_k0.50,0.05,80.0,0.45,36.00000000000001,32.0,8.0,1.0,34.62369131100843,34.62369131100843,14.50473944966424,6.797719576574605,118.04719376264262,118.04719376264262,59.78364320139023,67.49066307447985,-10.651229513119421,74.28838265105446,63.637153137935044,0.055514062982597985,11.258408526068774,4.900793814475728,5.881144542754743,1.8566058600478823e-22,2.149546389745495e-21,-12.443943612878337,-15.997884493619173,60.26419268502214,31.822364578524624
Ro80_q0.45_L8W_r1.00_th120_k0.50,0.1,80.0,0.45,36.00000000000001,32.0,8.0,1.0,33.1903600462544,33.1903600462544,15.198937419480533,7.432951904205929,115.88840393175931,115.88840393175931,61.407489210006396,69.173474725281,-11.315944661843233,76.60642662948693,65.2904819676437,0.05491067623621437,11.382121708197133,4.895849583952497,5.8762003122315125,1.7588897621506256e-22,2.154432194640358e-21,-14.312195914240673,-19.133963468887735,67.65991220978754,34.213752826659125
Ro80_q0.45_L8W_r1.00_th120_k0.50,0.15,80.0,0.45,36.00000000000001,32.0,8.0,1.0,31.692270350986224,31.692270350986224,15.988198843756415,8.176699365330567,113.48420482111574,113.48420482111574,63.167749513906514,70.97924899233237,-12.082449104543489,79.15594835766292,67.07349925311944,0.05420469161919273,11.530367230771233,4.890606301191838,5.870957029470853,1.6611736642533684e-22,2.159317999535221e-21,-16.597197613137602,-23.169752629619314,76.69257531400223,36.925625071245314
Ro80_q0.45_L8W_r1.00_th120_k0.50,0.2,80.0,0.45,36.00000000000001,32.0,8.0,1.0,30.119760955226727,30.119760955226727,16.89439750891183,9.056931337402155,110.78355959584567,110.78355959584567,65.08383196408226,72.92129813559195,-12.97566442315699,81.9782294729941,69.00256504983712,0.053368198526016965,11.711094195831116,4.885032996254338,5.865383724533354,1.5634575663561115e-22,2.1642038044300836e-21,-19.13141513140249,-28.034071590736783,87.62482141360114,40.45933469146187
Ro80_q0.45_L8W_r1.00_th120_k0.75,0.0,80.0,0.45,36.00000000000001,32.0,8.0,1.0,36.00000000000001,36.00000000000001,20.833333333333336,9.375000000000002,119.99999999999999,119.99999999999999,51.33545031536988,62.79378364870321,-15.104166666666668,72.16878364870321,57.06461698203654,0.050682976826855325,12.331556651361332,4.921300397538785,5.9016511258178,1.9543219579451394e-22,2.1446605848506323e-21,-11.850086526396273,-13.527449190393758,54.12345533624283,28.745919619452796
Ro80_q0.45_L8W_r1.00_th120_k0.75,0.01,80.0,0.45,36.00000000000001,32.0,8.0,1.0,35.72897983430258,35.72897983430258,20.963811801412454,9.484180550682357,119.62432707223414,119.62432707223414,51.614378884006136,63.09401013473623,-15.223996176047406,72.57819068541859,57.35419450937118,0.0506002530199028,12.351716892683644,4.920366232503142,5.900716960782157,1.934778738365688e-22,2.145637745829605e-21,-12.11581534975159,-13.97498110013261,55.26418386114481,29.173387411260606
Ro80_q0.45_L8W_r1.00_th120_k0.75,0.02,80.0,0.45,36.00000000000001,32.0,8.0,1.0,35.45588808646598,35.45588808646598,21.096750384484306,9.596215562839093,119.24145074337343,119.24145074337343,51.89789492473863,63.39842974638384,-15.346482973661699,72.99464530922293,57.64816233556124,0.05051536660678405,12.372472813372882,4.919420951544713,5.899771679823728,1.9152355187862366e-22,2.1466149068085776e-21,-12.389620437689498,-14.441553795582797,56.444321579304244,29.61314734603195
Ro80_q0.45_L8W_r1.00_th120_k0.75,0.05,80.0,0.45,36.00000000000001,32.0,8.0,1.0,34.62369131100843,34.62369131100843,21.511121152473006,9.950591342838548,118.04719376264262,118.04719376264262,52.77726149858147,64.33779130821593,-15.730856247655776,74.28838265105446,58.55752640339869,0.05024676082166961,12.438612753928211,4.916515982878328,5.896866711157343,1.8566058600478823e-22,2.149546389745495e-21,-13.284618047317966,-15.997884493619173,60.26419268502214,30.981690144084997
Ro80_q0.45_L8W_r1.00_th120_k0.75,0.1,80.0,0.45,36.00000000000001,32.0,8.0,1.0,33.1903600462544,33.1903600462544,22.258924251548358,10.60994597863645,115.88840393175931,115.88840393175931,54.347502377938575,65.99648065085047,-16.434435115092402,76.60642662948693,60.17199151439453,0.04974588386247344,12.563853558776112,4.911428201554878,5.891778929833893,1.7588897621506256e-22,2.154432194640358e-21,-15.000811494865715,-19.133963468887735,67.65991220978754,33.525137246034085
Ro80_q0.45_L8W_r1.00_th120_k0.75,0.15,80.0,0.45,36.00000000000001,32.0,8.0,1.0,31.692270350986224,31.692270350986224,23.089562005961735,11.372312788322958,113.48420482111574,113.48420482111574,56.0663863517012,67.78363556933998,-17.230937397142345,79.15594835766292,61.92501096052058,0.04916361260476101,12.712654072525886,4.906000969560438,5.886351697839453,1.6611736642533684e-22,2.159317999535221e-21,-17.068320120141447,-23.169752629619314,76.69257531400223,36.454502564241466
Ro80_q0.45_L8W_r1.00_th120_k0.75,0.2,80.0,0.45,36.00000000000001,32.0,8.0,1.0,30.119760955226727,30.119760955226727,24.019366755738808,12.263167498474294,110.78355959584567,110.78355959584567,57.95886271725529,69.7150619745198,-18.141267127106552,81.9782294729941,63.83696234588756,0.04847730754153159,12.89263021599433,4.900191972419159,5.880542700698174,1.5634575663561115e-22,2.1642038044300836e-21,-19.34486907842678,-28.034071590736783,87.62482141360114,40.24588074443758
Ro80_q0.45_L8W_r1.00_th135_k0.00,0.0,80.0,0.45,36.00000000000001,32.0,8.0,1.0,36.00000000000001,36.00000000000001,7.34422828512953e-16,7.34422828512953e-16,135.0,135.0,76.98996104260722,76.98996104260722,-7.34422828512953e-16,76.98996104260722,76.98996104260722,0.07336746525939758,8.518762339550012,4.862964921712057,5.843315649991072,1.9543219579451394e-22,2.1446605848506323e-21,-5.6338332617109055,-8.453043358801553,57.73912912419582,43.65225250368336
Ro80_q0.45_L8W_r1.00_th135_k0.00,0.01,80.0,0.45,36.00000000000001,32.0,8.0,1.0,35.72897983430258,35.72897983430258,0.05747485490172027,0.05747485490172027,134.6930233004748,134.6930233004748,77.43013277554859,77.43013277554859,-0.05747485490172027,77.4876076304503,77.43013277554859,0.07335840494987227,8.519814470163016,4.861792612032796,5.842143340311812,1.934778738365688e-22,2.145637745829605e-21,-5.861137718633001,-8.754122282916645,59.00242696336315,44.3871669618135
Ro80_q0.45_L8W_r1.00_th135_k0.00,0.02,80.0,0.45,36.00000000000001,32.0,8.0,1.0,35.45588808646598,35.45588808646598,0.11722275437266075,0.11722275437266075,134.3796620883898,134.3796620883898,77.87780796153201,77.87780796153201,-0.11722275437266075,77.99503071590466,77.87780796153201,0.07334808253510809,8.521013479811739,4.860604729462667,5.840955457741682,1.9152355187862366e-22,2.1466149068085776e-21,-6.098235729779327,-9.068891510110651,60.31095262764419,45.14382538775421
Ro80_q0.45_L8W_r1.00_th135_k0.00,0.05,80.0,0.45,36.00000000000001,32.0,8.0,1.0,34.62369131100843,34.62369131100843,0.3112799467077157,0.3112799467077157,133.39896428591186,133.39896428591186,79.26799985849028,79.26799985849028,-0.3112799467077157,79.579279805198,79.26799985849028,0.07330859682697743,8.525603095024744,4.8569438534116,5.837294581690616,1.8566058600478823e-22,2.149546389745495e-21,-6.9009751786262505,-10.127673562910093,64.55627220264529,47.527623461108945
Ro80_q0.45_L8W_r1.00_th135_k0.00,0.1,80.0,0.45,36.00000000000001,32.0,8.0,1.0,33.1903600462544,33.1903600462544,0.6923622140382855,0.6923622140382855,131.61336022362855,131.61336022362855,81.75638811037844,81.75638811037844,-0.6923622140382855,82.44875032441672,81.75638811037844,0.07320757801042628,8.537367537428803,4.8504935488066865,5.830844277085702,1.7588897621506256e-22,2.154432194640358e-21,-8.531076316313317,-12.291434748478727,72.81993762399941,51.99742655920737
Ro80_q0.45_L8W_r1.00_th135_k0.00,0.15,80.0,0.45,36.00000000000001,32.0,8.0,1.0,31.692270350986224,31.692270350986224,1.1643875783390474,1.1643875783390474,129.6046245299812,129.6046245299812,84.48844430103952,84.48844430103952,-1.1643875783390474,85.65283187937857,84.48844430103952,0.07304652678497389,8.556190520047645,4.843556777623455,5.82390750590247,1.6611736642533684e-22,2.159317999535221e-21,-10.647998740587665,-15.130448235126774,82.98727254312386,57.20882556740942
Ro80_q0.45_L8W_r1.00_th135_k0.00,0.2,80.0,0.45,36.00000000000001,32.0,8.0,1.0,30.119760955226727,30.119760955226727,1.7571620880970522,1.7571620880970522,127.32182625334646,127.32182625334646,87.50489703075702,87.50489703075702,-1.7571620880970522,89.26205911885407,87.50489703075702,0.07279924743457607,8.585253584684114,4.836065487791961,5.8164162160709765,1.5634575663561115e-22,2.1642038044300836e-21,-13.06298164973253,-18.582969285121933,95.41035515870146,63.764404223847
Ro80_q0.45_L8W_r1.00_th135_k0.25,0.0,80.0,0.45,36.00000000000001,32.0,8.0,1.0,36.00000000000001,36.00000000000001,6.944444444444444,3.125000000000001,135.0,135.0,70.04551659816276,73.86496104260722,-5.034722222222221,76.98996104260722,71.95523882038499,0.0672513177657597,9.293498191022989,4.87669263730174,5.857043365580755,1.9543219579451394e-22,2.1446605848506323e-21,-7.750937585564583,-8.453043358801553,57.73912912419582,41.53514817982968
Ro80_q0.45_L8W_r1.00_th135_k0.25,0.01,80.0,0.45,36.00000000000001,32.0,8.0,1.0,35.72897983430258,35.72897983430258,7.031254114446814,3.195675521697013,134.6930233004748,134.6930233004748,70.45635351600349,74.29193210875329,-5.113464818071914,77.4876076304503,72.3741428123784,0.06724004566385174,9.295056150385694,4.875527286714019,5.855878014993034,1.934778738365688e-22,2.145637745829605e-21,-7.997581584373801,-8.754122282916645,59.00242696336315,42.250723096072704
Ro80_q0.45_L8W_r1.00_th135_k0.25,0.02,80.0,0.45,36.00000000000001,32.0,8.0,1.0,35.45588808646598,35.45588808646598,7.120603581320299,3.2687441264990986,134.3796620883898,134.3796620883898,70.87442713458437,74.72628658940556,-5.194673853909699,77.99503071590466,72.80035686199497,0.06722775347786117,9.296755694890493,4.874346044562047,5.854696772841062,1.9152355187862366e-22,2.1466149068085776e-21,-8.253907513165638,-9.068891510110651,60.31095262764419,42.9881536043679
Ro80_q0.45_L8W_r1.00_th135_k0.25,0.05,80.0,0.45,36.00000000000001,32.0,8.0,1.0,34.62369131100843,34.62369131100843,7.405047513937778,3.503475351961244,133.39896428591186,133.39896428591186,72.17423229126021,76.07580445323676,-5.454261432949511,79.579279805198,74.12501837224848,0.06718398662238867,9.302812045269764,4.87070295150613,5.851053679785146,1.8566058600478823e-22,2.149546389745495e-21,-9.112833467325933,-10.127673562910093,64.55627220264529,45.31576517240926
Ro80_q0.45_L8W_r1.00_th135_k0.25,0.1,80.0,0.45,36.00000000000001,32.0,8.0,1.0,33.1903600462544,33.1903600462544,7.941834038558869,3.9546245350725497,131.61336022362855,131.61336022362855,74.50691628585786,78.49412578934417,-5.948229286815709,82.44875032441672,76.50052103760102,0.06708251806825209,9.316883414604431,4.864273544414214,5.844624272693229,1.7588897621506256e-22,2.154432194640358e-21,-10.829189927923574,-12.291434748478727,72.81993762399941,49.699312947597114
Ro80_q0.45_L8W_r1.00_th135_k0.25,0.15,80.0,0.45,36.00000000000001,32.0,8.0,1.0,31.692270350986224,31.692270350986224,8.575136333377419,4.499224518106316,129.6046245299812,129.6046245299812,77.07769554600115,81.15360736127225,-6.537180425741868,85.65283187937857,79.1156514536367,0.06693229730457846,9.337793937595016,4.857343003573687,5.837693731852703,1.6611736642533684e-22,2.159317999535221e-21,-13.0145673403176,-15.130448235126774,82.98727254312386,54.842256967679496
Ro80_q0.45_L8W_r1.00_th135_k0.25,0.2,80.0,0.45,36.00000000000001,32.0,8.0,1.0,30.119760955226727,30.119760955226727,9.333057167752798,5.166314873942139,127.32182625334646,127.32182625334646,79.92900195110127,84.09574424491194,-7.249686020847469,89.26205911885407,82.0123730980066,0.0667118307790255,9.368653096483493,4.849837257509961,5.830187985788976,1.5634575663561115e-22,2.1642038044300836e-21,-15.485656463906436,-18.582969285121933,95.41035515870146,61.34172940967309
Ro80_q0.45_L8W_r1.00_th135_k0.50,0.0,80.0,0.45,36.00000000000001,32.0,8.0,1.0,36.00000000000001,36.00000000000001,13.888888888888888,6.250000000000001,135.0,135.0,63.10107215371833,70.73996104260722,-10.069444444444443,76.98996104260722,66.92051659816276,0.061398375552419594,10.179422409415357,4.891052654397777,5.871403382676792,1.9543219579451394e-22,2.1446605848506323e-21,-9.868041909418583,-8.453043358801553,57.73912912419582,39.41804385597568
Ro80_q0.45_L8W_r1.00_th135_k0.50,0.01,80.0,0.45,36.00000000000001,32.0,8.0,1.0,35.72897983430258,35.72897983430258,14.00503337399191,6.333876188492307,134.6930233004748,134.6930233004748,63.4825742564584,71.15373144195799,-10.16945478124211,77.4876076304503,67.3181528492082,0.06138554279569491,10.181550435745802,4.889893833681874,5.870244561960889,1.934778738365688e-22,2.145637745829605e-21,-10.134025450114608,-8.754122282916645,59.00242696336315,40.114279230331896
Ro80_q0.45_L8W_r1.00_th135_k0.50,0.02,80.0,0.45,36.00000000000001,32.0,8.0,1.0,35.45588808646598,35.45588808646598,14.123984408267937,6.420265498625536,134.3796620883898,134.3796620883898,63.871046307636725,71.57476521727914,-10.272124953446736,77.99503071590466,67.72290576245793,0.06137191962474006,10.183810508479711,4.888718762005853,5.869069490284868,1.9152355187862366e-22,2.1466149068085776e-21,-10.409579296551778,-9.068891510110651,60.31095262764419,40.83248182098176
Ro80_q0.45_L8W_r1.00_th135_k0.50,0.05,80.0,0.45,36.00000000000001,32.0,8.0,1.0,34.62369131100843,34.62369131100843,14.498815081167841,6.695670757214774,133.39896428591186,133.39896428591186,65.08046472403015,72.88360904798323,-10.597242919191308,79.579279805198,68.98203688600668,0.06132570157352674,10.191485526678456,4.885091775803085,5.8654425040821,1.8566058600478823e-22,2.149546389745495e-21,-11.324691756025642,-10.127673562910093,64.55627220264529,43.10390688370955
Ro80_q0.45_L8W_r1.00_th135_k0.50,0.1,80.0,0.45,36.00000000000001,32.0,8.0,1.0,33.1903600462544,33.1903600462544,15.191305863079457,7.216886856106814,131.61336022362855,131.61336022362855,67.25744446133727,75.23186346830991,-11.204096359593134,82.44875032441672,71.24465396482358,0.06122645646362005,10.208005429341917,4.878679431177709,5.859030159456724,1.7588897621506256e-22,2.154432194640358e-21,-13.127303539533779,-12.291434748478727,72.81993762399941,47.40119933598691
Ro80_q0.45_L8W_r1.00_th135_k0.50,0.15,80.0,0.45,36.00000000000001,32.0,8.0,1.0,31.692270350986224,31.692270350986224,15.98588508841579,7.8340614578735845,129.6046245299812,129.6046245299812,69.66694679096278,77.81877042150498,-11.909973273144688,85.65283187937857,73.74285860623388,0.06108906022639638,10.230964393358592,4.871749636956283,5.852100365235298,1.6611736642533684e-22,2.159317999535221e-21,-15.381135940047546,-15.130448235126774,82.98727254312386,52.475688367949544
Ro80_q0.45_L8W_r1.00_th135_k0.50,0.2,80.0,0.45,36.00000000000001,32.0,8.0,1.0,30.119760955226727,30.119760955226727,16.90895224740855,8.575467659787227,127.32182625334646,127.32182625334646,72.35310687144552,80.68659145906685,-12.742209953597888,89.26205911885407,76.51984916525619,0.06089638376990548,10.263335214805812,4.864221764106324,5.844572492385339,1.5634575663561115e-22,2.1642038044300836e-21,-17.90833127808064,-18.582969285121933,95.41035515870146,58.919054595498885
Ro80_q0.45_L8W_r1.00_th135_k0.75,0.0,80.0,0.45,36.00000000000001,32.0,8.0,1.0,36.00000000000001,36.00000000000001,20.833333333333336,9.375,135.0,135.0,56.15662770927388,67.61496104260722,-15.104166666666668,76.98996104260722,61.88579437594054,0.055803515438445576,11.200011237453493,4.906121306390113,5.886472034669128,1.9543219579451394e-22,2.1446605848506323e-21,-11.985146233271479,-8.453043358801553,57.73912912419582,37.30093953212279
Ro80_q0.45_L8W_r1.00_th135_k0.75,0.01,80.0,0.45,36.00000000000001,32.0,8.0,1.0,35.72897983430258,35.72897983430258,20.978812633537004,9.472076855287598,134.6930233004748,134.6930233004748,56.508794996913295,68.0155307751627,-15.225444744412302,77.4876076304503,62.262162886038006,0.055789757489645965,11.202773199291894,4.904968406610507,5.885319134889523,1.934778738365688e-22,2.145637745829605e-21,-12.270469315855264,-8.754122282916645,59.00242696336315,37.977835364591236
Ro80_q0.45_L8W_r1.00_th135_k0.75,0.02,80.0,0.45,36.00000000000001,32.0,8.0,1.0,35.45588808646598,35.45588808646598,21.127365235215578,9.571786870751973,134.3796620883898,134.3796620883898,56.86766548068909,68.42324384515268,-15.349576052983775,77.99503071590466,62.64545466292089,0.05577542659943639,11.205651630216588,4.903798847456093,5.884149575735108,1.9152355187862366e-22,2.1466149068085776e-21,-12.565251079938262,-9.068891510110651,60.31095262764419,38.67681003759528
Ro80_q0.45_L8W_r1.00_th135_k0.75,0.05,80.0,0.45,36.00000000000001,32.0,8.0,1.0,34.62369131100843,34.62369131100843,21.592582648397908,9.887866162468303,133.39896428591186,133.39896428591186,57.98669715680009,69.6914136427297,-15.740224405433105,79.579279805198,63.839055399764895,0.055728541954539954,11.215078989682487,4.90018567432399,5.880536402603005,1.8566058600478823e-22,2.149546389745495e-21,-13.536550044725328,-10.127673562910093,64.55627220264529,40.89204859500986
Ro80_q0.45_L8W_r1.00_th135_k0.75,0.1,80.0,0.45,36.00000000000001,32.0,8.0,1.0,33.1903600462544,33.1903600462544,22.440777687600047,10.479149177141075,131.61336022362855,131.61336022362855,60.007972636816675,71.96960114727565,-16.45996343237056,82.44875032441672,65.98878689204616,0.05563412404503344,11.23411234971704,4.893785322716318,5.874136050995333,1.7588897621506256e-22,2.154432194640358e-21,-15.425417151144057,-12.291434748478727,72.81993762399941,45.10308572437663
Ro80_q0.45_L8W_r1.00_th135_k0.75,0.15,80.0,0.45,36.00000000000001,32.0,8.0,1.0,31.692270350986224,31.692270350986224,23.39663384345417,11.168898397640852,129.6046245299812,129.6046245299812,62.2561980359244,74.48393348173771,-17.28276612054751,85.65283187937857,68.37006575883105,0.05551148978369352,11.258930402253293,4.886849242833006,5.867199971112021,1.6611736642533684e-22,2.159317999535221e-21,-17.747704539777455,-15.130448235126774,82.98727254312386,50.109119768219635
Ro80_q0.45_L8W_r1.00_th135_k0.75,0.2,80.0,0.45,36.00000000000001,32.0,8.0,1.0,30.119760955226727,30.119760955226727,24.484847327064298,11.984620445632313,127.32182625334646,127.32182625334646,64.77721179178978,77.27743867322177,-18.234733886348305,89.26205911885407,71.02732523250576,0.05534754538353385,11.292280365263323,4.879289623171208,5.859640351450223,1.5634575663561115e-22,2.1642038044300836e-21,-20.33100609225452,-18.582969285121933,95.41035515870146,56.49637978132501
