design_id,Ro_nm,Rc_over_Ro,Rc_nm,Lc_nm,Lc_over_W,rTJ_over_Rc,rTJ0_nm,theta_center0_deg,theta_outer0_deg,center_curvature0_per_um,outer_curvature0_per_um,kRc_center,kRo_outer,sigma0_MPa,sigma20_MPa,max_sigma_MPa,available_stress_increase_MPa,delta_sigma_curvature_MPa,delta_sigma_angle_MPa,delta_sigma_radius_MPa,minimum_dsigma_dx_MPa,tau0_s,tau20_s,x_to_20MPa,x_to_25MPa,x_to_30MPa,x_to_tau3s,resolution_margin,rTJ20_over_W,rTJ20_nm,x_contact_zero,x_to_6W,loss_fraction_margin_after_20pct_to_6W
Ro80_q0.85_L12W_r0.80_th170_k0.50,80.0,0.85,68.0,48.00000000000001,12.0,0.8,54.400000000000006,170.0,170.0,7.352941176470588,6.25,0.5,0.5,48.13573702711832,74.59912119670159,74.59912119670159,26.46338416958327,-3.96247433574554,-0.38830990067012117,30.81969399453437,70.23472786040274,9.895909345454397,9.174480260934478,0.0,0.0,0.0,nan,1.4508830857085147,8.705298514251089,34.821194057004355,0.33882352941176475,0.2728760431508243,0.0728760431508243
Ro80_q0.85_L12W_r0.80_th170_k0.75,80.0,0.85,68.0,48.00000000000001,12.0,0.8,54.400000000000006,170.0,170.0,11.02941176470588,9.375,0.75,0.75,44.73500173300067,69.37229933515349,69.37229933515349,24.637297602152813,-5.789467067914691,-0.38830990067012117,30.81969399453437,65.33196742979494,10.712834619768289,10.06225353429671,0.0,0.0,0.0,nan,1.4508830857085147,8.705298514251089,34.821194057004355,0.33882352941176475,0.2728760431508243,0.0728760431508243
Ro80_q0.85_L12W_r1.00_th120_k0.00,80.0,0.85,68.0,48.00000000000001,12.0,1.0,68.0,120.0,120.0,0.0,0.0,0.0,0.0,38.207003108136995,43.149436662803545,43.149436662803545,4.94243355466655,-1.9829071982323594,-2.9572249062983404,9.882278335787488,21.05066362173628,10.092369192868256,11.28864939267528,0.0,0.0,0.0,nan,1.5,13.409780841692461,53.63912336676985,0.5294117647058824,0.463464278444942,0.26346427844494197
Ro80_q0.85_L12W_r1.00_th120_k0.25,80.0,0.85,68.0,48.00000000000001,12.0,1.0,68.0,120.0,120.0,3.676470588235294,3.125,0.25,0.25,34.80626781401935,39.6617092206325,39.6617092206325,4.855441406613153,-2.069840975069355,-2.9572249062983404,9.882278335787488,20.24755637564888,11.065783448872208,12.319260862444821,0.0,0.0,0.0,nan,1.5,13.409780841692461,53.63912336676985,0.5294117647058824,0.463464278444942,0.26346427844494197
Ro80_q0.85_L12W_r1.00_th120_k0.50,80.0,0.85,68.0,48.00000000000001,12.0,1.0,68.0,120.0,120.0,7.352941176470588,6.25,0.5,0.5,31.4055325199017,36.17398177846145,36.17398177846145,4.768449258559752,-2.1567747519063554,-2.9572249062983404,9.882278335787488,19.44444912956145,12.202418020108494,13.509824686440659,0.0,0.0,0.0,nan,1.5,13.409780841692461,53.63912336676985,0.5294117647058824,0.463464278444942,0.26346427844494197
Ro80_q0.85_L12W_r1.00_th120_k0.75,80.0,0.85,68.0,48.00000000000001,12.0,1.0,68.0,120.0,120.0,11.02941176470588,9.375,0.75,0.75,28.004797225784056,32.6862543362904,32.6862543362904,4.681457110506347,-2.243708528743347,-2.9572249062983404,9.882278335787488,18.641341883473423,13.54615392206498,14.899298479286726,0.0,0.0,0.09663387149045087,nan,1.5,13.409780841692461,53.63912336676985,0.5294117647058824,0.463464278444942,0.26346427844494197
Ro80_q0.85_L12W_r1.00_th135_k0.00,80.0,0.85,68.0,48.00000000000001,12.0,1.0,68.0,135.0,135.0,0.0,0.0,0.0,0.0,40.759391140203824,48.16967158030185,48.16967158030185,7.4102804400980276,-1.3481051145205942,-1.9315100766770934,10.689808583988043,29.10010217959397,9.449318388553248,10.02852288969882,0.0,0.0,0.0,nan,1.5,13.409780841692461,53.63912336676985,0.5294117647058824,0.463464278444942,0.26346427844494197
Ro80_q0.85_L12W_r1.00_th135_k0.25,80.0,0.85,68.0,48.00000000000001,12.0,1.0,68.0,135.0,135.0,3.676470588235294,3.125,0.25,0.25,37.35865584608618,44.375563571756445,44.375563571756445,7.016907725670265,-1.7414563657761142,-1.9315100766770934,10.689808583988043,27.299362355442454,10.32183240468528,10.958644634102093,0.0,0.0,0.0,nan,1.5,13.409780841692461,53.63912336676985,0.5294117647058824,0.463464278444942,0.26346427844494197
Ro80_q0.85_L12W_r1.00_th135_k0.50,80.0,0.85,68.0,48.00000000000001,12.0,1.0,68.0,135.0,135.0,7.352941176470588,6.25,0.5,0.5,33.95792055196853,40.58145556321104,40.58145556321104,6.6235350112425095,-2.1348076170316332,-1.9315100766770934,10.689808583988043,25.49862253129124,11.332574095743077,12.033293331903536,0.0,0.0,0.0,nan,1.5,13.409780841692461,53.63912336676985,0.5294117647058824,0.463464278444942,0.26346427844494197
Ro80_q0.85_L12W_r1.00_th135_k0.75,80.0,0.85,68.0,48.00000000000001,12.0,1.0,68.0,135.0,135.0,11.02941176470588,9.375,0.75,0.75,30.557185257850882,36.78734755466564,36.78734755466564,6.230162296814754,-2.5281588682871536,-1.9315100766770934,10.689808583988043,23.697882707139247,12.516196807665532,13.287290971264543,0.0,0.0,0.0,nan,1.5,13.409780841692461,53.63912336676985,0.5294117647058824,0.463464278444942,0.26346427844494197
Ro80_q0.85_L12W_r1.00_th150_k0.00,80.0,0.85,68.0,48.00000000000001,12.0,1.0,68.0,150.0,150.0,0.0,0.0,0.0,0.0,42.6143746892236,52.26751829517269,52.26751829517269,9.65314360594909,-0.6901031086198652,-0.9571221726890582,11.30063116559943,35.753595394589446,9.022126757663694,9.15607096607076,0.0,0.0,0.0,nan,1.5,13.409780841692461,53.63912336676985,0.5294117647058824,0.463464278444942,0.26346427844494197
Ro80_q0.85_L12W_r1.00_th150_k0.25,80.0,0.85,68.0,48.00000000000001,12.0,1.0,68.0,150.0,150.0,3.676470588235294,3.125,0.25,0.25,39.21363939510596,48.20654644345708,48.20654644345708,8.992907048351121,-1.3503782048472277,-0.9571221726890582,11.30063116559943,33.18740882620505,9.830590152088803,10.020100127463076,0.0,0.0,0.0,nan,1.5,13.409780841692461,53.63912336676985,0.5294117647058824,0.463464278444942,0.26346427844494197
Ro80_q0.85_L12W_r1.00_th150_k0.50,80.0,0.85,68.0,48.00000000000001,12.0,1.0,68.0,150.0,150.0,7.352941176470588,6.25,0.5,0.5,35.812904100988305,44.14557459174146,44.14557459174146,8.332670490753152,-2.0106533010745884,-0.9571221726890582,11.30063116559943,30.621222257820584,10.762273135137647,11.019369161873549,0.0,0.0,0.0,nan,1.5,13.409780841692461,53.63912336676985,0.5294117647058824,0.463464278444942,0.26346427844494197
Ro80_q0.85_L12W_r1.00_th150_k0.75,80.0,0.85,68.0,48.00000000000001,12.0,1.0,68.0,150.0,150.0,11.02941176470588,9.375,0.75,0.75,32.41216880687066,40.084602740025844,40.084602740025844,7.672433933155183,-2.6709283973019513,-0.9571221726890582,11.30063116559943,28.05503568943629,11.846640606651473,12.186436262558818,0.0,0.0,0.0,nan,1.5,13.409780841692461,53.63912336676985,0.5294117647058824,0.463464278444942,0.26346427844494197
Ro80_q0.85_L12W_r1.00_th165_k0.00,80.0,0.85,68.0,48.00000000000001,12.0,1.0,68.0,165.0,165.0,0.0,0.0,0.0,0.0,43.740214472373985,54.97799334108449,54.97799334108449,11.237778868710507,-0.18833386592400325,-0.25570232727632014,11.682427700848176,40.13653817586193,8.777651720932713,8.642189716429577,0.0,0.0,0.0,nan,1.5,13.409780841692461,53.63912336676985,0.5294117647058824,0.463464278444942,0.26346427844494197
Ro80_q0.85_L12W_r1.00_th165_k0.25,80.0,0.85,68.0,48.00000000000001,12.0,1.0,68.0,165.0,165.0,3.676470588235294,3.125,0.25,0.25,40.33947917825634,50.732812408352025,50.732812408352025,10.393333230095685,-1.0328762430576726,-0.25570232727632014,11.682427700848176,37.089204069336624,9.550516185931837,9.468413435249406,0.0,0.0,0.0,nan,1.5,13.409780841692461,53.63912336676985,0.5294117647058824,0.463464278444942,0.26346427844494197
Ro80_q0.85_L12W_r1.00_th165_k0.50,80.0,0.85,68.0,48.00000000000001,12.0,1.0,68.0,165.0,165.0,7.352941176470588,6.25,0.5,0.5,36.93874388413869,46.48763147561955,46.48763147561955,9.548887591480863,-1.8774186201913414,-0.25570232727632014,11.682427700848176,34.04186996281132,10.438549741669544,10.424887377442433,0.0,0.0,0.0,nan,1.5,13.409780841692461,53.63912336676985,0.5294117647058824,0.463464278444942,0.26346427844494197
Ro80_q0.85_L12W_r1.00_th165_k0.75,80.0,0.85,68.0,48.00000000000001,12.0,1.0,68.0,165.0,165.0,11.02941176470588,9.375,0.75,0.75,33.53800859002104,42.24245054288709,42.24245054288709,8.704441952866048,-2.721960997325011,-0.25570232727632014,11.682427700848176,30.9945358562859,11.468548040119497,11.543045572182976,0.0,0.0,0.0,nan,1.5,13.409780841692461,53.63912336676985,0.5294117647058824,0.463464278444942,0.26346427844494197
Ro80_q0.85_L12W_r1.00_th170_k0.00,80.0,0.85,68.0,48.00000000000001,12.0,1.0,68.0,170.0,170.0,0.0,0.0,0.0,0.0,43.94976609228289,55.50339564046857,55.50339564046857,11.553629548185675,-0.08509641633615692,-0.11506300185322198,11.754482141656434,40.98179770658394,8.733309473635597,8.547753111440066,0.0,0.0,0.0,nan,1.5,13.409780841692461,53.63912336676985,0.5294117647058824,0.463464278444942,0.26346427844494197
Ro80_q0.85_L12W_r1.00_th170_k0.25,80.0,0.85,68.0,48.00000000000001,12.0,1.0,68.0,170.0,170.0,3.676470588235294,3.125,0.25,0.25,40.54903079816525,51.22183034320943,51.22183034320943,10.672799545044185,-0.9660363646149928,-0.11506300185322198,11.754482141656434,37.84352614266822,9.499798926750534,9.367108880384727,0.0,0.0,0.0,nan,1.5,13.409780841692461,53.63912336676985,0.5294117647058824,0.463464278444942,0.26346427844494197
Ro80_q0.85_L12W_r1.00_th170_k0.50,80.0,0.85,68.0,48.00000000000001,12.0,1.0,68.0,170.0,170.0,7.352941176470588,6.25,0.5,0.5,37.148295504047596,46.940265045950305,46.940265045950305,9.79196954190271,-1.8469763128938352,-0.11506300185322198,11.754482141656434,34.70525457875237,10.380037889926404,10.315834226049317,0.0,0.0,0.0,nan,1.5,13.409780841692461,53.63912336676985,0.5294117647058824,0.463464278444942,0.26346427844494197
Ro80_q0.85_L12W_r1.00_th170_k0.75,80.0,0.85,68.0,48.00000000000001,12.0,1.0,68.0,170.0,170.0,11.02941176470588,9.375,0.75,0.75,33.74756020992995,42.65869974869118,42.65869974869118,8.911139538761226,-2.7279162611726675,-0.11506300185322198,11.754482141656434,31.56698301483652,11.400359790523808,11.42517270842293,0.0,0.0,0.0,nan,1.5,13.409780841692461,53.63912336676985,0.5294117647058824,0.463464278444942,0.26346427844494197
Ro80_q0.85_L12W_r1.20_th135_k0.00,80.0,0.85,68.0,48.00000000000001,12.0,1.2,81.60000000000001,135.0,135.0,0.0,0.0,0.0,0.0,33.96615928350318,37.92001475292864,37.92001475292864,3.9538554694254557,-0.6363114937468224,-0.9223295245447019,5.5124867645569475,16.840068323624614,9.441610599951819,9.866731496162538,0.0,0.0,0.0,nan,1.5,17.52090814490568,70.08363257962272,0.7623529411764706,0.6964054549155303,0.4964054549155303
Ro80_q0.85_L12W_r1.20_th135_k0.25,80.0,0.85,68.0,48.00000000000001,12.0,1.2,81.60000000000001,135.0,135.0,3.676470588235294,3.125,0.25,0.25,30.565423989385533,34.25081753713389,34.25081753713389,3.685393547748358,-0.9047698959337305,-0.9223295245447019,5.5124867645569475,15.589557756002677,10.427571166205706,10.905133771053082,0.0,0.0,0.0,nan,1.5,17.52090814490568,70.08363257962272,0.7623529411764706,0.6964054549155303,0.4964054549155303
Ro80_q0.85_L12W_r1.20_th135_k0.50,80.0,0.85,68.0,48.00000000000001,12.0,1.2,81.60000000000001,135.0,135.0,7.352941176470588,6.25,0.5,0.5,27.164688695267888,30.58162032133915,30.58162032133915,3.416931626071264,-1.173228298120642,-0.9223295245447019,5.5124867645569475,14.339047188381267,11.59718355491936,12.135131962386076,0.0,0.0,0.17069041857470788,nan,1.5,17.52090814490568,70.08363257962272,0.7623529411764706,0.6964054549155303,0.4964054549155303
Ro80_q0.85_L12W_r1.20_th135_k0.75,80.0,0.85,68.0,48.00000000000001,12.0,1.2,81.60000000000001,135.0,135.0,11.02941176470588,9.375,0.75,0.75,23.76395340115024,26.912423105544413,26.912423105544413,3.1484697043941736,-1.4416867003075438,-0.9223295245447019,5.5124867645569475,13.088536620759559,13.006749848583535,13.614052345339562,0.0,0.08754680470536873,nan,nan,1.5,17.52090814490568,70.08363257962272,0.7623529411764706,0.6964054549155303,0.4964054549155303
Ro80_q0.85_L12W_r1.20_th150_k0.00,80.0,0.85,68.0,48.00000000000001,12.0,1.2,81.60000000000001,150.0,150.0,0.0,0.0,0.0,0.0,35.511978907686334,40.546562706305906,40.546562706305906,5.034583798619572,-0.3170000113351189,-0.4504563703035187,5.802101108114256,20.690715379984628,9.042975202835377,9.217940793270914,0.0,0.0,0.0,nan,1.5,17.52090814490568,70.08363257962272,0.7623529411764706,0.6964054549155303,0.4964054549155303
Ro80_q0.85_L12W_r1.20_th150_k0.25,80.0,0.85,68.0,48.00000000000001,12.0,1.2,81.60000000000001,150.0,150.0,3.676470588235294,3.125,0.25,0.25,32.11124361356869,36.72440619960214,36.72440619960214,4.613162586033454,-0.7384323333669576,-0.4504563703035187,5.802101108114256,18.908580506317925,9.959320759744864,10.186811964313952,0.0,0.0,0.0,nan,1.5,17.52090814490568,70.08363257962272,0.7623529411764706,0.6964054549155303,0.4964054549155303
Ro80_q0.85_L12W_r1.20_th150_k0.50,80.0,0.85,68.0,48.00000000000001,12.0,1.2,81.60000000000001,150.0,150.0,7.352941176470588,6.25,0.5,0.5,28.71050831945104,32.902249692898366,32.902249692898366,4.191741373447325,-1.1598646553987992,-0.4504563703035187,5.802101108114256,17.126445632651876,11.039647246440161,11.33233282084014,0.0,0.0,0.07050908808826033,nan,1.5,17.52090814490568,70.08363257962272,0.7623529411764706,0.6964054549155303,0.4964054549155303
Ro80_q0.85_L12W_r1.20_th150_k0.75,80.0,0.85,68.0,48.00000000000001,12.0,1.2,81.60000000000001,150.0,150.0,11.02941176470588,9.375,0.75,0.75,25.309773025333396,29.080093186194603,29.080093186194603,3.770320160861207,-1.581296977430649,-0.4504563703035187,5.802101108114256,15.34431075898273,12.331757868797572,12.70624014216998,0.0,0.0,nan,nan,1.5,17.52090814490568,70.08363257962272,0.7623529411764706,0.6964054549155303,0.4964054549155303
Ro80_q0.85_L12W_r1.20_th165_k0.00,80.0,0.85,68.0,48.00000000000001,12.0,1.2,81.60000000000001,165.0,165.0,0.0,0.0,0.0,0.0,36.450178726978315,42.226850477606874,42.226850477606874,5.776671750628559,-0.08495655964977865,-0.1191889515194807,5.980944138355488,23.227360295710056,8.814219790909668,8.83798109693628,0.0,0.0,0.0,nan,1.5,17.52090814490568,70.08363257962272,0.7623529411764706,0.6964054549155303,0.4964054549155303
Ro80_q0.85_L12W_r1.20_th165_k0.25,80.0,0.85,68.0,48.00000000000001,12.0,1.2,81.60000000000001,165.0,165.0,3.676470588235294,3.125,0.25,0.25,33.04944343286067,38.30301248132493,38.30301248132493,5.253569048464257,-0.6080834942687307,-0.1191889515194807,5.980944138355488,21.11104311572507,9.691793512733092,9.767623480775654,0.0,0.0,0.0,nan,1.5,17.52090814490568,70.08363257962272,0.7623529411764706,0.6964054549155303,0.4964054549155303
Ro80_q0.85_L12W_r1.20_th165_k0.50,80.0,0.85,68.0,48.00000000000001,12.0,1.2,81.60000000000001,165.0,165.0,7.352941176470588,6.25,0.5,0.5,29.648708138743018,34.379174485042974,34.379174485042974,4.730466346299956,-1.1312104288876832,-0.1191889515194807,5.980944138355488,18.99472593574008,10.722792509968697,10.865850469713584,0.0,0.0,0.018164935526747833,nan,1.5,17.52090814490568,70.08363257962272,0.7623529411764706,0.6964054549155303,0.4964054549155303
Ro80_q0.85_L12W_r1.20_th165_k0.75,80.0,0.85,68.0,48.00000000000001,12.0,1.2,81.60000000000001,165.0,165.0,11.02941176470588,9.375,0.75,0.75,26.247972844625377,30.455336488761013,30.455336488761013,4.207363644135636,-1.654337363506636,-0.1191889515194807,5.980944138355488,16.878408755755512,11.950659751639314,12.181505495454,0.0,0.0,0.1823265524315191,nan,1.5,17.52090814490568,70.08363257962272,0.7623529411764706,0.6964054549155303,0.4964054549155303
Ro80_q0.85_L12W_r1.20_th170_k0.00,80.0,0.85,68.0,48.00000000000001,12.0,1.2,81.60000000000001,170.0,170.0,0.0,0.0,0.0,0.0,36.62480507690241,42.547380034492015,42.547380034492015,5.922574957589603,-0.03825150301270405,-0.0535335158583552,6.014501546856374,23.716562944283684,8.772678863281962,8.768338690414309,0.0,0.0,0.0,nan,1.5,17.52090814490568,70.08363257962272,0.7623529411764706,0.6964054549155303,0.4964054549155303
Ro80_q0.85_L12W_r1.20_th170_k0.25,80.0,0.85,68.0,48.00000000000001,12.0,1.2,81.60000000000001,170.0,170.0,3.676470588235294,3.125,0.25,0.25,33.22406978278476,38.603816394021436,38.603816394021436,5.379746611236676,-0.5811069599420694,-0.0535335158583552,6.014501546856374,21.53708380810738,9.643302951509726,9.690905320538896,0.0,0.0,0.0,nan,1.5,17.52090814490568,70.08363257962272,0.7623529411764706,0.6964054549155303,0.4964054549155303
Ro80_q0.85_L12W_r1.20_th170_k0.50,80.0,0.85,68.0,48.00000000000001,12.0,1.2,81.60000000000001,170.0,170.0,7.352941176470588,6.25,0.5,0.5,29.823334488667115,34.66025275355085,34.66025275355085,4.836918264883735,-1.1239624168714393,-0.0535335158583552,6.014501546856374,19.357604671931146,10.66549060349668,10.78063061690017,0.0,0.0,0.009042155804509261,nan,1.5,17.52090814490568,70.08363257962272,0.7623529411764706,0.6964054549155303,0.4964054549155303
Ro80_q0.85_L16W_r0.80_th120_k0.00,80.0,0.85,68.0,64.0,16.0,0.8,54.400000000000006,120.0,120.0,0.0,0.0,0.0,0.0,47.758753885171245,55.20783302294958,55.20783302294958,7.449079137778334,-3.228300748301786,-4.841258758370156,15.517913253478266,30.836731714857958,9.981550317697286,11.359894829488537,0.0,0.0,0.0,nan,1.6921113263437308,10.152667958062386,40.610671832249544,0.45176470588235296,0.3638347242010991,0.16383472420109907
Ro80_q0.85_L16W_r0.80_th120_k0.25,80.0,0.85,68.0,64.0,16.0,0.8,54.400000000000006,120.0,120.0,3.676470588235294,3.125,0.25,0.25,44.3580185910536,51.73630112525608,51.73630112525608,7.3782825342024765,-3.2989807536547584,-4.841258758370156,15.517913253478266,29.895520875734395,10.809918534084709,12.233828742455131,0.0,0.0,0.0,nan,1.6921113263437308,10.152667958062386,40.610671832249544,0.45176470588235296,0.3638347242010991,0.16383472420109907
Ro80_q0.85_L16W_r0.80_th120_k0.50,80.0,0.85,68.0,64.0,16.0,0.8,54.400000000000006,120.0,120.0,7.352941176470588,6.25,0.5,0.5,40.95728329693595,48.26476922756256,48.26476922756256,7.307485930626612,-3.3696607590077288,-4.841258758370156,15.517913253478266,28.95431003661013,11.752775790107012,13.217147871998627,0.0,0.0,0.0,nan,1.6921113263437308,10.152667958062386,40.610671832249544,0.45176470588235296,0.3638347242010991,0.16383472420109907
Ro80_q0.85_L16W_r0.80_th120_k0.75,80.0,0.85,68.0,64.0,16.0,0.8,54.400000000000006,120.0,120.0,11.02941176470588,9.375,0.75,0.75,37.556548002818296,44.793237329869044,44.793237329869044,7.2366893270507475,-3.440340764360701,-4.841258758370156,15.517913253478266,28.013099197486287,12.834446553363101,14.330446192577405,0.0,0.0,0.0,nan,1.6921113263437308,10.152667958062386,40.610671832249544,0.45176470588235296,0.3638347242010991,0.16383472420109907
Ro80_q0.85_L16W_r0.80_th135_k0.00,80.0,0.85,68.0,64.0,16.0,0.8,54.400000000000006,135.0,135.0,0.0,0.0,0.0,0.0,50.949238925254775,62.35113867326521,62.35113867326521,11.401899748010436,-2.2447294983635118,-3.201567387804419,16.847919080582038,42.62759919691283,9.291567081126026,9.83914201721535,0.0,0.0,0.0,nan,1.6921113263437308,10.152667958062386,40.610671832249544,0.45176470588235296,0.3638347242010991,0.16383472420109907
Ro80_q0.85_L16W_r0.80_th135_k0.25,80.0,0.85,68.0,64.0,16.0,0.8,54.400000000000006,135.0,135.0,3.676470588235294,3.125,0.25,0.25,47.54850363113713,58.48890002495063,58.48890002495063,10.9403963938135,-2.70618149324159,-3.201567387804419,16.847919080582038,40.51735303287948,10.029820701430534,10.619549213535437,0.0,0.0,0.0,nan,1.6921113263437308,10.152667958062386,40.610671832249544,0.45176470588235296,0.3638347242010991,0.16383472420109907
Ro80_q0.85_L16W_r0.80_th135_k0.50,80.0,0.85,68.0,64.0,16.0,0.8,54.400000000000006,135.0,135.0,7.352941176470588,6.25,0.5,0.5,44.14776833701948,54.62666137663605,54.62666137663605,10.478893039616572,-3.1676334881196766,-3.201567387804419,16.847919080582038,38.40710686884547,10.86467091956405,11.499322220142238,0.0,0.0,0.0,nan,1.6921113263437308,10.152667958062386,40.610671832249544,0.45176470588235296,0.3638347242010991,0.16383472420109907
Ro80_q0.85_L16W_r0.80_th135_k0.75,80.0,0.85,68.0,64.0,16.0,0.8,54.400000000000006,135.0,135.0,11.02941176470588,9.375,0.75,0.75,40.74703304290183,50.76442272832146,50.76442272832146,10.01738968541963,-3.6290854829977572,-3.201567387804419,16.847919080582038,36.296860704812175,11.815340123284145,12.497290958440544,0.0,0.0,0.0,nan,1.6921113263437308,10.152667958062386,40.610671832249544,0.45176470588235296,0.3638347242010991,0.16383472420109907
Ro80_q0.85_L16W_r0.80_th150_k0.00,80.0,0.85,68.0,64.0,16.0,0.8,54.400000000000006,150.0,150.0,0.0,0.0,0.0,0.0,53.2679683615295,68.35808537362418,68.35808537362418,15.09011701209468,-1.1715737410303826,-1.6033361969335487,17.865612220192425,52.3734746320955,8.835669915760812,8.788309290226428,0.0,0.0,0.0,nan,1.6921113263437308,10.152667958062386,40.610671832249544,0.45176470588235296,0.3638347242010991,0.16383472420109907
Ro80_q0.85_L16W_r0.80_th150_k0.25,80.0,0.85,68.0,64.0,16.0,0.8,54.400000000000006,150.0,150.0,3.676470588235294,3.125,0.25,0.25,49.86723306741185,64.14348413952548,64.14348413952548,14.27625107211363,-1.9855062984234426,-1.6033361969335487,17.865612220192425,49.36629925295794,9.516970329045387,9.506416400699877,0.0,0.0,0.0,nan,1.6921113263437308,10.152667958062386,40.610671832249544,0.45176470588235296,0.3638347242010991,0.16383472420109907
Ro80_q0.85_L16W_r0.80_th150_k0.50,80.0,0.85,68.0,64.0,16.0,0.8,54.400000000000006,150.0,150.0,7.352941176470588,6.25,0.5,0.5,46.4664977732942,59.92888290542678,59.92888290542678,13.462385132132582,-2.7994388558164944,-1.6033361969335487,17.865612220192425,46.35912387382018,10.28414181840142,10.317844987468998,0.0,0.0,0.0,nan,1.6921113263437308,10.152667958062386,40.610671832249544,0.45176470588235296,0.3638347242010991,0.16383472420109907
Ro80_q0.85_L16W_r0.80_th150_k0.75,80.0,0.85,68.0,64.0,16.0,0.8,54.400000000000006,150.0,150.0,11.02941176470588,9.375,0.75,0.75,43.065762479176556,55.71428167132808,55.71428167132808,12.648519192151525,-3.6133714132095553,-1.6033361969335487,17.865612220192425,43.35194849468291,11.153529541184438,11.240513969571191,0.0,0.0,0.0,nan,1.6921113263437308,10.152667958062386,40.610671832249544,0.45176470588235296,0.3638347242010991,0.16383472420109907
Ro80_q0.85_L16W_r0.80_th165_k0.00,80.0,0.85,68.0,64.0,16.0,0.8,54.400000000000006,165.0,165.0,0.0,0.0,0.0,0.0,54.675268090467476,72.42575614373325,72.42575614373325,17.750488053265777,-0.3240033376377325,-0.4314308107543453,18.507421282988908,58.79339602624068,8.575689796236146,8.170297942785497,0.0,0.0,0.0,nan,1.6921113263437308,10.152667958062386,40.610671832249544,0.45176470588235296,0.3638347242010991,0.16383472420109907
Ro80_q0.85_L16W_r0.80_th165_k0.25,80.0,0.85,68.0,64.0,16.0,0.8,54.400000000000006,165.0,165.0,3.676470588235294,3.125,0.25,0.25,51.27453279634983,67.96124424628027,67.96124424628027,16.686711449930442,-1.3879680009538435,-0.4314308107543453,18.507421282988908,55.222439920007766,9.22542837861036,8.852355763852938,0.0,0.0,0.0,nan,1.6921113263437308,10.152667958062386,40.610671832249544,0.45176470588235296,0.3638347242010991,0.16383472420109907
Ro80_q0.85_L16W_r0.80_th165_k0.50,80.0,0.85,68.0,64.0,16.0,0.8,54.400000000000006,165.0,165.0,7.352941176470588,6.25,0.5,0.5,47.87379750223218,63.4967323488273,63.4967323488273,15.622934846595122,-2.4519326642699517,-0.4314308107543453,18.507421282988908,51.651483813775776,9.955292311303118,9.624471835294214,0.0,0.0,0.0,nan,1.6921113263437308,10.152667958062386,40.610671832249544,0.45176470588235296,0.3638347242010991,0.16383472420109907
Ro80_q0.85_L16W_r0.80_th165_k0.75,80.0,0.85,68.0,64.0,16.0,0.8,54.400000000000006,165.0,165.0,11.02941176470588,9.375,0.75,0.75,44.473062208114534,59.032220451374315,59.032220451374315,14.55915824325978,-3.5158973275860643,-0.4314308107543453,18.507421282988908,48.08052770754206,10.780144258789619,10.504141134056871,0.0,0.0,0.0,nan,1.6921113263437308,10.152667958062386,40.610671832249544,0.45176470588235296,0.3638347242010991,0.16383472420109907
Ro80_q0.85_L16W_r0.80_th170_k0.00,80.0,0.85,68.0,64.0,16.0,0.8,54.400000000000006,170.0,170.0,0.0,0.0,0.0,0.0,54.937207615353614,73.22337245250776,73.22337245250776,18.286164837154146,-0.14678013961753722,-0.19441232925785512,18.62907149328511,60.03148095507953,8.528608805756953,8.056812749887408,0.0,0.0,0.0,nan,1.6921113263437308,10.152667958062386,40.610671832249544,0.45176470588235296,0.3638347242010991,0.16383472420109907
Ro80_q0.85_L16W_r0.80_th170_k0.25,80.0,0.85,68.0,64.0,16.0,0.8,54.400000000000006,170.0,170.0,3.676470588235294,3.125,0.25,0.25,51.53647232123597,68.70884425522934,68.70884425522934,17.172371933993368,-1.2607893848365612,-0.19441232925785512,18.62907149328511,56.35397098441614,9.172702672717662,8.732281955205336,0.0,0.0,0.0,nan,1.6921113263437308,10.152667958062386,40.610671832249544,0.45176470588235296,0.3638347242010991,0.16383472420109907
Ro80_q0.85_L16W_r0.80_th170_k0.50,80.0,0.85,68.0,64.0,16.0,0.8,54.400000000000006,170.0,170.0,7.352941176470588,6.25,0.5,0.5,48.13573702711832,64.19431605795091,64.19431605795091,16.058579030832597,-2.374798630055587,-0.19441232925785512,18.62907149328511,52.67646101375295,9.895909345454397,9.497231353589354,0.0,0.0,0.0,nan,1.6921113263437308,10.152667958062386,40.610671832249544,0.45176470588235296,0.3638347242010991,0.16383472420109907
Ro80_q0.85_L16W_r0.80_th170_k0.75,80.0,0.85,68.0,64.0,16.0,0.8,54.400000000000006,170.0,170.0,11.02941176470588,9.375,0.75,0.75,44.73500173300067,59.679787860672484,59.679787860672484,14.944786127671811,-3.4888078752746168,-0.19441232925785512,18.62907149328511,48.99895104308881,10.712834619768289,10.369086896984362,0.0,0.0,0.0,nan,1.6921113263437308,10.152667958062386,40.610671832249544,0.45176470588235296,0.3638347242010991,0.16383472420109907
Ro80_q0.85_L16W_r1.00_th120_k0.00,80.0,0.85,68.0,64.0,16.0,1.0,68.0,120.0,120.0,0.0,0.0,0.0,0.0,38.207003108136995,41.76354187065774,41.76354187065774,3.556538762520745,-1.290994458444852,-1.9189860996807178,6.766429613004554,15.787522612918064,10.092369192868256,10.884213814963822,0.0,0.0,0.0,nan,2.0,14.391548445760332,57.566193783041335,0.7058823529411764,0.6179523712599226,0.41795237125992263
