total_volume_m3,mirror_error,energy_J,topology_stop,V_left_m3,R_left_m,mu_left_Pa,centroid_left_m,V_center_m3,R_center_m,mu_center_Pa,centroid_center_m,V_right_m3,R_right_m,mu_right_Pa,centroid_right_m,LEFT_gb_z_m,LEFT_tj_z_m,LEFT_tj_r_m,LEFT_neck_r_m,LEFT_psi_deg,LEFT_kappa_per_m,LEFT_CC_force_N,LEFT_CC_stress_Pa,LEFT_PF_geometric_stress_Pa,RIGHT_gb_z_m,RIGHT_tj_z_m,RIGHT_tj_r_m,RIGHT_neck_r_m,RIGHT_psi_deg,RIGHT_kappa_per_m,RIGHT_CC_force_N,RIGHT_CC_stress_Pa,RIGHT_PF_geometric_stress_Pa,t_model,t_s,step,mu_projected_left_Pa,mu_projected_center_Pa,mu_projected_right_Pa,delta_mu_projected_Pa,center_GB_separation_over_W,center_solid_core_f
1.0117533979883671e-20,3.885780586188048e-15,2.5933126529286496e-13,False,4.199292573555164e-21,1.0008350544418432e-07,20242021.39123095,-7.337732889015843e-08,1.7189488327733436e-21,7.431185686709896e-08,18793361.03486441,0.0,4.199292573555164e-21,1.0008350544418432e-07,20242021.39123096,7.337732889015843e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1511894237498575e-07,1.1511894237498575e-07,161.8745348805396,14765658.53160071,9.953734164633787e-08,2390796.344670575,19547251.220923074,2.0266448305180202e-08,2.0266448305180202e-08,1.1511894237498576e-07,1.1511894237498576e-07,161.87453488054655,14765658.531587984,9.953734164687452e-08,2390796.3446834646,19547251.220936127,0.09303817128879589,0.0014495294212791554,31,17094908.056578055,17134894.4989935,17094908.05657806,39986.44241544604,10.1332241525901,1.0
1.0117533979883671e-20,5.440092820663267e-15,2.593304731606445e-13,False,4.199292574247025e-21,1.000835054496808e-07,20236752.181493346,-7.337732060411796e-08,1.7189488313896216e-21,7.431185684715908e-08,18793829.43662508,0.0,4.199292574247025e-21,1.000835054496808e-07,20236752.181493357,7.337732060411796e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1512189387330473e-07,1.1512189387330473e-07,161.9378281098809,14773708.060014075,9.925180661980087e-08,2383815.8158618044,19541339.691725075,2.0266448305180202e-08,2.0266448305180202e-08,1.1512189387330473e-07,1.1512189387330473e-07,161.93782810990078,14773708.059985917,9.925180662099293e-08,2383815.815890435,19541339.691754177,0.11147768100888523,0.001736815934792682,32,17090650.4680969,17093934.11947786,17090650.46809686,3283.6513809785247,10.1332241525901,1.0
1.0117533979883671e-20,1.199040866595169e-14,2.593296487696212e-13,False,4.199292575875579e-21,1.000835054626188e-07,20230779.94549871,-7.337731129181615e-08,1.718948828132512e-21,7.431185680022305e-08,18794311.924401365,0.0,4.199292575875581e-21,1.0008350546261881e-07,20230779.945498716,7.337731129181614e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.151248195220982e-07,1.151248195220982e-07,161.98749336315922,14796053.977955282,9.835740584521073e-08,2362214.1591734625,19520482.29590269,2.0266448305180202e-08,2.0266448305180202e-08,1.151248195220982e-07,1.151248195220982e-07,161.98749336317684,14796053.977929778,9.835740584629015e-08,2362214.159199387,19520482.295929037,0.133519117773169,0.0020802202669556557,33,17086302.573406227,17052319.555080097,17086302.573406205,-33983.01832611859,10.1332241525901,1.0
1.0117533979883671e-20,7.66053886991358e-15,2.593287911135166e-13,False,4.199292576311861e-21,1.0008350546608483e-07,20224027.141837884,-7.337730085360995e-08,1.718948827259949e-21,7.431185678764914e-08,18794865.865633003,0.0,4.199292576311861e-21,1.0008350546608483e-07,20224027.14183789,7.337730085360993e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1512771439803844e-07,1.1512771439803844e-07,162.02505129210385,14829827.92004228,9.697511956626604e-08,2328899.1663909033,19487626.250860397,2.0266448305180202e-08,2.0266448305180202e-08,1.1512771439803844e-07,1.1512771439803844e-07,162.02505129210965,14829827.920031885,9.69751195667045e-08,2328899.166401433,19487626.250871062,0.15987507500505052,0.002490844582807703,34,17081950.52215835,17011022.731731012,17081950.52215837,-70927.79042734951,10.1332241525901,1.0
1.0117533979883673e-20,9.71445146547012e-15,2.5932789822052994e-13,False,4.199292570333715e-21,1.000835054185916e-07,20216397.037082683,-7.337728920093832e-08,1.718948839216243e-21,7.431185695994328e-08,18795604.95738368,7.297617568452178e-25,4.199292570333715e-21,1.000835054185916e-07,20216397.03708269,7.33772892009383e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.151305759571116e-07,1.151305759571116e-07,162.0517890193048,14872706.274860691,9.520299037179315e-08,2286227.070172999,19445160.40985865,2.0266448305180202e-08,2.0266448305180202e-08,1.1513057595711158e-07,1.151305759571116e-07,162.0517890193094,14872706.274853362,9.520299037210286e-08,2286227.0701804366,19445160.4098662,0.1914349509147173,0.0029825456559186524,35,17077669.28985001,16970808.159060005,17077669.289849993,-106861.13078999892,10.1332241525901,1.0
1.0117533979883671e-20,1.2712053631958042e-14,2.5932696751542565e-13,False,4.1992925492389706e-21,1.0008350525100497e-07,20207772.338423107,-7.337727625754856e-08,1.71894888140573e-21,7.431185756790767e-08,18796706.79609069,0.0,4.1992925492389706e-21,1.0008350525100497e-07,20207772.338423114,7.337727625754856e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1513340380477277e-07,1.1513340380477277e-07,162.0687838273313,14922865.811172735,9.311799959632509e-08,2236047.764454227,19394961.329974428,2.0266448305180202e-08,2.0266448305180202e-08,1.1513340380477277e-07,1.1513340380477279e-07,162.06878382734362,14922865.811153619,9.31179995971333e-08,2236047.764473634,19394961.329994127,0.22930725393778378,0.0035725939847183535,36,17073525.339979578,16932203.03643497,17073525.33997967,-141322.30354465544,10.1332241525901,1.0
1.0117533979883671e-20,8.326672684688674e-15,2.5932599527666737e-13,False,4.19929250163377e-21,1.0008350487280672e-07,20198007.38339665,-7.337726193161233e-08,1.7189489766161302e-21,7.431185893992086e-08,18798405.93036929,7.297616985135371e-25,4.199292501633772e-21,1.0008350487280673e-07,20198007.383396648,7.33772619316123e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1513620245618576e-07,1.1513620245618576e-07,162.07700853913585,14978905.625953987,9.077941039019208e-08,2179785.116954129,19338475.845700692,2.0266448305180202e-08,2.0266448305180202e-08,1.1513620245618576e-07,1.1513620245618576e-07,162.07700853914105,14978905.6259454,9.077941039055481e-08,2179785.116962839,19338475.845709525,0.27491590463920645,0.004283174170686795,37,17069574.683805853,16895460.194676124,17069574.683805965,-174114.48912978545,10.1332241525901,1.0
1.0117533979883671e-20,1.4432899320127035e-14,2.5932497722511857e-13,False,4.199292415656516e-21,1.000835041897627e-07,20186931.9377549,-7.337724608346209e-08,1.718949148570638e-21,7.431186141784173e-08,18800971.09263383,0.0,4.199292415656517e-21,1.000835041897627e-07,20186931.937754925,7.337724608346206e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1513898021570173e-07,1.1513898021570173e-07,162.07742075949443,15039684.032389384,8.823565367192098e-08,2118602.485806264,19276888.989405587,2.0266448305180202e-08,2.0266448305180202e-08,1.1513898021570172e-07,1.1513898021570172e-07,162.07742075950642,15039684.032371907,8.823565367266078e-08,2118602.485824028,19276888.989423633,0.33008133379190463,0.005142648421810178,38,17065865.332594406,16860602.68376346,17065865.33259436,-205262.64883092418,10.1332241525901,1.0
1.0117533979883671e-20,9.381384558082573e-15,2.593239344720178e-13,False,4.199292286353953e-21,1.0008350316252187e-07,20174668.81947464,-7.33772289081996e-08,1.7189494071757655e-21,7.431186514442617e-08,18804568.250124723,-7.297615157240206e-25,4.199292286353953e-21,1.0008350316252187e-07,20174668.819474667,7.33772289081996e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1514168400099032e-07,1.1514168400099032e-07,162.07127658770148,15102634.467330024,8.559508732393015e-08,2055104.038991414,19212842.53517609,2.0266448305180202e-08,2.0266448305180202e-08,1.1514168400099033e-07,1.1514168400099033e-07,162.07127658771,15102634.46731626,8.559508732451177e-08,2055104.0390053783,19212842.53519026,0.39540144584458764,0.006160332055420219,39,17062512.96383932,16828228.569266155,17062512.963839352,-234284.39457318187,10.1332241525901,1.0
1.0117533979883671e-20,8.770761894538737e-15,2.593228766693564e-13,False,4.199292117599661e-21,1.0008350182185779e-07,20161271.960745227,-7.337721035807895e-08,1.7189497446843493e-21,7.431187000803465e-08,18809275.68514561,0.0,4.19929211759966e-21,1.0008350182185778e-07,20161271.96074525,7.337721035807897e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1514430111791693e-07,1.1514430111791693e-07,162.06019004549526,15165987.162919838,8.293306530509214e-08,1991099.4334062561,19148186.026329853,2.0266448305180202e-08,2.0266448305180202e-08,1.1514430111791693e-07,1.1514430111791693e-07,162.06019004550464,15165987.162906658,8.293306530565027e-08,1991099.433419656,19148186.026343472,0.4719214713820205,0.007352509704626642,40,17059552.431823414,16798267.13571589,17059552.431823518,-261285.2961075753,10.1332241525901,1.0
1.011753397988367e-20,8.382183835919932e-15,2.593218039404799e-13,False,4.1992919215634584e-21,1.0008350026445324e-07,20146707.823532104,-7.33771901236452e-08,1.7189501367567535e-21,7.431187565792472e-08,18815104.87811634,0.0,4.1992919215634584e-21,1.0008350026445324e-07,20146707.823532123,7.33771901236452e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.151468438731507e-07,1.151468438731507e-07,162.04565187216429,15228727.007495152,8.02932807339251e-08,1927636.9980201814,19084001.00353138,2.0266448305180202e-08,2.0266448305180202e-08,1.151468438731507e-07,1.151468438731507e-07,162.0456518721694,15228727.007486016,8.029328073431078e-08,1927636.9980294406,19084001.00354076,0.5614045487659106,0.00874665096490492,41,17056969.495655842,16770323.684016481,17056969.495655853,-286645.81163936853,10.1332241525901,1.0
1.0117533979883671e-20,5.329070518200751e-15,2.5932071602898287e-13,False,4.1992917181909205e-21,1.0008349864876532e-07,20130949.607657414,-7.337716779014318e-08,1.7189505435018305e-21,7.431188151925186e-08,18821989.769408084,7.297610333093086e-25,4.1992917181909205e-21,1.0008349864876532e-07,20130949.60765742,7.337716779014318e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1514932174589103e-07,1.1514932174589103e-07,162.02894384696424,15290019.117174234,7.771173429087826e-08,1865580.3558274545,19021179.823580593,2.0266448305180202e-08,2.0266448305180202e-08,1.1514932174589101e-07,1.1514932174589101e-07,162.0289438469659,15290019.117170274,7.771173429104492e-08,1865580.3558314554,19021179.823584635,0.6659169340630176,0.01037494798834892,42,17054741.37343483,16744074.708609715,17054741.37343487,-310666.664825134,10.1332241525901,1.0
1.0117533979883671e-20,5.384581669432009e-15,2.5931961559340303e-13,False,4.199291532678009e-21,1.0008349717496269e-07,20114026.868106425,-7.337714295788827e-08,1.7189509145276557e-21,7.431188686585229e-08,18829781.950090215,7.297608757945202e-25,4.199291532678007e-21,1.0008349717496266e-07,20114026.868106436,7.33771429578883e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.151517325399638e-07,1.1515173253996382e-07,162.01115707766203,15349010.653271291,7.522505116707566e-08,1805808.387523383,18960627.408107754,2.0266448305180202e-08,2.0266448305180202e-08,1.1515173253996382e-07,1.1515173253996382e-07,162.0111570776655,15349010.653266668,7.522505116727167e-08,1805808.387528088,18960627.40811254,0.7874897167950209,0.012269045034278702,43,17052847.576666426,16719377.612540944,17052847.57666642,-333469.96412547864,10.1332241525901,1.0
1.0117533979883671e-20,5.995204332975845e-15,2.5931850518070265e-13,False,4.1992913898738196e-21,1.0008349604045839e-07,20095986.255244926,-7.337711526435823e-08,1.718951200136031e-21,7.431189098155952e-08,18838290.43936616,7.297607545427836e-25,4.1992913898738196e-21,1.0008349604045839e-07,20095986.255244948,7.337711526435822e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1515406902674076e-07,1.1515406902674076e-07,161.99312973995458,15405006.800705567,7.286305807620916e-08,1749036.7905330434,18903080.34196585,2.0266448305180202e-08,2.0266448305180202e-08,1.1515406902674076e-07,1.1515406902674076e-07,161.99312973995603,15405006.800704163,7.286305807626908e-08,1749036.7905344814,18903080.341967322,0.9283028362220845,0.014462905432480707,44,17051266.36079324,16696197.88934929,17051266.360793237,-355068.47144395113,10.1332241525901,1.0
1.0117533979883671e-20,6.661338147750939e-15,2.5931738531605613e-13,False,4.199291308410585e-21,1.0008349539327575e-07,20076855.324806657,-7.337708440783274e-08,1.7189513630625025e-21,7.431189332938141e-08,18847325.28963419,0.0,4.199291308410584e-21,1.0008349539327575e-07,20076855.324806668,7.337708440783277e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1515632288195658e-07,1.1515632288195658e-07,161.97541856550126,15457545.847767698,7.064560589273324e-08,1695741.7156262156,18849029.224391706,2.0266448305180202e-08,2.0266448305180202e-08,1.1515632288195658e-07,1.1515632288195658e-07,161.97541856551027,15457545.847753605,7.064560589332935e-08,1695741.7156405244,18849029.224406227,1.0909511919979034,0.016996957572090212,45,17049976.587899566,16674564.239035726,17049976.58789951,-375412.3488638103,10.1332241525901,1.0
1.011753397988367e-20,2.0095036745715333e-14,2.5931626206785464e-13,False,4.199291295821827e-21,1.0008349529326469e-07,20056770.36260631,-7.337705043032333e-08,1.7189513882400165e-21,7.431189369219733e-08,18856658.617156763,-7.297606746854313e-25,4.199291295821827e-21,1.0008349529326469e-07,20056770.362606317,7.337705043032333e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1515847088443738e-07,1.151584708844374e-07,161.95844623319738,15506040.850614,6.859771022651491e-08,1646523.6289354376,18799088.05268714,2.0266448305180202e-08,2.0266448305180202e-08,1.151584708844374e-07,1.151584708844374e-07,161.95844623320383,15506040.850603288,6.859771022696757e-08,1646523.6289463025,18799088.052698154,1.2772714073707356,0.01989981593893897,46,17048967.551490724,16654684.348551817,17048967.55149092,-394283.2029390037,10.1332241525901,1.0
1.0117533979883674e-20,8.992806499463768e-15,2.593151310839244e-13,False,4.199291344352935e-21,1.0008349567881887e-07,20035692.33531787,-7.337701329247321e-08,1.718951291177803e-21,7.431189229350021e-08,18866170.647371884,7.2976071589205935e-25,4.199291344352935e-21,1.0008349567881887e-07,20035692.335317887,7.337701329247321e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1516050748294638e-07,1.1516050748294638e-07,161.94228368208167,15550500.304463893,6.671914764111336e-08,1601376.5945657752,18753253.452925593,2.0266448305180202e-08,2.0266448305180202e-08,1.1516050748294638e-07,1.1516050748294639e-07,161.94228368209548,15550500.30444305,6.671914764199543e-08,1601376.594586946,18753253.45294709,1.490875094451006,0.023227749244457894,47,17048223.54753342,16636623.369756553,17048223.547533363,-411600.1777768396,10.1332241525901,1.0
1.0117533979883671e-20,1.5432100042289676e-14,2.593139885950346e-13,False,4.199291430131456e-21,1.0008349636028418e-07,20013583.885258827,-7.33769731692689e-08,1.7189511196207596e-21,7.431188982130897e-08,18875765.60400413,-7.297607887246079e-25,4.199291430131456e-21,1.0008349636028418e-07,20013583.885258824,7.33769731692689e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1516242305944291e-07,1.1516242305944293e-07,161.92696927149152,15590825.147962717,6.501416327581333e-08,1560402.0668008644,18711629.265246883,2.0266448305180202e-08,2.0266448305180202e-08,1.1516242305944291e-07,1.1516242305944291e-07,161.92696927150055,15590825.147948092,6.501416327643185e-08,1560402.0668157097,18711629.265261948,1.735874824634613,0.02704483111727583,48,17047737.60775654,16620505.75289425,17047737.607756726,-427231.85486238264,10.1332241525901,1.0
1.0117533979883673e-20,1.1657341758564144e-14,2.593128392841601e-13,False,4.199291511094176e-21,1.0008349700349046e-07,19990572.491810597,-7.337693076949292e-08,1.7189509576953216e-21,7.431188748791207e-08,18885302.44437032,7.297608574681837e-25,4.199291511094176e-21,1.0008349700349046e-07,19990572.491810594,7.337693076949294e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1516419416292038e-07,1.1516419416292038e-07,161.91255315329255,15626729.196724763,6.349488087420423e-08,1523890.9641103204,18674511.12470434,2.0266448305180202e-08,2.0266448305180202e-08,1.1516419416292038e-07,1.1516419416292038e-07,161.91255315330338,15626729.196709841,6.349488087483667e-08,1523890.9641254991,18674511.124719772,2.0148754074346154,0.031391644341573766,49,17047508.730188273,16606572.001697883,17047508.73018824,-440936.728490375,10.1332241525901,1.0
1.0117533979883671e-20,1.1379786002407855e-14,2.5931168329711944e-13,False,4.199291529451504e-21,1.000834971493298e-07,19966705.514274545,-7.337688687362228e-08,1.718950920980664e-21,7.431188695884219e-08,18894700.52217138,0.0,4.199291529451504e-21,1.000834971493298e-07,19966705.514274538,7.337688687362226e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1516580806867315e-07,1.1516580806867315e-07,161.89896048701803,15658217.749197712,6.216110108074052e-08,1491838.1453010235,18641894.02263253,2.0266448305180202e-08,2.0266448305180202e-08,1.1516580806867315e-07,1.1516580806867315e-07,161.89896048701326,15658217.749203363,6.216110108050023e-08,1491838.1452952567,18641894.02262665,2.3314840807273347,0.03632438947846387,50,17047531.91426436,16594954.851511776,17047531.914264444,-452577.06275262684,10.1332241525901,1.0
1.0117533979883673e-20,1.27675647831893e-14,2.59310523329e-13,False,4.1992914150713065e-21,1.000834962406392e-07,19942087.31906511,-7.337684253078445e-08,1.7189511497410604e-21,7.431189025535205e-08,18903875.14466205,0.0,4.1992914150713065e-21,1.000834962406392e-07,19942087.319065105,7.337684253078444e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1516725259618376e-07,1.1516725259618376e-07,161.8861312567373,15685314.502499506,6.10118676911008e-08,1464220.335069228,18613755.079354443,2.0266448305180202e-08,2.0266448305180202e-08,1.1516725259618376e-07,1.1516725259618376e-07,161.88613125674632,15685314.502487995,6.101186769158944e-08,1464220.3350809552,18613755.079366386,2.6886693939876727,0.041889316360061137,51,17047798.742784243,16585757.312746229,17047798.74278405,-462041.43003791757,10.1332241525901,1.0
1.0117533979883671e-20,1.1324274851176597e-14,2.593093595283179e-13,False,4.199291090263552e-21,1.0008349366021206e-07,19916773.323887147,-7.337679880042099e-08,1.718951799356568e-21,7.431189961651592e-08,18912772.60758323,0.0,4.199291090263552e-21,1.0008349366021206e-07,19916773.323887154,7.337679880042098e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1516852383721383e-07,1.1516852383721383e-07,161.87397830790457,15708192.423646728,6.003993224033394e-08,1440863.1022938136,18589918.37808808,2.0266448305180202e-08,2.0266448305180202e-08,1.1516852383721383e-07,1.1516852383721383e-07,161.87397830791164,15708192.423637696,6.003993224071729e-08,1440863.1023030132,18589918.378097452,3.090130930703869,0.04814406428686339,52,17048296.410606317,16578995.07217752,17048296.410606273,-469301.33842877485,10.1332241525901,1.0
1.0117533979883671e-20,1.4654943925052066e-14,2.5930819419935446e-13,False,4.199290475551279e-21,1.0008348877664532e-07,19890868.037406847,-7.337675685879521e-08,1.7189530287811136e-21,7.431191733290404e-08,18921327.65162356,0.0,4.199290475551279e-21,1.0008348877664532e-07,19890868.03740684,7.337675685879521e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1516962032686733e-07,1.1516962032686733e-07,161.86244952094563,15727050.33294497,5.923698728019794e-08,1421566.628501676,18570183.090406343,2.0266448305180202e-08,2.0266448305180202e-08,1.1516962032686732e-07,1.1516962032686733e-07,161.86244952094538,15727050.33294423,5.923698728022852e-08,1421566.62850241,18570183.090407073,3.538839507704622,0.055134918416228904,53,17049006.568140853,16574635.765436742,17049006.568141326,-474370.80270434543,10.1332241525901,1.0
1.0117533979883668e-20,1.3877787807814457e-14,2.5930703049303905e-13,False,4.199289496376904e-21,1.0008348099761728e-07,19864499.11368633,-7.337671786899001e-08,1.7189549871298603e-21,7.431194555329797e-08,18929472.227193367,-7.297591468221074e-25,4.199289496376904e-21,1.0008348099761728e-07,19864499.11368628,7.337671786899e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1517054521795196e-07,1.1517054521795196e-07,161.85151364660433,15742149.598800816,5.8592111906044454e-08,1406068.3540146686,18554285.466091078,2.0266448305180202e-08,2.0266448305180202e-08,1.1517054521795196e-07,1.1517054521795196e-07,161.85151364661368,15742149.598787125,5.859211190662426e-08,1406068.3540285826,18554285.466105215,4.037148147087876,0.06289853869872038,54,17049905.09262875,16572582.792752542,17049905.0926289,-477322.29987628385,10.1332241525901,1.0
1.0117533979883671e-20,1.7985612998927536e-14,2.593058671942775e-13,False,4.199288082277652e-21,1.0008346976333651e-07,19837696.426866736,-7.337668275380881e-08,1.718957815328368e-21,7.431198630845053e-08,18937169.255105354,-7.297579461505658e-25,4.199288082277651e-21,1.0008346976333651e-07,19837696.42686675,7.337668275380881e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.151713091303054e-07,1.151713091303054e-07,161.84111290040647,15753851.720617726,5.809014349962273e-08,1394003.8390598223,18541858.136113383,2.0266448305180202e-08,2.0266448305180202e-08,1.1517130913030538e-07,1.1517130913030538e-07,161.84111290040872,15753851.72061197,5.8090143499864876e-08,1394003.8390656337,18541858.13611925,4.589130178747722,0.07149838738259862,55,17050967.902191658,16572684.534486232,17050967.9021917,-478283.3677054439,10.1332241525901,1.0
1.011753397988367e-20,4.2521541843143495e-14,2.59304710404487e-13,False,4.199286183250699e-21,1.0008345467655423e-07,19810658.15508434,-7.337665251431051e-08,1.7189616133822717e-21,7.43120410394275e-08,18944334.06554676,0.0,4.199286183250699e-21,1.0008345467655423e-07,19810658.155084345,7.337665251431051e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1517192103281257e-07,1.1517192103281257e-07,161.83126631563232,15762471.88658138,5.7717930621700364e-08,1385057.0350678451,18532584.214431763,2.0266448305180202e-08,2.0266448305180202e-08,1.1517192103281261e-07,1.1517192103281261e-07,161.83126631565037,15762471.886549966,5.771793062302732e-08,1385057.035099687,18532584.21446403,5.195163043242051,0.08094034497030543,56,17052162.272122014,16574753.040065212,17052162.272121057,-477409.2320563216,10.1332241525901,1.0
1.0117533979883673e-20,1.8540724511240114e-14,2.5930355740747594e-13,False,4.199283750363047e-21,1.0008343534851946e-07,19783377.16235256,-7.33766277350288e-08,1.7189664791575793e-21,7.431211115643892e-08,18950940.54587306,7.297542680694121e-25,4.199283750363047e-21,1.0008343534851946e-07,19783377.162352595,7.33766277350288e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1517239729117085e-07,1.1517239729117085e-07,161.82192399377294,15768413.491192227,5.7458535849701894e-08,1378820.935970014,18526053.10850631,2.0266448305180202e-08,2.0266448305180202e-08,1.1517239729117085e-07,1.1517239729117085e-07,161.82192399378565,15768413.491173003,5.745853585051574e-08,1378820.9359895438,18526053.10852614,5.859753808172313,0.09129463131893278,57,17053463.4852555,16578585.406513957,17053463.485255655,-474878.07874161936,10.1332241525901,1.0
1.0117533979883671e-20,1.9595436384634013e-14,2.5930241346845557e-13,False,4.199280764064852e-21,1.000834116239138e-07,19756031.500121683,-7.337660901137158e-08,1.7189724517539673e-21,7.431219722283172e-08,18956918.58181916,0.0,4.199280764064852e-21,1.000834116239138e-07,19756031.500121664,7.337660901137158e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1517275163557349e-07,1.1517275163557349e-07,161.8131071141272,15772023.933497604,5.729743716785002e-08,1374946.6228273883,18521914.409638684,2.0266448305180202e-08,2.0266448305180202e-08,1.1517275163557349e-07,1.151727516355735e-07,161.81310711413172,15772023.93348921,5.729743716820413e-08,1374946.6228358857,18521914.40964729,6.582746369267315,0.10255881433280699,58,17054839.072804563,16583948.321284218,17054839.072804727,-470890.75152042694,10.1332241525901,1.0
1.0117533979883671e-20,1.892930256985892e-14,2.593012736828409e-13,False,4.199277192394415e-21,1.0008338324881149e-07,19728553.787929036,-7.337659659838322e-08,1.718979595094842e-21,7.431230015964145e-08,18962256.548259117,0.0,4.199277192394415e-21,1.0008338324881149e-07,19728553.787929036,7.337659659838322e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1517300137929161e-07,1.1517300137929161e-07,161.80476053868676,15773668.492505174,5.7219270715470325e-08,1373064.934933614,18519795.099587552,2.0266448305180202e-08,2.0266448305180202e-08,1.1517300137929162e-07,1.1517300137929162e-07,161.804760538694,15773668.49249542,5.721927071588398e-08,1373064.93494354,18519795.099597648,7.370120128096176,0.11482605274856286,59,17056270.459519997,16590654.03872576,17056270.459519815,-465616.420794148,10.1332241525901,1.0
1.0117533979883671e-20,1.9317880628477724e-14,2.5930014596406897e-13,False,4.199273054381604e-21,1.0008335037438738e-07,19701181.169444196,-7.337659075254231e-08,1.7189878711204628e-21,7.431241941828281e-08,18966887.031525508,-7.29745186634645e-25,4.199273054381604e-21,1.0008335037438738e-07,19701181.16944422,7.337659075254231e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1517316033733624e-07,1.1517316033733625e-07,161.79692481966816,15773662.532418456,5.721086503237615e-08,1372859.4380070008,18519377.699849233,2.0266448305180202e-08,2.0266448305180202e-08,1.1517316033733624e-07,1.1517316033733624e-07,161.7969248196645,15773662.532421585,5.7210865032242165e-08,1372859.438003786,18519377.699845932,8.218972888267446,0.12805113051135472,60,17057725.69116045,16598451.150892919,17057725.69116033,-459274.54026746936,10.1332241525901,1.0
1.011753397988367e-20,2.6423307986078726e-14,2.5929902511760657e-13,False,4.19926833652028e-21,1.0008331289333303e-07,19673830.47774809,-7.337659147769201e-08,1.7189973068431103e-21,7.431255538784716e-08,18970808.596559078,-7.297411810011535e-25,4.1992683365202804e-21,1.0008331289333303e-07,19673830.47774809,7.3376591477692e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1517324401337405e-07,1.1517324401337405e-07,161.78954581568698,15772303.702660859,5.7259682597299354e-08,1374028.8912480734,18520357.393507063,2.0266448305180202e-08,2.0266448305180202e-08,1.1517324401337406e-07,1.1517324401337406e-07,161.7895458157072,15772303.702631366,5.7259682598548615e-08,1374028.8912780508,18520357.393537525,9.135526415206236,0.14233098237292013,61,17059192.28190487,16607182.561725363,17059192.28190496,-452009.72017955035,10.1332241525901,1.0
1.0117533979883671e-20,2.4646951146678475e-14,2.5929791448822516e-13,False,4.199263065147223e-21,1.0008327101487092e-07,19646621.392647058,-7.337659871494877e-08,1.7190078495892253e-21,7.431270730912512e-08,18973991.361562163,0.0,4.199263065147223e-21,1.0008327101487092e-07,19646621.392647006,7.337659871494877e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.151732654627391e-07,1.151732654627391e-07,161.78262803319922,15769855.431387348,5.735468271444803e-08,1376308.0438102055,18522467.120065086,2.0266448305180202e-08,2.0266448305180202e-08,1.1517326546273912e-07,1.1517326546273912e-07,161.7826280332121,15769855.431367066,5.7354682715305994e-08,1376308.0438307934,18522467.12008598,10.11946965829719,0.15766076218234898,62,17060649.78217274,16616649.437294662,17060649.78217231,-444000.34487786144,10.1332241525901,1.0
1.011753397988367e-20,2.120525977034049e-14,2.592968142112618e-13,False,4.1992572623651455e-21,1.0008322491458539e-07,19619591.7455709,-7.337661229534951e-08,1.719019455153379e-21,7.431287454492366e-08,18976426.419265192,0.0,4.1992572623651455e-21,1.0008322491458539e-07,19619591.74557094,7.337661229534951e-08,-2.0266448305180202e-08,-2.0266448305180202e-08,1.1517323687438948e-07,1.1517323687438948e-07,161.77615251587554,15766548.273454148,5.748617535559498e-08,1379464.0835422315,18525471.8164128,2.0266448305180202e-08,2.0266448305180202e-08,1.151732368743895e-07,1.151732368743895e-07,161.77615251587915,15766548.273448829,5.748617535582025e-08,1379464.0835476369,18525471.81641829,11.172708760334103,0.17407016753604165,63,17062084.828245357,16626692.67059628,17062084.828245573,-435392.1576491855,10.1332241525901,1.0
