design_id,Ro_nm,Rc_nm,Rc_over_Ro,Lc_over_W,Lc_over_Rc,rTJ_nm,rTJ_over_W,rTJ_over_Ro,theta_center_negative_deg,theta_center_positive_deg,theta_outer_negative_deg,theta_outer_positive_deg,center_curvature_per_um,outer_curvature_per_um,sigma0_MPa,root_rate_per_contact_s,two_contact_characteristic_wait_s,surface_area_m2,GB_area_m2,total_interfacial_energy_J,center_volume_m3,outer_volume_each_m3,center_min_radius_over_W,resolution_margin,topology_margin_over_W,accessible_loading_direction_count,best_loading_coordinate,best_directional_dsigma_dq_MPa,best_directional_minus_dE_dq_fJ,best_directional_dlnGamma_dq,rank_score
Ro180_q0.55_L54W_r0.60_th120_kc+0_ko+0,180.0,99.00000000000003,0.55,54.45000000000001,2.2,59.40000000000001,14.850000000000003,0.33000000000000007,120.0,120.0,120.0,120.0,0.0,0.0,43.738656756789815,0.06219605373260457,10.04886905987672,9.208753591882267e-13,2.2169339710440177e-14,9.285746900698208e-13,4.064378946914033e-21,2.442902447431424e-20,14.850000000000003,2.2570722186053334,8.850000000000003,2,outer_curvature,125.0,209.3065436156541,3.025624950764083,13.175088723127237
Ro180_q0.55_L54W_r0.45_th160_kc+0_ko+0,180.0,99.00000000000003,0.55,54.45000000000001,2.2,44.55000000000001,11.137500000000003,0.24750000000000003,160.0,160.0,160.0,160.0,0.0,0.0,66.31702040486246,0.07513385470933952,8.318487084388995,9.539240006044638e-13,1.2470253587122598e-14,9.582548742253604e-13,4.064378946914033e-21,2.442902447431424e-20,11.137500000000003,1.5538384930551827,5.137500000000003,2,center_curvature,125.0,16.1906212264995,2.3276643953504816,13.171374402988164
Ro120_q0.45_L24W_r0.75_th160_kc+0_ko+0,120.0,54.00000000000001,0.45,24.3,1.8,40.50000000000001,10.125,0.3375,160.0,160.0,160.0,160.0,0.0,0.0,72.94872244534872,0.07699183988247443,8.117743399223118,3.959915215524363e-13,1.0305994700101317e-14,3.995707559498716e-13,6.595836608064845e-22,7.238229473870886e-21,10.125,1.5724682031761403,4.125,2,center_curvature,125.0,1.2690564903849404,2.1896446005432724,13.168485086196904
Ro180_q0.35_L35W_r0.60_th160_kc+10_ko+10,180.0,63.00000000000001,0.35,34.65,2.1999999999999997,37.800000000000004,9.45,0.20999999999999996,160.0,160.0,160.0,160.0,10.0,10.0,68.15934547715936,0.0659551145644947,9.476141526353338,8.899692925384389e-13,8.97766649431048e-15,8.930872033913158e-13,1.047394424336223e-21,2.442902447431424e-20,9.45,1.43631868456703,3.4499999999999993,2,center_curvature,125.0,3.9214835179102208,2.287215974003942,13.167865674404727
Ro120_q0.55_L23W_r0.60_th160_kc+10_ko+10,120.0,66.00000000000001,0.55,23.1,1.4,39.6,9.9,0.33,160.0,160.0,160.0,160.0,10.0,10.0,64.6066479554703,0.0646748770216495,9.663721506432633,4.218660071001946e-13,9.85303987130674e-15,4.2528793193645865e-13,1.2042604287152686e-21,7.238229473870886e-21,9.899999999999999,1.4150130404918198,3.9000000000000004,2,center_curvature,125.0,4.730961522041054,2.366824218398844,13.162770382270166
Ro180_q0.55_L54W_r0.60_th140_kc-10_ko-10,180.0,99.00000000000003,0.55,54.45000000000001,2.2,59.40000000000001,14.850000000000003,0.33000000000000007,140.0,140.0,140.0,140.0,-10.0,-10.0,57.45922327201556,0.08430425763851684,7.4136231965875306,9.21145814950366e-13,2.2169339710440177e-14,9.288451458319601e-13,4.064378946914033e-21,2.442902447431424e-20,14.850000000000001,2.2570722186053334,8.850000000000003,2,outer_curvature,125.0,161.18911788157075,2.5498404215351655,13.132627958871058
Ro180_q0.55_L35W_r0.75_th120_kc+10_ko+10,180.0,99.00000000000003,0.55,34.65,1.3999999999999997,74.25000000000001,18.562500000000004,0.41250000000000003,120.0,120.0,120.0,120.0,10.0,10.0,24.99092540543186,0.045620369976162804,13.700020414708826,9.028378670319988e-13,3.463959329756278e-14,9.148680715344895e-13,4.064378946914033e-21,2.442902447431424e-20,18.562500000000007,2.8197080253484206,12.562500000000004,2,center_curvature,125.0,15.061615544764855,4.261306166759127,13.130522405710435
Ro180_q0.35_L28W_r0.60_th160_kc+10_ko+10,180.0,63.00000000000001,0.35,28.35,1.7999999999999998,37.800000000000004,9.45,0.20999999999999996,160.0,160.0,160.0,160.0,10.0,10.0,68.15934547715936,0.0659551145644947,9.476141526353338,8.892851472031069e-13,8.97766649431048e-15,8.924030580559838e-13,1.047394424336223e-21,2.442902447431424e-20,9.449999999999998,1.4036410984768626,3.4499999999999993,2,center_curvature,125.0,4.752164926155059,2.287215974003942,13.102510502224392
Ro150_q0.45_L37W_r0.60_th160_kc+0_ko+0,150.0,67.50000000000001,0.45,37.12500000000001,2.2,40.50000000000001,10.125,0.27,160.0,160.0,160.0,160.0,0.0,0.0,72.94872244534872,0.07699183988247443,8.117743399223118,6.305418555797179e-13,1.0305994700101317e-14,6.341210899771531e-13,1.2882493375126653e-21,1.4137166941154074e-20,10.125,1.5389128763218178,4.125,2,center_curvature,125.0,3.938000869751675,2.1896446005432724,13.101374432488258
Ro120_q0.45_L19W_r0.75_th160_kc+0_ko+0,120.0,54.00000000000001,0.45,18.9,1.4,40.50000000000001,10.125,0.3375,160.0,160.0,160.0,160.0,0.0,0.0,72.94872244534872,0.07699183988247443,8.117743399223118,3.9645175031031823e-13,1.0305994700101317e-14,4.000309847077535e-13,6.595836608064845e-22,7.238229473870886e-21,10.125,1.5380225592809564,4.125,2,center_curvature,125.0,2.5965105790376306,2.1896446005432724,13.099593798406536
Ro180_q0.55_L35W_r0.60_th140_kc+10_ko+10,180.0,99.00000000000003,0.55,34.65,1.3999999999999997,59.40000000000001,14.850000000000003,0.33000000000000007,140.0,140.0,140.0,140.0,10.0,10.0,37.45922327201556,0.05303532959384388,11.784597263491833,9.434094442043354e-13,2.2169339710440177e-14,9.511087750859295e-13,4.064378946914033e-21,2.442902447431424e-20,14.850000000000003,2.12251956073773,8.850000000000003,2,center_curvature,125.0,16.968703118994494,3.3301294842774665,13.077928550821348
Ro180_q0.55_L45W_r0.60_th120_kc+0_ko+0,180.0,99.00000000000003,0.55,44.550000000000004,1.7999999999999998,59.40000000000001,14.850000000000003,0.33000000000000007,120.0,120.0,120.0,120.0,0.0,0.0,43.738656756789815,0.06219605373260457,10.04886905987672,9.164111223347814e-13,2.2169339710440177e-14,9.241104532163755e-13,4.064378946914033e-21,2.442902447431424e-20,14.850000000000005,2.205721726177927,8.850000000000003,2,center_curvature,125.0,10.954636417217671,3.025624950764083,13.072387738272425
Ro150_q0.35_L24W_r0.75_th160_kc+0_ko+0,150.0,52.5,0.35,23.625,1.8,39.375,9.84375,0.26249999999999996,160.0,160.0,160.0,160.0,0.0,0.0,75.032971658073,0.07761089783854644,8.052992780732732,6.078122553537534e-13,9.741391595388976e-15,6.111954051507119e-13,6.0613103260198075e-22,1.4137166941154074e-20,9.84375,1.5287885308656919,3.84375,2,center_curvature,125.0,1.1662122956008825,2.150260835187434,13.06817561787793
Ro150_q0.45_L30W_r0.60_th160_kc+0_ko+0,150.0,67.50000000000001,0.45,30.375000000000004,1.7999999999999998,40.50000000000001,10.125,0.27,160.0,160.0,160.0,160.0,0.0,0.0,72.94872244534872,0.07699183988247443,8.117743399223118,6.297082735104965e-13,1.0305994700101317e-14,6.332875079079318e-13,1.2882493375126653e-21,1.4137166941154074e-20,10.125,1.5039011769394954,4.125,2,center_curvature,125.0,5.500819780510932,2.1896446005432724,13.031351033723613
Ro180_q0.55_L45W_r0.60_th140_kc-10_ko-10,180.0,99.00000000000003,0.55,44.550000000000004,1.7999999999999998,59.40000000000001,14.850000000000003,0.33000000000000007,140.0,140.0,140.0,140.0,-10.0,-10.0,57.45922327201556,0.08430425763851684,7.4136231965875306,9.178164122594982e-13,2.2169339710440177e-14,9.255157431410923e-13,4.064378946914033e-21,2.442902447431424e-20,14.850000000000003,2.205721726177927,8.850000000000003,2,center_curvature,125.0,12.485894135963294,2.5498404215351655,13.029926974016245
Ro120_q0.55_L36W_r0.60_th160_kc+0_ko+0,120.0,66.00000000000001,0.55,36.300000000000004,2.2,39.6,9.9,0.33,160.0,160.0,160.0,160.0,0.0,0.0,74.6066479554703,0.07748301518867406,8.066283926588316,4.160103456715334e-13,9.85303987130674e-15,4.1943227050779743e-13,1.2042604287152686e-21,7.238229473870886e-21,9.899999999999999,1.5047148124035554,3.9000000000000004,2,center_curvature,125.0,3.6812586191240935,2.158175996581302,13.022686410124773
Ro180_q0.55_L45W_r0.45_th160_kc+0_ko+0,180.0,99.00000000000003,0.55,44.550000000000004,1.7999999999999998,44.55000000000001,11.137500000000003,0.24750000000000003,160.0,160.0,160.0,160.0,0.0,0.0,66.31702040486246,0.07513385470933952,8.318487084388995,9.56346959477244e-13,1.2470253587122598e-14,9.606778330981407e-13,4.064378946914033e-21,2.442902447431424e-20,11.137500000000006,1.478258230429763,5.137500000000003,2,center_curvature,125.0,15.850001223263385,2.3276643953504816,13.020213877737325
Ro150_q0.35_L18W_r0.75_th160_kc+0_ko+0,150.0,52.5,0.35,18.374999999999996,1.3999999999999997,39.375,9.84375,0.26249999999999996,160.0,160.0,160.0,160.0,0.0,0.0,75.032971658073,0.07761089783854644,8.052992780732732,6.082472709620909e-13,9.741391595388976e-15,6.116304207590494e-13,6.0613103260198075e-22,1.4137166941154074e-20,9.84375,1.495299710412041,3.84375,2,center_curvature,125.0,2.386089505028771,2.150260835187434,13.001197976970628
Ro180_q0.35_L22W_r0.60_th160_kc+10_ko+10,180.0,63.00000000000001,0.35,22.049999999999997,1.3999999999999997,37.800000000000004,9.45,0.20999999999999996,160.0,160.0,160.0,160.0,10.0,10.0,68.15934547715936,0.0659551145644947,9.476141526353338,8.930193411372626e-13,8.97766649431048e-15,8.961372519901395e-13,1.047394424336223e-21,2.442902447431424e-20,9.450000000000001,1.3506942659240098,3.4499999999999993,2,center_curvature,125.0,4.111372971212781,2.287215974003942,12.996616837118687
Ro150_q0.55_L29W_r0.75_th120_kc-10_ko-10,150.0,82.50000000000001,0.55,28.875,1.4,61.875000000000014,15.468750000000004,0.41250000000000003,120.0,120.0,120.0,120.0,-10.0,-10.0,51.98911048651822,0.0782675595742644,7.9854284891426435,6.140515341395618e-13,2.4055273123307485e-14,6.22405842821847e-13,2.3520711498345098e-21,1.4137166941154074e-20,15.468750000000004,2.34975668779035,9.468750000000004,2,center_curvature,125.0,6.016419647346734,2.715875822419278,12.967269639882455
Ro120_q0.55_L30W_r0.60_th160_kc+0_ko+0,120.0,66.00000000000001,0.55,29.700000000000003,1.8,39.6,9.9,0.33,160.0,160.0,160.0,160.0,0.0,0.0,74.6066479554703,0.07748301518867406,8.066283926588316,4.1521340004881123e-13,9.85303987130674e-15,4.1863532488507526e-13,1.2042604287152686e-21,7.238229473870886e-21,9.900000000000002,1.4704811507852844,3.9000000000000004,2,center_curvature,125.0,5.142187542058042,2.158175996581302,12.954219086888232
Ro150_q0.45_L24W_r0.60_th160_kc+0_ko+0,150.0,67.50000000000001,0.45,23.625,1.3999999999999997,40.50000000000001,10.125,0.27,160.0,160.0,160.0,160.0,0.0,0.0,72.94872244534872,0.07699183988247443,8.117743399223118,6.340195967862254e-13,1.0305994700101317e-14,6.375988311836607e-13,1.2882493375126653e-21,1.4137166941154074e-20,10.125000000000004,1.4471724277757247,4.125,2,center_curvature,125.0,4.970697532725138,2.1896446005432724,12.917893535396072
Ro120_q0.45_L24W_r0.75_th160_kc-10_ko-10,120.0,54.00000000000001,0.45,24.3,1.8,40.50000000000001,10.125,0.3375,160.0,160.0,160.0,160.0,-10.0,-10.0,82.94872244534872,0.09107223203054045,6.862684553403836,3.9375081927868694e-13,1.0305994700101317e-14,3.973300536761222e-13,6.595836608064845e-22,7.238229473870886e-21,10.125,1.5724682031761403,4.125,2,center_curvature,125.0,0.9246584521105151,2.0150666295207786,12.917473317033048
Ro180_q0.55_L35W_r0.60_th120_kc+0_ko+0,180.0,99.00000000000003,0.55,34.65,1.3999999999999997,59.40000000000001,14.850000000000003,0.33000000000000007,120.0,120.0,120.0,120.0,0.0,0.0,43.738656756789815,0.06219605373260457,10.04886905987672,9.243371039384226e-13,2.2169339710440177e-14,9.320364348200167e-13,4.064378946914033e-21,2.442902447431424e-20,14.850000000000007,2.12251956073773,8.850000000000003,2,center_curvature,125.0,18.554742556087035,3.025624950764083,12.90598340739203
Ro180_q0.55_L54W_r0.45_th160_kc-10_ko-10,180.0,99.00000000000003,0.55,54.45000000000001,2.2,44.55000000000001,11.137500000000003,0.24750000000000003,160.0,160.0,160.0,160.0,-10.0,-10.0,76.31702040486246,0.08976151925327598,6.962894625663209,9.480699998929433e-13,1.2470253587122598e-14,9.5240087351384e-13,4.064378946914033e-21,2.442902447431424e-20,11.137500000000001,1.5538384930551827,5.137500000000003,2,center_curvature,125.0,14.308031607825127,2.1268414929069834,12.900255911243006
Ro150_q0.55_L29W_r0.75_th120_kc+10_ko+10,150.0,82.50000000000001,0.55,28.875,1.4,61.875000000000014,15.468750000000004,0.41250000000000003,120.0,120.0,120.0,120.0,10.0,10.0,31.98911048651823,0.047415514186911804,13.181339709535829,6.254174924407103e-13,2.4055273123307485e-14,6.337718011229955e-13,2.3520711498345098e-21,1.4137166941154074e-20,15.468750000000004,2.34975668779035,9.468750000000004,2,center_curvature,125.00000000000092,8.477912104563428,3.668600805605493,12.887480396035103
Ro180_q0.45_L28W_r0.75_th120_kc-10_ko-10,180.0,81.00000000000001,0.45,28.35,1.4,60.750000000000014,15.187500000000002,0.3375,120.0,120.0,120.0,120.0,-10.0,-10.0,52.766686606638935,0.07814762122320898,7.997684257270545,8.669274476808661e-13,2.3188488075227973e-14,8.749807250750955e-13,2.2260948552218853e-21,2.442902447431424e-20,15.187500000000002,2.3070338389214347,9.187500000000002,2,center_curvature,125.0,5.715989831752885,2.690641482142375,12.884275095770203
Ro150_q0.45_L30W_r0.75_th140_kc+0_ko+0,150.0,67.50000000000001,0.45,30.375000000000004,1.7999999999999998,50.625000000000014,12.656250000000002,0.3375,140.0,140.0,140.0,140.0,0.0,0.0,55.68548863916492,0.06927213427368398,9.022386946109055,6.136139304555573e-13,1.6103116718908314e-14,6.1920648420155e-13,1.2882493375126653e-21,1.4137166941154074e-20,12.656250000000002,1.965585253970176,6.656250000000002,2,outer_curvature,125.0,114.9029246658975,2.600877014568681,12.871406779505048
Ro150_q0.55_L45W_r0.45_th160_kc+10_ko+10,150.0,82.50000000000001,0.55,45.37500000000001,2.1999999999999997,37.12500000000001,9.281250000000002,0.24750000000000003,160.0,160.0,160.0,160.0,10.0,10.0,69.58042448583497,0.06647238926200445,9.402400108359718,6.661258746648794e-13,8.659898324390695e-15,6.691334257905021e-13,2.3520711498345098e-21,1.4137166941154074e-20,9.281250000000004,1.294865410879319,3.2812500000000018,2,center_curvature,125.0,10.265750373947721,2.2571684715302354,12.87021084343058
Ro180_q0.35_L35W_r0.60_th160_kc+0_ko+0,180.0,63.00000000000001,0.35,34.65,2.1999999999999997,37.800000000000004,9.45,0.20999999999999996,160.0,160.0,160.0,160.0,0.0,0.0,78.15934547715936,0.07856753872565435,7.954939280742941,8.851514807573253e-13,8.97766649431048e-15,8.882693916102022e-13,1.047394424336223e-21,2.442902447431424e-20,9.450000000000001,1.43631868456703,3.4499999999999993,2,center_curvature,125.0,3.2017412749706176,2.0942996286850146,12.863625225282648
Ro180_q0.55_L35W_r0.60_th140_kc-10_ko-10,180.0,99.00000000000003,0.55,34.65,1.3999999999999997,59.40000000000001,14.850000000000003,0.33000000000000007,140.0,140.0,140.0,140.0,-10.0,-10.0,57.45922327201556,0.08430425763851684,7.4136231965875306,9.265419130748191e-13,2.2169339710440177e-14,9.342412439564132e-13,4.064378946914033e-21,2.442902447431424e-20,14.85,2.12251956073773,8.850000000000003,2,center_curvature,125.0,15.848152562037983,2.5498404215351655,12.863522643135852
Ro150_q0.45_L37W_r0.60_th160_kc-10_ko-10,150.0,67.50000000000001,0.45,37.12500000000001,2.2,40.50000000000001,10.125,0.27,160.0,160.0,160.0,160.0,-10.0,-10.0,82.94872244534872,0.09107223203054045,6.862684553403836,6.270404662314501e-13,1.0305994700101317e-14,6.306197006288854e-13,1.2882493375126653e-21,1.4137166941154074e-20,10.125,1.5389128763218178,4.125,2,center_curvature,125.0,2.9737131951732687,2.0150666295207786,12.850362663324402
Ro120_q0.45_L19W_r0.75_th160_kc-10_ko-10,120.0,54.00000000000001,0.45,18.9,1.4,40.50000000000001,10.125,0.3375,160.0,160.0,160.0,160.0,-10.0,-10.0,82.94872244534872,0.09107223203054045,6.862684553403836,3.9415289790665947e-13,1.0305994700101317e-14,3.9773213230409475e-13,6.595836608064845e-22,7.238229473870886e-21,10.125,1.5380225592809564,4.125,2,center_curvature,125.0,2.50517286087842,2.0150666295207786,12.84858202924268
Ro150_q0.45_L30W_r0.75_th140_kc+10_ko+10,150.0,67.50000000000001,0.45,30.375000000000004,1.7999999999999998,50.625000000000014,12.656250000000002,0.3375,140.0,140.0,140.0,140.0,10.0,10.0,45.68548863916492,0.05553027850432184,11.255120932832297,6.185427565442415e-13,1.6103116718908314e-14,6.241353102902342e-13,1.2882493375126653e-21,1.4137166941154074e-20,12.656250000000002,1.965585253970176,6.656250000000002,2,center_curvature,125.0,0.48795206723416923,2.944709700629211,12.843898302421536
Ro120_q0.55_L23W_r0.60_th160_kc+0_ko+0,120.0,66.00000000000001,0.55,23.1,1.4,39.6,9.9,0.33,160.0,160.0,160.0,160.0,0.0,0.0,74.6066479554703,0.07748301518867406,8.066283926588316,4.1933523800526123e-13,9.85303987130674e-15,4.2275716284152526e-13,1.2042604287152686e-21,7.238229473870886e-21,9.900000000000002,1.4150130404918198,3.9000000000000004,2,center_curvature,125.0,4.646627142901603,2.158175996581302,12.843282866301303
Ro150_q0.35_L24W_r0.75_th160_kc-10_ko-10,150.0,52.5,0.35,23.625,1.8,39.375,9.84375,0.26249999999999996,160.0,160.0,160.0,160.0,-10.0,-10.0,85.032971658073,0.09154314682182244,6.827381641320308,6.04509969688186e-13,9.741391595388976e-15,6.078931194851445e-13,6.0613103260198075e-22,1.4137166941154074e-20,9.84375,1.5287885308656919,3.84375,2,center_curvature,125.0,0.8585600735818303,1.9827922741866288,12.823053389995446
Ro180_q0.45_L28W_r0.75_th120_kc+10_ko+10,180.0,81.00000000000001,0.45,28.35,1.4,60.750000000000014,15.187500000000002,0.3375,120.0,120.0,120.0,120.0,10.0,10.0,32.766686606638935,0.04762004663182706,13.124724652879246,8.844478640565628e-13,2.3188488075227973e-14,8.925011414507922e-13,2.2260948552218853e-21,2.442902447431424e-20,15.187500000000002,2.3070338389214347,9.187500000000002,2,center_curvature,125.0,8.003269499401032,3.6151651972069487,12.80857973653456
Ro180_q0.45_L45W_r0.45_th160_kc+10_ko+10,180.0,81.00000000000001,0.45,44.550000000000004,2.2,36.45,9.1125,0.2025,160.0,160.0,160.0,160.0,10.0,10.0,71.05413605038747,0.06701188709940364,9.326703470876618,9.243949825795506e-13,8.34785570708207e-15,9.27294162441473e-13,2.2260948552218853e-21,2.442902447431424e-20,9.112499999999999,1.2713224034087858,3.1125000000000007,2,center_curvature,125.0,9.70057949443959,2.227007709215023,12.807985500992896
Ro180_q0.35_L28W_r0.60_th160_kc+0_ko+0,180.0,63.00000000000001,0.35,28.35,1.7999999999999998,37.800000000000004,9.45,0.20999999999999996,160.0,160.0,160.0,160.0,0.0,0.0,78.15934547715936,0.07856753872565435,7.954939280742941,8.844253381548036e-13,8.97766649431048e-15,8.875432490076805e-13,1.047394424336223e-21,2.442902447431424e-20,9.449999999999998,1.4036410984768626,3.4499999999999993,2,center_curvature,125.0,4.4723704280053775,2.0942996286850146,12.798270053102314
Ro150_q0.45_L24W_r0.75_th140_kc+0_ko+0,150.0,67.50000000000001,0.45,23.625,1.3999999999999997,50.625000000000014,12.656250000000002,0.3375,140.0,140.0,140.0,140.0,0.0,0.0,55.68548863916492,0.06927213427368398,9.022386946109055,6.1352994243848e-13,1.6103116718908314e-14,6.191224961844726e-13,1.2882493375126653e-21,1.4137166941154074e-20,12.65625,1.9225281991011958,6.656250000000002,2,center_curvature,125.0,4.622230175337803,2.600877014568681,12.785292669767088
Ro150_q0.45_L30W_r0.60_th160_kc-10_ko-10,150.0,67.50000000000001,0.45,30.375000000000004,1.7999999999999998,40.50000000000001,10.125,0.27,160.0,160.0,160.0,160.0,-10.0,-10.0,82.94872244534872,0.09107223203054045,6.862684553403836,6.261325901228277e-13,1.0305994700101317e-14,6.29711824520263e-13,1.2882493375126653e-21,1.4137166941154074e-20,10.125,1.5039011769394954,4.125,2,center_curvature,125.0,5.127394711481048,2.0150666295207786,12.780339264559757
Ro120_q0.55_L30W_r0.75_th140_kc+0_ko+0,120.0,66.00000000000001,0.55,29.700000000000003,1.8,49.50000000000001,12.375,0.4125,140.0,140.0,140.0,140.0,0.0,0.0,56.95106792641867,0.06952705726847358,8.989306099733357,4.006871784616117e-13,1.5395374798916786e-14,4.0603393601827425e-13,1.2042604287152686e-21,7.238229473870886e-21,12.375,1.9219055816597275,6.375,2,outer_curvature,125.0,69.23663093911064,2.5642074656406777,12.77743126560901
Ro120_q0.55_L36W_r0.60_th160_kc-10_ko-10,120.0,66.00000000000001,0.55,36.300000000000004,2.2,39.6,9.9,0.33,160.0,160.0,160.0,160.0,-10.0,-10.0,84.6066479554703,0.09144474243104479,6.834728639224831,4.137330753567103e-13,9.85303987130674e-15,4.171550001929743e-13,1.2042604287152686e-21,7.238229473870886e-21,9.9,1.5047148124035554,3.9000000000000004,2,center_curvature,125.0,2.800027999804482,1.989292087937744,12.776375352652076
Ro120_q0.55_L30W_r0.75_th140_kc+10_ko+10,120.0,66.00000000000001,0.55,29.700000000000003,1.8,49.50000000000001,12.375,0.4125,140.0,140.0,140.0,140.0,10.0,10.0,46.95106792641867,0.055925239607150026,11.17563383528345,4.0368226763739224e-13,1.5395374798916786e-14,4.090290251940548e-13,1.2042604287152686e-21,7.238229473870886e-21,12.375,1.9219055816597275,6.375,2,center_curvature,125.0,0.4324795288648903,2.8949379057880975,12.769177713091139
Ro180_q0.55_L35W_r0.45_th160_kc+0_ko+0,180.0,99.00000000000003,0.55,34.65,1.3999999999999997,44.55000000000001,11.137500000000003,0.24750000000000003,160.0,160.0,160.0,160.0,0.0,0.0,66.31702040486246,0.07513385470933952,8.318487084388995,9.697938124556281e-13,1.2470253587122598e-14,9.741246860765247e-13,4.064378946914033e-21,2.442902447431424e-20,11.137500000000001,1.3509731115807917,5.137500000000003,2,center_curvature,125.0,12.23227096881762,2.3276643953504816,12.765643640039382
Ro150_q0.45_L24W_r0.75_th140_kc+10_ko+10,150.0,67.50000000000001,0.45,23.625,1.3999999999999997,50.625000000000014,12.656250000000002,0.3375,140.0,140.0,140.0,140.0,10.0,10.0,45.68548863916492,0.05553027850432184,11.255120932832297,6.186531789660526e-13,1.6103116718908314e-14,6.242457327120452e-13,1.2882493375126653e-21,1.4137166941154074e-20,12.65625,1.9225281991011958,6.656250000000002,2,center_curvature,125.0,4.931347063585598,2.944709700629211,12.757784192683577
Ro150_q0.35_L18W_r0.75_th160_kc-10_ko-10,150.0,52.5,0.35,18.374999999999996,1.3999999999999997,39.375,9.84375,0.26249999999999996,160.0,160.0,160.0,160.0,-10.0,-10.0,85.032971658073,0.09154314682182244,6.827381641320308,6.048916770685094e-13,9.741391595388976e-15,6.082748268654679e-13,6.0613103260198075e-22,1.4137166941154074e-20,9.84375,1.495299710412041,3.84375,2,center_curvature,125.0,2.3044967059425097,1.9827922741866288,12.756075749088144
Ro180_q0.55_L45W_r0.45_th160_kc-10_ko-10,180.0,99.00000000000003,0.55,44.550000000000004,1.7999999999999998,44.55000000000001,11.137500000000003,0.24750000000000003,160.0,160.0,160.0,160.0,-10.0,-10.0,76.31702040486246,0.08976151925327598,6.962894625663209,9.50482928699072e-13,1.2470253587122598e-14,9.548138023199686e-13,4.064378946914033e-21,2.442902447431424e-20,11.137500000000006,1.478258230429763,5.137500000000003,2,center_curvature,125.0,15.15481652201421,2.1268414929069834,12.749095385992167
Ro150_q0.55_L37W_r0.45_th160_kc+10_ko+10,150.0,82.50000000000001,0.55,37.12500000000001,1.8,37.12500000000001,9.281250000000002,0.24750000000000003,160.0,160.0,160.0,160.0,10.0,10.0,69.58042448583497,0.06647238926200445,9.402400108359718,6.677893490113556e-13,8.659898324390695e-15,6.707969001369783e-13,2.3520711498345098e-21,1.4137166941154074e-20,9.28125,1.231881858691469,3.2812500000000018,2,center_curvature,125.0,9.507782197149629,2.2571684715302354,12.74424373905488
Ro180_q0.55_L54W_r0.60_th120_kc+10_ko+10,180.0,99.00000000000003,0.55,54.45000000000001,2.2,59.40000000000001,14.850000000000003,0.33000000000000007,120.0,120.0,120.0,120.0,10.0,10.0,33.738656756789815,0.04787724516822718,13.054218090533942,9.300499520838928e-13,2.2169339710440177e-14,9.377492829654869e-13,4.064378946914033e-21,2.442902447431424e-20,14.850000000000005,2.2570722186053334,8.850000000000003,2,outer_curvature,125.0,263.51906004530997,3.551083265135091,12.71688684906716
Ro120_q0.55_L30W_r0.60_th160_kc-10_ko-10,120.0,66.00000000000001,0.55,29.700000000000003,1.8,39.6,9.9,0.33,160.0,160.0,160.0,160.0,-10.0,-10.0,84.6066479554703,0.09144474243104479,6.834728639224831,4.128669255773302e-13,9.85303987130674e-15,4.162888504135942e-13,1.2042604287152686e-21,7.238229473870886e-21,9.900000000000002,1.4704811507852844,3.9000000000000004,2,center_curvature,125.0,4.8009170225236275,1.989292087937744,12.707908029415535
Ro150_q0.55_L45W_r0.60_th140_kc+0_ko+0,150.0,82.50000000000001,0.55,45.37500000000001,2.1999999999999997,49.50000000000001,12.375,0.33,140.0,140.0,140.0,140.0,0.0,0.0,56.95106792641867,0.06952705726847358,8.989306099733357,6.446416688760545e-13,1.5395374798916786e-14,6.49988426432717e-13,2.3520711498345098e-21,1.4137166941154074e-20,12.375,1.8808935155044442,6.375,2,center_curvature,125.0,2.099813131423407,2.5642074656406777,12.695407133298446
Ro120_q0.55_L23W_r0.75_th140_kc+0_ko+0,120.0,66.00000000000001,0.55,23.1,1.4,49.50000000000001,12.375,0.4125,140.0,140.0,140.0,140.0,0.0,0.0,56.95106792641867,0.06952705726847358,8.989306099733357,4.006068817697292e-13,1.5395374798916786e-14,4.0595363932639175e-13,1.2042604287152686e-21,7.238229473870886e-21,12.375,1.87980535023228,6.375,2,center_curvature,125.0,4.320878610473461,2.5642074656406777,12.693230802754115
Ro180_q0.35_L22W_r0.60_th160_kc+0_ko+0,180.0,63.00000000000001,0.35,22.049999999999997,1.3999999999999997,37.800000000000004,9.45,0.20999999999999996,160.0,160.0,160.0,160.0,0.0,0.0,78.15934547715936,0.07856753872565435,7.954939280742941,8.881809797638831e-13,8.97766649431048e-15,8.9129889061676e-13,1.047394424336223e-21,2.442902447431424e-20,9.449999999999998,1.3506942659240098,3.4499999999999993,2,center_curvature,125.0,4.041361187574591,2.0942996286850146,12.692376387996608
Ro150_q0.55_L45W_r0.60_th140_kc+10_ko+10,150.0,82.50000000000001,0.55,45.37500000000001,2.1999999999999997,49.50000000000001,12.375,0.33,140.0,140.0,140.0,140.0,10.0,10.0,46.95106792641867,0.055925239607150026,11.17563383528345,6.496045318430464e-13,1.5395374798916786e-14,6.549512893997089e-13,2.3520711498345098e-21,1.4137166941154074e-20,12.375,1.8808935155044442,6.375,2,center_curvature,125.0,5.027204092311118,2.8949379057880975,12.687153580780574
