design_id,Ro_nm,Rc_nm,Rc_over_Ro,Lc_over_W,Lc_over_Rc,rTJ_nm,rTJ_over_W,rTJ_over_Ro,theta_center_negative_deg,theta_center_positive_deg,theta_outer_negative_deg,theta_outer_positive_deg,center_curvature_per_um,outer_curvature_per_um,sigma0_MPa,root_rate_per_contact_s,two_contact_characteristic_wait_s,surface_area_m2,GB_area_m2,total_interfacial_energy_J,center_volume_m3,outer_volume_each_m3,center_min_radius_over_W,resolution_margin,topology_margin_over_W,accessible_loading_direction_count,best_loading_coordinate,best_directional_dsigma_dq_MPa,best_directional_minus_dE_dq_fJ,best_directional_dlnGamma_dq,rank_score
Ro150_q0.55_L29W_r0.75_th160_kc+10_ko+10,150.0,82.50000000000001,0.55,28.875,1.4,61.875000000000014,15.468750000000004,0.41250000000000003,160.0,160.0,160.0,160.0,10.0,10.0,37.74825469150098,0.055671152247562264,11.226640275392676,6.395294333103497e-13,2.4055273123307485e-14,6.478837419926349e-13,2.3520711498345098e-21,1.4137166941154074e-20,15.468750000000004,2.34975668779035,9.468750000000004,2,center_curvature,125.0,9.750668250508943,3.314397561539728,14.880990247502693
Ro180_q0.45_L36W_r0.75_th160_kc+0_ko+0,180.0,81.00000000000001,0.45,36.45,1.8,60.750000000000014,15.187500000000002,0.3375,160.0,160.0,160.0,160.0,0.0,0.0,48.63248163023248,0.07133045054055549,8.762036343015264,8.909809234930101e-13,2.3188488075227973e-14,8.990342008872395e-13,2.2260948552218853e-21,2.442902447431424e-20,15.187500000000002,2.358702304764211,9.187500000000002,2,center_curvature,125.0,4.28305876081507,2.831962939707111,14.869811878131474
Ro150_q0.55_L29W_r0.75_th160_kc+0_ko+0,150.0,82.50000000000001,0.55,28.875,1.4,61.875000000000014,15.468750000000004,0.41250000000000003,160.0,160.0,160.0,160.0,0.0,0.0,47.74825469150098,0.07120227012163291,8.777810018308818,6.332215345766304e-13,2.4055273123307485e-14,6.415758432589156e-13,2.3520711498345098e-21,1.4137166941154074e-20,15.46875,2.34975668779035,9.468750000000004,2,center_curvature,125.0,9.259138487654873,2.8646487321166703,14.855075379242464
Ro180_q0.45_L28W_r0.75_th160_kc+10_ko+10,180.0,81.00000000000001,0.45,28.35,1.4,60.750000000000014,15.187500000000002,0.3375,160.0,160.0,160.0,160.0,10.0,10.0,38.63248163023248,0.05594623039079951,11.171440785808203,9.006636770778591e-13,2.3188488075227973e-14,9.087169544720885e-13,2.2260948552218853e-21,2.442902447431424e-20,15.187500000000002,2.3070338389214347,9.187500000000002,2,center_curvature,125.0,9.220026824861455,3.267412793607427,14.804347050348452
Ro180_q0.55_L35W_r0.75_th160_kc-10_ko-10,180.0,99.00000000000003,0.55,34.65,1.3999999999999997,74.25000000000001,18.562500000000004,0.41250000000000003,160.0,160.0,160.0,160.0,-10.0,-10.0,49.79021224291748,0.08948134053752878,6.984696432189378,9.025767772966335e-13,3.463959329756278e-14,9.146069817991243e-13,4.064378946914033e-21,2.442902447431424e-20,18.562500000000004,2.8197080253484206,12.562500000000004,2,center_curvature,125.0,14.963573837756927,2.790544142177498,14.796939286437876
Ro180_q0.55_L45W_r0.75_th160_kc-10_ko-10,180.0,99.00000000000003,0.55,44.550000000000004,1.7999999999999998,74.25000000000001,18.562500000000004,0.41250000000000003,160.0,160.0,160.0,160.0,-10.0,-10.0,49.79021224291748,0.08948134053752878,6.984696432189378,9.014143284434982e-13,3.463959329756278e-14,9.13444532945989e-13,4.064378946914033e-21,2.442902447431424e-20,18.562500000000004,2.8828583724895918,12.562500000000004,2,center_curvature,125.0,3.9131225120130977,2.790544142177498,14.796939286437876
Ro180_q0.45_L28W_r0.75_th160_kc+0_ko+0,180.0,81.00000000000001,0.45,28.35,1.4,60.750000000000014,15.187500000000002,0.3375,160.0,160.0,160.0,160.0,0.0,0.0,48.63248163023248,0.07133045054055549,8.762036343015264,8.920164381982444e-13,2.3188488075227973e-14,9.000697155924737e-13,2.2260948552218853e-21,2.442902447431424e-20,15.187500000000005,2.3070338389214347,9.187500000000002,2,center_curvature,125.0,8.763221639868254,2.831962939707111,14.766474946445921
Ro180_q0.55_L54W_r0.60_th160_kc+10_ko+10,180.0,99.00000000000003,0.55,54.45000000000001,2.2,59.40000000000001,14.850000000000003,0.33000000000000007,160.0,160.0,160.0,160.0,10.0,10.0,39.73776530364685,0.05629231721677814,11.102758438476865,9.446809344734535e-13,2.2169339710440177e-14,9.523802653550476e-13,4.064378946914033e-21,2.442902447431424e-20,14.850000000000005,2.2570722186053334,8.850000000000003,2,center_curvature,125.0,16.791800539214528,3.2109869258717394,14.715498588147566
Ro180_q0.55_L54W_r0.60_th160_kc+0_ko+0,180.0,99.00000000000003,0.55,54.45000000000001,2.2,59.40000000000001,14.850000000000003,0.33000000000000007,160.0,160.0,160.0,160.0,0.0,0.0,49.73776530364685,0.07150127922245668,8.741102352245802,9.36023277757847e-13,2.2169339710440177e-14,9.43722608639441e-13,4.064378946914033e-21,2.442902447431424e-20,14.850000000000005,2.2570722186053334,8.850000000000003,2,center_curvature,125.0,12.424222079096896,2.7923878584797945,14.662364907659827
Ro150_q0.55_L37W_r0.75_th160_kc-10_ko-10,150.0,82.50000000000001,0.55,37.12500000000001,1.8,61.875000000000014,15.468750000000004,0.41250000000000003,160.0,160.0,160.0,160.0,-10.0,-10.0,57.74825469150098,0.08833539353318803,7.075306680613638,6.269175923712639e-13,2.4055273123307485e-14,6.352719010535492e-13,2.3520711498345098e-21,1.4137166941154074e-20,15.468750000000004,2.4023819770746595,9.468750000000004,2,center_curvature,125.00000000000186,2.6441334209446445,2.5417570141890167,14.619825290272047
Ro180_q0.55_L45W_r0.60_th160_kc+10_ko+10,180.0,99.00000000000003,0.55,44.550000000000004,1.7999999999999998,59.40000000000001,14.850000000000003,0.33000000000000007,160.0,160.0,160.0,160.0,10.0,10.0,39.73776530364685,0.05629231721677814,11.102758438476865,9.43031404659079e-13,2.2169339710440177e-14,9.50730735540673e-13,4.064378946914033e-21,2.442902447431424e-20,14.850000000000003,2.205721726177927,8.850000000000003,2,center_curvature,125.0,19.05530388702614,3.2109869258717394,14.612797603292755
Ro180_q0.55_L45W_r0.60_th160_kc+0_ko+0,180.0,99.00000000000003,0.55,44.550000000000004,1.7999999999999998,59.40000000000001,14.850000000000003,0.33000000000000007,160.0,160.0,160.0,160.0,0.0,0.0,49.73776530364685,0.07150127922245668,8.741102352245802,9.34230150106722e-13,2.2169339710440177e-14,9.419294809883162e-13,4.064378946914033e-21,2.442902447431424e-20,14.850000000000001,2.205721726177927,8.850000000000003,2,center_curvature,125.0,17.35487531303587,2.7923878584797945,14.559663922805015
Ro180_q0.45_L36W_r0.75_th160_kc-10_ko-10,180.0,81.00000000000001,0.45,36.45,1.8,60.750000000000014,15.187500000000002,0.3375,160.0,160.0,160.0,160.0,-10.0,-10.0,58.63248163023248,0.08829514764572027,7.0785316822593725,8.836057830846015e-13,2.3188488075227973e-14,8.916590604788308e-13,2.2260948552218853e-21,2.442902447431424e-20,15.187500000000002,2.358702304764211,9.187500000000002,2,center_curvature,125.0,2.5351269531189504,2.5174157411118614,14.533110945980296
Ro150_q0.55_L29W_r0.75_th160_kc-10_ko-10,150.0,82.50000000000001,0.55,28.875,1.4,61.875000000000014,15.468750000000004,0.41250000000000003,160.0,160.0,160.0,160.0,-10.0,-10.0,57.74825469150098,0.08833539353318803,7.075306680613638,6.277748920015234e-13,2.4055273123307485e-14,6.361292006838086e-13,2.3520711498345098e-21,1.4137166941154074e-20,15.468750000000004,2.34975668779035,9.468750000000004,2,center_curvature,125.00000000000186,8.760198655535417,2.5417570141890167,14.514574711703428
Ro180_q0.55_L35W_r0.60_th160_kc+10_ko+10,180.0,99.00000000000003,0.55,34.65,1.3999999999999997,59.40000000000001,14.850000000000003,0.33000000000000007,160.0,160.0,160.0,160.0,10.0,10.0,39.73776530364685,0.05629231721677814,11.102758438476865,9.522130642207283e-13,2.2169339710440177e-14,9.599123951023224e-13,4.064378946914033e-21,2.442902447431424e-20,14.850000000000007,2.12251956073773,8.850000000000003,2,center_curvature,125.0,16.109539022796447,3.2109869258717394,14.44639327241236
Ro180_q0.45_L28W_r0.75_th160_kc-10_ko-10,180.0,81.00000000000001,0.45,28.35,1.4,60.750000000000014,15.187500000000002,0.3375,160.0,160.0,160.0,160.0,-10.0,-10.0,58.63248163023248,0.08829514764572027,7.0785316822593725,8.844364704782962e-13,2.3188488075227973e-14,8.924897478725256e-13,2.2260948552218853e-21,2.442902447431424e-20,15.187500000000005,2.3070338389214347,9.187500000000002,2,center_curvature,125.0,8.299656061436625,2.5174157411118614,14.429774014294743
Ro180_q0.55_L35W_r0.60_th160_kc+0_ko+0,180.0,99.00000000000003,0.55,34.65,1.3999999999999997,59.40000000000001,14.850000000000003,0.33000000000000007,160.0,160.0,160.0,160.0,0.0,0.0,49.73776530364685,0.07150127922245668,8.741102352245802,9.435042855087346e-13,2.2169339710440177e-14,9.512036163903287e-13,4.064378946914033e-21,2.442902447431424e-20,14.850000000000003,2.12251956073773,8.850000000000003,2,center_curvature,125.0,15.682366837932173,2.7923878584797945,14.39325959192462
Ro180_q0.55_L54W_r0.60_th160_kc-10_ko-10,180.0,99.00000000000003,0.55,54.45000000000001,2.2,59.40000000000001,14.850000000000003,0.33000000000000007,160.0,160.0,160.0,160.0,-10.0,-10.0,59.737765303646846,0.08826470054723498,7.080973437003056,9.285332356379843e-13,2.2169339710440177e-14,9.362325665195784e-13,4.064378946914033e-21,2.442902447431424e-20,14.850000000000005,2.2570722186053334,8.850000000000003,2,center_curvature,125.0,7.945693473007909,2.4877849840380106,14.330339124611278
Ro180_q0.55_L45W_r0.60_th160_kc-10_ko-10,180.0,99.00000000000003,0.55,44.550000000000004,1.7999999999999998,59.40000000000001,14.850000000000003,0.33000000000000007,160.0,160.0,160.0,160.0,-10.0,-10.0,59.737765303646846,0.08826470054723498,7.080973437003056,9.264882152936632e-13,2.2169339710440177e-14,9.341875461752573e-13,4.064378946914033e-21,2.442902447431424e-20,14.850000000000005,2.205721726177927,8.850000000000003,2,center_curvature,125.0,15.621421941032278,2.4877849840380106,14.227638139756467
Ro150_q0.45_L30W_r0.75_th160_kc+10_ko+10,150.0,67.50000000000001,0.45,30.375000000000004,1.7999999999999998,50.625000000000014,12.656250000000002,0.3375,160.0,160.0,160.0,160.0,10.0,10.0,48.35897795627898,0.0590742087512232,10.579913183975718,6.235981542179841e-13,1.6103116718908314e-14,6.291907079639768e-13,1.2882493375126653e-21,1.4137166941154074e-20,12.656250000000002,1.965585253970176,6.656250000000002,2,center_curvature,125.0,3.308570291237102,2.841973355065086,14.221545187979494
Ro120_q0.55_L30W_r0.75_th160_kc+10_ko+10,120.0,66.00000000000001,0.55,29.700000000000003,1.8,49.50000000000001,12.375,0.4125,160.0,160.0,160.0,160.0,10.0,10.0,49.68531836437623,0.059514607338794254,10.501623516426989,4.076741907014315e-13,1.5395374798916786e-14,4.130209482580941e-13,1.2042604287152686e-21,7.238229473870886e-21,12.375,1.9219055816597275,6.375,2,center_curvature,125.0,3.075757142949344,2.7942346144085306,14.148278598160871
Ro150_q0.45_L24W_r0.75_th160_kc+10_ko+10,150.0,67.50000000000001,0.45,23.625,1.3999999999999997,50.625000000000014,12.656250000000002,0.3375,160.0,160.0,160.0,160.0,10.0,10.0,48.35897795627898,0.0590742087512232,10.579913183975718,6.244087470042447e-13,1.6103116718908314e-14,6.300013007502374e-13,1.2882493375126653e-21,1.4137166941154074e-20,12.656250000000004,1.9225281991011958,6.656250000000002,2,center_curvature,125.0,5.291865929119775,2.841973355065086,14.135431078241535
Ro150_q0.55_L45W_r0.60_th160_kc+10_ko+10,150.0,82.50000000000001,0.55,45.37500000000001,2.1999999999999997,49.50000000000001,12.375,0.33,160.0,160.0,160.0,160.0,10.0,10.0,49.68531836437623,0.059514607338794254,10.501623516426989,6.549703672508511e-13,1.5395374798916786e-14,6.603171248075136e-13,2.3520711498345098e-21,1.4137166941154074e-20,12.375000000000002,1.8808935155044442,6.375,2,center_curvature,125.0,9.300968292068212,2.7942346144085306,14.066254465850305
Ro120_q0.55_L23W_r0.75_th160_kc+10_ko+10,120.0,66.00000000000001,0.55,23.1,1.4,49.50000000000001,12.375,0.4125,160.0,160.0,160.0,160.0,10.0,10.0,49.68531836437623,0.059514607338794254,10.501623516426989,4.0844746628553784e-13,1.5395374798916786e-14,4.137942238422004e-13,1.2042604287152686e-21,7.238229473870886e-21,12.375,1.87980535023228,6.375,2,center_curvature,125.0,4.942301531522977,2.7942346144085306,14.064078135305977
Ro180_q0.55_L35W_r0.60_th160_kc-10_ko-10,180.0,99.00000000000003,0.55,34.65,1.3999999999999997,59.40000000000001,14.850000000000003,0.33000000000000007,160.0,160.0,160.0,160.0,-10.0,-10.0,59.737765303646846,0.08826470054723498,7.080973437003056,9.35803223164252e-13,2.2169339710440177e-14,9.43502554045846e-13,4.064378946914033e-21,2.442902447431424e-20,14.85,2.12251956073773,8.850000000000003,2,center_curvature,125.0,15.256186104661719,2.4877849840380106,14.061233808876072
Ro150_q0.45_L30W_r0.75_th160_kc+0_ko+0,150.0,67.50000000000001,0.45,30.375000000000004,1.7999999999999998,50.625000000000014,12.656250000000002,0.3375,160.0,160.0,160.0,160.0,0.0,0.0,58.35897795627898,0.07317452005980099,8.541224452025464,6.187367524257151e-13,1.6103116718908314e-14,6.243293061717078e-13,1.2882493375126653e-21,1.4137166941154074e-20,12.65625,1.965585253970176,6.656250000000002,2,center_curvature,125.0,2.4786241623948313,2.524883167829839,14.039415398345444
Ro180_q0.45_L45W_r0.60_th160_kc+10_ko+10,180.0,81.00000000000001,0.45,44.550000000000004,2.2,48.60000000000001,12.15,0.27,160.0,160.0,160.0,160.0,10.0,10.0,50.790602037790606,0.05988401928357105,10.436841205337503,9.146463816164502e-13,1.48406323681459e-14,9.19800479148757e-13,2.2260948552218853e-21,2.442902447431424e-20,12.150000000000002,1.8466954515861815,6.15,2,center_curvature,125.0,8.766883486802389,2.755947645981749,14.009679520246637
Ro180_q0.35_L28W_r0.75_th160_kc+10_ko+10,180.0,63.00000000000001,0.35,28.35,1.7999999999999998,47.25,11.8125,0.26249999999999996,160.0,160.0,160.0,160.0,10.0,10.0,52.52747638172748,0.0604688778659074,10.335895456601115,8.814841805989059e-13,1.4027603897360126e-14,8.863559163065261e-13,1.047394424336223e-21,2.442902447431424e-20,11.812499999999998,1.8345462370388304,5.8125,2,center_curvature,125.0,2.6453375412595994,2.6983422624509146,14.004096565786696
Ro180_q0.55_L35W_r0.75_th140_kc+0_ko+0,180.0,99.00000000000003,0.55,34.65,1.3999999999999997,74.25000000000001,18.562500000000004,0.41250000000000003,140.0,140.0,140.0,140.0,0.0,0.0,37.96737861761244,0.06719396025505991,9.301431224288281,9.013654839829825e-13,3.463959329756278e-14,9.133956884854733e-13,4.064378946914033e-21,2.442902447431424e-20,18.562500000000004,2.8197080253484206,12.562500000000004,2,center_curvature,125.0,14.58295713067918,3.3025952551115623,13.996045127200542
Ro180_q0.55_L45W_r0.75_th140_kc+0_ko+0,180.0,99.00000000000003,0.55,44.550000000000004,1.7999999999999998,74.25000000000001,18.562500000000004,0.41250000000000003,140.0,140.0,140.0,140.0,0.0,0.0,37.96737861761244,0.06719396025505991,9.301431224288281,9.015461515397181e-13,3.463959329756278e-14,9.135763560422088e-13,4.064378946914033e-21,2.442902447431424e-20,18.562500000000004,2.8828583724895918,12.562500000000004,2,outer_curvature,125.0,233.67346096523193,3.3025952551115623,13.996045127200542
Ro150_q0.55_L37W_r0.60_th160_kc+10_ko+10,150.0,82.50000000000001,0.55,37.12500000000001,1.8,49.50000000000001,12.375,0.33,160.0,160.0,160.0,160.0,10.0,10.0,49.68531836437623,0.059514607338794254,10.501623516426989,6.538133673222273e-13,1.5395374798916786e-14,6.591601248788899e-13,2.3520711498345098e-21,1.4137166941154074e-20,12.375,1.8381014384816057,6.375,2,center_curvature,125.0,10.864627868569125,2.7942346144085306,13.980670311804628
Ro150_q0.45_L24W_r0.75_th160_kc+0_ko+0,150.0,67.50000000000001,0.45,23.625,1.3999999999999997,50.625000000000014,12.656250000000002,0.3375,160.0,160.0,160.0,160.0,0.0,0.0,58.35897795627898,0.07317452005980099,8.541224452025464,6.194558598599056e-13,1.6103116718908314e-14,6.250484136058982e-13,1.2882493375126653e-21,1.4137166941154074e-20,12.656250000000004,1.9225281991011958,6.656250000000002,2,center_curvature,125.0,5.071309317285519,2.524883167829839,13.953301288607484
Ro120_q0.55_L30W_r0.75_th160_kc+0_ko+0,120.0,66.00000000000001,0.55,29.700000000000003,1.8,49.50000000000001,12.375,0.4125,160.0,160.0,160.0,160.0,0.0,0.0,59.68531836437623,0.07347715944907234,8.506044663215281,4.045742799095932e-13,1.5395374798916786e-14,4.0992103746625576e-13,1.2042604287152686e-21,7.238229473870886e-21,12.375000000000002,1.9219055816597275,6.375,2,center_curvature,125.0,2.3170275920124883,2.4891715655712687,13.94502009596251
Ro180_q0.45_L36W_r0.60_th160_kc+10_ko+10,180.0,81.00000000000001,0.45,36.45,1.8,48.60000000000001,12.15,0.27,160.0,160.0,160.0,160.0,10.0,10.0,50.790602037790606,0.05988401928357105,10.436841205337503,9.135299676025438e-13,1.48406323681459e-14,9.186840651348506e-13,2.2260948552218853e-21,2.442902447431424e-20,12.15,1.8046814123273949,6.15,2,center_curvature,125.0,10.268695501621963,2.755947645981749,13.925651441729064
Ro180_q0.35_L22W_r0.75_th160_kc+10_ko+10,180.0,63.00000000000001,0.35,22.049999999999997,1.3999999999999997,47.25,11.8125,0.26249999999999996,160.0,160.0,160.0,160.0,10.0,10.0,52.52747638172748,0.0604688778659074,10.335895456601115,8.821856430726478e-13,1.4027603897360126e-14,8.870573787802681e-13,1.047394424336223e-21,2.442902447431424e-20,11.8125,1.7943596524944487,5.8125,2,center_curvature,125.0,4.290594714888124,2.6983422624509146,13.923723396697934
Ro150_q0.55_L45W_r0.60_th160_kc+0_ko+0,150.0,82.50000000000001,0.55,45.37500000000001,2.1999999999999997,49.50000000000001,12.375,0.33,160.0,160.0,160.0,160.0,0.0,0.0,59.68531836437623,0.07347715944907234,8.506044663215281,6.500161651111182e-13,1.5395374798916786e-14,6.553629226677807e-13,2.3520711498345098e-21,1.4137166941154074e-20,12.375,1.8808935155044442,6.375,2,center_curvature,125.0,7.189951532012876,2.4891715655712687,13.862995963651944
Ro120_q0.55_L23W_r0.75_th160_kc+0_ko+0,120.0,66.00000000000001,0.55,23.1,1.4,49.50000000000001,12.375,0.4125,160.0,160.0,160.0,160.0,0.0,0.0,59.68531836437623,0.07347715944907234,8.506044663215281,4.052617821281575e-13,1.5395374798916786e-14,4.1060853968482004e-13,1.2042604287152686e-21,7.238229473870886e-21,12.375,1.87980535023228,6.375,2,center_curvature,125.0,4.74067947455398,2.4891715655712687,13.860819633107615
Ro150_q0.55_L29W_r0.60_th160_kc+10_ko+10,150.0,82.50000000000001,0.55,28.875,1.4,49.50000000000001,12.375,0.33,160.0,160.0,160.0,160.0,10.0,10.0,49.68531836437623,0.059514607338794254,10.501623516426989,6.602026720355125e-13,1.5395374798916786e-14,6.655494295921751e-13,2.3520711498345098e-21,1.4137166941154074e-20,12.375,1.7687663006147747,6.375,2,center_curvature,125.0,9.281392007186929,2.7942346144085306,13.842000036070965
Ro180_q0.45_L28W_r0.60_th160_kc+10_ko+10,180.0,81.00000000000001,0.45,28.35,1.4,48.60000000000001,12.15,0.27,160.0,160.0,160.0,160.0,10.0,10.0,50.790602037790606,0.05988401928357105,10.436841205337503,9.196901522071937e-13,1.48406323681459e-14,9.248442497395005e-13,2.2260948552218853e-21,2.442902447431424e-20,12.150000000000002,1.7366069133308697,6.15,2,center_curvature,125.0,8.780734534828428,2.755947645981749,13.789502443736014
Ro180_q0.45_L45W_r0.60_th160_kc+0_ko+0,180.0,81.00000000000001,0.45,44.550000000000004,2.2,48.60000000000001,12.15,0.27,160.0,160.0,160.0,160.0,0.0,0.0,60.790602037790606,0.07373718968749228,8.476048553638003,9.079802720376699e-13,1.48406323681459e-14,9.131343695699768e-13,2.2260948552218853e-21,2.442902447431424e-20,12.150000000000002,1.8466954515861815,6.15,2,center_curvature,125.0,6.804860308137693,2.4603473811861676,13.788600613899964
Ro150_q0.55_L37W_r0.75_th140_kc+0_ko+0,150.0,82.50000000000001,0.55,37.12500000000001,1.8,61.875000000000014,15.468750000000004,0.41250000000000003,140.0,140.0,140.0,140.0,0.0,0.0,45.560854341134934,0.06767119070901956,9.235835714601913,6.260737163462685e-13,2.4055273123307485e-14,6.344280250285537e-13,2.3520711498345098e-21,1.4137166941154074e-20,15.468750000000004,2.4023819770746595,9.468750000000004,2,outer_curvature,125.0,135.2277510421003,2.9497276884153933,13.787689979412587
Ro150_q0.55_L37W_r0.60_th160_kc+0_ko+0,150.0,82.50000000000001,0.55,37.12500000000001,1.8,49.50000000000001,12.375,0.33,160.0,160.0,160.0,160.0,0.0,0.0,59.68531836437623,0.07347715944907234,8.506044663215281,6.487709375756147e-13,1.5395374798916786e-14,6.541176951322773e-13,2.3520711498345098e-21,1.4137166941154074e-20,12.375,1.8381014384816057,6.375,2,center_curvature,125.0,10.04333305312664,2.4891715655712687,13.777411809606267
Ro180_q0.35_L28W_r0.75_th160_kc+0_ko+0,180.0,63.00000000000001,0.35,28.35,1.7999999999999998,47.25,11.8125,0.26249999999999996,160.0,160.0,160.0,160.0,0.0,0.0,62.52747638172748,0.07415942468080339,8.427789221533498,8.75249647712706e-13,1.4027603897360126e-14,8.801213834203262e-13,1.047394424336223e-21,2.442902447431424e-20,11.8125,1.8345462370388304,5.8125,2,center_curvature,125.0,2.0152137675445183,2.4166724182199673,13.75465031838436
