design_id,coordinate,dE_dq_J,dsigma_dq_Pa,drTJ_dq_m,dlnGamma_dq,energy_lowering_direction,directional_minus_dE_dq_J,directional_dsigma_dq_Pa,directional_drTJ_dq_m,directional_dlnGamma_dq,accessible_loading
Ro120_q0.35_L15W_r0.75_th160_kc-10_ko-10,outer_curvature,4.07238537889996e-14,-125000000.0,0.0,-1.7395409513127902,-1.0,4.07238537889996e-14,125000000.0,-0.0,1.7395409513127902,True
Ro120_q0.35_L15W_r0.75_th160_kc-10_ko-10,center_angle,1.1266588173609221e-15,4134479.7315634787,0.0,0.05753672504749119,-1.0,1.1266588173609221e-15,-4134479.7315634787,-0.0,-0.05753672504749119,False
Ro120_q0.35_L15W_r0.75_th160_kc-10_ko-10,outer_angle,6.806290192769683e-15,4134479.7315634787,0.0,0.05753672504749119,-1.0,6.806290192769683e-15,-4134479.7315634787,-0.0,-0.05753672504749119,False
Ro120_q0.35_L15W_r0.75_th160_kc-10_ko-10,gb_spacing,-7.015652206346782e-15,0.0,0.0,0.0,1.0,7.015652206346782e-15,0.0,0.0,0.0,False
Ro120_q0.35_L15W_r0.75_th160_kc+0_ko+0,center_outer_exchange,4.188019022956145e-14,0.0,0.0,0.0,-1.0,4.188019022956145e-14,-0.0,-0.0,-0.0,False
Ro120_q0.35_L15W_r0.75_th160_kc+0_ko+0,tj_radius,-2.4314358256297712e-14,-93791277.10007876,3.150002100000411e-08,-0.3953777751246612,1.0,2.4314358256297712e-14,-93791277.10007876,3.150002100000411e-08,-0.3953777751246612,False
Ro120_q0.35_L15W_r0.75_th160_kc+0_ko+0,center_curvature,1.2216778859483656e-15,-125000000.0,0.0,-1.8596883371460038,-1.0,1.2216778859483656e-15,125000000.0,-0.0,1.8596883371460038,True
Ro120_q0.35_L15W_r0.75_th160_kc+0_ko+0,outer_curvature,4.345847791312961e-14,-125000000.0,0.0,-1.8596883371460038,-1.0,4.345847791312961e-14,125000000.0,-0.0,1.8596883371460038,True
Ro120_q0.35_L15W_r0.75_th160_kc+0_ko+0,center_angle,1.1411215308410397e-15,4134479.7315634787,0.0,0.06151068481496935,-1.0,1.1411215308410397e-15,-4134479.7315634787,-0.0,-0.06151068481496935,False
Ro120_q0.35_L15W_r0.75_th160_kc+0_ko+0,outer_angle,6.7293210098115136e-15,4134479.7315634787,0.0,0.06151068481496935,-1.0,6.7293210098115136e-15,-4134479.7315634787,-0.0,-0.06151068481496935,False
Ro120_q0.35_L15W_r0.75_th160_kc+0_ko+0,gb_spacing,-7.033267284365898e-15,0.0,0.0,0.0,1.0,7.033267284365898e-15,0.0,0.0,0.0,False
Ro120_q0.35_L15W_r0.75_th160_kc+10_ko+10,center_outer_exchange,4.2014244228202246e-14,0.0,0.0,0.0,-1.0,4.2014244228202246e-14,-0.0,-0.0,-0.0,False
Ro120_q0.35_L15W_r0.75_th160_kc+10_ko+10,tj_radius,-2.2223014281544185e-14,-93791277.10007876,3.150002100000411e-08,-0.5020595221457702,1.0,2.2223014281544185e-14,-93791277.10007876,3.150002100000411e-08,-0.5020595221457702,False
Ro120_q0.35_L15W_r0.75_th160_kc+10_ko+10,center_curvature,1.2548124827974009e-15,-125000000.0,0.0,-2.0018688724877665,-1.0,1.2548124827974009e-15,125000000.0,-0.0,2.0018688724877665,True
Ro120_q0.35_L15W_r0.75_th160_kc+10_ko+10,outer_curvature,4.616846711010668e-14,-125000000.0,0.0,-2.0018688724877665,-1.0,4.616846711010668e-14,125000000.0,-0.0,2.0018688724877665,True
Ro120_q0.35_L15W_r0.75_th160_kc+10_ko+10,center_angle,1.1546860708467039e-15,4134479.7315634787,0.0,0.06621340196943937,-1.0,1.1546860708467039e-15,-4134479.7315634787,-0.0,-0.06621340196943937,False
Ro120_q0.35_L15W_r0.75_th160_kc+10_ko+10,outer_angle,6.591085926976819e-15,4134479.7315634787,0.0,0.06621340196943937,-1.0,6.591085926976819e-15,-4134479.7315634787,-0.0,-0.06621340196943937,False
Ro120_q0.35_L15W_r0.75_th160_kc+10_ko+10,gb_spacing,-7.042910667725476e-15,0.0,0.0,0.0,1.0,7.042910667725476e-15,0.0,0.0,0.0,False
Ro120_q0.35_L19W_r0.75_th140_kc-10_ko-10,center_outer_exchange,1.5918528810445815e-14,0.0,0.0,0.0,-1.0,1.5918528810445815e-14,-0.0,-0.0,-0.0,False
Ro120_q0.35_L19W_r0.75_th140_kc-10_ko-10,tj_radius,-1.6356866806139548e-14,-89494594.97597814,3.150002100000411e-08,-0.28072334194229054,1.0,1.6356866806139548e-14,-89494594.97597814,3.150002100000411e-08,-0.28072334194229054,False
Ro120_q0.35_L19W_r0.75_th140_kc-10_ko-10,center_curvature,-3.3009557417529916e-16,-125000000.0,0.0,-1.7888308574098843,1.0,3.3009557417529916e-16,-125000000.0,0.0,-1.7888308574098843,False
Ro120_q0.35_L19W_r0.75_th140_kc-10_ko-10,outer_curvature,4.232275015584634e-14,-125000000.0,0.0,-1.7888308574098843,-1.0,4.232275015584634e-14,125000000.0,-0.0,1.7888308574098843,True
Ro120_q0.35_L19W_r0.75_th140_kc-10_ko-10,center_angle,-2.136838153598721e-16,8143335.388630629,0.0,0.1165362873924991,1.0,2.136838153598721e-16,8143335.388630629,0.0,0.1165362873924991,True
Ro120_q0.35_L19W_r0.75_th140_kc-10_ko-10,outer_angle,8.11477505911169e-15,8143335.388630629,0.0,0.1165362873924991,-1.0,8.11477505911169e-15,-8143335.388630629,-0.0,-0.1165362873924991,False
Ro120_q0.35_L19W_r0.75_th140_kc-10_ko-10,gb_spacing,6.296147822716318e-15,0.0,0.0,0.0,-1.0,6.296147822716318e-15,-0.0,-0.0,-0.0,False
Ro120_q0.35_L19W_r0.75_th140_kc+0_ko+0,center_outer_exchange,1.661365825874123e-14,0.0,0.0,0.0,-1.0,1.661365825874123e-14,-0.0,-0.0,-0.0,False
Ro120_q0.35_L19W_r0.75_th140_kc+0_ko+0,tj_radius,-1.509365777808742e-14,-89494594.97597814,3.150002100000411e-08,-0.37299682193692174,1.0,1.509365777808742e-14,-89494594.97597814,3.150002100000411e-08,-0.37299682193692174,False
Ro120_q0.35_L19W_r0.75_th140_kc+0_ko+0,center_curvature,-1.5789801190640625e-16,-125000000.0,0.0,-1.9177128982638125,1.0,1.5789801190640625e-16,-125000000.0,0.0,-1.9177128982638125,False
Ro120_q0.35_L19W_r0.75_th140_kc+0_ko+0,outer_curvature,4.6006583900084096e-14,-125000000.0,0.0,-1.9177128982638125,-1.0,4.6006583900084096e-14,125000000.0,-0.0,1.9177128982638125,True
Ro120_q0.35_L19W_r0.75_th140_kc+0_ko+0,center_angle,-1.0116413151140493e-16,8143335.388630629,0.0,0.12493248848421956,1.0,1.0116413151140493e-16,8143335.388630629,0.0,0.12493248848421956,True
Ro120_q0.35_L19W_r0.75_th140_kc+0_ko+0,outer_angle,7.720093185474016e-15,8143335.388630629,0.0,0.12493248848421956,-1.0,7.720093185474016e-15,-8143335.388630629,-0.0,-0.12493248848421956,False
Ro120_q0.35_L19W_r0.75_th140_kc+0_ko+0,gb_spacing,5.947819963831148e-15,0.0,0.0,0.0,-1.0,5.947819963831148e-15,-0.0,-0.0,-0.0,False
Ro120_q0.35_L19W_r0.75_th140_kc+10_ko+10,center_outer_exchange,1.7283274834241745e-14,0.0,0.0,0.0,-1.0,1.7283274834241745e-14,-0.0,-0.0,-0.0,False
Ro120_q0.35_L19W_r0.75_th140_kc+10_ko+10,tj_radius,-1.3438372629799543e-14,-89494594.97597814,3.150002100000411e-08,-0.4830714083036147,1.0,1.3438372629799543e-14,-89494594.97597814,3.150002100000411e-08,-0.4830714083036147,False
Ro120_q0.35_L19W_r0.75_th140_kc+10_ko+10,center_curvature,1.3733173627548227e-17,-125000000.0,0.0,-2.071458595025999,-1.0,1.3733173627548227e-17,125000000.0,-0.0,2.071458595025999,True
Ro120_q0.35_L19W_r0.75_th140_kc+10_ko+10,outer_curvature,4.964039230981676e-14,-125000000.0,0.0,-2.071458595025999,-1.0,4.964039230981676e-14,125000000.0,-0.0,2.071458595025999,True
Ro120_q0.35_L19W_r0.75_th140_kc+10_ko+10,center_angle,3.490251284702127e-18,8143335.388630629,0.0,0.13494845592987303,-1.0,3.490251284702127e-18,-8143335.388630629,-0.0,-0.13494845592987303,False
Ro120_q0.35_L19W_r0.75_th140_kc+10_ko+10,outer_angle,7.157970076838476e-15,8143335.388630629,0.0,0.13494845592987303,-1.0,7.157970076838476e-15,-8143335.388630629,-0.0,-0.13494845592987303,False
Ro120_q0.35_L19W_r0.75_th140_kc+10_ko+10,gb_spacing,5.6272330457712085e-15,0.0,0.0,0.0,-1.0,5.6272330457712085e-15,-0.0,-0.0,-0.0,False
Ro120_q0.35_L19W_r0.75_th160_kc-10_ko-10,center_outer_exchange,2.0109797351783175e-14,0.0,0.0,0.0,-1.0,2.0109797351783175e-14,-0.0,-0.0,-0.0,False
Ro120_q0.35_L19W_r0.75_th160_kc-10_ko-10,tj_radius,-1.6464299879176772e-14,-93791277.10007876,3.150002100000411e-08,-0.30522800172450015,1.0,1.6464299879176772e-14,-93791277.10007876,3.150002100000411e-08,-0.30522800172450015,False
Ro120_q0.35_L19W_r0.75_th160_kc-10_ko-10,center_curvature,4.712155405759716e-16,-125000000.0,0.0,-1.7395409513127902,-1.0,4.712155405759716e-16,125000000.0,-0.0,1.7395409513127902,True
Ro120_q0.35_L19W_r0.75_th160_kc-10_ko-10,outer_curvature,4.07238537889996e-14,-125000000.0,0.0,-1.7395409513127902,-1.0,4.07238537889996e-14,125000000.0,-0.0,1.7395409513127902,True
Ro120_q0.35_L19W_r0.75_th160_kc-10_ko-10,center_angle,3.603031239915543e-16,4134479.7315634787,0.0,0.05753672504749119,-1.0,3.603031239915543e-16,-4134479.7315634787,-0.0,-0.05753672504749119,False
Ro120_q0.35_L19W_r0.75_th160_kc-10_ko-10,outer_angle,6.806290192769683e-15,4134479.7315634787,0.0,0.05753672504749119,-1.0,6.806290192769683e-15,-4134479.7315634787,-0.0,-0.05753672504749119,False
Ro120_q0.35_L19W_r0.75_th160_kc-10_ko-10,gb_spacing,4.480786054909257e-15,0.0,0.0,0.0,-1.0,4.480786054909257e-15,-0.0,-0.0,-0.0,False
Ro120_q0.35_L19W_r0.75_th160_kc+0_ko+0,center_outer_exchange,2.0611749707460236e-14,0.0,0.0,0.0,-1.0,2.0611749707460236e-14,-0.0,-0.0,-0.0,False
Ro120_q0.35_L19W_r0.75_th160_kc+0_ko+0,tj_radius,-1.4910266778373346e-14,-93791277.10007876,3.150002100000411e-08,-0.3953777751246612,1.0,1.4910266778373346e-14,-93791277.10007876,3.150002100000411e-08,-0.3953777751246612,False
Ro120_q0.35_L19W_r0.75_th160_kc+0_ko+0,center_curvature,5.971009569921901e-16,-125000000.0,0.0,-1.8596883371460038,-1.0,5.971009569921901e-16,125000000.0,-0.0,1.8596883371460038,True
Ro120_q0.35_L19W_r0.75_th160_kc+0_ko+0,outer_curvature,4.3458477913104366e-14,-125000000.0,0.0,-1.8596883371460038,-1.0,4.3458477913104366e-14,125000000.0,-0.0,1.8596883371460038,True
Ro120_q0.35_L19W_r0.75_th160_kc+0_ko+0,center_angle,4.3345002595279327e-16,4134479.7315634787,0.0,0.06151068481496935,-1.0,4.3345002595279327e-16,-4134479.7315634787,-0.0,-0.06151068481496935,False
Ro120_q0.35_L19W_r0.75_th160_kc+0_ko+0,outer_angle,6.7293210098115136e-15,4134479.7315634787,0.0,0.06151068481496935,-1.0,6.7293210098115136e-15,-4134479.7315634787,-0.0,-0.06151068481496935,False
Ro120_q0.35_L19W_r0.75_th160_kc+0_ko+0,gb_spacing,4.274526061676954e-15,0.0,0.0,0.0,-1.0,4.274526061676954e-15,-0.0,-0.0,-0.0,False
Ro120_q0.35_L19W_r0.75_th160_kc+10_ko+10,center_outer_exchange,2.1090821352106373e-14,0.0,0.0,0.0,-1.0,2.1090821352106373e-14,-0.0,-0.0,-0.0,False
Ro120_q0.35_L19W_r0.75_th160_kc+10_ko+10,tj_radius,-1.3057045990442475e-14,-93791277.10007876,3.150002100000411e-08,-0.5020595221457702,1.0,1.3057045990442475e-14,-93791277.10007876,3.150002100000411e-08,-0.5020595221457702,False
Ro120_q0.35_L19W_r0.75_th160_kc+10_ko+10,center_curvature,7.218708002688184e-16,-125000000.0,0.0,-2.0018688724877665,-1.0,7.218708002688184e-16,125000000.0,-0.0,2.0018688724877665,True
Ro120_q0.35_L19W_r0.75_th160_kc+10_ko+10,outer_curvature,4.616846711013192e-14,-125000000.0,0.0,-2.0018688724877665,-1.0,4.616846711013192e-14,125000000.0,-0.0,2.0018688724877665,True
Ro120_q0.35_L19W_r0.75_th160_kc+10_ko+10,center_angle,5.032480524185008e-16,4134479.7315634787,0.0,0.06621340196943937,-1.0,5.032480524185008e-16,-4134479.7315634787,-0.0,-0.06621340196943937,False
Ro120_q0.35_L19W_r0.75_th160_kc+10_ko+10,outer_angle,6.591085926951575e-15,4134479.7315634787,0.0,0.06621340196943937,-1.0,6.591085926951575e-15,-4134479.7315634787,-0.0,-0.06621340196943937,False
Ro120_q0.35_L19W_r0.75_th160_kc+10_ko+10,gb_spacing,4.09035741160416e-15,0.0,0.0,0.0,-1.0,4.09035741160416e-15,-0.0,-0.0,-0.0,False
Ro120_q0.45_L19W_r0.60_th120_kc-10_ko-10,center_outer_exchange,7.21305985545494e-14,0.0,0.0,0.0,-1.0,7.21305985545494e-14,-0.0,-0.0,-0.0,False
Ro120_q0.45_L19W_r0.60_th120_kc-10_ko-10,tj_radius,-3.649808508911688e-14,-80187590.84581211,3.2400021600003566e-08,-0.22401997096332948,1.0,3.649808508911688e-14,-80187590.84581211,3.2400021600003566e-08,-0.22401997096332948,False
Ro120_q0.45_L19W_r0.60_th120_kc-10_ko-10,center_curvature,2.928636401875721e-15,-125000000.0,0.0,-1.9080607296055874,-1.0,2.928636401875721e-15,125000000.0,-0.0,1.9080607296055874,True
Ro120_q0.45_L19W_r0.60_th120_kc-10_ko-10,outer_curvature,4.647518490102635e-14,-125000000.0,0.0,-1.9080607296055874,-1.0,4.647518490102635e-14,125000000.0,-0.0,1.9080607296055874,True
Ro120_q0.45_L19W_r0.60_th120_kc-10_ko-10,center_angle,2.0605366300349047e-15,11574072.145059705,0.0,0.17667205513038908,-1.0,2.0605366300349047e-15,-11574072.145059705,-0.0,-0.17667205513038908,False
Ro120_q0.45_L19W_r0.60_th120_kc-10_ko-10,outer_angle,9.91041677420746e-15,11574072.145059705,0.0,0.17667205513038908,-1.0,9.91041677420746e-15,-11574072.145059705,-0.0,-0.17667205513038908,False
Ro120_q0.45_L19W_r0.60_th120_kc-10_ko-10,gb_spacing,-1.8828842412449223e-14,0.0,0.0,0.0,1.0,1.8828842412449223e-14,0.0,0.0,0.0,False
Ro120_q0.45_L19W_r0.60_th120_kc+0_ko+0,center_outer_exchange,7.229365976643443e-14,0.0,0.0,0.0,-1.0,7.229365976643443e-14,-0.0,-0.0,-0.0,False
Ro120_q0.45_L19W_r0.60_th120_kc+0_ko+0,tj_radius,-3.502106853396288e-14,-80187590.84581211,3.2400021600003566e-08,-0.32138550856730674,1.0,3.502106853396288e-14,-80187590.84581211,3.2400021600003566e-08,-0.32138550856730674,False
Ro120_q0.45_L19W_r0.60_th120_kc+0_ko+0,center_curvature,3.011138501754955e-15,-125000000.0,0.0,-2.059839450237466,-1.0,3.011138501754955e-15,125000000.0,-0.0,2.059839450237466,True
Ro120_q0.45_L19W_r0.60_th120_kc+0_ko+0,outer_curvature,5.312708653706537e-14,-125000000.0,0.0,-2.059839450237466,-1.0,5.312708653706537e-14,125000000.0,-0.0,2.059839450237466,True
Ro120_q0.45_L19W_r0.60_th120_kc+0_ko+0,center_angle,2.0088238661138387e-15,11574072.145059705,0.0,0.19072556226262805,-1.0,2.0088238661138387e-15,-11574072.145059705,-0.0,-0.19072556226262805,False
Ro120_q0.45_L19W_r0.60_th120_kc+0_ko+0,outer_angle,9.317943354537419e-15,11574072.145059705,0.0,0.19072556226262805,-1.0,9.317943354537419e-15,-11574072.145059705,-0.0,-0.19072556226262805,False
Ro120_q0.45_L19W_r0.60_th120_kc+0_ko+0,gb_spacing,-1.882809812193271e-14,0.0,0.0,0.0,1.0,1.882809812193271e-14,0.0,0.0,0.0,False
Ro120_q0.45_L19W_r0.60_th120_kc+10_ko+10,center_outer_exchange,7.241754732476614e-14,0.0,0.0,0.0,-1.0,7.241754732476614e-14,-0.0,-0.0,-0.0,False
Ro120_q0.45_L19W_r0.60_th120_kc+10_ko+10,tj_radius,-3.2875482899417906e-14,-80187590.84581211,3.2400021600003566e-08,-0.4399234663411411,1.0,3.2875482899417906e-14,-80187590.84581211,3.2400021600003566e-08,-0.4399234663411411,False
Ro120_q0.45_L19W_r0.60_th120_kc+10_ko+10,center_curvature,3.092912235291102e-15,-125000000.0,0.0,-2.244623147968916,-1.0,3.092912235291102e-15,125000000.0,-0.0,2.244623147968916,True
Ro120_q0.45_L19W_r0.60_th120_kc+10_ko+10,outer_curvature,5.962673417851214e-14,-125000000.0,0.0,-2.244623147968916,-1.0,5.962673417851214e-14,125000000.0,-0.0,2.244623147968916,True
Ro120_q0.45_L19W_r0.60_th120_kc+10_ko+10,center_angle,1.951097218418626e-15,11574072.145059705,0.0,0.2078350417056285,-1.0,1.951097218418626e-15,-11574072.145059705,-0.0,-0.2078350417056285,False
Ro120_q0.45_L19W_r0.60_th120_kc+10_ko+10,outer_angle,8.244065395476058e-15,11574072.145059705,0.0,0.2078350417056285,-1.0,8.244065395476058e-15,-11574072.145059705,-0.0,-0.2078350417056285,False
Ro120_q0.45_L19W_r0.60_th120_kc+10_ko+10,gb_spacing,-1.8806135184288074e-14,0.0,0.0,0.0,1.0,1.8806135184288074e-14,0.0,0.0,0.0,False
