design_id,coordinate,dE_dq_J,dsigma_dq_Pa,drTJ_dq_m,dlnGamma_dq,energy_lowering_direction,directional_minus_dE_dq_J,directional_dsigma_dq_Pa,directional_drTJ_dq_m,directional_dlnGamma_dq,accessible_loading
Ro120_q0.55_L36W_r0.45_th140_kc-10_ko-10,outer_curvature,4.0090998426375577e-14,-125000000.0,0.0,-1.7271389487136801,-1.0,4.0090998426375577e-14,125000000.0,-0.0,1.7271389487136801,True
Ro120_q0.55_L36W_r0.45_th140_kc-10_ko-10,center_angle,1.517112119713232e-15,8636870.866727084,0.0,0.11933650901507775,-1.0,1.517112119713232e-15,-8636870.866727084,-0.0,-0.11933650901507775,False
Ro120_q0.55_L36W_r0.45_th140_kc-10_ko-10,outer_angle,7.754835682783662e-15,8636870.866727084,0.0,0.11933650901507775,-1.0,7.754835682783662e-15,-8636870.866727084,-0.0,-0.11933650901507775,False
Ro120_q0.55_L36W_r0.45_th140_kc-10_ko-10,gb_spacing,3.821821818314722e-15,0.0,0.0,0.0,-1.0,3.821821818314722e-15,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.45_th140_kc+0_ko+0,center_outer_exchange,4.619430765311601e-14,0.0,0.0,0.0,-1.0,4.619430765311601e-14,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.45_th140_kc+0_ko+0,tj_radius,-2.0010485797983308e-14,-94918509.82300937,2.9700019800004372e-08,-0.4011112189642452,1.0,2.0010485797983308e-14,-94918509.82300937,2.9700019800004372e-08,-0.4011112189642452,False
Ro120_q0.55_L36W_r0.45_th140_kc+0_ko+0,center_curvature,4.1428681651035985e-15,-125000000.0,0.0,-1.8451535064194502,-1.0,4.1428681651035985e-15,125000000.0,-0.0,1.8451535064194502,True
Ro120_q0.55_L36W_r0.45_th140_kc+0_ko+0,outer_curvature,4.32652481626953e-14,-125000000.0,0.0,-1.8451535064194502,-1.0,4.32652481626953e-14,125000000.0,-0.0,1.8451535064194502,True
Ro120_q0.55_L36W_r0.45_th140_kc+0_ko+0,center_angle,1.6129645094191365e-15,8636870.866727084,0.0,0.1274906897075212,-1.0,1.6129645094191365e-15,-8636870.866727084,-0.0,-0.1274906897075212,False
Ro120_q0.55_L36W_r0.45_th140_kc+0_ko+0,outer_angle,7.340729368263329e-15,8636870.866727084,0.0,0.1274906897075212,-1.0,7.340729368263329e-15,-8636870.866727084,-0.0,-0.1274906897075212,False
Ro120_q0.55_L36W_r0.45_th140_kc+0_ko+0,gb_spacing,3.4572786971259646e-15,0.0,0.0,0.0,-1.0,3.4572786971259646e-15,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.45_th140_kc+10_ko+10,center_outer_exchange,4.6767550439162234e-14,0.0,0.0,0.0,-1.0,4.6767550439162234e-14,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.45_th140_kc+10_ko+10,tj_radius,-1.8082224984065092e-14,-94918509.82300937,2.9700019800004372e-08,-0.5069484165621807,1.0,1.8082224984065092e-14,-94918509.82300937,2.9700019800004372e-08,-0.5069484165621807,False
Ro120_q0.55_L36W_r0.45_th140_kc+10_ko+10,center_curvature,4.644160401710113e-15,-125000000.0,0.0,-1.9845333070929172,-1.0,4.644160401710113e-15,125000000.0,-0.0,1.9845333070929172,True
Ro120_q0.55_L36W_r0.45_th140_kc+10_ko+10,outer_curvature,4.639180087719757e-14,-125000000.0,0.0,-1.9845333070929172,-1.0,4.639180087719757e-14,125000000.0,-0.0,1.9845333070929172,True
Ro120_q0.55_L36W_r0.45_th140_kc+10_ko+10,center_angle,1.6844801920399455e-15,8636870.866727084,0.0,0.13712108641961152,-1.0,1.6844801920399455e-15,-8636870.866727084,-0.0,-0.13712108641961152,False
Ro120_q0.55_L36W_r0.45_th140_kc+10_ko+10,outer_angle,6.781374118442646e-15,8636870.866727084,0.0,0.13712108641961152,-1.0,6.781374118442646e-15,-8636870.866727084,-0.0,-0.13712108641961152,False
Ro120_q0.55_L36W_r0.45_th140_kc+10_ko+10,gb_spacing,3.187774346369935e-15,0.0,0.0,0.0,-1.0,3.187774346369935e-15,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.45_th160_kc-10_ko-10,center_outer_exchange,4.8187641825223893e-14,0.0,0.0,0.0,-1.0,4.8187641825223893e-14,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.45_th160_kc-10_ko-10,tj_radius,-1.9562213690680482e-14,-99475596.92432731,2.9700019800004372e-08,-0.3362078488929887,1.0,1.9562213690680482e-14,-99475596.92432731,2.9700019800004372e-08,-0.3362078488929887,False
Ro120_q0.55_L36W_r0.45_th160_kc-10_ko-10,center_curvature,4.4262970803704024e-15,-125000000.0,0.0,-1.679067470117701,-1.0,4.4262970803704024e-15,125000000.0,-0.0,1.679067470117701,True
Ro120_q0.55_L36W_r0.45_th160_kc-10_ko-10,outer_curvature,3.8256650033153227e-14,-125000000.0,0.0,-1.679067470117701,-1.0,3.8256650033153227e-14,125000000.0,-0.0,1.679067470117701,True
Ro120_q0.55_L36W_r0.45_th160_kc-10_ko-10,center_angle,1.8004572335666332e-15,4385054.26074937,0.0,0.05890237095407258,-1.0,1.8004572335666332e-15,-4385054.26074937,-0.0,-0.05890237095407258,False
Ro120_q0.55_L36W_r0.45_th160_kc-10_ko-10,outer_angle,6.407927052234679e-15,4385054.26074937,0.0,0.05890237095407258,-1.0,6.407927052234679e-15,-4385054.26074937,-0.0,-0.05890237095407258,False
Ro120_q0.55_L36W_r0.45_th160_kc-10_ko-10,gb_spacing,2.2982354828716013e-15,0.0,0.0,0.0,-1.0,2.2982354828716013e-15,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.45_th160_kc+0_ko+0,center_outer_exchange,4.858842041238705e-14,0.0,0.0,0.0,-1.0,4.858842041238705e-14,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.45_th160_kc+0_ko+0,tj_radius,-1.7764323517734034e-14,-99475596.92432731,2.9700019800004372e-08,-0.42373709868070986,1.0,1.7764323517734034e-14,-99475596.92432731,2.9700019800004372e-08,-0.42373709868070986,False
Ro120_q0.55_L36W_r0.45_th160_kc+0_ko+0,center_curvature,4.797222902898585e-15,-125000000.0,0.0,-1.7890563015764416,-1.0,4.797222902898585e-15,125000000.0,-0.0,1.7890563015764416,True
Ro120_q0.55_L36W_r0.45_th160_kc+0_ko+0,outer_curvature,4.0606098281337535e-14,-125000000.0,0.0,-1.7890563015764416,-1.0,4.0606098281337535e-14,125000000.0,-0.0,1.7890563015764416,True
Ro120_q0.55_L36W_r0.45_th160_kc+0_ko+0,center_angle,1.8801786138884705e-15,4385054.26074937,0.0,0.06276081344136486,-1.0,1.8801786138884705e-15,-4385054.26074937,-0.0,-0.06276081344136486,False
Ro120_q0.55_L36W_r0.45_th160_kc+0_ko+0,outer_angle,6.3075320337642216e-15,4385054.26074937,0.0,0.06276081344136486,-1.0,6.3075320337642216e-15,-4385054.26074937,-0.0,-0.06276081344136486,False
Ro120_q0.55_L36W_r0.45_th160_kc+0_ko+0,gb_spacing,2.16289632938474e-15,0.0,0.0,0.0,-1.0,2.16289632938474e-15,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.45_th160_kc+10_ko+10,center_outer_exchange,4.8927402202128353e-14,0.0,0.0,0.0,-1.0,4.8927402202128353e-14,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.45_th160_kc+10_ko+10,tj_radius,-1.5680938632198138e-14,-99475596.92432731,2.9700019800004372e-08,-0.526334079821722,1.0,1.5680938632198138e-14,-99475596.92432731,2.9700019800004372e-08,-0.526334079821722,False
Ro120_q0.55_L36W_r0.45_th160_kc+10_ko+10,center_curvature,5.164693612442786e-15,-125000000.0,0.0,-1.9179792524317563,-1.0,5.164693612442786e-15,125000000.0,-0.0,1.9179792524317563,True
Ro120_q0.55_L36W_r0.45_th160_kc+10_ko+10,outer_curvature,4.292982691579695e-14,-125000000.0,0.0,-1.9179792524317563,-1.0,4.292982691579695e-14,125000000.0,-0.0,1.9179792524317563,True
Ro120_q0.55_L36W_r0.45_th160_kc+10_ko+10,center_angle,1.9510240844493892e-15,4385054.26074937,0.0,0.0672834670378819,-1.0,1.9510240844493892e-15,-4385054.26074937,-0.0,-0.0672834670378819,False
Ro120_q0.55_L36W_r0.45_th160_kc+10_ko+10,outer_angle,6.153622735314891e-15,4385054.26074937,0.0,0.0672834670378819,-1.0,6.153622735314891e-15,-4385054.26074937,-0.0,-0.0672834670378819,False
Ro120_q0.55_L36W_r0.45_th160_kc+10_ko+10,gb_spacing,2.0955798477985393e-15,0.0,0.0,0.0,-1.0,2.0955798477985393e-15,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.60_th120_kc+0_ko+0,center_outer_exchange,2.015698137408493e-14,0.0,0.0,0.0,-1.0,2.015698137408493e-14,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.60_th120_kc+0_ko+0,tj_radius,-2.4660808371912322e-14,-65608028.87385152,3.960002640000583e-08,-0.2301226466844275,1.0,2.4660808371912322e-14,-65608028.87385152,3.960002640000583e-08,-0.2301226466844275,False
Ro120_q0.55_L36W_r0.60_th120_kc+0_ko+0,center_curvature,-3.6356379437064444e-15,-125000000.0,0.0,-2.343703958266441,1.0,3.6356379437064444e-15,-125000000.0,0.0,-2.343703958266441,False
Ro120_q0.55_L36W_r0.60_th120_kc+0_ko+0,outer_curvature,6.201686520925398e-14,-125000000.0,0.0,-2.343703958266441,-1.0,6.201686520925398e-14,125000000.0,-0.0,2.343703958266441,True
Ro120_q0.55_L36W_r0.60_th120_kc+0_ko+0,center_angle,-1.2952439220905092e-15,9469695.391414687,0.0,0.1775529014979016,1.0,1.2952439220905092e-15,9469695.391414687,0.0,0.1775529014979016,True
Ro120_q0.55_L36W_r0.60_th120_kc+0_ko+0,outer_angle,1.0303413972033349e-14,9469695.391414687,0.0,0.1775529014979016,-1.0,1.0303413972033349e-14,-9469695.391414687,-0.0,-0.1775529014979016,False
Ro120_q0.55_L36W_r0.60_th120_kc+0_ko+0,gb_spacing,1.886170806727911e-14,0.0,0.0,0.0,-1.0,1.886170806727911e-14,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.60_th120_kc+10_ko+10,center_outer_exchange,2.2758100745708583e-14,0.0,0.0,0.0,-1.0,2.2758100745708583e-14,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.60_th120_kc+10_ko+10,tj_radius,-2.4129816238636156e-14,-65608028.87385152,3.960002640000583e-08,-0.36630285705141485,1.0,2.4129816238636156e-14,-65608028.87385152,3.960002640000583e-08,-0.36630285705141485,False
Ro120_q0.55_L36W_r0.60_th120_kc+10_ko+10,center_curvature,-1.6150122497661475e-15,-125000000.0,0.0,-2.6031649785213107,1.0,1.6150122497661475e-15,-125000000.0,0.0,-2.6031649785213107,False
Ro120_q0.55_L36W_r0.60_th120_kc+10_ko+10,outer_curvature,7.276660252787047e-14,-125000000.0,0.0,-2.6031649785213107,-1.0,7.276660252787047e-14,125000000.0,-0.0,2.6031649785213107,True
Ro120_q0.55_L36W_r0.60_th120_kc+10_ko+10,center_angle,-5.919463059686166e-16,9469695.391414687,0.0,0.19720881981299954,1.0,5.919463059686166e-16,9469695.391414687,0.0,0.19720881981299954,True
Ro120_q0.55_L36W_r0.60_th120_kc+10_ko+10,outer_angle,9.325498348456307e-15,9469695.391414687,0.0,0.19720881981299954,-1.0,9.325498348456307e-15,-9469695.391414687,-0.0,-0.19720881981299954,False
Ro120_q0.55_L36W_r0.60_th120_kc+10_ko+10,gb_spacing,1.714847411426951e-14,0.0,0.0,0.0,-1.0,1.714847411426951e-14,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.60_th140_kc-10_ko-10,center_outer_exchange,2.6343592274176826e-14,0.0,0.0,0.0,-1.0,2.6343592274176826e-14,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.60_th140_kc-10_ko-10,tj_radius,-2.7626087434981622e-14,-71188882.36725703,3.960002640000583e-08,-0.16369478120414893,1.0,2.7626087434981622e-14,-71188882.36725703,3.960002640000583e-08,-0.16369478120414893,False
Ro120_q0.55_L36W_r0.60_th140_kc-10_ko-10,center_curvature,-1.41883454547821e-16,-125000000.0,0.0,-2.043327084927493,1.0,1.41883454547821e-16,-125000000.0,0.0,-2.043327084927493,False
Ro120_q0.55_L36W_r0.60_th140_kc-10_ko-10,outer_curvature,5.1072951679025475e-14,-125000000.0,0.0,-2.043327084927493,-1.0,5.1072951679025475e-14,125000000.0,-0.0,2.043327084927493,True
Ro120_q0.55_L36W_r0.60_th140_kc-10_ko-10,center_angle,5.035590266632407e-18,6477653.150044382,0.0,0.10588755798657257,-1.0,5.035590266632407e-18,-6477653.150044382,-0.0,-0.10588755798657257,False
Ro120_q0.55_L36W_r0.60_th140_kc-10_ko-10,outer_angle,9.510941485653321e-15,6477653.150044382,0.0,0.10588755798657257,-1.0,9.510941485653321e-15,-6477653.150044382,-0.0,-0.10588755798657257,False
Ro120_q0.55_L36W_r0.60_th140_kc-10_ko-10,gb_spacing,1.558792607199048e-14,0.0,0.0,0.0,-1.0,1.558792607199048e-14,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.60_th140_kc+0_ko+0,center_outer_exchange,2.8127266028033695e-14,0.0,0.0,0.0,-1.0,2.8127266028033695e-14,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.60_th140_kc+0_ko+0,tj_radius,-2.6877727060016153e-14,-71188882.36725703,3.960002640000583e-08,-0.26675999254910376,1.0,2.6877727060016153e-14,-71188882.36725703,3.960002640000583e-08,-0.26675999254910376,False
Ro120_q0.55_L36W_r0.60_th140_kc+0_ko+0,center_curvature,1.0751080097265199e-15,-125000000.0,0.0,-2.2242999018953213,-1.0,1.0751080097265199e-15,125000000.0,-0.0,2.2242999018953213,True
Ro120_q0.55_L36W_r0.60_th140_kc+0_ko+0,outer_curvature,5.763458852144754e-14,-125000000.0,0.0,-2.2242999018953213,-1.0,5.763458852144754e-14,125000000.0,-0.0,2.2242999018953213,True
Ro120_q0.55_L36W_r0.60_th140_kc+0_ko+0,center_angle,4.0951155184444154e-16,6477653.150044382,0.0,0.11526572659459333,-1.0,4.0951155184444154e-16,-6477653.150044382,-0.0,-0.11526572659459333,False
Ro120_q0.55_L36W_r0.60_th140_kc+0_ko+0,outer_angle,9.298127894577491e-15,6477653.150044382,0.0,0.11526572659459333,-1.0,9.298127894577491e-15,-6477653.150044382,-0.0,-0.11526572659459333,False
Ro120_q0.55_L36W_r0.60_th140_kc+0_ko+0,gb_spacing,1.449927383473241e-14,0.0,0.0,0.0,-1.0,1.449927383473241e-14,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.60_th140_kc+10_ko+10,center_outer_exchange,2.973078811014846e-14,0.0,0.0,0.0,-1.0,2.973078811014846e-14,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.60_th140_kc+10_ko+10,tj_radius,-2.532516343037431e-14,-71188882.36725703,3.960002640000583e-08,-0.39538981089692893,1.0,2.532516343037431e-14,-71188882.36725703,3.960002640000583e-08,-0.39538981089692893,False
Ro120_q0.55_L36W_r0.60_th140_kc+10_ko+10,center_curvature,2.27642421282367e-15,-125000000.0,0.0,-2.450162225363428,-1.0,2.27642421282367e-15,125000000.0,-0.0,2.450162225363428,True
Ro120_q0.55_L36W_r0.60_th140_kc+10_ko+10,outer_curvature,6.413139102893126e-14,-125000000.0,0.0,-2.450162225363428,-1.0,6.413139102893126e-14,125000000.0,-0.0,2.450162225363428,True
Ro120_q0.55_L36W_r0.60_th140_kc+10_ko+10,center_angle,7.559830079009645e-16,6477653.150044382,0.0,0.1269700814549024,-1.0,7.559830079009645e-16,-6477653.150044382,-0.0,-0.1269700814549024,False
Ro120_q0.55_L36W_r0.60_th140_kc+10_ko+10,outer_angle,8.791627317781013e-15,6477653.150044382,0.0,0.1269700814549024,-1.0,8.791627317781013e-15,-6477653.150044382,-0.0,-0.1269700814549024,False
Ro120_q0.55_L36W_r0.60_th140_kc+10_ko+10,gb_spacing,1.3608110826625435e-14,0.0,0.0,0.0,-1.0,1.3608110826625435e-14,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.60_th160_kc-10_ko-10,center_outer_exchange,3.252719843377689e-14,0.0,0.0,0.0,-1.0,3.252719843377689e-14,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.60_th160_kc-10_ko-10,tj_radius,-2.8153007708798194e-14,-74606697.69324735,3.960002640000583e-08,-0.1873136062110481,1.0,2.8153007708798194e-14,-74606697.69324735,3.960002640000583e-08,-0.1873136062110481,False
Ro120_q0.55_L36W_r0.60_th160_kc-10_ko-10,center_curvature,2.800027999804482e-15,-125000000.0,0.0,-1.989292087937744,-1.0,2.800027999804482e-15,125000000.0,-0.0,1.989292087937744,True
Ro120_q0.55_L36W_r0.60_th160_kc-10_ko-10,outer_curvature,5.123592660545615e-14,-125000000.0,0.0,-1.989292087937744,-1.0,5.123592660545615e-14,125000000.0,-0.0,1.989292087937744,True
Ro120_q0.55_L36W_r0.60_th160_kc-10_ko-10,center_angle,1.147734876845444e-15,3288790.6955629587,0.0,0.05233885211464173,-1.0,1.147734876845444e-15,-3288790.6955629587,-0.0,-0.05233885211464173,False
Ro120_q0.55_L36W_r0.60_th160_kc-10_ko-10,outer_angle,8.497053107344187e-15,3288790.6955629587,0.0,0.05233885211464173,-1.0,8.497053107344187e-15,-3288790.6955629587,-0.0,-0.05233885211464173,False
Ro120_q0.55_L36W_r0.60_th160_kc-10_ko-10,gb_spacing,1.2317070498111138e-14,0.0,0.0,0.0,-1.0,1.2317070498111138e-14,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.60_th160_kc+0_ko+0,center_outer_exchange,3.3713623063946453e-14,0.0,0.0,0.0,-1.0,3.3713623063946453e-14,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.60_th160_kc+0_ko+0,tj_radius,-2.6552344701472136e-14,-74606697.69324735,3.960002640000583e-08,-0.28811184244703636,1.0,2.6552344701472136e-14,-74606697.69324735,3.960002640000583e-08,-0.28811184244703636,False
Ro120_q0.55_L36W_r0.60_th160_kc+0_ko+0,center_curvature,3.6812586191240935e-15,-125000000.0,0.0,-2.158175996581302,-1.0,3.6812586191240935e-15,125000000.0,-0.0,2.158175996581302,True
Ro120_q0.55_L36W_r0.60_th160_kc+0_ko+0,outer_curvature,5.613888747160097e-14,-125000000.0,0.0,-2.158175996581302,-1.0,5.613888747160097e-14,125000000.0,-0.0,2.158175996581302,True
Ro120_q0.55_L36W_r0.60_th160_kc+0_ko+0,center_angle,1.4082714852425353e-15,3288790.6955629587,0.0,0.05678221482696699,-1.0,1.4082714852425353e-15,-3288790.6955629587,-0.0,-0.05678221482696699,False
Ro120_q0.55_L36W_r0.60_th160_kc+0_ko+0,outer_angle,8.581164015681865e-15,3288790.6955629587,0.0,0.05678221482696699,-1.0,8.581164015681865e-15,-3288790.6955629587,-0.0,-0.05678221482696699,False
Ro120_q0.55_L36W_r0.60_th160_kc+0_ko+0,gb_spacing,1.1733333679455607e-14,0.0,0.0,0.0,-1.0,1.1733333679455607e-14,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.60_th160_kc+10_ko+10,center_outer_exchange,3.475984919550764e-14,0.0,0.0,0.0,-1.0,3.475984919550764e-14,-0.0,-0.0,-0.0,False
Ro120_q0.55_L36W_r0.60_th160_kc+10_ko+10,tj_radius,-2.434624800411996e-14,-74606697.69324735,3.960002640000583e-08,-0.41264316264233436,1.0,2.434624800411996e-14,-74606697.69324735,3.960002640000583e-08,-0.41264316264233436,False
Ro120_q0.55_L36W_r0.60_th160_kc+10_ko+10,center_curvature,4.547853982365524e-15,-125000000.0,0.0,-2.366824218398844,-1.0,4.547853982365524e-15,125000000.0,-0.0,2.366824218398844,True
Ro120_q0.55_L36W_r0.60_th160_kc+10_ko+10,outer_curvature,6.101954968206661e-14,-125000000.0,0.0,-2.366824218398844,-1.0,6.101954968206661e-14,125000000.0,-0.0,2.366824218398844,True
Ro120_q0.55_L36W_r0.60_th160_kc+10_ko+10,center_angle,1.6454984654544784e-15,3288790.6955629587,0.0,0.06227177203044221,-1.0,1.6454984654544784e-15,-3288790.6955629587,-0.0,-0.06227177203044221,False
Ro120_q0.55_L36W_r0.60_th160_kc+10_ko+10,outer_angle,8.55930493228222e-15,3288790.6955629587,0.0,0.06227177203044221,-1.0,8.55930493228222e-15,-3288790.6955629587,-0.0,-0.06227177203044221,False
Ro120_q0.55_L36W_r0.60_th160_kc+10_ko+10,gb_spacing,1.1297723409776738e-14,0.0,0.0,0.0,-1.0,1.1297723409776738e-14,-0.0,-0.0,-0.0,False
Ro150_q0.35_L18W_r0.60_th120_kc-10_ko-10,center_outer_exchange,7.529888398115899e-14,0.0,0.0,0.0,-1.0,7.529888398115899e-14,-0.0,-0.0,-0.0,False
Ro150_q0.35_L18W_r0.60_th120_kc-10_ko-10,tj_radius,-3.637885156568007e-14,-82478664.86998275,3.150002100000411e-08,-0.23847342904959046,1.0,3.637885156568007e-14,-82478664.86998275,3.150002100000411e-08,-0.23847342904959046,False
Ro150_q0.35_L18W_r0.60_th120_kc-10_ko-10,center_curvature,2.6934158592858973e-15,-125000000.0,0.0,-1.8769638158966373,-1.0,2.6934158592858973e-15,125000000.0,-0.0,1.8769638158966373,True
Ro150_q0.35_L18W_r0.60_th120_kc-10_ko-10,outer_curvature,7.360625034834117e-14,-125000000.0,0.0,-1.8769638158966373,-1.0,7.360625034834117e-14,125000000.0,-0.0,1.8769638158966373,True
Ro150_q0.35_L18W_r0.60_th120_kc-10_ko-10,center_angle,1.9463725328255125e-15,11904759.92063433,0.0,0.1787582323810044,-1.0,1.9463725328255125e-15,-11904759.92063433,-0.0,-0.1787582323810044,False
Ro150_q0.35_L18W_r0.60_th120_kc-10_ko-10,outer_angle,1.3898121225287189e-14,11904759.92063433,0.0,0.1787582323810044,-1.0,1.3898121225287189e-14,-11904759.92063433,-0.0,-0.1787582323810044,False
Ro150_q0.35_L18W_r0.60_th120_kc-10_ko-10,gb_spacing,-1.7797578910228157e-14,0.0,0.0,0.0,1.0,1.7797578910228157e-14,0.0,0.0,0.0,False
Ro150_q0.35_L18W_r0.60_th120_kc+0_ko+0,center_outer_exchange,7.549352132816579e-14,0.0,0.0,0.0,-1.0,7.549352132816579e-14,-0.0,-0.0,-0.0,False
Ro150_q0.35_L18W_r0.60_th120_kc+0_ko+0,tj_radius,-3.361395109665101e-14,-82478664.86998275,3.150002100000411e-08,-0.3345170257368357,1.0,3.361395109665101e-14,-82478664.86998275,3.150002100000411e-08,-0.3345170257368357,False
Ro150_q0.35_L18W_r0.60_th120_kc+0_ko+0,center_curvature,2.7671159974274163e-15,-125000000.0,0.0,-2.022522945251737,-1.0,2.7671159974274163e-15,125000000.0,-0.0,2.022522945251737,True
Ro150_q0.35_L18W_r0.60_th120_kc+0_ko+0,outer_curvature,8.234013725563145e-14,-125000000.0,0.0,-2.022522945251737,-1.0,8.234013725563145e-14,125000000.0,-0.0,2.022522945251737,True
Ro150_q0.35_L18W_r0.60_th120_kc+0_ko+0,center_angle,1.8987725586456112e-15,11904759.92063433,0.0,0.19262093372152123,-1.0,1.8987725586456112e-15,-11904759.92063433,-0.0,-0.19262093372152123,False
Ro150_q0.35_L18W_r0.60_th120_kc+0_ko+0,outer_angle,1.251209663858509e-14,11904759.92063433,0.0,0.19262093372152123,-1.0,1.251209663858509e-14,-11904759.92063433,-0.0,-0.19262093372152123,False
Ro150_q0.35_L18W_r0.60_th120_kc+0_ko+0,gb_spacing,-1.779662052422512e-14,0.0,0.0,0.0,1.0,1.779662052422512e-14,0.0,0.0,0.0,False
Ro150_q0.35_L18W_r0.60_th120_kc+10_ko+10,center_outer_exchange,7.565824841429063e-14,0.0,0.0,0.0,-1.0,7.565824841429063e-14,-0.0,-0.0,-0.0,False
Ro150_q0.35_L18W_r0.60_th120_kc+10_ko+10,tj_radius,-2.99802045935415e-14,-82478664.86998275,3.150002100000411e-08,-0.4508108964195179,1.0,2.99802045935415e-14,-82478664.86998275,3.150002100000411e-08,-0.4508108964195179,False
Ro150_q0.35_L18W_r0.60_th120_kc+10_ko+10,center_curvature,2.8401834660684787e-15,-125000000.0,0.0,-2.198772649035341,-1.0,2.8401834660684787e-15,125000000.0,-0.0,2.198772649035341,True
Ro150_q0.35_L18W_r0.60_th120_kc+10_ko+10,outer_curvature,9.076598751815408e-14,-125000000.0,0.0,-2.198772649035341,-1.0,9.076598751815408e-14,125000000.0,-0.0,2.198772649035341,True
Ro150_q0.35_L18W_r0.60_th120_kc+10_ko+10,center_angle,1.8457996471352076e-15,11904759.92063433,0.0,0.20940650719047937,-1.0,1.8457996471352076e-15,-11904759.92063433,-0.0,-0.20940650719047937,False
Ro150_q0.35_L18W_r0.60_th120_kc+10_ko+10,outer_angle,1.0483184006450539e-14,11904759.92063433,0.0,0.20940650719047937,-1.0,1.0483184006450539e-14,-11904759.92063433,-0.0,-0.20940650719047937,False
Ro150_q0.35_L18W_r0.60_th120_kc+10_ko+10,gb_spacing,-1.7776704842630006e-14,0.0,0.0,0.0,1.0,1.7776704842630006e-14,0.0,0.0,0.0,False
Ro150_q0.35_L18W_r0.60_th140_kc-10_ko-10,center_outer_exchange,7.682704439911898e-14,0.0,0.0,0.0,-1.0,7.682704439911898e-14,-0.0,-0.0,-0.0,False
Ro150_q0.35_L18W_r0.60_th140_kc-10_ko-10,tj_radius,-3.34852513413315e-14,-89494594.97597814,3.150002100000411e-08,-0.2807233419405142,1.0,3.34852513413315e-14,-89494594.97597814,3.150002100000411e-08,-0.2807233419405142,False
Ro150_q0.35_L18W_r0.60_th140_kc-10_ko-10,center_curvature,2.4028445549488165e-15,-125000000.0,0.0,-1.7888308574098843,-1.0,2.4028445549488165e-15,125000000.0,-0.0,1.7888308574098843,True
Ro150_q0.35_L18W_r0.60_th140_kc-10_ko-10,outer_curvature,6.572905228176179e-14,-125000000.0,0.0,-1.7888308574098843,-1.0,6.572905228176179e-14,125000000.0,-0.0,1.7888308574098843,True
Ro150_q0.35_L18W_r0.60_th140_kc-10_ko-10,center_angle,1.813758677163918e-15,8143335.388626903,0.0,0.1165362873924991,-1.0,1.813758677163918e-15,-8143335.388626903,-0.0,-0.1165362873924991,False
Ro150_q0.35_L18W_r0.60_th140_kc-10_ko-10,outer_angle,1.076604735234683e-14,8143335.388626903,0.0,0.1165362873924991,-1.0,1.076604735234683e-14,-8143335.388626903,-0.0,-0.1165362873924991,False
Ro150_q0.35_L18W_r0.60_th140_kc-10_ko-10,gb_spacing,-1.8183066338344406e-14,0.0,0.0,0.0,1.0,1.8183066338344406e-14,0.0,0.0,0.0,False
Ro150_q0.35_L18W_r0.60_th140_kc+0_ko+0,center_outer_exchange,7.690889766238041e-14,0.0,0.0,0.0,-1.0,7.690889766238041e-14,-0.0,-0.0,-0.0,False
Ro150_q0.35_L18W_r0.60_th140_kc+0_ko+0,tj_radius,-3.062199024546603e-14,-89494594.97597814,3.150002100000411e-08,-0.37299682193692174,1.0,3.062199024546603e-14,-89494594.97597814,3.150002100000411e-08,-0.37299682193692174,False
Ro150_q0.35_L18W_r0.60_th140_kc+0_ko+0,center_curvature,2.447182329479023e-15,-125000000.0,0.0,-1.9177128982638125,-1.0,2.447182329479023e-15,125000000.0,-0.0,1.9177128982638125,True
Ro150_q0.35_L18W_r0.60_th140_kc+0_ko+0,outer_curvature,7.084334380171276e-14,-125000000.0,0.0,-1.9177128982638125,-1.0,7.084334380171276e-14,125000000.0,-0.0,1.9177128982638125,True
