total_volume_m3,mirror_error,energy_J,V_left_m3,R_left_m,mu_left_Pa,centroid_left_m,V_center_m3,R_center_m,mu_center_Pa,centroid_center_m,V_right_m3,R_right_m,mu_right_Pa,centroid_right_m,LEFT_gb_z_m,LEFT_tj_z_m,LEFT_tj_r_m,LEFT_neck_r_m,LEFT_psi_deg,LEFT_kappa_per_m,LEFT_CC_force_N,LEFT_CC_stress_Pa,LEFT_PF_geometric_stress_Pa,RIGHT_gb_z_m,RIGHT_tj_z_m,RIGHT_tj_r_m,RIGHT_neck_r_m,RIGHT_psi_deg,RIGHT_kappa_per_m,RIGHT_CC_force_N,RIGHT_CC_stress_Pa,RIGHT_PF_geometric_stress_Pa,t_model,t_s,step,mu_projected_left_Pa,mu_projected_center_Pa,mu_projected_right_Pa,delta_mu_projected_Pa,center_GB_separation_over_W,center_solid_core_f
9.83675627185684e-21,2.7755575615628914e-15,2.54533579713536e-13,4.199293909637528e-21,1.0008351605865411e-07,20283117.186120044,-7.01227835676235e-08,1.4381684525817843e-21,7.002294671788075e-08,20340691.537966497,0.0,4.199293909637528e-21,1.0008351605865411e-07,20283117.18612006,7.012278356762349e-08,-1.7011870189681142e-08,-1.7011870189681142e-08,1.1508077721917456e-07,1.1508077721917456e-07,159.56846010076922,17689170.976596817,-2.4363931282817628e-08,-585587.6657653227,16517995.553797126,1.7011870189681142e-08,1.7011870189681142e-08,1.1508077721917456e-07,1.1508077721917456e-07,159.56846010076455,17689170.976605885,-2.4363931283199997e-08,-585587.665774513,16517995.553787809,0.00893009431717034,0.00013913036196031754,25.0,17106102.451538943,18951477.60848674,17106102.451538946,1845375.156947799,8.50593509484057,1.0
9.83675627185684e-21,2.6645352591003757e-15,2.545333165477252e-13,4.199294059302398e-21,1.0008351724766242e-07,20282968.503037125,-7.012278061097465e-08,1.4381681532520448e-21,7.002294185986109e-08,20338583.555817008,0.0,4.199294059302398e-21,1.0008351724766242e-07,20282968.50303714,7.012278061097465e-08,-1.7011870189681142e-08,-1.7011870189681142e-08,1.1508260492950289e-07,1.1508260492950289e-07,159.75231868116404,17453351.884016767,-1.4359371835258025e-08,-345116.8799883872,16763118.031229917,1.7011870189681142e-08,1.7011870189681142e-08,1.150826049295029e-07,1.150826049295029e-07,159.7523186811599,17453351.884026267,-1.4359371835657926e-08,-345116.8799979985,16763118.031220194,0.010046356106816633,0.00015652165720535726,26.0,17107938.076256253,18976448.19737012,17107938.07625625,1868510.1211138666,8.50593509484057,1.0
9.836756271856841e-21,2.4424906541753444e-15,2.5453307241916457e-13,4.199294205196051e-21,1.000835184067104e-07,20282801.26725038,-7.012277775126957e-08,1.4381678614647393e-21,7.002293712425191e-08,20336610.307827976,8.576788472868719e-25,4.199294205196051e-21,1.000835184067104e-07,20282801.267250396,7.012277775126957e-08,-1.7011870189681142e-08,-1.7011870189681142e-08,1.1508425277898233e-07,1.1508425277898233e-07,159.91565549690185,17249171.82303322,-5.693909751047105e-09,-136844.98995377868,16975481.752495706,1.7011870189681142e-08,1.7011870189681142e-08,1.1508425277898233e-07,1.1508425277898235e-07,159.91565549690057,17249171.823035758,-5.6939097511542145e-09,-136844.98995635286,16975481.75249309,0.011162617896462924,0.00017391295245039692,27.0,17109411.829706997,18996938.297872793,17109411.829706997,1887526.4681657963,8.50593509484057,1.0
9.83675627185684e-21,4.6629367034256575e-15,2.545326301614833e-13,4.1992944871778954e-21,1.0008352064690706e-07,20282423.547719736,-7.0122772279494e-08,1.4381672975010492e-21,7.002292797131035e-08,20332992.328858707,8.57679183617512e-25,4.1992944871778954e-21,1.0008352064690706e-07,20282423.547719754,7.0122772279494e-08,-1.7011870189681142e-08,-1.7011870189681142e-08,1.1508712162698594e-07,1.1508712162698594e-07,160.19116112472267,16916908.297539152,8.41481662628081e-09,202228.01873715967,17321364.257040787,1.7011870189681142e-08,1.7011870189681142e-08,1.1508712162698594e-07,1.1508712162698594e-07,160.19116112471758,16916908.297546603,8.41481662596536e-09,202228.0187295787,17321364.257033072,0.013395141475755507,0.00020869554294047628,1.0,17111482.186913513,19026971.554725364,17111482.186913528,1915489.3678118438,8.50593509484057,1.0
9.836756271856841e-21,1.1213252548714081e-14,2.5453214275944637e-13,4.199294824985358e-21,1.000835233306086e-07,20281894.70914773,-7.012276580330939e-08,1.4381666218861257e-21,7.002291700630356e-08,20328925.983996384,-8.57679586533869e-25,4.199294824985358e-21,1.000835233306086e-07,20281894.709147744,7.012276580330939e-08,-1.7011870189681142e-08,-1.7011870189681142e-08,1.1509013375490218e-07,1.1509013375490218e-07,160.46454707552985,16602881.414898869,2.1758841439575794e-08,522889.2401421964,17648659.839217447,1.7011870189681142e-08,1.7011870189681142e-08,1.1509013375490217e-07,1.1509013375490218e-07,160.46454707551686,16602881.414918536,2.175884143874357e-08,522889.2401221972,17648659.839197114,0.016188323628153693,0.0002522131621370671,2.0,17112915.04626194,19049884.21202961,17112915.04626202,1936969.1657676287,8.50593509484057,1.0
9.83675627185684e-21,7.105427357601002e-15,2.545316287833949e-13,4.199295212881574e-21,1.000835264122386e-07,20281205.281447142,-7.012275845320141e-08,1.4381658460936922e-21,7.002290441544469e-08,20324541.436008975,0.0,4.199295212881574e-21,1.000835264122386e-07,20281205.281447165,7.01227584532014e-08,-1.7011870189681142e-08,-1.7011870189681142e-08,1.1509315663053075e-07,1.1509315663053075e-07,160.7190865551614,16326486.822508223,3.351416064163275e-08,805340.3725926727,17937167.53672864,1.7011870189681142e-08,1.7011870189681142e-08,1.1509315663053075e-07,1.1509315663053076e-07,160.71908655516438,16326486.822505325,3.351416064175647e-08,805340.3725956455,17937167.536731686,0.01954206170716184,0.0003044642108136007,3.0,17113533.734371692,19063118.950568616,17113533.73437162,1949585.2161969617,8.50593509484057,1.0
9.83675627185684e-21,7.882583474838611e-15,2.545310887172074e-13,4.199295656665275e-21,1.0008352993786484e-07,20280329.694285378,-7.012275013632548e-08,1.4381649585262884e-21,7.002289001050884e-08,20319827.96505873,0.0,4.199295656665275e-21,1.0008352993786484e-07,20280329.69428539,7.012275013632548e-08,-1.7011870189681142e-08,-1.7011870189681142e-08,1.150961792266877e-07,1.150961792266877e-07,160.9515136150598,16090132.558342228,4.357774634000955e-08,1047111.8636858333,18184356.275881797,1.7011870189681142e-08,1.7011870189681142e-08,1.150961792266877e-07,1.150961792266877e-07,160.9515136150691,16090132.558331573,4.3577746340462716e-08,1047111.8636967223,18184356.27589292,0.02355593172193917,0.00036700007753382927,4.0,17113312.436973516,19066122.878560282,17113312.436973505,1952810.4415867701,8.50593509484057,1.0
9.836756271856841e-21,5.162537064506978e-15,2.5453052170276915e-13,4.199296164059378e-21,1.000835339688417e-07,20279237.083816346,-7.012274072644234e-08,1.4381639437380852e-21,7.002287354081273e-08,20314766.92102182,0.0,4.199296164059378e-21,1.000835339688417e-07,20279237.083816353,7.012274072644234e-08,-1.7011870189681142e-08,-1.7011870189681142e-08,1.150991997915812e-07,1.1509919979158122e-07,161.16066698717958,15893499.307924457,5.1962269554707235e-08,1248514.614146836,18390528.536189258,1.7011870189681142e-08,1.7011870189681142e-08,1.150991997915812e-07,1.150991997915812e-07,161.16066698716497,15893499.307948329,5.1962269553698663e-08,1248514.614122603,18390528.536164664,0.028358123767245922,0.0004418179566890178,5.0,17112268.21809184,19058935.50969174,17112268.218091823,1946667.2915999107,8.50593509484057,1.0
9.836756271856838e-21,1.27675647831893e-14,2.5452992692632097e-13,4.1992967441715876e-21,1.0008353857752492e-07,20277893.400055658,-7.012273007654036e-08,1.4381627835136633e-21,7.002285471072265e-08,20309334.344186835,0.0,4.1992967441715876e-21,1.0008353857752492e-07,20277893.400055673,7.012273007654034e-08,-1.7011870189681142e-08,-1.7011870189681142e-08,1.1510221710403376e-07,1.1510221710403376e-07,161.3464685597346,15734798.333673466,5.8742635892426685e-08,1411354.7177755646,18557507.757404584,1.7011870189681142e-08,1.7011870189681142e-08,1.1510221710403376e-07,1.1510221710403376e-07,161.3464685597309,15734798.333681058,5.874263589210681e-08,1411354.7177678794,18557507.757396806,0.03410253994815182,0.000531315634329828,6.0,17110449.08303091,19042098.56372644,17110449.08303101,1931649.4806954786,8.50593509484057,1.0
9.836756271856838e-21,1.1213252548714081e-14,2.545293038193931e-13,4.199297407631442e-21,1.0008354384836037e-07,20276263.22286624,-7.01227180183668e-08,1.438161456593953e-21,7.002283317520624e-08,20303491.733822066,8.576826669707939e-25,4.199297407631443e-21,1.0008354384836037e-07,20276263.222866252,7.012271801836678e-08,-1.7011870189681142e-08,-1.7011870189681142e-08,1.151052289648477e-07,1.1510522896484772e-07,161.5095807538261,15611212.983141115,6.403722287939273e-08,1538482.3230937626,18688177.568003308,1.7011870189681142e-08,1.7011870189681142e-08,1.1510522896484772e-07,1.1510522896484772e-07,161.50958075382306,15611212.983148167,6.403722287909611e-08,1538482.3230866361,18688177.567996107,0.040971540758590594,0.0006383342765881203,7.0,17107927.75758506,19016606.945825122,17107927.75758509,1908679.1882400475,8.50593509484057,1.0
