total_volume_m3,mirror_error,energy_J,V_left_m3,R_left_m,mu_left_Pa,centroid_left_m,V_center_m3,R_center_m,mu_center_Pa,centroid_center_m,V_right_m3,R_right_m,mu_right_Pa,centroid_right_m,LEFT_gb_z_m,LEFT_tj_z_m,LEFT_tj_r_m,LEFT_neck_r_m,LEFT_psi_deg,LEFT_kappa_per_m,LEFT_CC_force_N,LEFT_CC_stress_Pa,LEFT_PF_geometric_stress_Pa,RIGHT_gb_z_m,RIGHT_tj_z_m,RIGHT_tj_r_m,RIGHT_neck_r_m,RIGHT_psi_deg,RIGHT_kappa_per_m,RIGHT_CC_force_N,RIGHT_CC_stress_Pa,RIGHT_PF_geometric_stress_Pa,t_model,t_s,step,mu_projected_left_Pa,mu_projected_center_Pa,mu_projected_right_Pa,delta_mu_projected_Pa,center_GB_separation_over_W,center_solid_core_f
1.0117638251174796e-20,2.55351295663786e-15,2.593371943989586e-13,4.199292574098255e-21,1.0008350544849889e-07,20262563.123813994,-7.337856785196888e-08,1.7190531029782877e-21,7.431335940472153e-08,18789724.051247947,-7.297608724545541e-25,4.1992925740982544e-21,1.0008350544849889e-07,20262563.123814,7.337856785196888e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1510057443479875e-07,1.1510057443479876e-07,161.0910849234649,15227874.279046025,7.958647790622072e-08,1912204.917059902,19052284.113161396,2.0267653015264237e-08,2.0267653015264237e-08,1.1510057443479878e-07,1.1510057443479878e-07,161.09108492345763,15227874.279053558,7.958647790589964e-08,1912204.917052187,19052284.1131535,0.030383738397246715,0.00047337691750785785,10.0,17113193.03917509,17309492.409635726,17113193.03917507,196299.3704606481,10.133826507632119,1.0
1.0117638251174798e-20,7.049916206369744e-15,2.593368942039557e-13,4.199292574111735e-21,1.0008350544860599e-07,20261466.13119424,-7.337856585843741e-08,1.7190531029513277e-21,7.431335940433305e-08,18790017.241400085,0.0,4.199292574111735e-21,1.0008350544860599e-07,20261466.13119424,7.337856585843741e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1510209530344976e-07,1.1510209530344976e-07,161.18582360931995,15146180.097420778,8.307734984462456e-08,1996026.4978360124,19138233.09308439,2.0267653015264237e-08,2.0267653015264237e-08,1.1510209530344976e-07,1.1510209530344976e-07,161.18582360931524,15146180.097426418,8.307734984438501e-08,1996026.4978302568,19138233.09307852,0.033339012309241564,0.0005194199171072185,11.0,17112505.34921322,17302912.99539068,17112505.34921325,190407.6461774446,10.133826507632119,1.0
1.0117638251174798e-20,3.552713678800501e-15,2.5933658681544456e-13,4.199292574121697e-21,1.0008350544868513e-07,20260284.964337606,-7.337856374778722e-08,1.7190531029314038e-21,7.431335940404594e-08,18790303.856461637,0.0,4.199292574121697e-21,1.0008350544868513e-07,20260284.964337613,7.337856374778722e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1510361481389082e-07,1.1510361481389084e-07,161.27471574707855,15073527.824903112,8.618557409584414e-08,2070650.399828516,19214828.6245476,2.0267653015264237e-08,2.0267653015264237e-08,1.1510361481389082e-07,1.1510361481389084e-07,161.27471574708275,15073527.824896533,8.618557409612231e-08,2070650.3998351991,19214828.62455439,0.036572716325600975,0.0005698008419092735,12.0,17111634.632437136,17294615.415812165,17111634.632437162,182980.78337501734,10.133826507632119,1.0
1.0117638251174796e-20,2.7755575615628914e-15,2.593362721234134e-13,4.19929257411151e-21,1.000835054486042e-07,20259014.149452463,-7.33785615129027e-08,1.719053102951777e-21,7.431335940433952e-08,18790583.263745986,0.0,4.19929257411151e-21,1.000835054486042e-07,20259014.149452467,7.337856151290272e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1510513272917711e-07,1.1510513272917711e-07,161.35782134702188,15009615.923317539,8.892381858828853e-08,2136381.710662922,19282379.344628476,2.0267653015264237e-08,2.0267653015264237e-08,1.1510513272917713e-07,1.1510513272917713e-07,161.35782134701304,15009615.923327766,8.892381858785369e-08,2136381.7106524743,19282379.34461781,0.0401109950093344,0.000624927022719903,13.0,17110590.233266283,17284678.91537885,17110590.23326628,174088.68211257085,10.133826507632119,1.0
1.01176382511748e-20,5.773159728050814e-15,2.5933595001469126e-13,4.199292574057182e-21,1.0008350544817259e-07,20257647.851561405,-7.337855914624544e-08,1.7190531030604358e-21,7.431335940590526e-08,18790855.31501724,0.0,4.199292574057182e-21,1.0008350544817259e-07,20257647.85156141,7.337855914624545e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1510664884007532e-07,1.1510664884007532e-07,161.43523422345163,14954108.886461673,9.130619422841026e-08,2193560.1508284267,19341229.188104756,2.0267653015264237e-08,2.0267653015264237e-08,1.1510664884007533e-07,1.1510664884007533e-07,161.43523422344566,14954108.886468004,9.13061942281407e-08,2193560.1508219503,19341229.188098133,0.04398256635778221,0.0006852458843056136,14.0,17109382.530940853,17273190.51460545,17109382.530940842,163807.98366460577,10.133826507632119,1.0
1.01176382511748e-20,4.3576253716537394e-15,2.5933562038047227e-13,4.199292573930208e-21,1.0008350544716385e-07,20256179.890087996,-7.337855663983069e-08,1.7190531033143832e-21,7.431335940956459e-08,18791120.365021084,0.0,4.199292573930208e-21,1.0008350544716385e-07,20256179.890088,7.337855663983069e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1510816293697147e-07,1.1510816293697147e-07,161.50707725323738,14906642.932141885,9.334801301387889e-08,2242554.258839596,19391751.44981205,2.0267653015264237e-08,2.0267653015264237e-08,1.1510816293697145e-07,1.1510816293697145e-07,161.50707725323437,14906642.932146516,9.334801301368301e-08,2242554.258834891,19391751.44980727,0.04821890610546716,0.0007512478168214899,15.0,17108022.765565116,17260244.333258256,17108022.765565123,152221.56769313663,10.133826507632119,1.0
1.0117638251174798e-20,7.216449660063518e-15,2.5933528311225633e-13,4.199292573703207e-21,1.0008350544536045e-07,20254603.723605312,-7.337855398508756e-08,1.719053103768384e-21,7.431335941610662e-08,18791379.205415457,7.297608721191478e-25,4.199292573703207e-21,1.0008350544536045e-07,20254603.72360532,7.337855398508756e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1510967483452763e-07,1.1510967483452763e-07,161.57350096858409,14866828.413524944,9.506568604648848e-08,2283758.9362494648,19434346.286020856,2.0267653015264237e-08,2.0267653015264237e-08,1.1510967483452764e-07,1.1510967483452764e-07,161.573500968575,14866828.413537193,9.50656860459693e-08,2283758.9362369925,19434346.28600816,0.05285458615051153,0.0008234714484755409,16.0,17106522.840247784,17245941.00832062,17106522.840247747,139418.16807285324,10.133826507632119,1.0
1.0117638251174798e-20,2.3314683517128287e-15,2.593349381032522e-13,4.199292573357836e-21,1.0008350544261666e-07,20252912.47235197,-7.337855117273187e-08,1.7190531044591266e-21,7.431335942606005e-08,18791632.905417666,7.297608718259184e-25,4.199292573357836e-21,1.0008350544261666e-07,20252912.472351976,7.337855117273187e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1511118436424768e-07,1.1511118436424768e-07,161.63468049917628,14834253.124123218,9.647658296330133e-08,2317592.067472419,19469437.259068057,2.0267653015264237e-08,2.0267653015264237e-08,1.1511118436424767e-07,1.1511118436424767e-07,161.63468049917734,14834253.124121249,9.647658296338452e-08,2317592.0674744174,19469437.259070083,0.0579275773855141,0.0009025083636165529,17.0,17104895.155174047,17230387.604173996,17104895.15517405,125492.4489999488,10.133826507632119,1.0
1.0117638251174796e-20,5.995204332975845e-15,2.593345852560596e-13,4.199292572893703e-21,1.0008350543892937e-07,20251098.98813945,-7.337854819268823e-08,1.71905310538739e-21,7.431335943943609e-08,18791882.592497762,-7.297608714318584e-25,4.199292572893703e-21,1.0008350543892937e-07,20251098.98813946,7.337854819268823e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.151126913341516e-07,1.151126913341516e-07,161.6908112095259,14808486.122037,9.759886872680775e-08,2344490.5977125075,19497467.317458127,2.0267653015264237e-08,2.0267653015264237e-08,1.151126913341516e-07,1.151126913341516e-07,161.69081120951802,14808486.122045286,9.759886872645485e-08,2344490.5977040306,19497467.31744946,0.06347946697422002,0.0009890064878922587,18.0,17103152.489868335,17213698.005073294,17103152.489868365,110545.51520494372,10.133826507632119,1.0
1.0117638251174796e-20,3.497202527569243e-15,2.593342244877708e-13,4.199292572336206e-21,1.0008350543450034e-07,20249155.927488253,-7.337854503402455e-08,1.7190531065023856e-21,7.431335945550289e-08,18792129.234148044,0.0,4.199292572336206e-21,1.0008350543450034e-07,20249155.927488267,7.337854503402455e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1511419549592613e-07,1.1511419549592613e-07,161.7421046995032,14789081.353325063,9.845134923508351e-08,2364906.8232215624,19518894.99975301,2.0267653015264237e-08,2.0267653015264237e-08,1.1511419549592613e-07,1.1511419549592613e-07,161.7421046995022,14789081.353325024,9.845134923508421e-08,2364906.823221579,19518894.999753002,0.06955569013830902,0.0010836736994743244,19.0,17101307.892852023,17195993.219689425,17101307.892852012,94685.32683740929,10.133826507632119,1.0
1.0117638251174798e-20,5.329070518200751e-15,2.593338557471017e-13,4.1992925717406626e-21,1.0008350542976906e-07,20247075.90018626,-7.337854168506474e-08,1.719053107693473e-21,7.431335947266616e-08,18792373.476689998,0.0,4.1992925717406626e-21,1.0008350542976906e-07,20247075.900186278,7.337854168506474e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1511569645981563e-07,1.1511569645981563e-07,161.78878294626182,14775582.288475158,9.905327322865851e-08,2379303.6345770266,19534189.55760029,2.0267653015264237e-08,2.0267653015264237e-08,1.1511569645981561e-07,1.1511569645981563e-07,161.78878294626992,14775582.288465228,9.905327322907996e-08,2379303.63458715,19534189.55761061,0.07620551062457905,0.001187277524738182,20.0,17099374.64743311,17177402.074989665,17099374.647433124,78027.42755654827,10.133826507632119,1.0
1.0117638251174796e-20,8.493206138382448e-15,2.593334790092167e-13,4.199292571189947e-21,1.0008350542539391e-07,20244851.49989831,-7.337853813341561e-08,1.7190531087949046e-21,7.43133594885375e-08,18792615.629888043,0.0,4.199292571189946e-21,1.0008350542539391e-07,20244851.49989832,7.337853813341562e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1511719370201197e-07,1.1511719370201197e-07,161.83107536670983,14767526.050115362,9.942415796159695e-08,2388150.327715732,19543826.70551099,2.0267653015264237e-08,2.0267653015264237e-08,1.1511719370201196e-07,1.1511719370201196e-07,161.83107536669522,14767526.050135285,9.942415796075292e-08,2388150.327695459,19543826.70549037,0.0834823123494792,0.001300649682068277,21.0,17097366.132362023,17158060.390891194,17097366.13236205,60694.25852915645,10.133826507632119,1.0
1.0117638251174796e-20,2.0539125955565396e-15,2.593330942565038e-13,4.19929257078329e-21,1.0008350542216325e-07,20242475.22072121,-7.337853436596592e-08,1.719053109608216e-21,7.431335950025712e-08,18792855.839725353,0.0,4.19929257078329e-21,1.0008350542216325e-07,20242475.22072122,7.337853436596592e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1511868662150681e-07,1.1511868662150681e-07,161.86921600762116,14764449.311640017,9.958354107577431e-08,2391916.6408834457,19548282.593378976,2.0267653015264237e-08,2.0267653015264237e-08,1.151186866215068e-07,1.1511868662150681e-07,161.86921600762278,14764449.311638616,9.958354107583417e-08,2391916.6408848837,19548282.59338045,0.09144421041725721,0.0014246956014860816,22.0,17095295.606341198,17138108.773410816,17095295.6063412,42813.16706961766,10.133826507632119,1.0
1.01176382511748e-20,8.770761894538737e-15,2.593327014761764e-13,4.1992925706150566e-21,1.0008350542082671e-07,20239939.429531213,-7.337853036915033e-08,1.7190531099446863e-21,7.431335950510558e-08,18793094.45228339,7.297608694972255e-25,4.1992925706150566e-21,1.0008350542082671e-07,20239939.429531224,7.337853036915033e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.151201745270112e-07,1.1512017452701122e-07,161.9034378516073,14765896.002145749,9.955065471422908e-08,2391064.92762186,19548025.857381184,2.0267653015264237e-08,2.0267653015264237e-08,1.1512017452701122e-07,1.1512017452701122e-07,161.90343785160889,14765896.00214014,9.955065471446429e-08,2391064.9276275095,19548025.857386876,0.10015443098129159,0.0015604003428680631,23.0,17093176.090884306,17117690.64650484,17093176.090884257,24514.55562055856,10.133826507632119,1.0
1.0117638251174798e-20,5.662137425588298e-15,2.593323006470095e-13,4.199292570743655e-21,1.0008350542184836e-07,20237236.233803198,-7.337852612921317e-08,1.7190531096874874e-21,7.43133595013994e-08,18793332.57487339,7.297608696064099e-25,4.199292570743655e-21,1.0008350542184836e-07,20237236.23380321,7.337852612921317e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1512165667057265e-07,1.1512165667057265e-07,161.93396833806588,14771425.011797711,9.934410060405784e-08,2386042.3523114696,19543509.716418248,2.0267653015264237e-08,2.0267653015264237e-08,1.1512165667057264e-07,1.1512165667057264e-07,161.9339683380657,14771425.011795143,9.934410060416476e-08,2386042.352314038,19543509.716420814,0.10968199255901194,0.0017088392107934222,24.0,17091020.214596957,17096949.229039792,17091020.214596923,5929.014442849904,10.133826507632119,1.0
1.01176382511748e-20,5.051514762044462e-15,2.5933189172291964e-13,4.199292571152588e-21,1.0008350542509713e-07,20234357.28123888,-7.337852163249511e-08,1.7190531088696236e-21,7.431335948961419e-08,18793572.781546373,7.297608699536039e-25,4.199292571152588e-21,1.0008350542509713e-07,20234357.281238902,7.337852163249511e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1512313229755035e-07,1.1512313229755035e-07,161.9610253913306,14780617.679918677,9.898153457059241e-08,2377273.312782984,19535164.305417504,2.0267653015264237e-08,2.0267653015264237e-08,1.1512313229755033e-07,1.1512313229755035e-07,161.96102539132121,14780617.67993094,9.898153457007249e-08,2377273.312770497,19535164.30540479,0.12010263328342277,0.0018711922010701371,25.0,17088840.06523895,17076024.013178106,17088840.06523891,-12816.052060823888,10.133826507632119,1.0
1.01176382511748e-20,2.4980018054066022e-15,2.593314746155736e-13,4.199292571707089e-21,1.0008350542950234e-07,20231293.506713368,-7.337851686570415e-08,1.7190531077606208e-21,7.431335947363374e-08,18793819.887282863,0.0,4.199292571707089e-21,1.0008350542950234e-07,20231293.50671338,7.337851686570415e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1512460070606452e-07,1.1512460070606452e-07,161.9848142059364,14793084.356253015,9.847939028287117e-08,2365152.8060033936,19523389.96796748,2.0267653015264237e-08,2.0267653015264237e-08,1.1512460070606452e-07,1.1512460070606452e-07,161.98481420593706,14793084.356251027,9.84793902829547e-08,2365152.8060053997,19523389.967969507,0.13150001111919904,0.002048762700033525,26.0,17086647.067183092,17055047.102645475,17086647.067183092,-31599.96453761682,10.133826507632119,1.0
1.01176382511748e-20,2.7755575615628914e-15,2.593310491781297e-13,4.199292572111048e-21,1.0008350543271159e-07,20228034.848697755,-7.337851181612356e-08,1.7190531069527022e-21,7.431335946199184e-08,18794081.702187505,-7.2976087076736255e-25,4.199292572111048e-21,1.0008350543271159e-07,20228034.848697755,7.337851181612356e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1512606130901713e-07,1.1512606130901713e-07,162.0055250349054,14808469.387544485,9.785266946737683e-08,2350041.391133802,19508552.169020656,2.0267653015264237e-08,2.0267653015264237e-08,1.1512606130901714e-07,1.1512606130901714e-07,162.00552503490934,14808469.38753878,9.785266946761829e-08,2350041.3911396004,19508552.16902655,0.14396719236657374,0.002243000675352217,27.0,17084451.897728603,17034139.777247857,17084451.897728626,-50312.12048075721,10.133826507632119,1.0
1.0117638251174796e-20,6.938893903907228e-15,2.5933061519209335e-13,4.199292571869284e-21,1.000835054307909e-07,20224569.96198613,-7.337850647171105e-08,1.719053107436229e-21,7.431335946895934e-08,18794369.67937731,7.297608705620988e-25,4.199292571869284e-21,1.000835054307909e-07,20224569.96198613,7.337850647171107e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1512751369177274e-07,1.1512751369177274e-07,162.02333213536738,14826454.079683982,9.71148174972942e-08,2332262.204057742,19490978.486119375,2.0267653015264237e-08,2.0267653015264237e-08,1.1512751369177273e-07,1.1512751369177273e-07,162.02333213537423,14826454.079670519,9.711481749786162e-08,2332262.204071369,19490978.486133166,0.15760842675374342,0.002455530331866958,28.0,17082264.44994512,17013409.60361042,17082264.449945077,-68854.84633468091,10.133826507632119,1.0
1.0117638251174796e-20,3.6637359812630166e-15,2.5933017235887144e-13,4.1992925702601875e-21,1.0008350541800748e-07,20220885.954411615,-7.337850082104867e-08,1.7190531106544216e-21,7.431335951533268e-08,18794699.38526398,0.0,4.1992925702601875e-21,1.0008350541800748e-07,20220885.954411626,7.337850082104867e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1512895765961641e-07,1.1512895765961641e-07,162.03839391174216,14846757.448006108,9.627769223381506e-08,2312100.212413825,19470957.869789425,2.0267653015264237e-08,2.0267653015264237e-08,1.151289576596164e-07,1.151289576596164e-07,162.03839391174492,14846757.447999079,9.627769223411054e-08,2312100.212420922,19470957.86979659,0.17254119253110597,0.002688181974042605,29.0,17080093.842490565,16992948.315264452,17080093.842490572,-87145.52722611651,10.133826507632119,1.0
1.01176382511748e-20,8.104628079763643e-15,2.593297203157486e-13,4.1992925663234046e-21,1.0008350538673181e-07,20216968.338120338,-7.337849485336231e-08,1.7190531185279903e-21,7.431335962878881e-08,18795090.72498645,-7.29760865853499e-25,4.1992925663234046e-21,1.0008350538673181e-07,20216968.338120334,7.337849485336232e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1513039321244486e-07,1.1513039321244486e-07,162.0508537346972,14869133.874399405,9.53516626040114e-08,2289804.589355316,19448743.048205897,2.0267653015264237e-08,2.0267653015264237e-08,1.1513039321244487e-07,1.1513039321244487e-07,162.05085373468987,14869133.874408461,9.535166260362703e-08,2289804.5893460847,19448743.04819649,0.18889778339710994,0.002943016730182678,30.0,17077948.556726944,16972831.378175057,17077948.556726962,-105117.1785518974,10.133826507632119,1.0
1.01176382511748e-20,6.38378239159465e-15,2.593292587375203e-13,4.199292558868743e-21,1.0008350532750844e-07,20212801.8243028,-7.337848855948541e-08,1.7190531334373118e-21,7.431335984362835e-08,18795567.80052222,0.0,4.199292558868744e-21,1.0008350532750844e-07,20212801.824302804,7.33784885594854e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1513182027044647e-07,1.1513182027044647e-07,162.06084089185137,14893364.334018853,9.434597619005639e-08,2265597.5567183755,19424559.44027546,2.0267653015264237e-08,2.0267653015264237e-08,1.1513182027044647e-07,1.1513182027044647e-07,162.06084089184824,14893364.334022945,9.434597618988287e-08,2265597.556714209,19424559.44027122,0.20682359593830293,0.003222299870842637,31.0,17075836.937674165,16953121.52363506,17075836.93767414,-122715.41403909028,10.133826507632119,1.0
