total_volume_m3,mirror_error,energy_J,V_left_m3,R_left_m,mu_left_Pa,centroid_left_m,V_center_m3,R_center_m,mu_center_Pa,centroid_center_m,V_right_m3,R_right_m,mu_right_Pa,centroid_right_m,LEFT_gb_z_m,LEFT_tj_z_m,LEFT_tj_r_m,LEFT_neck_r_m,LEFT_psi_deg,LEFT_kappa_per_m,LEFT_CC_force_N,LEFT_CC_stress_Pa,LEFT_PF_geometric_stress_Pa,RIGHT_gb_z_m,RIGHT_tj_z_m,RIGHT_tj_r_m,RIGHT_neck_r_m,RIGHT_psi_deg,RIGHT_kappa_per_m,RIGHT_CC_force_N,RIGHT_CC_stress_Pa,RIGHT_PF_geometric_stress_Pa,t_model,t_s,step,mu_projected_left_Pa,mu_projected_center_Pa,mu_projected_right_Pa,delta_mu_projected_Pa,center_GB_separation_over_W,center_solid_core_f
9.83675627185684e-21,1.4988010832439613e-15,2.5451209246041926e-13,4.199353116151932e-21,1.0008398642092724e-07,20118817.61168019,-7.012182896269935e-08,1.4380500395529745e-21,7.002102486216463e-08,20169801.292009674,0.0,4.199353116151932e-21,1.0008398642092724e-07,20118817.6116802,7.012182896269935e-08,-1.7011870189681142e-08,-1.7011870189681142e-08,1.1515594369239526e-07,1.1515594369239526e-07,162.07093790319374,16188492.399133608,4.0290255828683915e-08,967113.4761269055,18122692.324116893,1.7011870189681142e-08,1.7011870189681142e-08,1.1515594369239527e-07,1.1515594369239527e-07,162.0709379031859,16188492.39914519,4.0290255828193655e-08,967113.4761151373,18122692.324104935,1.1162617896462925,0.017391295245039694,0.0,17045064.98012802,18127946.565753724,17045064.980128046,1082881.5856256895,8.50593509484057,1.0
9.83675627185684e-21,6.106226635438361e-15,2.545115752299e-13,4.1993565835742064e-21,1.000840139674992e-07,20110566.12089791,-7.012177802975513e-08,1.4380431047084264e-21,7.002091230564951e-08,20167101.516854472,0.0,4.1993565835742064e-21,1.000840139674992e-07,20110566.12089792,7.012177802975513e-08,-1.7011870189681142e-08,-1.7011870189681142e-08,1.1515680926808844e-07,1.1515680926808844e-07,162.06492669133394,16209867.91903113,3.93890495947135e-08,945467.0175590236,18100772.17265465,1.7011870189681142e-08,1.7011870189681142e-08,1.1515680926808845e-07,1.1515680926808845e-07,162.06492669132507,16209867.91904646,3.9389049594066023e-08,945467.0175434817,18100772.1726389,1.2013975653439974,0.018717705792106278,1.0,17044779.05466101,18112031.334027067,17044779.054661013,1067252.2793660536,8.50593509484057,1.0
9.83675627185684e-21,3.219646771412954e-15,2.545110509717686e-13,4.19936021446431e-21,1.0008404281270788e-07,20102012.94161212,-7.012172500462915e-08,1.4380358429282204e-21,7.00207944423928e-08,20164411.454615295,8.577575862882527e-25,4.19936021446431e-21,1.0008404281270788e-07,20102012.941612124,7.012172500462915e-08,-1.7011870189681142e-08,-1.7011870189681142e-08,1.1515764037414001e-07,1.1515764037414001e-07,162.05887625760897,16230228.636857059,3.8530244951089343e-08,924839.5259777643,18079874.874194067,1.7011870189681142e-08,1.7011870189681142e-08,1.1515764037414e-07,1.1515764037414e-07,162.05887625759638,16230228.636876006,3.853024495028757e-08,924839.5259585194,18079874.874174524,1.2930831367194018,0.02014616178360364,2.0,17044577.762505986,18096923.841886275,17044577.762505956,1052346.0793803036,8.50593509484057,1.0
9.836756271856841e-21,4.773959005888173e-15,2.5451052608003635e-13,4.1993639616862565e-21,1.0008407258208473e-07,20093261.383471757,-7.012167059307547e-08,1.438028348484328e-21,7.002067280244215e-08,20161771.977857433,0.0,4.1993639616862565e-21,1.0008407258208473e-07,20093261.38347177,7.012167059307547e-08,-1.7011870189681142e-08,-1.7011870189681142e-08,1.1515842539085556e-07,1.1515842539085556e-07,162.05285813654405,16249318.931524567,3.77246298994474e-08,905490.0432407223,18060262.922308724,1.7011870189681142e-08,1.7011870189681142e-08,1.1515842539085556e-07,1.1515842539085557e-07,162.05285813653808,16249318.931533761,3.772462989905847e-08,905490.0432313867,18060262.922299244,1.390565543248295,0.021664932137355666,3.0,17044464.01165737,18082824.89117859,17044464.011657372,1038360.8795212172,8.50593509484057,1.0
9.83675627185684e-21,3.1086244689504383e-15,2.545100003459245e-13,4.199367821421164e-21,1.0008410324528943e-07,20084310.62819828,-7.01216148629062e-08,1.438020629014513e-21,7.002054750972501e-08,20159188.400381405,0.0,4.199367821421164e-21,1.0008410324528943e-07,20084310.628198296,7.01216148629062e-08,-1.7011870189681142e-08,-1.7011870189681142e-08,1.1515916418224931e-07,1.1515916418224931e-07,162.04686405653464,16267172.753689019,3.6970786697862635e-08,887384.4436415527,18041902.014663868,1.7011870189681142e-08,1.7011870189681142e-08,1.151591641822493e-07,1.151591641822493e-07,162.0468640565271,16267172.753701944,3.6970786697316855e-08,887384.4436284527,18041902.01465059,1.4941625345680623,0.023278967374654957,4.0,17044436.38489474,18069721.85783122,17044436.384894814,1025285.472936444,8.50593509484057,1.0
9.836756271856843e-21,2.1094237467877974e-15,2.5450947310315216e-13,4.19937179321759e-21,1.000841347987339e-07,20075151.825699273,-7.012155783411005e-08,1.4380126854216614e-21,7.002041857885674e-08,20156662.754404657,8.577713994674632e-25,4.1993717932175905e-21,1.0008413479873392e-07,20075151.82569928,7.012155783411004e-08,-1.7011870189681142e-08,-1.7011870189681142e-08,1.151598573609998e-07,1.151598573609998e-07,162.04089395016211,16283821.25996057,3.626741759661287e-08,870491.477829501,18024760.80920513,1.7011870189681142e-08,1.7011870189681142e-08,1.151598573609998e-07,1.151598573609998e-07,162.04089395016564,16283821.259955237,3.626741759683846e-08,870491.4778349157,18024760.80921063,1.6043075218368683,0.02499502001671478,5.0,17044493.36135369,18057587.75101079,17044493.361353673,1013094.38965711,8.50593509484057,1.0
9.836756271856841e-21,3.6637359812630166e-15,2.5450894367529726e-13,4.199375876991011e-21,1.0008416724174501e-07,20065775.346251376,-7.01214995231665e-08,1.4380045178748198e-21,7.002028601254094e-08,20154195.950384147,8.577762714188355e-25,4.19937587699101e-21,1.0008416724174501e-07,20065775.346251383,7.012149952316652e-08,-1.7011870189681142e-08,-1.7011870189681142e-08,1.1516050555242382e-07,1.1516050555242382e-07,162.03494682711454,16299297.386270203,3.5613149397571054e-08,854778.0934326239,18008806.1382553,1.7011870189681142e-08,1.7011870189681142e-08,1.1516050555242382e-07,1.1516050555242382e-07,162.03494682711292,16299297.386270538,3.5613149397555536e-08,854778.0934322514,18008806.138254892,1.7214778430972142,0.026820526963109964,6.0,17044633.506574713,18046394.866287395,17044633.5065748,1001761.359712638,8.50593509484057,1.0
9.83675627185684e-21,2.942091015256665e-15,2.545084134727941e-13,4.199380056365805e-21,1.000842004442271e-07,20056208.982249983,-7.012144017926283e-08,1.43799615912523e-21,7.002015034232022e-08,20151796.9621103,0.0,4.199380056365805e-21,1.000842004442271e-07,20056208.98225,7.012144017926283e-08,-1.7011870189681142e-08,-1.7011870189681142e-08,1.1516110710700197e-07,1.1516110710700197e-07,162.02904077874055,16313586.919346731,3.500860455860971e-08,840259.1777955443,17994053.581706412,1.7011870189681142e-08,1.7011870189681142e-08,1.1516110710700197e-07,1.1516110710700197e-07,162.02904077873112,16313586.919361651,3.5008604557978784e-08,840259.177780401,17994053.581691045,1.8456937038120116,0.028755803013804388,7.0,17044854.41600534,18036153.555791866,17044854.41600537,991299.1397865117,8.50593509484057,1.0
9.83675627185684e-21,3.497202527569243e-15,2.54507882242231e-13,4.199384327559852e-21,1.0008423437613217e-07,20046451.87319085,-7.01213798713977e-08,1.4379876167371343e-21,7.002001169093386e-08,20149465.123668395,0.0,4.199384327559852e-21,1.0008423437613217e-07,20046451.873190865,7.012137987139769e-08,-1.7011870189681142e-08,-1.7011870189681142e-08,1.1516166275623276e-07,1.1516166275623276e-07,162.0231762356979,16326730.900005199,3.445207251122377e-08,826893.5918907747,17980461.910973467,1.7011870189681142e-08,1.7011870189681142e-08,1.1516166275623276e-07,1.1516166275623276e-07,162.02317623569564,16326730.900010005,3.445207251102153e-08,826893.5918859206,17980461.91096856,1.9773342486613565,0.030806755221366992,8.0,17045153.596699424,18026832.001443952,17045153.596699428,981678.4047445282,8.50593509484057,1.0
9.83675627185684e-21,3.1086244689504383e-15,2.545073493920625e-13,4.199388689862231e-21,1.0008426903181091e-07,20036496.747578543,-7.012131862684003e-08,1.4379788921323776e-21,7.00198700814245e-08,20147196.72820836,0.0,4.199388689862231e-21,1.0008426903181091e-07,20036496.747578554,7.012131862684003e-08,-1.7011870189681142e-08,-1.7011870189681142e-08,1.1516217365037109e-07,1.1516217365037109e-07,162.0173510743002,16338778.303616367,3.394150689543747e-08,814632.1392929517,17967981.715708394,1.7011870189681142e-08,1.7011870189681142e-08,1.1516217365037109e-07,1.1516217365037109e-07,162.01735107429096,16338778.303631296,3.394150689480629e-08,814632.1392778028,17967981.715693027,2.1168923894024405,0.03298106312296243,9.0,17045528.68424477,18018391.32808546,17045528.684244644,972862.6438407525,8.50593509484057,1.0
