total_volume_m3,mirror_error,energy_J,V_left_m3,R_left_m,mu_left_Pa,centroid_left_m,V_center_m3,R_center_m,mu_center_Pa,centroid_center_m,V_right_m3,R_right_m,mu_right_Pa,centroid_right_m,LEFT_gb_z_m,LEFT_tj_z_m,LEFT_tj_r_m,LEFT_neck_r_m,LEFT_psi_deg,LEFT_kappa_per_m,LEFT_CC_force_N,LEFT_CC_stress_Pa,LEFT_PF_geometric_stress_Pa,RIGHT_gb_z_m,RIGHT_tj_z_m,RIGHT_tj_r_m,RIGHT_neck_r_m,RIGHT_psi_deg,RIGHT_kappa_per_m,RIGHT_CC_force_N,RIGHT_CC_stress_Pa,RIGHT_PF_geometric_stress_Pa,t_model,t_s,step,mu_projected_left_Pa,mu_projected_center_Pa,mu_projected_right_Pa,delta_mu_projected_Pa,center_GB_separation_over_W,center_solid_core_f
1.01176382511748e-20,4.440892098500626e-16,2.593458051841279e-13,4.199292574321753e-21,1.0008350545027447e-07,20274901.18471438,-7.337860088136245e-08,1.719053102531292e-21,7.431335939828044e-08,18780686.17884219,7.297608726443099e-25,4.199292574321754e-21,1.0008350545027449e-07,20274901.184714388,7.337860088136245e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1502997946530186e-07,1.1502997946530186e-07,160.34311526380918,16595496.602138188,2.2285031891734867e-08,536094.439589113,17667685.481316414,2.0267653015264237e-08,2.0267653015264237e-08,1.1502997946530186e-07,1.1502997946530186e-07,160.34311526379776,16595496.602153424,2.2285031891089266e-08,536094.4395735823,17667685.48130059,0.0,0.0,0.0,17089274.560733892,17089007.761381373,17089274.560733896,-266.79935251921415,10.133826507632119,1.0
1.0117638251174798e-20,2.1094237467877974e-15,2.59345463728586e-13,4.1992925743145664e-21,1.0008350545021738e-07,20274859.497941498,-7.337860045604041e-08,1.719053102545665e-21,7.431335939848755e-08,18780712.216897752,0.0,4.1992925743145664e-21,1.0008350545021738e-07,20274859.497941505,7.337860045604041e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1503349758285974e-07,1.1503349758285974e-07,160.29466404497896,16683922.76659013,1.8536352099365674e-08,445887.96278418973,17575698.69215851,2.0267653015264237e-08,2.0267653015264237e-08,1.1503349758285973e-07,1.1503349758285973e-07,160.29466404497364,16683922.766597126,1.85363520990691e-08,445887.9627770558,17575698.692151234,8.075309385262968e-05,1.2581286129900516e-06,1.0,17089638.416646555,17092390.506045055,17089638.41664659,2752.089398484677,10.133826507632119,1.0
1.0117638251174796e-20,2.6645352591003757e-15,2.59345204724461e-13,4.199292574308635e-21,1.0008350545017025e-07,20274823.755355414,-7.337860008232893e-08,1.719053102557527e-21,7.431335939865848e-08,18780772.899594333,7.2976087263317275e-25,4.199292574308635e-21,1.0008350545017025e-07,20274823.755355414,7.337860008232895e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1503626504984837e-07,1.1503626504984837e-07,160.1431504971698,16901532.35945387,9.309105966626154e-09,223917.76761831716,17349367.894690495,2.0267653015264237e-08,2.0267653015264237e-08,1.1503626504984837e-07,1.1503626504984837e-07,160.1431504971746,16901532.3594445,9.309105967021083e-09,223917.76762781665,17349367.894700125,0.00016041439918564377,2.499247222891315e-06,2.0,17089931.88555545,17095117.43852221,17089931.88555545,5185.552966758609,10.133826507632119,1.0
1.01176382511748e-20,4.773959005888173e-15,2.5934495392196814e-13,4.199292574302571e-21,1.0008350545012207e-07,20274783.974186324,-7.337859967581978e-08,1.7190531025696577e-21,7.431335939883328e-08,18780866.997022506,0.0,4.199292574302571e-21,1.0008350545012207e-07,20274783.974186324,7.337859967581978e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1503900036341569e-07,1.1503900036341569e-07,159.90070187759036,17231757.537362512,-4.702011138976189e-09,-113095.04623393714,17005567.44489461,2.0267653015264237e-08,2.0267653015264237e-08,1.1503900036341568e-07,1.1503900036341568e-07,159.9007018775836,17231757.537374295,-4.702011139473357e-09,-113095.04624589533,17005567.44488248,0.0002564936078957245,3.996155834370591e-06,3.0,17090038.15754716,17096098.045927886,17090038.157547235,6059.888380687684,10.133826507632119,1.0
1.01176382511748e-20,5.551115123125783e-16,2.593447043485741e-13,4.199292574296254e-21,1.000835054500719e-07,20274737.404118583,-7.337859922651115e-08,1.7190531025822895e-21,7.43133593990153e-08,18780994.69688253,0.0,4.199292574296255e-21,1.000835054500719e-07,20274737.4041186,7.337859922651113e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1504175416801769e-07,1.1504175416801769e-07,159.58765755656458,17642400.758885622,-2.2140123821287253e-08,-532499.4728633761,16577401.81315883,2.0267653015264237e-08,2.0267653015264237e-08,1.1504175416801768e-07,1.1504175416801768e-07,159.5876575565656,17642400.758882597,-2.214012382116024e-08,-532499.4728603214,16577401.81316191,0.00037414088837207763,5.829093778245366e-06,4.0,17089795.90571473,17093828.21756175,17089795.905714724,4032.311847023666,10.133826507632119,1.0
1.0117638251174796e-20,1.6653345369377348e-15,2.5934445351166355e-13,4.199292574289668e-21,1.0008350545001957e-07,20274681.453882936,-7.337859872967804e-08,1.719053102595462e-21,7.431335939920511e-08,18781155.66861447,0.0,4.199292574289668e-21,1.0008350545001957e-07,20274681.453882948,7.337859872967804e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1504453097592178e-07,1.1504453097592178e-07,159.2364441697733,18086111.253021136,-4.100363377368053e-08,-986144.4106086232,16113822.431803837,2.0267653015264237e-08,2.0267653015264237e-08,1.1504453097592179e-07,1.1504453097592179e-07,159.2364441697639,18086111.25303304,-4.1003633774186274e-08,-986144.4106207862,16113822.431791414,0.0005181888991689847,8.073353600149228e-06,5.0,17089125.533371627,17087565.641414836,17089125.533371598,-1559.8919567763805,10.133826507632119,1.0
1.01176382511748e-20,1.7763568394002505e-15,2.5934421898244916e-13,4.1992925742833355e-21,1.0008350544996926e-07,20274618.88759887,-7.337859822460312e-08,1.7190531026081293e-21,7.431335939938765e-08,18781333.418404676,0.0,4.1992925742833355e-21,1.0008350544996926e-07,20274618.887598876,7.337859822460312e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.150471167859513e-07,1.150471167859513e-07,158.90984335411102,18481539.49502356,-5.783816116466068e-08,-1390955.147238411,15699629.200546682,2.0267653015264237e-08,2.0267653015264237e-08,1.150471167859513e-07,1.150471167859513e-07,158.90984335411417,18481539.49501942,-5.783816116448502e-08,-1390955.1472341865,15699629.200550992,0.0006794907475539762,1.0586427231132253e-05,6.0,17088171.235583205,17078655.20159693,17088171.235583194,-9516.033986270428,10.133826507632119,1.0
1.01176382511748e-20,6.661338147750939e-16,2.593440029525003e-13,4.199292574277385e-21,1.0008350544992199e-07,20274550.90343867,-7.337859772555109e-08,1.7190531026200287e-21,7.431335939955912e-08,18781518.238262378,7.297608726066399e-25,4.1992925742773854e-21,1.0008350544992199e-07,20274550.903438672,7.337859772555108e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1504947511298681e-07,1.1504947511298683e-07,158.63568248838442,18796974.80060124,-7.129049286350759e-08,-1714401.1968627088,15368172.40687577,2.0267653015264237e-08,2.0267653015264237e-08,1.1504947511298683e-07,1.1504947511298683e-07,158.63568248838155,18796974.80060394,-7.129049286362331e-08,-1714401.1968654916,15368172.40687291,0.000853426743944186,1.3296340170032377e-05,7.0,17087146.035625625,17069082.78500788,17087146.035625633,-18063.25061774999,10.133826507632119,1.0
1.0117638251174796e-20,2.3314683517128287e-15,2.593437910925827e-13,4.199292574271471e-21,1.00083505449875e-07,20274473.242307782,-7.337859720565128e-08,1.7190531026318554e-21,7.431335939972953e-08,18781717.062930286,7.297608726016194e-25,4.199292574271471e-21,1.00083505449875e-07,20274473.24230779,7.337859720565128e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1505175441145587e-07,1.1505175441145589e-07,158.40821389593776,19041394.14337692,-8.173894712240924e-08,-1965588.8298712485,15110216.483634384,2.0267653015264237e-08,2.0267653015264237e-08,1.1505175441145589e-07,1.1505175441145589e-07,158.40821389594348,19041394.143368483,-8.17389471220517e-08,-1965588.8298626505,15110216.483643144,0.0010498550501496947,1.6356682017606975e-05,8.0,17086162.32709552,17059894.938814588,17086162.3270955,-26267.388280920684,10.133826507632119,1.0
1.01176382511748e-20,8.881784197001252e-16,2.5934365139157787e-13,4.1992925742675376e-21,1.0008350544984376e-07,20274415.509152036,-7.337859684670022e-08,1.7190531026397228e-21,7.43133593998429e-08,18781856.506859086,0.0,4.199292574267538e-21,1.0008350544984377e-07,20274415.509152047,7.337859684670024e-08,-2.0267653015264237e-08,-2.0267653015264237e-08,1.1505323720982896e-07,1.1505323720982896e-07,158.284700509973,19163592.246399388,-8.697830322065878e-08,-2091526.506817028,14980539.232765298,2.0267653015264237e-08,2.0267653015264237e-08,1.1505323720982895e-07,1.1505323720982895e-07,158.2847005099672,19163592.24640799,-8.697830322102327e-08,-2091526.5068257935,14980539.232756369,0.001194286191092109,1.860691098540439e-05,9.0,17085598.233635277,17054623.202059094,17085598.233635295,-30975.031576190144,10.133826507632119,1.0
