avalanche_id,root_contact,pre_root_center_loss_fraction,pre_root_local_stress_MPa,root_waiting_time_s,avalanche_size,avalanche_duration_s,local_stress_drop_MPa,opposite_contact_stress_change_MPa,production_strain_increment,geometric_strain_increment,center_volume_change_during_avalanche_m3,center_volume_change_during_following_reload_m3
1,LEFT,3.442785678320348e-06,18.507104399993352,0.2174774169921534,5,252.6126973831844,17.429392843610316,6.935688041641541,0.007770268485528908,-3.206670127209321e-05,8.034843497565535e-24,-1.430124588172116e-23
2,LEFT,0.003218075206755544,18.6498096626673,19.822467041020104,8,6400.904893581068,18.776391927742868,6.419124254577845,0.012432429576846253,-0.00017198366278292632,1.0987927003272228e-23,
