time_s,center_volume_m3,LEFT_r_n_m,LEFT_gamma_J_per_m2,LEFT_theta_negative_rad,LEFT_kappa1_negative_per_m,LEFT_L_f_negative_m,LEFT_delta_phi_f_negative_rad,LEFT_delta_phi_f_continuous_negative_rad,LEFT_theta_positive_rad,LEFT_kappa1_positive_per_m,LEFT_L_f_positive_m,LEFT_delta_phi_f_positive_rad,LEFT_delta_phi_f_continuous_positive_rad,LEFT_sigma_local_negative_Pa,LEFT_sigma_integral_negative_Pa,LEFT_sigma_integral_continuous_negative_Pa,LEFT_contact_negative_per_m,LEFT_line_3D_negative_per_m,LEFT_sigma_local_positive_Pa,LEFT_sigma_integral_positive_Pa,LEFT_sigma_integral_continuous_positive_Pa,LEFT_contact_positive_per_m,LEFT_line_3D_positive_per_m,LEFT_sigma_local_Pa,LEFT_sigma_integral_Pa,LEFT_sigma_integral_continuous_Pa,LEFT_G_fit_eV,LEFT_G_root_eV,LEFT_root_rate_per_s,LEFT_root_rate_per_model_time,LEFT_constant_state_mean_wait_s,LEFT_barrier_reduction_from_zero_eV,LEFT_z_TJ_m,LEFT_mu_GB_Pa,LEFT_mu_TJ_negative_Pa,LEFT_mu_TJ_positive_Pa,LEFT_transport_affinity_Pa,LEFT_one_b_transport_work_J,LEFT_work_is_transport_diagnostic_not_root_barrier,RIGHT_r_n_m,RIGHT_gamma_J_per_m2,RIGHT_theta_positive_rad,RIGHT_kappa1_positive_per_m,RIGHT_L_f_positive_m,RIGHT_delta_phi_f_positive_rad,RIGHT_delta_phi_f_continuous_positive_rad,RIGHT_theta_negative_rad,RIGHT_kappa1_negative_per_m,RIGHT_L_f_negative_m,RIGHT_delta_phi_f_negative_rad,RIGHT_delta_phi_f_continuous_negative_rad,RIGHT_sigma_local_positive_Pa,RIGHT_sigma_integral_positive_Pa,RIGHT_sigma_integral_continuous_positive_Pa,RIGHT_contact_positive_per_m,RIGHT_line_3D_positive_per_m,RIGHT_sigma_local_negative_Pa,RIGHT_sigma_integral_negative_Pa,RIGHT_sigma_integral_continuous_negative_Pa,RIGHT_contact_negative_per_m,RIGHT_line_3D_negative_per_m,RIGHT_sigma_local_Pa,RIGHT_sigma_integral_Pa,RIGHT_sigma_integral_continuous_Pa,RIGHT_G_fit_eV,RIGHT_G_root_eV,RIGHT_root_rate_per_s,RIGHT_root_rate_per_model_time,RIGHT_constant_state_mean_wait_s,RIGHT_barrier_reduction_from_zero_eV,RIGHT_z_TJ_m,RIGHT_mu_GB_Pa,RIGHT_mu_TJ_negative_Pa,RIGHT_mu_TJ_positive_Pa,RIGHT_transport_affinity_Pa,RIGHT_one_b_transport_work_J,RIGHT_work_is_transport_diagnostic_not_root_barrier,LEFT_hazard_sparse_quadrature,RIGHT_hazard_sparse_quadrature,cluster_area_weighted_local_stress_diagnostic_Pa,center_two_contact_local_stress_diagnostic_Pa
0.00017391295245039692,1.4381678614647393e-21,1.1508425277898233e-07,1.0,2.8477929996478997,4605011.140104463,1.9757544434792997e-07,1.493198459376028,1.6388811744063736,2.848019351345856,6183117.1351638455,3.41637996174073e-08,0.0024342238812022237,-0.1455695391813675,21182086.203002997,18229485.797279388,17492133.46328287,8595699.114369154,17191398.228738308,19604411.87724851,25716277.456424367,30048458.440976158,8595843.004137453,17191686.008274905,20393249.040125754,21972881.62685188,23770295.952129513,5.078304032087043,6.058654760366059,0.05987238145506283,0.0009328083004960496,20.877739779537357,0.2863475726285891,-1.7011870189681142e-08,163474995.00988936,23284407.159169994,25739450.223841455,138963066.31838363,1.4455099134665135e-15,True,1.1508425277898233e-07,1.0,2.847792999647899,4605011.140104621,1.9757544434793e-07,1.493198459376028,1.6388811744063745,2.8480193513458687,6183117.135163091,3.41637996174073e-08,0.0024342238812022237,-0.14556953918136117,21182086.203002837,18229485.79727938,17492133.463282857,8595699.114369152,17191398.228738304,19604411.87724929,25716277.45642439,30048458.440975998,8595843.00413746,17191686.00827492,20393249.040126063,21972881.626851887,23770295.952129427,5.078304032087042,6.058654760366057,0.05987238145506325,0.0009328083004960562,20.877739779537208,0.2863475726285909,1.7011870189681142e-08,163474995.00988936,25739450.22384378,23284407.159169566,138963066.31838268,1.4455099134665038e-15,True,1.008132656709691e-05,1.0081326567096933e-05,20393249.04012591,19604411.8772489
0.0002522131621370671,1.4381666218861257e-21,1.1509013375490218e-07,1.0,2.8527507295615826,4299064.441113788,1.9757449526278714e-07,1.4933070527890018,1.6364020409296824,2.8531782239414842,5857554.1068096245,3.4161984460553816e-08,0.0026519477468495128,-0.14288124095072982,21496093.865785256,18236960.823955685,17512702.422331758,8598386.102299681,17196772.204599362,19938405.479123205,25718330.96485809,29978422.730476204,8598653.195310943,17197306.390621886,20717249.67245423,21977645.894406885,23745562.576403983,5.076345393675815,6.056696121954831,0.06062368462129451,0.0009445135611290492,20.619004070909416,0.28830621103981713,-1.7011870189681142e-08,163470380.26620862,22623727.180927813,25025607.357234705,139645712.99712735,1.452759348229605e-15,True,1.1509013375490217e-07,1.0,2.8527507295615826,4299064.4411140755,1.9757449526278714e-07,1.4933070527890018,1.6364020409296824,2.853178223941477,5857554.10681039,3.4161984460553816e-08,0.0026519477468495128,-0.14288124095073326,21496093.865784965,18236960.823955685,17512702.422331758,8598386.102299681,17196772.204599362,19938405.479122426,25718330.964858077,29978422.730476294,8598653.19531094,17197306.39062188,20717249.672453694,21977645.89440688,23745562.576404028,5.076345393675819,6.056696121954834,0.060623684621293215,0.0009445135611290289,20.619004070909856,0.2883062110398136,1.7011870189681142e-08,163470380.26620865,25025607.357243486,22623727.180926897,139645712.99712345,1.452759348229564e-15,True,1.4798760187195733e-05,1.4798760187195722e-05,20717249.672453962,19938405.479122818
0.00036700007753382927,1.4381649585262884e-21,1.150961792266877e-07,1.0,2.85737113533239,4041316.2516328217,1.975735235247823e-07,1.4934265029176133,1.6340916469161366,2.8580781754371247,5574348.61584187,3.416009443505676e-08,0.002891230260358049,-0.14031162394615534,21761084.54021353,18243561.549247693,17531598.015424907,8600800.263948783,17201600.527897567,20229355.647970088,25719066.609608315,29911176.045334924,8601234.754603986,17202469.50920797,20995220.09409181,21981314.079428002,23721387.030379914,5.074679552643676,6.055030280922692,0.061270645091524405,0.0009545931684881822,20.40128675212713,0.2899720520719562,-1.7011870189681142e-08,163463568.56802696,22021443.143680304,24340113.20822118,140282790.39207622,1.4595403002254547e-15,True,1.150961792266877e-07,1.0,2.85737113533239,4041316.2516328217,1.975735235247823e-07,1.4934265029176133,1.6340916469161366,2.8580781754371247,5574348.61584187,3.416009443505676e-08,0.002891230260358049,-0.14031162394615534,21761084.54021353,18243561.549247693,17531598.015424907,8600800.263948783,17201600.527897567,20229355.647970088,25719066.609608315,29911176.045334924,8601234.754603986,17202469.50920797,20995220.09409181,21981314.079428002,23721387.030379914,5.074679552643676,6.055030280922692,0.061270645091524405,0.0009545931684881822,20.40128675212713,0.2899720520719562,1.7011870189681142e-08,163463568.56802696,24340113.20822761,22021443.14368542,140282790.39207044,1.4595403002253945e-15,True,2.1794697243240922e-05,2.1794697243240834e-05,20995220.09409181,20229355.647970088
0.000531315634329828,1.4381627835136633e-21,1.1510221710403376e-07,1.0,2.8613388468714467,3852254.669092695,1.975725768135329e-07,1.4935540174620487,1.6321078260024307,2.8624241909167036,5353002.194856412,3.415818174584368e-08,0.0031461896375820286,-0.13801113651775374,21956065.222458825,18248799.023067575,17547518.456832174,8602773.29718384,17205546.59436768,20457289.384081144,25718185.106146015,29850645.294033844,8603430.526312519,17206861.052625038,21206677.303269982,21983492.064606793,23699081.87543301,5.073421127804193,6.053771856083208,0.0617647409531086,0.0009622911539319783,20.238083746663687,0.2912304769114398,-1.7011870189681142e-08,163453659.00231746,21539089.670216583,23737241.267622042,140815493.53339815,1.4652364073438014e-15,True,1.1510221710403376e-07,1.0,2.861338846871449,3852254.6690925146,1.9757257681353292e-07,1.4935540174619941,1.6321078260024298,2.8624241909166916,5353002.194856979,3.415818174584368e-08,0.0031461896375820286,-0.13801113651775984,21956065.22245901,18248799.023067858,17547518.456832185,8602773.297183841,17205546.594367683,20457289.384080555,25718185.106145993,29850645.294034,8603430.526312511,17206861.052625023,21206677.30326978,21983492.064606927,23699081.875433095,5.073421127804194,6.053771856083209,0.06176474095310817,0.0009622911539319715,20.238083746663825,0.2912304769114389,1.7011870189681142e-08,163453659.00231746,23737241.26760319,21539089.67026888,140815493.53338143,1.4652364073436276e-15,True,3.190301122500818e-05,3.190301122500806e-05,21206677.30326988,20457289.38408085
0.0007662120484774223,1.4381599387859458e-21,1.1510823135167701e-07,1.0,2.8645591296597193,3734664.821623762,1.9757169013742859e-07,1.493691376518532,1.630498176954409,2.866157518578564,5193165.599986502,3.4156252353369333e-08,0.0034199230582663527,-0.13600760597645428,22078134.252606474,18252549.043066673,17560107.73054505,8604266.358076746,17208532.71615349,20622501.171558872,25715540.943252362,29797590.917361036,8605222.257181792,17210444.514363583,21350317.712082673,21984044.993159518,23678849.323953044,5.072570569979629,6.052921298258644,0.06210199343823121,0.0009675455284839812,20.128178352974984,0.2920810347360039,-1.7011870189681142e-08,163439078.03595468,21202581.568475883,23243012.063315235,141216281.22005913,1.4695603099607628e-15,True,1.1510823135167701e-07,1.0,2.8645591296597193,3734664.82162371,1.9757169013742866e-07,1.493691376518532,1.6304981769544098,2.866157518578564,5193165.599986502,3.4156252353369333e-08,0.0034199230582663527,-0.13600760597650877,22078134.252606526,18252549.04306668,17560107.730545048,8604266.358076746,17208532.71615349,20622501.171558872,25715540.943252362,29797590.91736263,8605222.257181792,17210444.514363583,21350317.7120827,21984044.99315952,23678849.323953837,5.072570569979629,6.052921298258644,0.06210199343823121,0.0009675455284839812,20.128178352974984,0.2920810347360039,1.7011870189681142e-08,163439078.03595468,23243012.06331562,21202581.568501223,141216281.22004625,1.4695603099606286e-15,True,4.645093709535729e-05,4.645093709535712e-05,21350317.712082684,20622501.171558872
0.001100979657008427,1.438156223277776e-21,1.1511418388898379e-07,1.0,2.8670050321196334,3684293.082170832,1.9757091854240306e-07,1.4938450728208066,1.6292765307232513,2.8692543840443108,5089721.636704336,3.415431817584305e-08,0.0037247056652162528,-0.1343067819401059,22131552.5364101,18254788.131771736,17569305.374989502,8605281.87286031,17210563.74572062,20730119.142350085,25710785.588842757,29752192.209659163,8606613.59301814,17213227.18603628,21430835.839380093,21982786.860307246,23660748.792324334,5.072095283758022,6.052446012037038,0.062292651771924334,0.0009705159744877229,20.066572291330555,0.2925563209576101,-1.7011870189681142e-08,163417352.54814014,21017296.80417372,22874510.411816947,141471448.9401448,1.4723679682546717e-15,True,1.151141838889838e-07,1.0,2.8670050321196334,3684293.082170832,1.975709185424031e-07,1.4938450728207524,1.6292765307232513,2.869254384044299,5089721.636704906,3.415431817584306e-08,0.0037247056652162528,-0.1343067819401662,22131552.536410093,18254788.131772004,17569305.374989495,8605281.872860309,17210563.745720617,20730119.142349493,25710785.588842735,29752192.209660903,8606613.593018133,17213227.186036266,21430835.839379795,21982786.86030737,23660748.7923252,5.072095283758025,6.0524460120370405,0.06229265177192347,0.0009705159744877094,20.066572291330832,0.2925563209576074,1.7011870189681142e-08,163417352.54814023,22874510.41183503,21017296.804197088,141471448.94012415,1.4723679682544572e-15,True,6.727258604089057e-05,6.727258604089026e-05,21430835.839379944,20730119.142349787
0.0015777080007812244,1.4381514082835698e-21,1.1512003309362078e-07,1.0,2.8687071693654933,3692015.5489071636,1.9757034096961559e-07,1.4940193620237259,1.6284281036149901,2.8716926592113854,5038485.8624926815,3.415238716895793e-08,0.004068001041716519,-0.1329159966683185,22125544.46014583,18255598.25562619,17575289.96172121,8605853.336350998,17211706.672701996,20784336.62715474,25703709.262756683,29714673.32896824,8607607.49654914,17215214.99309828,21454940.543650284,21979653.75919144,23644981.645344727,5.071953205268427,6.052303933547442,0.06235196357505554,0.0009714400490097912,20.047484126066458,0.29269839944720566,-1.7011870189681142e-08,163384597.52412716,20970086.014674883,22635826.1669702,141581641.4333046,1.4736645484906755e-15,True,1.1512003309362079e-07,1.0,2.8687071693654946,3692015.5489070597,1.9757034096961556e-07,1.4940193620236708,1.6284281036149901,2.871692659211387,5038485.862492297,3.415238716895793e-08,0.004068001041716519,-0.13291599666837206,22125544.460145928,18255598.255626462,17575289.961721204,8605853.336350996,17211706.672701992,20784336.627155125,25703709.262756683,29714673.32896981,8607607.49654914,17215214.99309828,21454940.543650527,21979653.759191573,23644981.64534551,5.071953205268425,6.0523039335474405,0.062351963575056436,0.0009714400490098052,20.04748412606617,0.29269839944720744,1.7011870189681142e-08,163384597.52412733,22635826.16696464,20970086.01465551,141581641.43331724,1.4736645484908075e-15,True,9.698339655817213e-05,9.698339655817183e-05,21454940.543650407,20784336.62715493
0.0022617754633980653,1.4381452142044432e-21,1.1512578352882358e-07,1.0,2.8697464414643115,3745887.04430755,1.9757006712857062e-07,1.4942074676988328,1.6279132345024172,2.8734708472659576,5037487.955919154,3.4150448460360893e-08,0.0044346785183134434,-0.13184356390276117,22072221.74596934,18255184.45960658,17578433.3264677,8606036.26342563,17212072.52685126,20787151.59584611,25694782.44246666,29685308.147546507,8608213.183921754,17216426.36784351,21429686.670907725,21974983.45103662,23631870.737007104,5.072102059600519,6.052452787879535,0.06229625222944116,0.0009705720694112195,20.06541252909033,0.2925495451151132,-1.7011870189681142e-08,163334867.3473051,21036729.50149718,22516640.9417809,141558182.12566605,1.4735675735167266e-15,True,1.1512578352882358e-07,1.0,2.8697464414643132,3745887.044307393,1.9757006712857062e-07,1.494207467698832,1.6279132345024154,2.8734708472659687,5037487.955918099,3.415044846036091e-08,0.0044346785183134434,-0.13184356390275567,22072221.7459695,18255184.45960659,17578433.326467715,8606036.263425631,17212072.526851263,20787151.595847186,25694782.442466684,29685308.147546366,8608213.183921762,17216426.367843524,21429686.670908343,21974983.45103664,23631870.73700704,5.072102059600516,6.052452787879531,0.062296252229442496,0.0009705720694112403,20.065412529089897,0.29254954511511677,1.7011870189681142e-08,163334867.3473054,22516640.941830516,21036729.501496226,141558182.125642,1.4735675735164763e-15,True,0.00013961729091072135,0.0001396172909107218,21429686.670908034,20787151.595846646
0.00325644924321325,1.4381372017503397e-21,1.1513149206340989e-07,1.0,2.8702386656329586,3832553.668761457,1.9757025873561325e-07,1.4943964300227814,1.6276752227628342,2.8746446847888287,5083739.38215068,3.414847690874968e-08,0.004796402476674811,-0.13107578316211765,21985143.198061317,18253823.439787537,17579234.088166527,8605898.955607591,17211797.911215182,20741659.38169945,25684941.475242745,29663806.65279855,8608466.25461671,17216932.50923342,21363401.289880384,21969382.457515143,23621520.370482538,5.07249326672033,6.052843994999345,0.062144996367719356,0.000968215511681531,20.114250109592106,0.29215833799530255,-1.7011870189681142e-08,163259994.61964396,21188702.945689596,22496132.785542868,141417576.75402772,1.4722499170868095e-15,True,1.151314920634099e-07,1.0,2.8702386656329564,3832553.668761639,1.975702587356133e-07,1.4943964300227814,1.627675222762836,2.8746446847888136,5083739.382151343,3.4148476908749676e-08,0.004796402476674811,-0.13107578316217966,21985143.19806113,18253823.439787533,17579234.088166513,8605898.95560759,17211797.91121518,20741659.381698757,25684941.47524272,29663806.652800336,8608466.2546167,17216932.5092334,21363401.289879944,21969382.457515128,23621520.370483425,5.072493266720333,6.052843994999348,0.06214499636771803,0.0009682155116815104,20.114250109592533,0.2921583379952999,1.7011870189681142e-08,163259994.6196443,22496132.78552055,21188702.945706278,141417576.75403088,1.4722499170868426e-15,True,0.00020150651446425072,0.00020150651446425115,21363401.289880164,20741659.381699104
0.004713810725340465,1.4381266154192258e-21,1.1513720678639967e-07,1.0,2.870307009542945,3938755.490159571,1.9757115400648842e-07,1.494585124914387,1.6276542180349793,2.8753629650553774,5167530.571180286,3.4146459049798474e-08,0.005147457805719355,-0.13054111536426666,21877780.35917014,18251741.62402846,17578216.717066474,8605511.94977657,17211023.89955314,20657830.01407367,25674614.125768587,29648337.227543227,8608453.528417986,17216907.05683597,21267805.186621904,21963177.874898523,23613276.97230485,5.0730587428379845,6.053409471117,0.06192564554881608,0.0009647980383888217,20.185498090845467,0.291592861877648,-1.7011870189681142e-08,163151097.27190062,21395808.719372403,22546533.630437583,141179926.09699562,1.4699217301996437e-15,True,1.1513720678639968e-07,1.0,2.8703070095429557,3938755.4901588988,1.975711540064884e-07,1.4945851249144408,1.6276542180349731,2.8753629650553694,5167530.571180374,3.414645904979846e-08,0.005147457805719355,-0.13054111536443386,21877780.359170824,18251741.624028206,17578216.717066523,8605511.949776575,17211023.89955315,20657830.014073566,25674614.12576857,29648337.227548108,8608453.52841798,17216907.05683596,21267805.186622195,21963177.87489839,23613276.972307317,5.073058742837983,6.053409471116998,0.06192564554881697,0.0009647980383888356,20.185498090845176,0.29159286187764977,1.7011870189681142e-08,163151097.2719008,22546533.630461104,21395808.71936569,141179926.0969874,1.4699217301995585e-15,True,0.00029191440176022925,0.00029191440176022936,21267805.18662205,20657830.014073618
0.006771020185196413,1.4381127499790087e-21,1.1514273824721822e-07,1.0,2.870050510635899,4051163.1753057716,1.9757300394079592e-07,1.4947932153640493,1.6278022407424866,2.8758505340151794,5266941.715649835,3.4144472800516945e-08,0.005524092196965909,-0.13010901368879663,21763680.37392934,18249066.922120742,17575852.34965671,8604947.849745037,17209895.699490074,20558020.463353172,25663176.339483988,29635506.112392623,8608320.726334335,17216641.45266867,21160850.418641254,21956121.630802363,23605679.231024668,5.0736932137289354,6.054043942007951,0.061679981035984224,0.000960970599240124,20.265894687463465,0.29095839098669707,-1.7011870189681142e-08,163006161.91061035,21622566.582925886,22633833.45906084,140877961.889617,1.466918710513646e-15,True,1.1514273824721823e-07,1.0,2.870050510635903,4051163.1753056166,1.9757300394079587e-07,1.4947932153640493,1.6278022407424848,2.8758505340151763,5266941.71565022,3.414447280051694e-08,0.005524092196965909,-0.13010901368885275,21763680.3739295,18249066.922120742,17575852.349656723,8604947.849745039,17209895.699490078,20558020.46335278,25663176.339483984,29635506.112394262,8608320.726334333,17216641.452668667,21160850.418641143,21956121.630802363,23605679.231025495,5.0736932137289354,6.054043942007951,0.06167998103598424,0.0009609705992401242,20.26589468746346,0.29095839098669707,1.7011870189681142e-08,163006161.91061068,22633833.459040146,21622566.582897585,140877961.88964182,1.4669187105139048e-15,True,0.0004190557339110657,0.0004190557339110668,21160850.4186412,20558020.46335298
0.008859775948889268,1.4380993617345847e-21,1.1514676561007457e-07,1.0,2.8696673485300934,4137914.473128053,1.975752227510308e-07,1.4949893520077913,1.6280144303944069,2.8762163286150204,5339792.364137931,3.414300869884763e-08,0.005875148286469296,-0.12975058834415168,21675350.097642798,18246580.190049373,17573291.927814975,8604421.523590283,17208843.047180567,20484897.420886967,25652615.076018143,29624899.353214797,8608229.928341633,17216459.856683265,21080123.759264883,21949597.63303376,23599095.640514888,5.074173367054043,6.054524095333059,0.06149463083851607,0.0009580828536971035,20.32697786709998,0.2904782376615893,-1.7011870189681142e-08,162871259.13573363,21794838.270854205,22708083.020231485,140619798.4901908,1.4643329657260598e-15,True,1.1514676561007457e-07,1.0,2.869667348530079,4137914.473129324,1.975752227510308e-07,1.4949893520077921,1.6280144303944148,2.8762163286150204,5339792.364137931,3.4143008698847636e-08,0.005875148286469296,-0.12975058834415168,21675350.097641505,18246580.190049347,17573291.927814912,8604421.523590276,17208843.047180552,20484897.420886967,25652615.076018143,29624899.353214793,8608229.928341633,17216459.856683265,21080123.75926424,21949597.633033745,23599095.64051485,5.074173367054048,6.054524095333063,0.061494630838514315,0.0009580828536970762,20.32697786710056,0.29047823766158487,1.7011870189681142e-08,162871259.13573387,22708083.02024432,21794838.270858273,140619798.49018258,1.464332965725974e-15,True,0.0005476965741578121,0.0005476965741578114,21080123.75926456,20484897.420886967
0.012299104573066764,1.4380784719406229e-21,1.1515145630275142e-07,1.0,2.8689582578718986,4246666.767796916,1.975792266951774e-07,1.4953059148106176,1.6284030699907694,2.8767777501374288,5415688.1628634,3.414127793562679e-08,0.0064400853575930835,-0.12918740904738574,21564292.677728016,18242826.196792483,17569186.77929698,8603653.14850831,17207306.29701662,20408916.174194872,25635973.865470894,29608510.999573015,8608201.44568609,17216402.89137218,20986604.425961442,21939400.03113169,23588848.889434997,5.074730986589387,6.055081714868402,0.06128008294545988,0.0009547402097161393,20.398144713879017,0.2899206181262457,-1.7011870189681142e-08,162673585.88433656,22000035.20860555,22797445.566902373,140274845.4965826,1.4608598392403333e-15,True,1.1515145630275142e-07,1.0,2.8689582578719004,4246666.767797076,1.9757922669517735e-07,1.4953059148105634,1.6284030699907677,2.8767777501374217,5415688.162863587,3.4141277935626783e-08,0.0064400853575930835,-0.1291874090473893,21564292.67772786,18242826.196792763,17569186.77929699,8603653.148508312,17207306.297016624,20408916.174194667,25635973.865470875,29608510.9995731,8608201.445686085,17216402.89137217,20986604.425961263,21939400.03113182,23588848.889435045,5.074730986589388,6.055081714868403,0.06128008294545988,0.0009547402097161393,20.398144713879017,0.2899206181262448,1.7011870189681142e-08,162673585.88433674,22797445.566899247,22000035.208622828,140274845.4965757,1.4608598392402615e-15,True,0.000758827867879026,0.0007588278678790223,20986604.425961353,20408916.174194768
0.015733282061206465,1.4380589772461892e-21,1.1515470957184637e-07,1.0,2.8682388972771204,4329652.928165983,1.9758341619037767e-07,1.4956111925215825,1.6287964144378988,2.877315665940096,5458202.988188866,3.414005067343352e-08,0.006983312479986303,-0.12864683758482823,21479302.266293343,18239437.36063204,17565366.507499367,8602985.064819776,17205970.12963955,20366595.889310677,25620249.899327684,29593007.62491468,8608266.292499848,17216532.584999695,20922949.07780201,21929843.629979864,23579187.06620702,5.075111389035849,6.055462117314864,0.06113417843682447,0.0009524670257634173,20.44682748606394,0.28954021567978394,-1.7011870189681142e-08,162499776.84149188,22145367.72859262,22858325.84617729,139997930.05410692,1.4580583504948759e-15,True,1.1515470957184639e-07,1.0,2.8682388972771173,4329652.928166033,1.9758341619037773e-07,1.4956111925215825,1.6287964144379006,2.877315665940085,5458202.988189339,3.4140050673433514e-08,0.006983312479986303,-0.1286468375848881,21479302.266293284,18239437.360632032,17565366.50749935,8602985.064819772,17205970.129639544,20366595.88931018,25620249.89932766,29593007.624916412,8608266.29249984,17216532.58499968,20922949.077801734,21929843.62997985,23579187.06620788,5.07511138903585,6.055462117314866,0.0611341784368236,0.0009524670257634038,20.44682748606423,0.28954021567978216,1.7011870189681142e-08,162499776.84149233,22858325.846178085,22145367.72862038,139997930.0540931,1.4580583504947321e-15,True,0.000969024018212171,0.0009690240182121659,20922949.077801872,20366595.889310427
0.017391295245039694,1.4380500395529745e-21,1.1515594369239526e-07,1.0,2.86790005225109,4363411.508941101,1.9758546674687144e-07,1.4957527016042476,1.6289818726182352,2.877563643042837,5471389.015972545,3.4139575775575064e-08,0.0072342593106727296,-0.12839737561811457,21444665.343069516,18237921.383438274,17563635.095041018,8602692.284003539,17205384.568007078,20353558.479979813,25613045.058785915,29585901.54125645,8608315.83198412,17216631.66396824,20899111.911524665,21925483.221112095,23574768.318148732,5.0752540172609555,6.055604745539971,0.061079570130557516,0.0009516162314551923,20.46510801120778,0.28939758745467703,-1.7011870189681142e-08,162422370.4962066,22201324.839247063,22880794.96761215,139881310.592777,1.456875001888361e-15,True,1.1515594369239527e-07,1.0,2.867900052251091,4363411.508941285,1.975854667468715e-07,1.495752701604193,1.6289818726182352,2.877563643042817,5471389.015973591,3.413957577557507e-08,0.0072342593106727296,-0.12839737561817888,21444665.34306933,18237921.383438554,17563635.095041018,8602692.284003539,17205384.568007078,20353558.47997873,25613045.058785878,29585901.54125829,8608315.831984106,17216631.663968213,20899111.911524028,21925483.221112214,23574768.318149656,5.075254017260959,6.055604745539974,0.06107957013055623,0.0009516162314551723,20.46510801120821,0.2893975874546735,1.7011870189681142e-08,162422370.49620673,22880794.967613548,22201324.83923259,139881310.59278366,1.4568750018884305e-15,True,0.0010703400213973703,0.0010703400213973636,20899111.911524344,20353558.47997927
0.023278967374654957,1.438020629014513e-21,1.151591641822493e-07,1.0,2.866772582211003,4459873.124297602,1.9759276886385692e-07,1.496218341914231,1.6296012360171634,2.8783674142207074,5495715.275689389,3.4138295231455296e-08,0.008054283172870021,-0.12758547809808068,21345474.458472088,18233115.306672897,17558075.957460504,8601782.527589897,17203565.055179793,20329886.038174808,25589670.283381786,29562913.83146532,8608533.771288065,17217067.54257613,20837680.248323448,21911392.79502734,23560494.894462913,5.075622038670362,6.0559727669493775,0.06093890944310367,0.0009494247459384702,20.51234607614823,0.2890295660452704,-1.7011870189681142e-08,162173472.12125784,22350482.827933222,22936510.166007224,139529975.6242876,1.453297103562712e-15,True,1.1515916418224931e-07,1.0,2.866772582210988,4459873.124298713,1.9759276886385687e-07,1.4962183419141764,1.6296012360171714,2.8783674142206883,5495715.275690339,3.4138295231455296e-08,0.008054283172870021,-0.12758547809814463,21345474.458470948,18233115.306673143,17558075.957460433,8601782.527589887,17203565.055179775,20329886.038173825,25589670.283381753,29562913.83146716,8608533.771288054,17217067.542576108,20837680.248322386,21911392.79502745,23560494.894463796,5.075622038670369,6.055972766949385,0.060938909443100646,0.0009494247459384232,20.51234607614925,0.2890295660452633,1.7011870189681142e-08,162173472.12125778,22936510.16599761,22350482.827922065,139529975.62429795,1.4532971035628204e-15,True,0.0014295424221393075,0.0014295424221392882,20837680.248322915,20329886.038174316
0.030806755221366992,1.4379876167371343e-21,1.1516166275623276e-07,1.0,2.8655236404176216,4547196.242249279,1.9760197294867103e-07,1.4967282319657063,1.6302913521907902,2.8792209129725785,5500711.303306544,3.413722544831732e-08,0.008942772722004782,-0.12671448394760507,21255358.116204645,18228094.399218112,17552174.42619346,8600851.452817975,17201702.90563595,20325786.253204487,25564532.133001618,29538412.695585437,8608832.51883701,17217665.03767402,20790572.184704565,21896313.266109865,23545293.56088945,5.075904690586841,6.056255418865856,0.06083111086663008,0.0009477452502432523,20.54869592535599,0.28874691412879194,-1.7011870189681142e-08,161894763.88672608,22469843.13433453,22974275.480595816,139172704.57926092,1.4496387917289516e-15,True,1.1516166275623278e-07,1.0,2.8655236404176256,4547196.242249022,1.9760197294867105e-07,1.4967282319656534,1.6302913521907894,2.879220912972579,5500711.3033063505,3.413722544831732e-08,0.008942772722004782,-0.12671448394760465,21255358.116204906,18228094.399218388,17552174.426193472,8600851.452817976,17201702.905635953,20325786.253204674,25564532.13300161,29538412.69558542,8608832.518837009,17217665.037674017,20790572.184704788,21896313.26611,23545293.560889445,5.07590469058684,6.056255418865855,0.06083111086663008,0.0009477452502432523,20.54869592535599,0.28874691412879283,1.7011870189681142e-08,161894763.88672596,22974275.48057692,22469843.134364106,139172704.57925546,1.4496387917288952e-15,True,0.001887871861630053,0.0018878718616300225,20790572.184704676,20325786.25320458
