z_m,distance_from_GB_over_W,resultant_N,surface_bulk_N,surface_gradient_N,gb_bulk_N,gb_gradient_N,constraint_N
4.5648819125456775e-08,-16.133418266257326,3.220077127236393e-07,3.8592378033128793e-07,3.7472282041899223e-07,0.0,0.0,-4.386388880266409e-07
4.689947170423641e-08,-16.008353008379363,3.220085499193192e-07,3.857543138809934e-07,3.7445581827704865e-07,0.0,0.0,-4.382015822387228e-07
4.8150124283016046e-08,-15.883287750501399,3.220094167187457e-07,3.8558037204022206e-07,3.7418213831530056e-07,0.0,0.0,-4.37753093636777e-07
4.940077686179569e-08,-15.758222492623434,3.220103056604133e-07,3.8540195921892303e-07,3.739018777048567e-07,0.0,0.0,-4.372935312633664e-07
5.065142944057532e-08,-15.633157234745472,3.220112154255342e-07,3.8521907711034054e-07,3.7361511962751717e-07,0.0,0.0,-4.368229813123235e-07
5.1902082019354964e-08,-15.508091976867508,3.220121456672713e-07,3.8503172626772717e-07,3.733219408958982e-07,0.0,0.0,-4.3634152149635407e-07
5.31527345981346e-08,-15.383026718989543,3.2201309426150634e-07,3.848399070886085e-07,3.7302241510880537e-07,0.0,0.0,-4.358492279359075e-07
5.4403387176914235e-08,-15.25796146111158,3.2201406096829876e-07,3.8464362047344656e-07,3.7271661395502813e-07,0.0,0.0,-4.3534617346017593e-07
5.5654039755693876e-08,-15.132896203233615,3.220150449880733e-07,3.844428683089626e-07,3.7240460761622537e-07,0.0,0.0,-4.348324309371147e-07
5.690469233447351e-08,-15.007830945355654,3.2201604735545047e-07,3.8423765385634265e-07,3.720864639456241e-07,0.0,0.0,-4.343080704465163e-07
5.815534491325315e-08,-14.882765687477688,3.220170694708347e-07,3.84027982039422e-07,3.717622495614619e-07,0.0,0.0,-4.337731621300493e-07
5.940599749203279e-08,-14.757700429599723,3.2201810617573454e-07,3.838138597203587e-07,3.714320292284367e-07,0.0,0.0,-4.3322778277306095e-07
6.065665007081243e-08,-14.632635171721759,3.2201915970765933e-07,3.8359529595798246e-07,3.710958649335395e-07,0.0,0.0,-4.326720011838626e-07
6.190730264959207e-08,-14.507569913843797,3.2202022928506794e-07,3.8337230223068335e-07,3.707538155392316e-07,0.0,0.0,-4.32105888484847e-07
6.31579552283717e-08,-14.382504655965834,3.2202131427726953e-07,3.8314489262459885e-07,3.704059351547824e-07,0.0,0.0,-4.3152951350211174e-07
6.440860780715134e-08,-14.25743939808787,3.2202241354561255e-07,3.829130839063861e-07,3.70052271598393e-07,0.0,0.0,-4.309429419591666e-07
6.565926038593097e-08,-14.132374140209905,3.220235259402866e-07,3.8267689540580305e-07,3.696928608038246e-07,0.0,0.0,-4.303462302693411e-07
6.690991296471062e-08,-14.00730888233194,3.220246700809301e-07,3.8243634850210347e-07,3.693276580431841e-07,0.0,0.0,-4.2973933646435745e-07
6.816056554349025e-08,-13.882243624453977,3.220258435141201e-07,3.821914596783508e-07,3.6895672175243886e-07,0.0,0.0,-4.291223379166695e-07
6.941121812226989e-08,-13.757178366576015,3.22027038079521e-07,3.819422384239649e-07,3.685801866140775e-07,0.0,0.0,-4.2849538695852133e-07
7.066187070104952e-08,-13.63211310869805,3.2202824968292935e-07,3.816886906070336e-07,3.681981645629279e-07,0.0,0.0,-4.2785860548703213e-07
7.191252327982916e-08,-13.507047850820086,3.2202947595935797e-07,3.8143082076897357e-07,3.6781075811677414e-07,0.0,0.0,-4.272121029263897e-07
7.31631758586088e-08,-13.381982592942123,3.22030717671996e-07,3.81168633686382e-07,3.6741806186095504e-07,0.0,0.0,-4.2655597787534105e-07
7.441382843738844e-08,-13.25691733506416,3.220319726463161e-07,3.8090213540975303e-07,3.6702016688572206e-07,0.0,0.0,-4.2589032964915894e-07
7.566448101616808e-08,-13.131852077186197,3.220332409878601e-07,3.8063133410558473e-07,3.666171580913976e-07,0.0,0.0,-4.2521525120912224e-07
7.691513359494771e-08,-13.006786819308232,3.22034522239419e-07,3.8035624065272456e-07,3.6620911615024524e-07,0.0,0.0,-4.245308345635507e-07
7.816578617372735e-08,-12.881721561430266,3.2203581320115846e-07,3.800768691485439e-07,3.6579611559623236e-07,0.0,0.0,-4.238371715436178e-07
7.941643875250698e-08,-12.756656303552305,3.220371178443427e-07,3.7979323728420505e-07,3.653782228570561e-07,0.0,0.0,-4.231343422969185e-07
8.066709133128663e-08,-12.63159104567434,3.2203843163436485e-07,3.795053665191671e-07,3.6495549327740913e-07,0.0,0.0,-4.2242242816221143e-07
8.191774391006627e-08,-12.506525787796377,3.220397549352693e-07,3.7921328192334713e-07,3.6452795257130035e-07,0.0,0.0,-4.2170147955937817e-07
8.31683964888459e-08,-12.381460529918412,3.220411190375977e-07,3.789170106695113e-07,3.6409551891253907e-07,0.0,0.0,-4.209714105444527e-07
8.441904906762554e-08,-12.256395272040448,3.2204250521189797e-07,3.7861657012011106e-07,3.636583699322192e-07,0.0,0.0,-4.2023243484043227e-07
8.566970164640517e-08,-12.131330014162486,3.220439062920225e-07,3.783119720178541e-07,3.6321664621391177e-07,0.0,0.0,-4.1948471193974333e-07
8.692035422518482e-08,-12.006264756284521,3.2204531925957813e-07,3.7800322579672175e-07,3.627704698707838e-07,0.0,0.0,-4.187283764079274e-07
8.817100680396446e-08,-11.881199498406557,3.2204674255481123e-07,3.7769034084801334e-07,3.623199523297668e-07,0.0,0.0,-4.179635506229689e-07
8.942165938274409e-08,-11.756134240528594,3.220481761449834e-07,3.7737332809693307e-07,3.618651970068526e-07,0.0,0.0,-4.171903489588022e-07
9.067231196152373e-08,-11.63106898265063,3.220496198635123e-07,3.770522011746285e-07,3.614062992712831e-07,0.0,0.0,-4.1640888058239934e-07
9.192296454030336e-08,-11.506003724772667,3.2205106950382596e-07,3.7672697729804385e-07,3.60943345924764e-07,0.0,0.0,-4.156192537189819e-07
9.3173617119083e-08,-11.380938466894703,3.2205252667290574e-07,3.7639767791847123e-07,3.6047641281739565e-07,0.0,0.0,-4.1482156406296114e-07
9.442426969786265e-08,-11.25587320901674,3.220539889414393e-07,3.7606432906984223e-07,3.6000555982984023e-07,0.0,0.0,-4.140158999582432e-07
9.567492227664228e-08,-11.130807951138776,3.220554676537604e-07,3.7572696126385323e-07,3.595307801542109e-07,0.0,0.0,-4.132022737643037e-07
9.692557485542192e-08,-11.005742693260812,3.220569804439457e-07,3.7538560502102666e-07,3.590520542979879e-07,0.0,0.0,-4.1238067887506885e-07
9.817622743420155e-08,-10.880677435382848,3.220585106990204e-07,3.7504028158020255e-07,3.5856957041602414e-07,0.0,0.0,-4.115513412972063e-07
9.942688001298119e-08,-10.755612177504885,3.2206005127872984e-07,3.746910071199137e-07,3.5808347738172106e-07,0.0,0.0,-4.1071443322290486e-07
1.0067753259176083e-07,-10.63054691962692,3.2206160112498357e-07,3.743377962242107e-07,3.5759390492587863e-07,0.0,0.0,-4.0987010002510573e-07
1.0192818517054047e-07,-10.505481661748956,3.2206315635574645e-07,3.739806643145056e-07,3.5710097013986855e-07,0.0,0.0,-4.090184780986277e-07
1.031788377493201e-07,-10.380416403870992,3.2206471713938215e-07,3.736196293847359e-07,3.5660477920224476e-07,0.0,0.0,-4.081596914475985e-07
1.0442949032809974e-07,-10.255351145993028,3.220662822522441e-07,3.7325471329466406e-07,3.5610542636389897e-07,0.0,0.0,-4.072938574063189e-07
1.0568014290687937e-07,-10.130285888115065,3.220678493200015e-07,3.728859426634608e-07,3.556029917134092e-07,0.0,0.0,-4.0642108505686844e-07
1.0693079548565902e-07,-10.005220630237101,3.220694160854391e-07,3.7251334936633155e-07,3.5509753365434655e-07,0.0,0.0,-4.05541466935239e-07
1.0818144806443866e-07,-9.880155372359138,3.2207101254731356e-07,3.7213697052098865e-07,3.545889910823071e-07,0.0,0.0,-4.046549490559822e-07
1.094321006432183e-07,-9.755090114481174,3.220726330297781e-07,3.7175683900515537e-07,3.5407744885924945e-07,0.0,0.0,-4.037616548346267e-07
1.1068275322199793e-07,-9.63002485660321,3.220742639388087e-07,3.713729795807928e-07,3.535630928633068e-07,0.0,0.0,-4.0286180850529093e-07
1.1193340580077756e-07,-9.504959598725247,3.2207590115344107e-07,3.7098541313539033e-07,3.530460729490264e-07,0.0,0.0,-4.0195558493097566e-07
1.131840583795572e-07,-9.379894340847283,3.220775440287606e-07,3.705941601209998e-07,3.525265198130947e-07,0.0,0.0,-4.0104313590533384e-07
1.1443471095833685e-07,-9.254829082969318,3.220791877845514e-07,3.7019924298400725e-07,3.520045495974306e-07,0.0,0.0,-4.0012460479688646e-07
1.1568536353711648e-07,-9.129763825091356,3.220808334984445e-07,3.698006879126498e-07,3.514802647741367e-07,0.0,0.0,-3.99200119188342e-07
1.1693601611589612e-07,-9.004698567213392,3.2208247702833116e-07,3.693985261035688e-07,3.509537507527538e-07,0.0,0.0,-3.982697998279914e-07
1.1818666869467575e-07,-8.879633309335428,3.2208411723502617e-07,3.6899279450685985e-07,3.5042506901620295e-07,0.0,0.0,-3.9733374628803663e-07
1.194373212734554e-07,-8.754568051457465,3.220857853007762e-07,3.6858353608334677e-07,3.4989414420711217e-07,0.0,0.0,-3.963918949896827e-07
1.2068797385223504e-07,-8.6295027935795,3.220874736176208e-07,3.6817078901688983e-07,3.493610824348175e-07,0.0,0.0,-3.9544439783408654e-07
1.2193862643101466e-07,-8.504437535701538,3.220891706535814e-07,3.677545835233188e-07,3.488260745934409e-07,0.0,0.0,-3.9449148746317824e-07
1.231892790097943e-07,-8.379372277823572,3.2209087180208893e-07,3.673349462190451e-07,3.4828927343040477e-07,0.0,0.0,-3.9353334784736093e-07
1.2443993158857395e-07,-8.254307019945607,3.220925718339536e-07,3.669119037185271e-07,3.4775081129258557e-07,0.0,0.0,-3.9257014317715913e-07
1.2569058416735358e-07,-8.129241762067645,3.220942716566976e-07,3.664854852202691e-07,3.47210803417023e-07,0.0,0.0,-3.9160201698059447e-07
1.2694123674613323e-07,-8.004176504189681,3.2209596817938897e-07,3.6605572434602575e-07,3.466693482485705e-07,0.0,0.0,-3.9062910441520727e-07
1.2819188932491285e-07,-7.8791112463117186,3.220976588892545e-07,3.6562266041305665e-07,3.461265222111429e-07,0.0,0.0,-3.8965152373494504e-07
1.294425419036925e-07,-7.754045988433754,3.220993547763267e-07,3.651863390710116e-07,3.4558233137163114e-07,0.0,0.0,-3.886693156663161e-07
1.3069319448247214e-07,-7.628980730555789,3.221010803193227e-07,3.647468089339213e-07,3.450367219711795e-07,0.0,0.0,-3.876824505857781e-07
1.3194384706125177e-07,-7.503915472677827,3.2210281670153037e-07,3.643041088410637e-07,3.444899131610177e-07,0.0,0.0,-3.86691205300551e-07
1.3319449964003141e-07,-7.378850214799861,3.2210455495606706e-07,3.6385827216900156e-07,3.4394207183804354e-07,0.0,0.0,-3.8569578905097803e-07
1.3444515221881104e-07,-7.2537849569218995,3.221062908175817e-07,3.634093310338907e-07,3.4339333894190836e-07,0.0,0.0,-3.846963791582174e-07
1.3569580479759068e-07,-7.128719699043935,3.2210802271566464e-07,3.6295731939644687e-07,3.428438359404536e-07,0.0,0.0,-3.836931326212359e-07
1.3694645737637033e-07,-7.00365444116597,3.2210974784637607e-07,3.6250227528567723e-07,3.4229366549342574e-07,0.0,0.0,-3.8268619293272685e-07
1.3819710995514995e-07,-6.878589183288008,3.2211146611301663e-07,3.620442423253465e-07,3.4174290761470817e-07,0.0,0.0,-3.81675683827038e-07
1.394477625339296e-07,-6.753523925410043,3.221131831656271e-07,3.615832705780366e-07,3.4119157866061657e-07,0.0,0.0,-3.8066166607302613e-07
1.4069841511270923e-07,-6.6284586675320805,3.2211492898581405e-07,3.611194141591046e-07,3.4063960109073305e-07,0.0,0.0,-3.796440862640236e-07
1.4194906769148887e-07,-6.503393409654116,3.2211668382798907e-07,3.6065271698626155e-07,3.4008719986460446e-07,0.0,0.0,-3.78623233022877e-07
1.431997202702685e-07,-6.378328151776154,3.2211843807089404e-07,3.6018321691155553e-07,3.395345452891434e-07,0.0,0.0,-3.775993241298049e-07
1.4445037284904814e-07,-6.253262893898189,3.2212018717862106e-07,3.597109500039666e-07,3.389817797201796e-07,0.0,0.0,-3.7657254254552516e-07
1.457010254278278e-07,-6.128197636020224,3.221219297520908e-07,3.592359537127206e-07,3.3842902480368895e-07,0.0,0.0,-3.7554304876431873e-07
1.4695167800660741e-07,-6.003132378142261,3.221236624920886e-07,3.587582690539266e-07,3.3787638196267704e-07,0.0,0.0,-3.74510988524515e-07
1.4820233058538706e-07,-5.878067120264297,3.221253838330412e-07,3.5827794201093906e-07,3.373239276282002e-07,0.0,0.0,-3.7347648580609806e-07
1.4945298316416668e-07,-5.753001862386335,3.2212711302098603e-07,3.5779502420553163e-07,3.3677163751040276e-07,0.0,0.0,-3.724395486949484e-07
1.5070363574294633e-07,-5.62793660450837,3.22128862080845e-07,3.573095666668176e-07,3.3621951456439596e-07,0.0,0.0,-3.714002191503686e-07
1.5195428832172598e-07,-5.502871346630405,3.221306149816838e-07,3.5682160928020443e-07,3.356677783502992e-07,0.0,0.0,-3.7035877264881986e-07
1.532049409005056e-07,-5.377806088752443,3.2213236256364005e-07,3.563311846442217e-07,3.3511659856404003e-07,0.0,0.0,-3.693154206446217e-07
1.5445559347928525e-07,-5.252740830874478,3.2213410387994557e-07,3.5583832173429343e-07,3.345661194002441e-07,0.0,0.0,-3.6827033725459196e-07
1.5570624605806487e-07,-5.127675572996516,3.2213583337171064e-07,3.5534304828023354e-07,3.3401646621013745e-07,0.0,0.0,-3.6722368111866036e-07
1.5695689863684452e-07,-5.0026103151185515,3.2213754948837363e-07,3.5484539206392525e-07,3.3346774450205893e-07,0.0,0.0,-3.6617558707761055e-07
1.5820755121562417e-07,-4.877545057240586,3.2213924878109707e-07,3.543453812001973e-07,3.329200324084779e-07,0.0,0.0,-3.6512616482757813e-07
1.594582037944038e-07,-4.752479799362624,3.2214097357202e-07,3.538430436133593e-07,3.3237323927418086e-07,0.0,0.0,-3.6407530931552014e-07
1.6070885637318344e-07,-4.627414541484659,3.221427040288803e-07,3.5333839129767125e-07,3.318275512369016e-07,0.0,0.0,-3.630232385056925e-07
1.6195950895196306e-07,-4.502349283606697,3.2214443027418216e-07,3.528314171150133e-07,3.312831918449729e-07,0.0,-3.544013669211981e-49,-3.61970178685804e-07
1.632101615307427e-07,-4.377284025728732,3.221461464524308e-07,3.5232209659957407e-07,3.30740353150613e-07,2.953164147200078e-29,-1.2201255551223835e-46,-3.6091630329775634e-07
1.6446081410952236e-07,-4.252218767850767,3.221478496398117e-07,3.518103883607129e-07,3.3019921344322813e-07,5.613691746909268e-28,2.189115470965593e-45,-3.5986175216412925e-07
1.6571146668830198e-07,-4.127153509972805,3.221495361692644e-07,3.512962326100933e-07,3.2965994122251444e-07,2.952680993401244e-29,-2.5573058511162975e-46,-3.588066376633433e-07
1.6696211926708163e-07,-4.002088252094841,3.2215120154843565e-07,3.50779547843628e-07,3.291226941913494e-07,5.61251998151012e-28,-1.3959806478926955e-46,-3.5775104048654176e-07
1.6821277184586125e-07,-3.8770229942168783,3.22152864480183e-07,3.50260225590084e-07,3.285875554229966e-07,1.1937882924052262e-27,-1.9017493956042267e-43,-3.566949165328976e-07
1.694634244246409e-07,-3.7519577363389134,3.2215453790858466e-07,3.4973811784735895e-07,3.2805461900811765e-07,2.4383729373239754e-26,6.970941269306809e-44,-3.5563819894689194e-07
1.7071407700342055e-07,-3.6268924784609484,3.2215620627957357e-07,3.4921301582410225e-07,3.275242479325369e-07,3.365589884842836e-26,-8.09499524464073e-41,-3.545810574770656e-07
1.7196472958220017e-07,-3.501827220582986,3.221578577032169e-07,3.4868464224044685e-07,3.269967816341969e-07,2.3838685876587132e-23,-1.4835282938889856e-37,-3.535235661714268e-07
1.7321538216097982e-07,-3.3767619627050216,3.221594877904606e-07,3.4815264111619445e-07,3.264725669227761e-07,5.33255259840697e-22,-1.0255483979199559e-36,-3.524657202485105e-07
1.7446603473975944e-07,-3.2516967048270593,3.2216109192918965e-07,3.4761656318387784e-07,3.25951969938104e-07,1.8830379662095923e-21,-1.467072496584431e-35,-3.514074411927941e-07
1.757166873185391e-07,-3.1266314469490943,3.2216266363587784e-07,3.4707584639980477e-07,3.254353819654952e-07,7.495582173060564e-21,-2.2779973846025957e-34,-3.5034856472942966e-07
1.7696733989731874e-07,-3.0015661890711294,3.2216419605012195e-07,3.465297908986513e-07,3.2492321517521484e-07,2.885000964054122e-20,-3.2568853597568766e-33,-3.4928881002377304e-07
1.7821799247609836e-07,-2.8765009311931675,3.2216573848068223e-07,3.4597752783034646e-07,3.2441573899174147e-07,1.0944621932200706e-19,-4.6731022029504226e-32,-3.482275283415152e-07
1.79468645054878e-07,-2.7514356733152026,3.221672554987226e-07,3.454179623246916e-07,3.239136814989092e-07,4.141906982333977e-19,-6.699109103950083e-31,-3.4716438832529244e-07
1.8071929763365763e-07,-2.6263704154372403,3.221687350114098e-07,3.448497300051809e-07,3.2341778775658294e-07,1.5665866189303803e-18,-9.610811376855443e-30,-3.4609878275192066e-07
1.8196995021243728e-07,-2.5013051575592757,3.2217016540809147e-07,3.442711451894827e-07,3.229288522584735e-07,5.92468626763656e-18,-1.379029956924681e-28,-3.4502983204578937e-07
1.832206027912169e-07,-2.3762398996813134,3.221715360670766e-07,3.4368013757730297e-07,3.224477260786325e-07,2.2407049902607702e-17,-1.9784755914470646e-27,-3.4395632761126597e-07
1.8447125536999655e-07,-2.2511746418033485,3.221728336349896e-07,3.430741764056748e-07,3.2197530666174184e-07,8.473776063773773e-17,-2.838465746335087e-26,-3.4287664951716484e-07
1.857219079487762e-07,-2.1261093839253835,3.2217405598250176e-07,3.4245018198266814e-07,3.215124645923134e-07,3.204473371412435e-16,-4.07213860714441e-25,-3.417885909129272e-07
1.8697256052755582e-07,-2.0010441260474217,3.2217522580298224e-07,3.4180442296265634e-07,3.2105996482678867e-07,1.2117603089182515e-15,-5.841732677780516e-24,-3.406891631982231e-07
1.8822321310633547e-07,-1.8759788681694567,3.221763039189523e-07,3.4113239089713185e-07,3.206188590858293e-07,4.58198166594718e-15,-8.379876563419876e-23,-3.3957495064599034e-07
1.894738656851151e-07,-1.7509136102914944,3.2217726112476875e-07,3.4042869473180196e-07,3.201899369459136e-07,1.7324490248087293e-14,-1.2019988397411954e-21,-3.384413878774358e-07
1.9072451826389474e-07,-1.6258483524135297,3.221780740640675e-07,3.396869731144335e-07,3.197735223935049e-07,6.549830830605473e-14,-1.723982854460998e-20,-3.37282486942162e-07
1.9197517084267439e-07,-1.5007830945355647,3.2217883786634716e-07,3.38899854083133e-07,3.1936892585541614e-07,2.4760042393839377e-13,-2.4723697672415273e-19,-3.360901896723787e-07
1.93225823421454e-07,-1.3757178366576026,3.221798258572913e-07,3.3805900560729757e-07,3.1897417900421115e-07,9.35859239213368e-13,-3.545123694215406e-18,-3.3485429460991155e-07
1.9447647600023366e-07,-1.2506525787796379,3.2218220641497145e-07,3.3715537278132006e-07,3.1858519088500815e-07,3.536630162737658e-12,-5.082389694064127e-17,-3.3356189383069566e-07
1.9572712857901328e-07,-1.1255873209016756,3.22190720547555e-07,3.361798213014173e-07,3.1819325848410477e-07,1.3361761111468064e-11,-7.284408471373186e-16,-3.3219572027063773e-07
1.9697778115779293e-07,-1.0005220630237108,3.2222368836629037e-07,3.3512445876476426e-07,3.1778244561406125e-07,5.046573003261413e-11,-1.0436617442136236e-14,-3.307336713059503e-07
1.9822843373657257e-07,-0.8754568051457459,3.2234598004613227e-07,3.339853368807982e-07,3.1731311909179647e-07,1.905113174642763e-10,-1.494314644055814e-13,-3.2914283781246216e-07
1.994790863153522e-07,-0.7503915472677837,3.228327871361225e-07,3.3277033105455286e-07,3.1668815424163053e-07,7.185246740897286e-10,-2.1361832043073598e-12,-3.2734208665094626e-07
2.0072973889413184e-07,-0.6253262893898189,3.246566946193414e-07,3.315165679595439e-07,3.158207678292796e-07,2.705620975853479e-09,-3.04138598993902e-11,-3.253558482854362e-07
2.0198039147291147e-07,-0.5002610315118567,3.312274347897686e-07,3.303105007562351e-07,3.1458980358932364e-07,1.014999591957363e-08,-4.274493717495764e-10,-3.2339541610361414e-07
2.0323104405169111e-07,-0.37519577363389184,3.517334366367862e-07,3.293200137521681e-07,3.1291264345332686e-07,3.765232286657773e-08,-5.7469173499227e-09,-3.2240462608536385e-07
2.0448169663047076e-07,-0.25013051575592704,3.8191652924201296e-07,3.2883768762690655e-07,3.1140379898782847e-07,1.3452542985040977e-07,-6.690840128925943e-08,-3.2594198593387237e-07
2.0573234920925038e-07,-0.12506525787796482,1.9436319622585874e-07,3.2924682159159086e-07,3.1402493077076133e-07,4.252955479252199e-07,-5.288943115802764e-07,-3.45309792481437e-07
2.0698300178803003e-07,0.0,-7.053697717351096e-07,3.3034026622442264e-07,3.205728619029217e-07,9.614739973697846e-07,-1.913512687584599e-06,-4.0424420964763927e-07
2.0823365436680966e-07,0.1250652578779622,-1.0905600645901124e-06,3.306135104854495e-07,3.178908656746317e-07,1.1054503153239894e-06,-2.340923858143336e-06,-5.035908979308468e-07
2.094843069455893e-07,0.25013051575592704,-2.9441765825608685e-07,3.299369360410758e-07,3.0231199025430923e-07,5.880794586853461e-07,-9.268149506746828e-07,-5.879310925621353e-07
2.1073495952436895e-07,0.37519577363389184,5.029043001475868e-08,3.306699712457121e-07,2.947684967528569e-07,1.9931330611543347e-07,-1.415619800433291e-07,-6.328993640559147e-07
2.1198561210314857e-07,0.5002610315118541,2.2242781478590393e-08,3.331766061299956e-07,2.99327400784004e-07,5.711582109965447e-08,-1.2901125481626814e-08,-6.544759210534368e-07
2.1323626468192822e-07,0.6253262893898189,-1.0960203114146301e-08,3.3648268294298494e-07,3.0482112414185864e-07,1.554722362900849e-08,-9.771827700448322e-10,-6.668340510579534e-07
2.1448691726070784e-07,0.7503915472677811,-2.2317564598726253e-08,3.398956096801763e-07,3.090805142251239e-07,4.165572392913954e-09,-7.003150843217608e-11,-6.753892293885083e-07
2.157375698394875e-07,0.8754568051457459,-2.553195957434647e-08,3.4306355778872954e-07,3.122052930103592e-07,1.1096683505492461e-09,-4.9367279746089465e-12,-6.819055419960098e-07
