z_m,distance_from_GB_over_W,resultant_N,surface_bulk_N,surface_gradient_N,gb_bulk_N,gb_gradient_N,constraint_N
2.1698822241826714e-07,1.0005220630237108,-2.638554694451686e-08,3.458522649700846e-07,3.1464489785961657e-07,2.948396778243275e-10,-3.461130458847831e-13,-6.871772033389964e-07
2.1823887499704676e-07,1.125587320901673,-2.6612672038653928e-08,3.4823926353140616e-07,3.1670016099014125e-07,7.822764016072103e-11,-2.4213100821887623e-14,-6.916302999872612e-07
2.194895275758264e-07,1.2506525787796379,-2.6672474991845076e-08,3.5024611475467347e-07,3.18493397761511e-07,2.0734305856829024e-11,-1.6918090176100104e-15,-6.954327201220774e-07
2.2074018015460603e-07,1.3757178366576,-2.668854376309658e-08,3.5191254944411665e-07,3.2008772926304e-07,5.491161907752933e-12,-1.1810680924668417e-16,-6.986943135140542e-07
2.2199083273338568e-07,1.5007830945355647,-2.669376747480203e-08,3.5328402114821163e-07,3.215171510051402e-07,1.4532612461398117e-12,-8.2394310263814e-18,-7.014963928811606e-07
2.232414853121653e-07,1.625848352413527,-2.6696128100636333e-08,3.5440532672377366e-07,3.227965216543012e-07,3.8438730192306653e-13,-5.7446532474871395e-19,-7.038983608654386e-07
2.2449213789094495e-07,1.7509136102914917,-2.669803243660541e-08,3.5531754358259394e-07,3.239335409538329e-07,1.0161861404534716e-13,-4.003214826587225e-20,-7.059492185916063e-07
2.257427904697246e-07,1.8759788681694567,-2.669979891469913e-08,3.5605690758867935e-07,3.249288846251493e-07,2.685226181168375e-14,-2.788413859729519e-21,-7.076856179807868e-07
2.2699344304850422e-07,2.001044126047419,-2.6701410436895174e-08,3.566545435756949e-07,3.257800730375844e-07,7.092686528573766e-15,-1.9414571305293708e-22,-7.091360341428608e-07
2.2824409562728387e-07,2.1261093839253835,-2.6702797621342477e-08,3.5713671502264895e-07,3.2648321301385916e-07,1.872740564256106e-15,-1.351248994567799e-23,-7.103227275305912e-07
2.294947482060635e-07,2.251174641803346,-2.670387844381835e-08,3.5752530651354704e-07,3.270339264556631e-07,4.943025785908693e-16,-9.401377844569327e-25,-7.112631119073311e-07
2.3074540078484314e-07,2.3762398996813108,-2.6704601971148323e-08,3.57838386212345e-07,3.2742786383853307e-07,1.304260867466053e-16,-6.538891037110843e-26,-7.119708521524525e-07
2.319960533636228e-07,2.5013051575592757,-2.6704905374834737e-08,3.580907669159964e-07,3.276609633755623e-07,3.440376222433592e-17,-4.546544689906657e-27,-7.124566357007971e-07
2.332467059424024e-07,2.6263704154372376,-2.670475290253073e-08,3.582945244582739e-07,3.277296748836112e-07,9.071928105616048e-18,-3.160448049429622e-28,-7.127289522534877e-07
2.3449735852118206e-07,2.7514356733152026,-2.670416546852332e-08,3.5845946205796003e-07,3.276311346022785e-07,2.391224218516561e-18,-2.195879385044459e-29,-7.12794762131153e-07
2.3574801109996168e-07,2.876500931193165,-2.6703124440164692e-08,3.5859352597030786e-07,3.273626553790304e-07,6.305198271872655e-19,-1.5250667868164069e-30,-7.126593057901335e-07
2.3699866367874133e-07,3.0015661890711294,-2.6701560259949053e-08,3.5870314316406374e-07,3.269216976933503e-07,1.6605910032295952e-19,-1.0610192550541712e-31,-7.123264011175291e-07
2.3824931625752098e-07,3.1266314469490943,-2.6699470645091482e-08,3.5879348616042814e-07,3.263063958857254e-07,4.357265009744726e-20,-7.37334915731415e-33,-7.117993526912887e-07
2.394999688363006e-07,3.2516967048270566,-2.6696845759760692e-08,3.5886870849762726e-07,3.255152574799122e-07,1.1317416311641101e-20,-4.9670827772194785e-34,-7.110808117373115e-07
2.4075062141508025e-07,3.3767619627050216,-2.669369730035587e-08,3.589321403271747e-07,3.2454706915596406e-07,3.3794972486030577e-21,-3.2611636628846454e-35,-7.10172906783498e-07
2.420012739938599e-07,3.501827220582986,-2.6690015252141046e-08,3.589864484251294e-07,3.2340085567349175e-07,1.0103949899614962e-21,-3.526512941756642e-36,-7.090773193507632e-07
2.432519265726395e-07,3.6268924784609458,-2.6685809278765928e-08,3.59033767237602e-07,3.2207583913321523e-07,0.0,-3.6824066298466402e-37,-7.077954156495832e-07
2.4450257915141914e-07,3.7519577363389107,-2.668108174846698e-08,3.590758067683197e-07,3.205713892225788e-07,0.0,0.0,-7.063282777393655e-07
2.457532317301988e-07,3.8770229942168757,-2.6675855613564803e-08,3.591139420058805e-07,3.1888697133222055e-07,0.0,0.0,-7.046767689516659e-07
2.4700388430897844e-07,4.002088252094841,-2.6670150333097217e-08,3.591492881400551e-07,3.1702206442109844e-07,0.0,0.0,-7.028415028942508e-07
2.482545368877581e-07,4.127153509972805,-2.6663850461172956e-08,3.59182766017027e-07,3.1497565074391243e-07,0.0,0.0,-7.008222672221124e-07
2.495051894665377e-07,4.252218767850764,-2.66569254523082e-08,3.592151232244207e-07,3.127470538692912e-07,0.0,0.0,-6.986191025460201e-07
2.5075584204531733e-07,4.37728402572873,-2.664945541180902e-08,3.592469253063111e-07,3.1033665856505447e-07,0.0,0.0,-6.962330392831746e-07
2.52006494624097e-07,4.502349283606694,-2.6641512629547932e-08,3.592786042013463e-07,3.077446097728502e-07,0.0,0.0,-6.936647266037444e-07
2.532571472028766e-07,4.627414541484659,-2.663318499619098e-08,3.5931050965511624e-07,3.0497081001055105e-07,0.0,0.0,-6.909145046618583e-07
2.545077997816563e-07,4.752479799362624,-2.662414286042295e-08,3.5934296661259254e-07,3.020138575594071e-07,0.0,0.0,-6.879809670324225e-07
2.5575845236043587e-07,4.877545057240583,-2.6614561088208608e-08,3.5937622481622577e-07,2.988741774216199e-07,0.0,0.0,-6.848649633260543e-07
2.570091049392155e-07,5.002610315118549,-2.6604543484998945e-08,3.594104504413955e-07,2.95552347594032e-07,0.0,0.0,-6.815673415204264e-07
2.5825975751799517e-07,5.127675572996513,-2.659405332049367e-08,3.594457776891136e-07,2.920480304680361e-07,0.0,0.0,-6.780878614776433e-07
2.595104100967748e-07,5.252740830874478,-2.6582939905791343e-08,3.5948235849783807e-07,2.8836013982205474e-07,0.0,0.0,-6.744254382256841e-07
2.6076106267555446e-07,5.377806088752443,-2.6571399117743825e-08,3.595202823232464e-07,2.8448979197587493e-07,0.0,0.0,-6.705814734168652e-07
2.6201171525433406e-07,5.5028713466304024,-2.6559377419907277e-08,3.595596059336063e-07,2.804367837266239e-07,0.0,0.0,-6.665557670801374e-07
2.632623678331137e-07,5.627936604508367,-2.654679186365024e-08,3.5960041645784046e-07,2.762001447544198e-07,0.0,0.0,-6.623473530759105e-07
2.6451302041189336e-07,5.753001862386332,-2.65339066870506e-08,3.596427524070058e-07,2.7178108906737257e-07,0.0,0.0,-6.57957748161429e-07
2.65763672990673e-07,5.878067120264297,-2.6520324644491183e-08,3.5968665595913686e-07,2.6717848490484326e-07,0.0,0.0,-6.533854655084713e-07
2.6701432556945265e-07,6.003132378142261,-2.6506404224234207e-08,3.597321679578808e-07,2.623928831226204e-07,0.0,0.0,-6.486314553047354e-07
2.6826497814823225e-07,6.1281976360202215,-2.6491933241969723e-08,3.597792972273523e-07,2.574243158204251e-07,0.0,0.0,-6.436955462897471e-07
2.695156307270119e-07,6.253262893898186,-2.6477090520865747e-08,3.598280779765357e-07,2.522722707596993e-07,0.0,0.0,-6.385774392571007e-07
2.7076628330579154e-07,6.378328151776151,-2.64617615942155e-08,3.5987851174484945e-07,2.469373599833721e-07,0.0,0.0,-6.332776333224371e-07
2.720169358845712e-07,6.503393409654116,-2.6446069315686965e-08,3.5993062478529505e-07,2.414188408678948e-07,0.0,0.0,-6.277955349688769e-07
2.7326758846335084e-07,6.6284586675320805,-2.6429841387199947e-08,3.599844158487225e-07,2.3571732403568952e-07,0.0,0.0,-6.22131581271612e-07
2.7451824104213044e-07,6.7535239254100405,-2.64134130638589e-08,3.600399004004286e-07,2.2983236683176205e-07,0.0,0.0,-6.162856802960496e-07
2.757688936209101e-07,6.878589183288005,-2.6396316747859737e-08,3.600970803200462e-07,2.2376401912690892e-07,0.0,0.0,-6.102574161948148e-07
2.7701954619968973e-07,7.00365444116597,-2.637924150742107e-08,3.601559582482756e-07,2.1751261328865008e-07,0.0,0.0,-6.040478130443468e-07
2.782701987784694e-07,7.128719699043935,-2.6361553235044603e-08,3.602165575450672e-07,2.1107706003976765e-07,0.0,0.0,-5.976551708198795e-07
2.7952085135724903e-07,7.2537849569218995,-2.634335324705558e-08,3.6027887955351205e-07,2.0445850490700899e-07,0.0,0.0,-5.910807377075766e-07
2.807715039360286e-07,7.378850214799859,-2.6325223177627237e-08,3.603429211570008e-07,1.9765657218545833e-07,0.0,0.0,-5.843247165200864e-07
2.820221565148083e-07,7.503915472677824,-2.630654269420224e-08,3.604087011222005e-07,1.9067047378908562e-07,0.0,0.0,-5.773857176054884e-07
2.832728090935879e-07,7.628980730555789,-2.6287276731734264e-08,3.6047622495990233e-07,1.8350109980530605e-07,0.0,0.0,-5.702646014969427e-07
2.8452346167236757e-07,7.754045988433754,-2.626782954839459e-08,3.605454833713451e-07,1.761483180792976e-07,0.0,0.0,-5.629616309990372e-07
2.857741142511472e-07,7.8791112463117186,-2.624835649098194e-08,3.6061647094997886e-07,1.6861188728636182e-07,0.0,0.0,-5.554767147273227e-07
2.870247668299268e-07,8.004176504189678,-2.6228632497153446e-08,3.6068919733098864e-07,1.608914538951138e-07,0.0,0.0,-5.478092837232559e-07
2.8827541940870646e-07,8.129241762067643,-2.6208427842029556e-08,3.6076367797415e-07,1.5298715243197737e-07,0.0,0.0,-5.399592582481569e-07
2.895260719874861e-07,8.254307019945607,-2.6187833492899774e-08,3.6083992185698286e-07,1.4489915472713295e-07,0.0,0.0,-5.319269100770156e-07
2.9077672456626576e-07,8.379372277823572,-2.6166955376382208e-08,3.6091792936821796e-07,1.3662739993013055e-07,0.0,0.0,-5.237122846747307e-07
2.920273771450454e-07,8.504437535701538,-2.614584733902232e-08,3.6099769666764373e-07,1.281718336747628e-07,0.0,0.0,-5.153153776814288e-07
2.93278029723825e-07,8.629502793579498,-2.612454844519433e-08,3.6107921747308216e-07,1.1953241208019975e-07,0.0,0.0,-5.067361779984763e-07
2.9452868230260465e-07,8.754568051457461,-2.610311073472438e-08,3.6116248363420135e-07,1.1070909701810492e-07,0.0,0.0,-4.979746913870307e-07
2.957793348813843e-07,8.879633309335427,-2.6081644518264428e-08,3.6124748626133266e-07,1.0170181163586791e-07,0.0,0.0,-4.89030942415465e-07
2.9702998746016395e-07,9.004698567213392,-2.606002131812671e-08,3.6133422524036926e-07,9.251023694307547e-08,0.0,0.0,-4.799044835015714e-07
2.982806400389436e-07,9.129763825091356,-2.6038111953548998e-08,3.6142271509055504e-07,8.313446170305736e-08,0.0,0.0,-4.705952887471614e-07
2.995312926177232e-07,9.254829082969316,-2.6016022319427546e-08,3.6151296590738555e-07,7.357472232888323e-08,0.0,0.0,-4.611037105556963e-07
3.0078194519650284e-07,9.379894340847281,-2.599390476821019e-08,3.6160497259937305e-07,6.383085962484632e-08,0.0,0.0,-4.5142973699242955e-07
3.020325977752825e-07,9.504959598725245,-2.5971637456663648e-08,3.616987366741664e-07,5.390253809210474e-08,0.0,0.0,-4.415729122229348e-07
3.0328325035406214e-07,9.63002485660321,-2.594929052876075e-08,3.6179426281417285e-07,4.379011157062761e-08,0.0,0.0,-4.315336649135612e-07
3.045339029328418e-07,9.755090114481176,-2.5926957810310834e-08,3.618915507210376e-07,3.349320928352786e-08,0.0,0.0,-4.2131171781487633e-07
3.057845555116214e-07,9.880155372359134,-2.5904467618986153e-08,3.619906046917632e-07,2.3011878392642512e-08,0.0,0.0,-4.1090695070339185e-07
3.0703520809040103e-07,10.0052206302371,-2.588191255460024e-08,3.6209143017614085e-07,1.2346145643359595e-08,0.0,0.0,-4.003194883741007e-07
3.082858606691807e-07,10.130285888115065,-2.5859372978199592e-08,3.6219402877185066e-07,1.495922308123694e-09,0.0,0.0,-3.8954932405817393e-07
3.0953651324796033e-07,10.255351145993028,-2.5836946650472187e-08,3.6229839823854694e-07,-9.53885812160425e-09,0.0,0.0,-3.785964867674149e-07
3.1078716582674e-07,10.380416403870994,-2.581452187958901e-08,3.6240453645779876e-07,-2.075840122107277e-08,0.0,0.0,-3.67460657116315e-07
3.1203781840551957e-07,10.505481661748954,-2.579210561926132e-08,3.625124487576909e-07,-3.216257035941161e-08,0.0,0.0,-3.5614198401754063e-07
3.132884709842992e-07,10.630546919626918,-2.5769764324569303e-08,3.6262213682612655e-07,-4.37514991759044e-08,0.0,0.0,-3.446404019747915e-07
3.1453912356307887e-07,10.755612177504883,-2.5747527322339293e-08,3.627336022135928e-07,-5.552524115350957e-08,0.0,0.0,-3.3295588838242256e-07
3.157897761418585e-07,10.880677435382848,-2.5724793272139898e-08,3.6284684599281916e-07,-6.748314078400161e-08,0.0,0.0,-3.2108849848095746e-07
3.1704042872063816e-07,11.005742693260812,-2.5702201513526286e-08,3.6296168760178075e-07,-7.96184195544297e-08,0.0,0.0,-3.090454695608773e-07
3.1829108129941776e-07,11.130807951138772,-2.5679460249866357e-08,3.6307643375405236e-07,-9.191659654465284e-08,0.0,0.0,-2.9683929745926586e-07
3.195417338781974e-07,11.255873209016737,-2.5656322159176157e-08,3.631853030829442e-07,-1.0435772786841835e-07,0.0,0.0,-2.84483897373702e-07
3.2079238645697706e-07,11.380938466894703,-2.563243061910689e-08,3.6327473606637903e-07,-1.1691172399190615e-07,0.0,0.0,-2.719954426935798e-07
3.220430390357567e-07,11.506003724772667,-2.5607261892086437e-08,3.6331786713083995e-07,-1.2953183086221206e-07,0.0,0.0,-2.5939329816071433e-07
3.232936916145363e-07,11.631068982650627,-2.5580062175061866e-08,3.6326617285135883e-07,-1.4214516423812168e-07,0.0,0.0,-2.46701070788299e-07
3.2454434419331595e-07,11.756134240528592,-2.554979465406903e-08,3.630371658988445e-07,-1.5463917118693244e-07,0.0,0.0,-2.339477893659811e-07
3.257949967720956e-07,11.881199498406556,-2.551513378493297e-08,3.624970741479885e-07,-1.6684300681685097e-07,0.0,0.0,-2.2116920111607051e-07
3.2704564935087525e-07,12.006264756284521,-2.5474578296560197e-08,3.614380674691878e-07,-1.7850350800058793e-07,0.0,0.0,-2.0840913776516008e-07
3.282963019296549e-07,12.131330014162486,-2.5426795403950175e-08,3.595513048698701e-07,-1.892572517033994e-07,0.0,0.0,-1.9572084857042088e-07
3.295469545084345e-07,12.256395272040445,-2.537133076241936e-08,3.564005157429501e-07,-1.9860372409144475e-07,0.0,0.0,-1.8316812241392473e-07
3.3079760708721414e-07,12.38146052991841,-2.5309761967074337e-08,3.51406364787218e-07,-2.058901979590316e-07,0.0,0.0,-1.7082592879526076e-07
3.320482596659938e-07,12.506525787796376,-2.5247148092872552e-08,3.438586626030016e-07,-2.103255963276853e-07,0.0,0.0,-1.5878021436818887e-07
3.3329891224477343e-07,12.63159104567434,-2.519317930325142e-08,3.329782451390264e-07,-2.1104499246316224e-07,0.0,0.0,-1.471264319791156e-07
3.345495648235531e-07,12.756656303552305,-2.5161899554976836e-08,3.1804646267829175e-07,-2.0724195468318974e-07,0.0,0.0,-1.3596640755007885e-07
3.358002174023327e-07,12.881721561430265,-2.516876416807468e-08,2.9859998885707987e-07,-1.9836542332443325e-07,0.0,0.0,-1.254033297007213e-07
3.3705086998111233e-07,13.006786819308228,-2.5224812235647976e-08,2.7465057306520476e-07,-1.8434036933223735e-07,0.0,0.0,-1.1553501596861538e-07
3.38301522559892e-07,13.131852077186194,-2.532999345497237e-08,2.468480392611203e-07,-1.657319023604327e-07,0.0,0.0,-1.0644613035565997e-07
3.395521751386716e-07,13.25691733506416,-2.5469736533929823e-08,2.164921251622671e-07,-1.4376131358059665e-07,0.0,0.0,-9.820054811560026e-08
3.4080282771745127e-07,13.381982592942123,-2.5618196376819846e-08,1.853430955754703e-07,-1.2012594670448984e-07,0.0,0.0,-9.08353452478003e-08
3.4205348029623087e-07,13.507047850820083,-2.5747529787060102e-08,1.5527346347247244e-07,-9.666327171065092e-08,0.0,0.0,-8.435772154888163e-08
3.433041328750105e-07,13.632113108698048,-2.5838074217341653e-08,1.2788759227183576e-07,-7.498014452536196e-08,0.0,0.0,-7.874552196381545e-08
3.4455478545379016e-07,13.757178366576012,-2.5883704919676862e-08,1.0425074889049963e-07,-5.618332699947519e-08,0.0,0.0,-7.39511268107013e-08
3.458054380325698e-07,13.882243624453977,-2.5890449598863043e-08,8.48046345339016e-08,-4.0787380988415976e-08,0.0,0.0,-6.990770314434867e-08
3.4705609061134946e-07,14.007308882331943,-2.5870859094072325e-08,6.945317812848625e-08,-2.8787601294028944e-08,0.0,0.0,-6.653643592852962e-08
3.4830674319012906e-07,14.132374140209903,-2.5838117172663693e-08,5.7741519836188104e-08,-1.9826188200554365e-08,0.0,0.0,-6.375344880829743e-08
3.495573957689087e-07,14.257439398087866,-2.5802409082934528e-08,4.9045173753443416e-08,-1.3372053838592407e-08,0.0,0.0,-6.147552899778554e-08
3.5080804834768835e-07,14.382504655965832,-2.5769874596656895e-08,4.2716818724818136e-08,-8.862431303973834e-09,0.0,0.0,-5.96242620175012e-08
3.52058700926468e-07,14.507569913843797,-2.5743213052245025e-08,3.817467972717218e-08,-5.7893074438829085e-09,0.0,0.0,-5.81285853355343e-08
3.5330935350524765e-07,14.63263517172176,-2.5722867328789754e-08,3.494057935211663e-08,-3.737433435636439e-09,0.0,0.0,-5.692601324526994e-08
3.5456000608402725e-07,14.757700429599721,-2.570811392051855e-08,3.264464578420903e-08,-2.389881037904633e-09,0.0,0.0,-5.5962878666822946e-08
3.558106586628069e-07,14.882765687477686,-2.569781257006295e-08,3.101266517119137e-08,-1.516548763035662e-09,0.0,0.0,-5.519392897821866e-08
3.5706131124158654e-07,15.00783094535565,-2.569082211235683e-08,2.984724204304749e-08,-9.565110631869472e-10,0.0,0.0,-5.4581553092217375e-08
3.583119638203662e-07,15.132896203233615,-2.56861805841402e-08,2.9009043789630016e-08,-6.003817720171446e-10,0.0,0.0,-5.409484260175307e-08
3.5956261639914584e-07,15.25796146111158,-2.5683149831292872e-08,2.84008876140757e-08,-3.7541594968048053e-10,0.0,0.0,-5.370862149568809e-08
3.6081326897792543e-07,15.383026718989539,-2.5681196240224016e-08,2.795537464957787e-08,-2.3404590067200134e-10,0.0,0.0,-5.340252498912988e-08
3.620639215567051e-07,15.508091976867505,-2.5679949489088556e-08,2.762579117431086e-08,-1.4557118006126842e-10,0.0,0.0,-5.316016948333815e-08
3.6331457413548473e-07,15.63315723474547,-2.567915996409913e-08,2.7379647794997656e-08,-9.037745191143345e-11,0.0,0.0,-5.296843030718535e-08
3.645652267142644e-07,15.758222492623434,-2.5678662974705237e-08,2.719419699609697e-08,-5.603150211445813e-11,0.0,0.0,-5.281682846868775e-08
3.6581587929304403e-07,15.883287750501399,-2.5678351581722584e-08,2.7053367709905915e-08,-3.4700158723289385e-11,0.0,0.0,-5.269701913290521e-08
3.670665318718236e-07,16.00835300837936,-2.5678157177582145e-08,2.694568508957156e-08,-2.1471745204988265e-11,0.0,0.0,-5.260237052194872e-08
3.6831718445060327e-07,16.133418266257323,-2.567803614825259e-08,2.6862862299877883e-08,-1.3277794436448743e-11,0.0,0.0,-5.252762065369402e-08
3.695678370293829e-07,16.25848352413529,-2.5677960961843046e-08,2.6798845466706397e-08,-8.206814601183164e-12,0.0,0.0,-5.246859961394826e-08
3.7081848960816257e-07,16.383548782013253,-2.5677914331781703e-08,2.6749162476689813e-08,-5.070678593042906e-12,0.0,0.0,-5.242200612987847e-08
3.720691421869422e-07,16.508614039891217,-2.5677885449100028e-08,2.671047530669169e-08,-3.1321422828868926e-12,0.0,0.0,-5.238522861350883e-08
3.733197947657218e-07,16.633679297769177,-2.567786757665358e-08,2.6680269070684424e-08,-1.9343405107655613e-12,0.0,0.0,-5.235620230682724e-08
3.7457044734450146e-07,16.75874455564714,-2.567785652552623e-08,2.6656633460475764e-08,-1.1944430147467862e-12,0.0,0.0,-5.233329554298725e-08
3.758210999232811e-07,16.883809813525108,-2.567784969610484e-08,2.6638107170682795e-08,-7.37493963737475e-13,0.0,0.0,-5.23152193728239e-08
3.7707175250206076e-07,17.00887507140307,-2.5677845477414276e-08,2.662356572344098e-08,-4.553309279919507e-13,0.0,0.0,-5.2300955869927264e-08
3.783224050808404e-07,17.133940329281035,-2.5677842872245362e-08,2.6612139564702733e-08,-2.811144663528694e-13,0.0,0.0,-5.228970132248174e-08
3.7957305765962e-07,17.259005587158995,-2.567784126383635e-08,2.6603153553977047e-08,-1.7355441368829662e-13,0.0,0.0,-5.228082126339971e-08
3.8082371023839965e-07,17.384070845036963,-2.5677840270972724e-08,2.65960817779498e-08,-1.0714984018695588e-13,0.0,0.0,-5.227381489908234e-08
3.820743628171793e-07,17.509136102914926,-2.5677839658145148e-08,2.659051348449152e-08,-6.615400433002719e-14,0.0,0.0,-5.226828698863234e-08
3.8332501539595895e-07,17.63420136079289,-2.5677839279911174e-08,2.658612718679205e-08,-4.084449837631677e-14,0.0,0.0,-5.226392562220485e-08
3.845756679747386e-07,17.759266618670857,-2.567783904647468e-08,2.6582670840033124e-08,-2.521894449595445e-14,0.0,0.0,-5.226048466756331e-08
3.858263205535182e-07,17.884331876548814,-2.567783890240566e-08,2.6579946578082844e-08,-1.5571788248655436e-14,0.0,0.0,-5.2257769908700254e-08
3.8707697313229784e-07,18.00939713442678,-2.567783881349142e-08,2.6577798903652613e-08,-9.615460108347124e-15,0.0,0.0,-5.2255628101683925e-08
3.883276257110775e-07,18.134462392304744,-2.5677838758616566e-08,2.6576105513867297e-08,-5.937764435492789e-15,0.0,0.0,-5.225393833471943e-08
3.8957827828985714e-07,18.25952765018271,-2.5677838724749634e-08,2.6574770150622328e-08,-3.666892515646385e-15,0.0,0.0,-5.2252605208479446e-08
3.908289308686368e-07,18.384592908060675,-2.5677838703848014e-08,2.657371701498129e-08,-2.2646260327362502e-15,0.0,0.0,-5.225155345420327e-08
3.920795834474164e-07,18.509658165938635,-2.567783869094792e-08,2.657288639471512e-08,-1.3986804130482603e-15,0.0,0.0,-5.225072368698263e-08
3.9333023602619603e-07,18.6347234238166,-2.5677838682985894e-08,2.657223123543939e-08,-8.63902271429835e-16,0.0,0.0,-5.2250069054523015e-08
3.945808886049757e-07,18.759788681694562,-2.5677838678071283e-08,2.6571714448065033e-08,-5.336237563395176e-16,0.0,0.0,-5.224955259251256e-08
3.958315411837553e-07,18.88485393957253,-2.5677838675037267e-08,2.65713067926907e-08,-3.2963266091350794e-16,0.0,0.0,-5.2249145138095305e-08
3.9708219376253497e-07,19.009919197450493,-2.5677838673163826e-08,2.657098521400481e-08,-2.0363378403938532e-16,0.0,0.0,-5.224882368353485e-08
3.9833284634131457e-07,19.134984455328453,-2.5677838672006666e-08,2.657073153090579e-08,-1.2580378131350646e-16,0.0,0.0,-5.2248570077108674e-08
3.995834989200942e-07,19.260049713206417,-2.5677838671291625e-08,2.657053140481627e-08,-7.772510776860169e-17,0.0,0.0,-5.224836999838279e-08
4.0083415149887386e-07,19.385114971084384,-2.5677838670849553e-08,2.6570373526927883e-08,-4.802329896220967e-17,0.0,0.0,-5.2248212149754135e-08
4.020848040776535e-07,19.510180228962348,-2.567783867057607e-08,2.6570248977357336e-08,-2.967321464980198e-17,0.0,0.0,-5.224808761826019e-08
4.033354566564331e-07,19.635245486840308,-2.5677838670406793e-08,2.657015071980938e-08,-1.8335722114964128e-17,0.0,0.0,-5.224798937188045e-08
4.0458610923521276e-07,19.76031074471827,-2.567783867030192e-08,2.6570073203434215e-08,-1.1330558470884629e-17,0.0,0.0,-5.2247911862405577e-08
4.058367618139924e-07,19.885376002596235,-2.567783867023695e-08,2.6570012049453826e-08,-7.00202887028894e-18,0.0,0.0,-5.224785071268875e-08
4.0708741439277205e-07,20.010441260474202,-2.5677838670196673e-08,2.6569963803921158e-08,-4.327284476131532e-18,0.0,0.0,-5.224780246979055e-08
4.083380669715517e-07,20.135506518352166,-2.5677838670171675e-08,2.6569925742053032e-08,-2.6743940833773245e-18,0.0,0.0,-5.224776440955031e-08
4.095887195503313e-07,20.260571776230126,-2.567783867015617e-08,2.6569895714091347e-08,-1.6529244933225494e-18,0.0,0.0,-5.224773438259459e-08
4.1083937212911095e-07,20.38563703410809,-2.567783867014653e-08,2.6569872024238855e-08,-1.0216390834203658e-18,0.0,0.0,-5.2247710693363746e-08
4.120900247078906e-07,20.510702291986057,-2.567783867014054e-08,2.6569853334758163e-08,-6.3147721656890405e-19,0.0,0.0,-5.2247692004267226e-08
4.1334067728667024e-07,20.63576754986402,-2.567783867013679e-08,2.656983858988184e-08,-3.903294197627486e-19,0.0,0.0,-5.22476772596283e-08
4.145913298654499e-07,20.760832807741984,-2.5677838670134475e-08,2.6569826956326392e-08,-2.41275585376213e-19,0.0,0.0,-5.224766562621959e-08
4.158419824442295e-07,20.885898065619944,-2.5677838670133013e-08,2.6569817776811372e-08,-1.4914187096283145e-19,0.0,0.0,-5.2247656446795244e-08
4.1709263502300913e-07,21.01096332349791,-2.5677838670132093e-08,2.6569810532737168e-08,-9.219181728809577e-20,0.0,0.0,-5.224764920277707e-08
4.183432876017888e-07,21.136028581375875,-2.5677838670131537e-08,2.6569804814437815e-08,-5.699078165967277e-20,0.0,0.0,-5.224764348451236e-08
4.1959394018056843e-07,21.26109383925384,-2.567783867013118e-08,2.6569800298491057e-08,-3.5234458782850045e-20,0.0,0.0,-5.2247638968587e-08
4.208445927593481e-07,21.386159097131806,-2.567783867013097e-08,2.6569796729938315e-08,-2.178880426022094e-20,0.0,0.0,-5.22476354000475e-08
4.220952453381277e-07,21.511224355009762,-2.5677838670130845e-08,2.656979390753235e-08,-1.3479223377669363e-20,0.0,0.0,-5.2247632577649717e-08
4.233458979169073e-07,21.63628961288773,-2.5677838670130753e-08,2.6569791671926926e-08,-8.343701368638293e-21,0.0,0.0,-5.2247630342049335e-08
4.2459655049568697e-07,21.761354870765693,-2.5677838670130707e-08,2.6569789896856637e-08,-5.1698440372022396e-21,0.0,0.0,-5.2247628566982176e-08
4.258472030744666e-07,21.886420128643657,-2.567783867013068e-08,2.656978848226233e-08,-3.2081354264952038e-21,0.0,0.0,-5.22476271523898e-08
4.2709785565324627e-07,22.011485386521624,-2.5677838670130657e-08,2.6569787348302993e-08,-1.9953373064625806e-21,0.0,0.0,-5.2247626018431654e-08
4.2834850823202586e-07,22.136550644399584,-2.5677838670130654e-08,2.6569786430681066e-08,-1.245156200582155e-21,0.0,0.0,-5.2247625100810475e-08
4.295991608108055e-07,22.261615902277548,-2.567783867013064e-08,2.6569785677472396e-08,-7.807630704212384e-22,0.0,0.0,-5.2247624347602256e-08
4.3084981338958516e-07,22.38668116015551,-2.5677838670130634e-08,2.6569785046379564e-08,-4.931449012633038e-22,0.0,0.0,-5.2247623716509704e-08
4.321004659683648e-07,22.51174641803348,-2.567783867013063e-08,2.656978450201779e-08,-3.151168033258452e-22,0.0,0.0,-5.2247623172148106e-08
4.3335111854714446e-07,22.636811675911442,-2.567783867013062e-08,2.65697840138552e-08,-2.0538442942710456e-22,0.0,0.0,-5.2247622683985614e-08
4.3460177112592405e-07,22.761876933789402,-2.567783867013062e-08,2.65697835547394e-08,-1.387263766000178e-22,0.0,0.0,-5.224762222486988e-08
4.358524237047037e-07,22.886942191667366,-2.5677838670130624e-08,2.6569783099324992e-08,-9.992531810969326e-23,0.0,0.0,-5.2247621769455516e-08
4.3710307628348335e-07,23.01200744954533,-2.567783867013062e-08,2.6569782622362847e-08,-8.027594888065592e-23,0.0,0.0,-5.224762129249339e-08
4.38353728862263e-07,23.137072707423297,-2.5677838670130614e-08,2.6569782097114265e-08,-7.546822506474344e-23,0.0,0.0,-5.22476207672448e-08
