q_over_b,u_m,z_m,surface_radius_m
0.1,2.5000000000000004e-11,3.0191826923076927e-07,1.5989142119716707e-07
0.1,2.5000000000000004e-11,3.0241689560439564e-07,1.5971900308471255e-07
0.1,2.5000000000000004e-11,3.02915521978022e-07,1.5954297406684885e-07
0.1,2.5000000000000004e-11,3.034141483516484e-07,1.593628921118606e-07
0.1,2.5000000000000004e-11,3.0391277472527474e-07,1.5917787232972977e-07
0.1,2.5000000000000004e-11,3.044114010989011e-07,1.589893739463008e-07
0.1,2.5000000000000004e-11,3.0491002747252753e-07,1.5879635952642962e-07
0.1,2.5000000000000004e-11,3.054086538461539e-07,1.5859876200586863e-07
0.1,2.5000000000000004e-11,3.0590728021978027e-07,1.5839751671389814e-07
0.1,2.5000000000000004e-11,3.0640590659340664e-07,1.5819115291229918e-07
0.1,2.5000000000000004e-11,3.06904532967033e-07,1.5798115896651135e-07
0.1,2.5000000000000004e-11,3.074031593406594e-07,1.5776642640554976e-07
0.1,2.5000000000000004e-11,3.0790178571428575e-07,1.5754731839614669e-07
0.1,2.5000000000000004e-11,3.084004120879121e-07,1.5732410267385128e-07
0.1,2.5000000000000004e-11,3.088990384615385e-07,1.5709587592911022e-07
0.1,2.5000000000000004e-11,3.0939766483516485e-07,1.5686388201434412e-07
0.1,2.5000000000000004e-11,3.098962912087912e-07,1.5662663124520958e-07
0.1,2.5000000000000004e-11,3.1039491758241764e-07,1.563856619181109e-07
0.1,2.5000000000000004e-11,3.10893543956044e-07,1.561393538439826e-07
0.1,2.5000000000000004e-11,3.113921703296704e-07,1.558892753024811e-07
0.1,2.5000000000000004e-11,3.1189079670329675e-07,1.5563381529601556e-07
0.1,2.5000000000000004e-11,3.123894230769231e-07,1.5537451484145265e-07
0.1,2.5000000000000004e-11,3.128880494505495e-07,1.5510980275729755e-07
0.1,2.5000000000000004e-11,3.1338667582417585e-07,1.5484113883732206e-07
0.1,2.5000000000000004e-11,3.138853021978022e-07,1.5456711397659336e-07
0.1,2.5000000000000004e-11,3.143839285714286e-07,1.542888589724106e-07
0.1,2.5000000000000004e-11,3.1488255494505496e-07,1.540055342241674e-07
0.1,2.5000000000000004e-11,3.153811813186814e-07,1.5371738254508607e-07
0.1,2.5000000000000004e-11,3.1587980769230775e-07,1.5342479573411468e-07
0.1,2.5000000000000004e-11,3.163784340659341e-07,1.531267695206798e-07
0.1,2.5000000000000004e-11,3.168770604395605e-07,1.5282452031071442e-07
0.1,2.5000000000000004e-11,3.1737568681318686e-07,1.525168212402006e-07
0.1,2.5000000000000004e-11,3.178743131868132e-07,1.522042527881982e-07
0.1,2.5000000000000004e-11,3.183729395604396e-07,1.5188711320560259e-07
0.1,2.5000000000000004e-11,3.1887156593406596e-07,1.5156438191107494e-07
0.1,2.5000000000000004e-11,3.1937019230769233e-07,1.5123694353130965e-07
0.1,2.5000000000000004e-11,3.198688186813187e-07,1.5090455573543002e-07
0.1,2.5000000000000004e-11,3.2036744505494507e-07,1.505666034057596e-07
0.1,2.5000000000000004e-11,3.208660714285715e-07,1.5022380269726135e-07
0.1,2.5000000000000004e-11,3.2136469780219786e-07,1.4987601786735408e-07
0.1,2.5000000000000004e-11,3.218633241758242e-07,1.4952257422119058e-07
0.1,2.5000000000000004e-11,3.223619505494506e-07,1.491639767599985e-07
0.1,2.5000000000000004e-11,3.2286057692307696e-07,1.48800496519359e-07
0.1,2.5000000000000004e-11,3.2335920329670333e-07,1.484313716126773e-07
0.1,2.5000000000000004e-11,3.238578296703297e-07,1.48056726436565e-07
0.1,2.5000000000000004e-11,3.2435645604395607e-07,1.4767685105638174e-07
0.1,2.5000000000000004e-11,3.2485508241758244e-07,1.4729184417686719e-07
0.1,2.5000000000000004e-11,3.253537087912088e-07,1.4690111669477258e-07
0.1,2.5000000000000004e-11,3.2585233516483523e-07,1.46504731984915e-07
0.1,2.5000000000000004e-11,3.263509615384616e-07,1.4610284269155495e-07
0.1,2.5000000000000004e-11,3.2684958791208797e-07,1.4569554136061217e-07
0.1,2.5000000000000004e-11,3.2734821428571433e-07,1.4528279309095359e-07
0.1,2.5000000000000004e-11,3.278468406593407e-07,1.4486421332589923e-07
0.1,2.5000000000000004e-11,3.2834546703296707e-07,1.444398336119156e-07
0.1,2.5000000000000004e-11,3.2884409340659344e-07,1.440097003923723e-07
0.1,2.5000000000000004e-11,3.293427197802198e-07,1.435738289669702e-07
0.1,2.5000000000000004e-11,3.298413461538462e-07,1.4313220981100896e-07
0.1,2.5000000000000004e-11,3.3033997252747255e-07,1.4268481423810596e-07
0.1,2.5000000000000004e-11,3.308385989010989e-07,1.4223159943740975e-07
0.1,2.5000000000000004e-11,3.3133722527472534e-07,1.417724589955744e-07
0.1,2.5000000000000004e-11,3.318358516483517e-07,1.4130728927901675e-07
0.1,2.5000000000000004e-11,3.3233447802197807e-07,1.408360926826812e-07
0.1,2.5000000000000004e-11,3.3283310439560444e-07,1.4035884543366754e-07
0.1,2.5000000000000004e-11,3.333317307692308e-07,1.3987551763794937e-07
0.1,2.5000000000000004e-11,3.338303571428572e-07,1.393860752363027e-07
0.1,2.5000000000000004e-11,3.3432898351648355e-07,1.388904814482018e-07
0.1,2.5000000000000004e-11,3.348276098901099e-07,1.383886977219969e-07
0.1,2.5000000000000004e-11,3.353262362637363e-07,1.3788068420957584e-07
0.1,2.5000000000000004e-11,3.3582486263736265e-07,1.3736639978381298e-07
0.1,2.5000000000000004e-11,3.363234890109891e-07,1.3684580161727515e-07
0.1,2.5000000000000004e-11,3.3682211538461544e-07,1.3631884434071922e-07
0.1,2.5000000000000004e-11,3.373207417582418e-07,1.3578547879979292e-07
0.1,2.5000000000000004e-11,3.378193681318682e-07,1.35245640919781e-07
0.1,2.5000000000000004e-11,3.3831799450549455e-07,1.3469925083117743e-07
0.1,2.5000000000000004e-11,3.388166208791209e-07,1.3414639978883737e-07
0.1,2.5000000000000004e-11,3.393152472527473e-07,1.335870545902024e-07
0.1,2.5000000000000004e-11,3.3981387362637366e-07,1.330211714877328e-07
0.1,2.5000000000000004e-11,3.403125e-07,1.3244869269424254e-07
0.1,2.5000000000000004e-11,3.408111263736264e-07,1.318695426168454e-07
0.1,2.5000000000000004e-11,3.413097527472528e-07,1.3128362382651266e-07
0.1,2.5000000000000004e-11,3.418083791208792e-07,1.3069074915623438e-07
0.1,2.5000000000000004e-11,3.4230700549450555e-07,1.3009118017008174e-07
0.1,2.5000000000000004e-11,3.428056318681319e-07,1.2948492732102038e-07
0.1,2.5000000000000004e-11,3.433042582417583e-07,1.2887184799758127e-07
0.1,2.5000000000000004e-11,3.4380288461538466e-07,1.2825175743911455e-07
0.1,2.5000000000000004e-11,3.44301510989011e-07,1.2762445941472337e-07
0.1,2.5000000000000004e-11,3.448001373626374e-07,1.2699044973222718e-07
0.1,2.5000000000000004e-11,3.4529876373626376e-07,1.263494897350543e-07
0.1,2.5000000000000004e-11,3.4579739010989013e-07,1.257011917178721e-07
0.1,2.5000000000000004e-11,3.462960164835165e-07,1.2504580317673464e-07
0.1,2.5000000000000004e-11,3.467946428571429e-07,1.2438349559538063e-07
0.1,2.5000000000000004e-11,3.472932692307693e-07,1.2371377605678676e-07
0.1,2.5000000000000004e-11,3.4779189560439566e-07,1.2303674753028416e-07
0.1,2.5000000000000004e-11,3.4829052197802203e-07,1.2235271400993808e-07
0.1,2.5000000000000004e-11,3.487891483516484e-07,1.2166100797093054e-07
0.1,2.5000000000000004e-11,3.4928777472527477e-07,1.2096212312775498e-07
0.1,2.5000000000000004e-11,3.4978640109890113e-07,1.2025591624697353e-07
0.1,2.5000000000000004e-11,3.502850274725275e-07,1.1954187120003515e-07
0.1,2.5000000000000004e-11,3.5078365384615387e-07,1.1882071836898416e-07
0.1,2.5000000000000004e-11,3.5128228021978024e-07,1.1809158662935514e-07
0.1,2.5000000000000004e-11,3.5178090659340666e-07,1.1735522546491741e-07
0.1,2.5000000000000004e-11,3.5227953296703303e-07,1.166108328795479e-07
0.1,2.5000000000000004e-11,3.527781593406594e-07,1.158590611021122e-07
0.1,2.5000000000000004e-11,3.5327678571428577e-07,1.1509916473924522e-07
0.1,2.5000000000000004e-11,3.5377541208791214e-07,1.1433179422452513e-07
0.1,2.5000000000000004e-11,3.542740384615385e-07,1.1355614538914262e-07
0.1,2.5000000000000004e-11,3.5477266483516487e-07,1.127729435407684e-07
0.1,2.5000000000000004e-11,3.5527129120879124e-07,1.1198132807130518e-07
0.1,2.5000000000000004e-11,3.557699175824176e-07,1.1118182021606539e-07
0.1,2.5000000000000004e-11,3.56268543956044e-07,1.1037420568967192e-07
0.1,2.5000000000000004e-11,3.5676717032967035e-07,1.0955813840926518e-07
0.1,2.5000000000000004e-11,3.5726579670329677e-07,1.0873408629787058e-07
0.1,2.5000000000000004e-11,3.5776442307692314e-07,1.0790140725170867e-07
0.1,2.5000000000000004e-11,3.582630494505495e-07,1.0706020560533109e-07
0.1,2.5000000000000004e-11,3.587616758241759e-07,1.0621068511142026e-07
0.1,2.5000000000000004e-11,3.5926030219780224e-07,1.0535242230756127e-07
0.1,2.5000000000000004e-11,3.597589285714286e-07,1.0448525712512906e-07
0.1,2.5000000000000004e-11,3.60257554945055e-07,1.0360933384641675e-07
0.1,2.5000000000000004e-11,3.6075618131868135e-07,1.0272463117517406e-07
0.1,2.5000000000000004e-11,3.612548076923077e-07,1.0183071902496613e-07
0.1,2.5000000000000004e-11,3.617534340659341e-07,1.0092750665117367e-07
0.1,2.5000000000000004e-11,3.622520604395605e-07,1.0001499647576751e-07
0.1,2.5000000000000004e-11,3.627506868131869e-07,9.909308171052311e-08
0.1,2.5000000000000004e-11,3.6324931318681325e-07,9.816162428772067e-08
0.1,2.5000000000000004e-11,3.637479395604396e-07,9.722046147818328e-08
0.1,2.5000000000000004e-11,3.64246565934066e-07,9.626934322459444e-08
0.1,2.5000000000000004e-11,3.6474519230769235e-07,9.530804239872476e-08
0.1,2.5000000000000004e-11,3.652438186813187e-07,9.433646990882272e-08
0.1,2.5000000000000004e-11,3.657424450549451e-07,9.335443520902668e-08
0.1,2.5000000000000004e-11,3.6624107142857146e-07,9.2361731950654e-08
0.1,2.5000000000000004e-11,3.667396978021978e-07,9.135813885589461e-08
0.1,2.5000000000000004e-11,3.672383241758242e-07,9.034341957110354e-08
0.1,2.5000000000000004e-11,3.677369505494506e-07,8.931732147746664e-08
0.1,2.5000000000000004e-11,3.68235576923077e-07,8.82795734267921e-08
0.1,2.5000000000000004e-11,3.6873420329670335e-07,8.722981601219479e-08
0.1,2.5000000000000004e-11,3.692328296703297e-07,8.616771188097784e-08
0.1,2.5000000000000004e-11,3.697314560439561e-07,8.509306686964883e-08
0.1,2.5000000000000004e-11,3.7023008241758246e-07,8.40055420434869e-08
0.1,2.5000000000000004e-11,3.7072870879120883e-07,8.29047586623589e-08
0.1,2.5000000000000004e-11,3.712273351648352e-07,8.179028810906687e-08
0.1,2.5000000000000004e-11,3.7172596153846156e-07,8.066138162887198e-08
0.1,2.5000000000000004e-11,3.7222458791208793e-07,7.951788556474878e-08
0.1,2.5000000000000004e-11,3.7272321428571435e-07,7.835940889428504e-08
0.1,2.5000000000000004e-11,3.732218406593407e-07,7.718507040759767e-08
0.1,2.5000000000000004e-11,3.737204670329671e-07,7.599431345661318e-08
0.1,2.5000000000000004e-11,3.7421909340659346e-07,7.478688955385618e-08
0.1,2.5000000000000004e-11,3.7471771978021983e-07,7.356134748490014e-08
0.1,2.5000000000000004e-11,3.752163461538462e-07,7.231774308973556e-08
0.1,2.5000000000000004e-11,3.7571497252747257e-07,7.105447072639235e-08
0.1,2.5000000000000004e-11,3.7621359890109894e-07,6.977141138322278e-08
0.1,2.5000000000000004e-11,3.767122252747253e-07,6.846661808829836e-08
0.1,2.5000000000000004e-11,3.7721085164835167e-07,6.713976043900085e-08
0.1,2.5000000000000004e-11,3.7770947802197804e-07,6.578945481791979e-08
0.1,2.5000000000000004e-11,3.7820810439560446e-07,6.441385851378852e-08
0.1,2.5000000000000004e-11,3.7870673076923083e-07,6.301193645680941e-08
0.1,2.5000000000000004e-11,3.792053571428572e-07,6.158197504433092e-08
0.1,2.5000000000000004e-11,3.7970398351648357e-07,6.01220333071107e-08
0.1,2.5000000000000004e-11,3.8020260989010994e-07,5.8629942044017435e-08
0.1,2.5000000000000004e-11,3.807012362637363e-07,5.710328875945488e-08
0.1,2.5000000000000004e-11,3.811998626373627e-07,5.553938511886422e-08
0.1,2.5000000000000004e-11,3.8169848901098904e-07,5.3935212806104707e-08
0.1,2.5000000000000004e-11,3.821971153846154e-07,5.228734262476908e-08
0.1,2.5000000000000004e-11,3.826957417582418e-07,5.059078432455233e-08
0.1,2.5000000000000004e-11,3.831943681318682e-07,4.884167351627268e-08
0.1,2.5000000000000004e-11,3.8369299450549457e-07,4.703338945219713e-08
0.1,2.5000000000000004e-11,3.8419162087912094e-07,4.5159781022770226e-08
0.1,2.5000000000000004e-11,3.846902472527473e-07,4.3212008461478564e-08
0.1,2.5000000000000004e-11,3.851888736263737e-07,4.117937548722878e-08
0.1,2.5000000000000004e-11,3.8568750000000004e-07,3.9048920178399964e-08
0.1,2.5000000000000004e-11,3.861861263736264e-07,3.6804711268297066e-08
0.1,2.5000000000000004e-11,3.866847527472528e-07,3.442299576507984e-08
0.1,2.5000000000000004e-11,3.8718337912087915e-07,3.187456893608239e-08
0.1,2.5000000000000004e-11,3.876820054945055e-07,2.9115007606879802e-08
0.1,2.5000000000000004e-11,3.8818063186813194e-07,2.6077673851813474e-08
0.1,2.5000000000000004e-11,3.886792582417583e-07,2.2651809229935913e-08
0.1,2.5000000000000004e-11,3.891778846153847e-07,1.862319054283721e-08
0.1,2.5000000000000004e-11,3.8967651098901105e-07,1.3461951338190758e-08
0.1,2.5000000000000004e-11,3.901751373626374e-07,4.0412334885315945e-09
0.5,1.25e-10,-3.901751373626374e-07,4.95374257734477e-09
0.5,1.25e-10,-3.8967651098901105e-07,1.376657348620922e-08
0.5,1.25e-10,-3.891778846153847e-07,1.8844359627305618e-08
0.5,1.25e-10,-3.886792582417583e-07,2.283465310752468e-08
0.5,1.25e-10,-3.8818063186813194e-07,2.623810514288631e-08
0.5,1.25e-10,-3.876820054945055e-07,2.9259269709641954e-08
0.5,1.25e-10,-3.8718337912087915e-07,3.200606783373262e-08
0.5,1.25e-10,-3.866847527472528e-07,3.454542358599123e-08
0.5,1.25e-10,-3.861861263736264e-07,3.691938356281044e-08
0.5,1.25e-10,-3.8568750000000004e-07,3.915800427781486e-08
0.5,1.25e-10,-3.851888736263737e-07,4.128316439949816e-08
0.5,1.25e-10,-3.846902472527473e-07,4.331106987765124e-08
0.5,1.25e-10,-3.8419162087912094e-07,4.5255293977676015e-08
0.5,1.25e-10,-3.8369299450549457e-07,4.712523468193577e-08
0.5,1.25e-10,-3.831943681318682e-07,4.8930165175227325e-08
0.5,1.25e-10,-3.826957417582418e-07,5.067683327683561e-08
0.5,1.25e-10,-3.821971153846154e-07,5.237052608570018e-08
0.5,1.25e-10,-3.8169848901098904e-07,5.4016260084995464e-08
0.5,1.25e-10,-3.811998626373627e-07,5.561845097188257e-08
0.5,1.25e-10,-3.807012362637363e-07,5.718049531008027e-08
0.5,1.25e-10,-3.8020260989010994e-07,5.870538891679302e-08
0.5,1.25e-10,-3.7970398351648357e-07,6.019580637148778e-08
0.5,1.25e-10,-3.792053571428572e-07,6.165415395866731e-08
0.5,1.25e-10,-3.7870673076923083e-07,6.308260116703736e-08
0.5,1.25e-10,-3.7820810439560446e-07,6.448309483839786e-08
0.5,1.25e-10,-3.7770947802197804e-07,6.585735923750246e-08
0.5,1.25e-10,-3.7721085164835167e-07,6.720668993276373e-08
0.5,1.25e-10,-3.767122252747253e-07,6.8532261858341e-08
0.5,1.25e-10,-3.7621359890109894e-07,6.983589493095221e-08
0.5,1.25e-10,-3.7571497252747257e-07,7.111805591369853e-08
0.5,1.25e-10,-3.752163461538462e-07,7.238022921540377e-08
0.5,1.25e-10,-3.7471771978021983e-07,7.362300991450124e-08
0.5,1.25e-10,-3.7421909340659346e-07,7.484753790809484e-08
0.5,1.25e-10,-3.737204670329671e-07,7.605416784965734e-08
0.5,1.25e-10,-3.732218406593407e-07,7.724423657700155e-08
0.5,1.25e-10,-3.7272321428571435e-07,7.841758623806151e-08
0.5,1.25e-10,-3.7222458791208793e-07,7.957535426117238e-08
0.5,1.25e-10,-3.7172596153846156e-07,8.071820795762543e-08
0.5,1.25e-10,-3.712273351648352e-07,8.184623440143618e-08
0.5,1.25e-10,-3.7072870879120883e-07,8.296002567148438e-08
0.5,1.25e-10,-3.7023008241758246e-07,8.406017173407279e-08
0.5,1.25e-10,-3.697314560439561e-07,8.514709161871553e-08
0.5,1.25e-10,-3.692328296703297e-07,8.622115575887881e-08
0.5,1.25e-10,-3.6873420329670335e-07,8.728256912641182e-08
0.5,1.25e-10,-3.68235576923077e-07,8.833165140767555e-08
0.5,1.25e-10,-3.677369505494506e-07,8.936881036294177e-08
0.5,1.25e-10,-3.672383241758242e-07,9.039433536825548e-08
0.5,1.25e-10,-3.667396978021978e-07,9.140849490779541e-08
0.5,1.25e-10,-3.6624107142857146e-07,9.24115399158811e-08
0.5,1.25e-10,-3.657424450549451e-07,9.340370600385915e-08
0.5,1.25e-10,-3.652438186813187e-07,9.438521461441647e-08
0.5,1.25e-10,-3.6474519230769235e-07,9.535627313522784e-08
0.5,1.25e-10,-3.64246565934066e-07,9.631707399407296e-08
0.5,1.25e-10,-3.637479395604396e-07,9.72677927479754e-08
0.5,1.25e-10,-3.6324931318681325e-07,9.820847579983805e-08
0.5,1.25e-10,-3.627506868131869e-07,9.913940272200133e-08
0.5,1.25e-10,-3.622520604395605e-07,1.0006080325820024e-07
0.5,1.25e-10,-3.617534340659341e-07,1.0097282124427342e-07
0.5,1.25e-10,-3.612548076923077e-07,1.0187556992596683e-07
0.5,1.25e-10,-3.6075618131868135e-07,1.0276912424646897e-07
0.5,1.25e-10,-3.60257554945055e-07,1.0365335226842914e-07
0.5,1.25e-10,-3.597589285714286e-07,1.045287742575366e-07
0.5,1.25e-10,-3.5926030219780224e-07,1.0539548633323907e-07
0.5,1.25e-10,-3.587616758241759e-07,1.0625345146564306e-07
0.5,1.25e-10,-3.582630494505495e-07,1.0710244952293301e-07
0.5,1.25e-10,-3.5776442307692314e-07,1.0794318455970847e-07
0.5,1.25e-10,-3.5726579670329677e-07,1.087755199975073e-07
0.5,1.25e-10,-3.5676717032967035e-07,1.095991193221008e-07
0.5,1.25e-10,-3.56268543956044e-07,1.1041473518916439e-07
0.5,1.25e-10,-3.557699175824176e-07,1.1122205827735465e-07
0.5,1.25e-10,-3.5527129120879124e-07,1.1202105482933121e-07
0.5,1.25e-10,-3.5477266483516487e-07,1.1281227918425331e-07
0.5,1.25e-10,-3.542740384615385e-07,1.1359509757231146e-07
0.5,1.25e-10,-3.5377541208791214e-07,1.1437032192855928e-07
0.5,1.25e-10,-3.5327678571428577e-07,1.1513735041062918e-07
0.5,1.25e-10,-3.527781593406594e-07,1.1589680384496984e-07
0.5,1.25e-10,-3.5227953296703303e-07,1.1664824842598486e-07
0.5,1.25e-10,-3.5178090659340666e-07,1.1739219909931467e-07
0.5,1.25e-10,-3.5128228021978024e-07,1.1812822521281171e-07
0.5,1.25e-10,-3.5078365384615387e-07,1.1885693994936417e-07
0.5,1.25e-10,-3.502850274725275e-07,1.19577731175313e-07
0.5,1.25e-10,-3.4978640109890113e-07,1.2029141227919862e-07
0.5,1.25e-10,-3.4928777472527477e-07,1.209972163473975e-07
0.5,1.25e-10,-3.487891483516484e-07,1.2169581863537986e-07
0.5,1.25e-10,-3.4829052197802203e-07,1.2238707393879814e-07
0.5,1.25e-10,-3.4779189560439566e-07,1.2307075841099e-07
0.5,1.25e-10,-3.472932692307693e-07,1.237475334176125e-07
0.5,1.25e-10,-3.467946428571429e-07,1.2441676499742575e-07
0.5,1.25e-10,-3.462960164835165e-07,1.2507873577520897e-07
0.5,1.25e-10,-3.4579739010989013e-07,1.257338618307192e-07
0.5,1.25e-10,-3.4529876373626376e-07,1.2638169822116868e-07
0.5,1.25e-10,-3.448001373626374e-07,1.2702230437889825e-07
0.5,1.25e-10,-3.44301510989011e-07,1.2765601708309364e-07
0.5,1.25e-10,-3.4380288461538466e-07,1.2828295626252342e-07
0.5,1.25e-10,-3.433042582417583e-07,1.2890265907437831e-07
0.5,1.25e-10,-3.428056318681319e-07,1.2951539401604212e-07
0.5,1.25e-10,-3.4230700549450555e-07,1.301213392870982e-07
0.5,1.25e-10,-3.418083791208792e-07,1.307206313133974e-07
0.5,1.25e-10,-3.413097527472528e-07,1.313131036788729e-07
0.5,1.25e-10,-3.408111263736264e-07,1.3189865856083358e-07
0.5,1.25e-10,-3.403125e-07,1.3247746823594e-07
0.5,1.25e-10,-3.3981387362637366e-07,1.330496255100184e-07
0.5,1.25e-10,-3.393152472527473e-07,1.3361520173546755e-07
0.5,1.25e-10,-3.388166208791209e-07,1.3417425084095522e-07
0.5,1.25e-10,-3.3831799450549455e-07,1.3472681309826416e-07
0.5,1.25e-10,-3.378193681318682e-07,1.3527285107057414e-07
0.5,1.25e-10,-3.373207417582418e-07,1.3581233658315828e-07
0.5,1.25e-10,-3.3682211538461544e-07,1.3634536827463808e-07
0.5,1.25e-10,-3.363234890109891e-07,1.3687199882565543e-07
0.5,1.25e-10,-3.3582486263736265e-07,1.3739227588345725e-07
0.5,1.25e-10,-3.353262362637363e-07,1.3790624368576687e-07
0.5,1.25e-10,-3.348276098901099e-07,1.3841394429999243e-07
0.5,1.25e-10,-3.3432898351648355e-07,1.3891541845961774e-07
0.5,1.25e-10,-3.338303571428572e-07,1.394107059792276e-07
0.5,1.25e-10,-3.333317307692308e-07,1.398998457295871e-07
0.5,1.25e-10,-3.3283310439560444e-07,1.4038287515427992e-07
0.5,1.25e-10,-3.3233447802197807e-07,1.4085982930969774e-07
0.5,1.25e-10,-3.318358516483517e-07,1.413307394102935e-07
0.5,1.25e-10,-3.3133722527472534e-07,1.417956308610186e-07
0.5,1.25e-10,-3.308385989010989e-07,1.4225452075837645e-07
0.5,1.25e-10,-3.3033997252747255e-07,1.4270741329419341e-07
0.5,1.25e-10,-3.298413461538462e-07,1.4315448501521425e-07
0.5,1.25e-10,-3.293427197802198e-07,1.4359578945280088e-07
0.5,1.25e-10,-3.2884409340659344e-07,1.4403135846660102e-07
0.5,1.25e-10,-3.2834546703296707e-07,1.4446120498071702e-07
0.5,1.25e-10,-3.278468406593407e-07,1.4488531730659618e-07
0.5,1.25e-10,-3.2734821428571433e-07,1.4530365281186549e-07
0.5,1.25e-10,-3.2684958791208797e-07,1.457161383492142e-07
0.5,1.25e-10,-3.263509615384616e-07,1.4612311141609892e-07
0.5,1.25e-10,-3.2585233516483523e-07,1.4652470106721587e-07
0.5,1.25e-10,-3.253537087912088e-07,1.4692081936878438e-07
0.5,1.25e-10,-3.2485508241758244e-07,1.473113184126002e-07
0.5,1.25e-10,-3.2435645604395607e-07,1.4769605772788164e-07
0.5,1.25e-10,-3.238578296703297e-07,1.4807561464685731e-07
0.5,1.25e-10,-3.2335920329670333e-07,1.484499884649487e-07
0.5,1.25e-10,-3.2286057692307696e-07,1.4881889428738503e-07
0.5,1.25e-10,-3.223619505494506e-07,1.4918210659931542e-07
0.5,1.25e-10,-3.218633241758242e-07,1.4954039694426845e-07
0.5,1.25e-10,-3.2136469780219786e-07,1.4989359707763994e-07
0.5,1.25e-10,-3.208660714285715e-07,1.5024118475171377e-07
0.5,1.25e-10,-3.2036744505494507e-07,1.5058365659652323e-07
0.5,1.25e-10,-3.198688186813187e-07,1.509213563768721e-07
0.5,1.25e-10,-3.1937019230769233e-07,1.512535649860229e-07
0.5,1.25e-10,-3.1887156593406596e-07,1.5158067296894334e-07
0.5,1.25e-10,-3.183729395604396e-07,1.519031634087461e-07
0.5,1.25e-10,-3.178743131868132e-07,1.5222009907431302e-07
0.5,1.25e-10,-3.1737568681318686e-07,1.5253235960817623e-07
0.5,1.25e-10,-3.168770604395605e-07,1.5283985435701863e-07
0.5,1.25e-10,-3.163784340659341e-07,1.5314184045693162e-07
0.5,1.25e-10,-3.1587980769230775e-07,1.5343960934405829e-07
0.5,1.25e-10,-3.153811813186814e-07,1.5373201153305375e-07
0.5,1.25e-10,-3.1488255494505496e-07,1.5401985979550072e-07
0.5,1.25e-10,-3.143839285714286e-07,1.543030074347415e-07
0.5,1.25e-10,-3.138853021978022e-07,1.5458097052697035e-07
0.5,1.25e-10,-3.1338667582417585e-07,1.5485478989329886e-07
0.5,1.25e-10,-3.128880494505495e-07,1.5512319961771703e-07
0.5,1.25e-10,-3.123894230769231e-07,1.5538768747206474e-07
0.5,1.25e-10,-3.1189079670329675e-07,1.556467555388373e-07
0.5,1.25e-10,-3.113921703296704e-07,1.5590198311334442e-07
0.5,1.25e-10,-3.10893543956044e-07,1.5615183742114073e-07
0.5,1.25e-10,-3.1039491758241764e-07,1.5639791603644672e-07
0.5,1.25e-10,-3.098962912087912e-07,1.5663865780150247e-07
0.5,1.25e-10,-3.0939766483516485e-07,1.5687569364123306e-07
0.5,1.25e-10,-3.088990384615385e-07,1.5710744725292802e-07
0.5,1.25e-10,-3.084004120879121e-07,1.573354852683691e-07
0.5,1.25e-10,-3.0790178571428575e-07,1.5755844047495456e-07
0.5,1.25e-10,-3.074031593406594e-07,1.577773974836472e-07
0.5,1.25e-10,-3.06904532967033e-07,1.579918436252883e-07
0.5,1.25e-10,-3.0640590659340664e-07,1.582016543755611e-07
0.5,1.25e-10,-3.0590728021978027e-07,1.5840778283004427e-07
0.5,1.25e-10,-3.054086538461539e-07,1.5860880573411464e-07
0.5,1.25e-10,-3.0491002747252753e-07,1.5880623383234648e-07
0.5,1.25e-10,-3.044114010989011e-07,1.589989851765317e-07
0.5,1.25e-10,-3.0391277472527474e-07,1.5918729804186289e-07
0.5,1.25e-10,-3.034141483516484e-07,1.5937210544815242e-07
0.5,1.25e-10,-3.02915521978022e-07,1.5955195429530842e-07
0.5,1.25e-10,-3.0241689560439564e-07,1.5972781374458584e-07
0.5,1.25e-10,-3.0191826923076927e-07,1.5990000130536713e-07
0.5,1.25e-10,-3.014196428571429e-07,1.6006731733354989e-07
0.5,1.25e-10,-3.0092101648351653e-07,1.6023076825153782e-07
0.5,1.25e-10,-3.0042239010989016e-07,1.603905827974206e-07
0.5,1.25e-10,-2.999237637362638e-07,1.605456162546257e-07
0.5,1.25e-10,-2.994251373626374e-07,1.6069668643746348e-07
0.5,1.25e-10,-2.98926510989011e-07,1.608443361006137e-07
0.5,1.25e-10,-2.9842788461538464e-07,1.6098737483668053e-07
0.5,1.25e-10,-2.9792925824175827e-07,1.611262166464266e-07
0.5,1.25e-10,-2.974306318681319e-07,1.6126152052329183e-07
0.5,1.25e-10,-2.9693200549450553e-07,1.6139299336212868e-07
0.5,1.25e-10,-2.9643337912087916e-07,1.615199702682042e-07
0.5,1.25e-10,-2.959347527472528e-07,1.6164297245808454e-07
0.5,1.25e-10,-2.954361263736264e-07,1.6176247196220738e-07
0.5,1.25e-10,-2.9493750000000006e-07,1.6187819000623886e-07
0.5,1.25e-10,-2.944388736263737e-07,1.6198954135891982e-07
0.5,1.25e-10,-2.9394024725274727e-07,1.6209689793414218e-07
0.5,1.25e-10,-2.934416208791209e-07,1.6220056818855902e-07
0.5,1.25e-10,-2.9294299450549453e-07,1.6230082412194587e-07
0.5,1.25e-10,-2.9244436813186816e-07,1.623970102497548e-07
0.5,1.25e-10,-2.919457417582418e-07,1.6248908261150056e-07
0.5,1.25e-10,-2.914471153846154e-07,1.6257726543541135e-07
0.5,1.25e-10,-2.9094848901098905e-07,1.6266173898189166e-07
