time_s,contact,curvature_term_MPa,TJ_term_MPa,total_MPa,rTJ_nm,kappa_negative_per_um,kappa_positive_per_um,theta_negative_deg,theta_positive_deg,neck_radius_nm,center_volume_change,gb_position_nm,surface_area_relative,GB_area_relative,interfacial_energy_relative
0.01,LEFT,18.298104914728373,40.02645360036251,58.32455851509088,74.3557219218542,-10.224468115295753,-26.37174171416099,166.13522716040367,164.99686750955695,74.3557219218542,0.0,-69.30000000000001,0.0,0.0,0.0
0.01,RIGHT,18.298104914728093,40.0264536003625,58.324558515090594,74.3557219218542,-26.37174171416103,-10.224468115295156,164.996867509557,166.13522716040336,74.3557219218542,0.0,69.30000000000001,0.0,0.0,0.0
0.21000000000000002,LEFT,19.34670666623648,39.89360145651747,59.240308122753945,74.35778253732167,-15.6892107928936,-23.004202539579357,172.78364679731934,156.80388734839153,74.35778253732167,0.0010646006004748632,-69.30000000000001,-0.0006546478680239387,5.54266428205441e-05,-0.0006382476554285255
0.21000000000000002,RIGHT,19.346706666233835,39.8936014565174,59.24030812275124,74.35778253732167,-23.004202539574838,-15.689210792892831,156.80388734838962,172.78364679731877,74.35778253732167,0.0010646006004748632,69.30000000000001,-0.0006546478680239387,5.54266428205441e-05,-0.0006382476554285255
0.41000000000000003,LEFT,19.640263786669454,39.79372374565781,59.433987532327265,74.42097389995344,-16.66759622171313,-22.612931351625786,174.97705160852922,154.4705926145726,74.42097389995344,0.0015760979736647585,-69.30000000000001,-0.001100446406363309,0.001755900093162177,-0.0010779551473291127
0.41000000000000003,RIGHT,19.64026378666839,39.79372374565777,59.43398753232616,74.42097389995344,-22.612931351623562,-16.667596221713218,154.47059261457136,174.9770516085294,74.42097389995344,0.0015760979736647585,69.30000000000001,-0.001100446406363309,0.001755900093162177,-0.0010779551473291127
0.6100000000000001,LEFT,19.84921573770817,39.701415557212684,59.55063129492086,74.49219893298071,-17.21552481830784,-22.482906657108508,176.50156528516456,152.86610634010435,74.49219893298071,0.0019363949870245811,-69.30000000000001,-0.0014790385754535063,0.0036742904700866053,-0.0014545331861215427
0.6100000000000001,RIGHT,19.849215737709184,39.70141555721275,59.550631294921935,74.4921989329807,-22.48290665711104,-17.215524818307326,152.86610634010572,176.50156528516405,74.4921989329807,0.0019363949870245811,69.30000000000001,-0.0014790385754535063,0.0036742904700866053,-0.0014545331861215427
0.81,LEFT,19.990756780443242,39.609899807504576,59.60065658794782,74.57073154015853,-17.594787397337967,-22.386726163548516,177.74967859433968,151.55655848195823,74.57073154015853,0.0022076789797487173,-69.30000000000001,-0.0018165832595117282,0.005791631832030575,-0.0017906679719462693
0.81,RIGHT,19.990756780441544,39.609899807504476,59.60065658794602,74.57073154015855,-22.386726163545934,-17.594787397337154,151.55655848195624,177.74967859433934,74.57073154015855,0.0022076789797487173,69.30000000000001,-0.0018165832595117282,0.005791631832030575,-0.0017906679719462693
1.01,LEFT,20.085966085855922,39.5182131025481,59.604179188404025,74.65553956281592,-17.880342309708517,-22.291589862003324,178.8390368770632,150.42855029572306,74.65553956281592,0.0024136934582943415,-69.30000000000001,-0.002124408270426037,0.008080672113678578,-0.002096910074036562
1.01,RIGHT,20.08596608585322,39.51821310254915,59.60417918840237,74.6555395628148,-22.29158986201408,-17.880342309692352,150.42855029573343,178.8390368770508,74.6555395628148,0.0024136934582943415,69.30000000000001,-0.002124408270426037,0.008080672113678578,-0.002096910074036562
1.21,LEFT,20.139562315804742,39.425954168182294,59.56551648398704,74.74535743320033,-18.10880710830397,-22.170317523305513,179.8223174892601,149.4210580476932,74.74535743320033,0.0025671666772633106,-69.30000000000001,-0.002409408365329435,0.010507769314718862,-0.002379576595159083
1.21,RIGHT,20.139562315804707,39.42595416817483,59.565516483979536,74.74535743320186,-22.170317523250905,-18.108807108358512,149.4210580475487,179.8223174893374,74.74535743320186,0.0025671666772633106,69.30000000000001,-0.002409408365329435,0.010507769314718862,-0.002379576595159083
1.41,LEFT,20.15136714747647,39.333621261685956,59.484988409162426,74.83832245934965,-18.284105164556653,-22.01862913039629,179.28750209975206,148.5023562244006,74.83832245934965,0.0026762797052970466,-69.30000000000001,-0.0026756538404903996,0.013022983766630691,-0.0026429238582389436
1.41,RIGHT,20.151367147353056,39.333621261672775,59.48498840902583,74.83832245935568,-22.018629130115826,-18.284105164590287,148.5023562241911,179.2875020996906,74.83832245935568,0.0026762797052970466,69.30000000000001,-0.0026756538404903996,0.013022983766630691,-0.0026429238582389436
1.6099999999999999,LEFT,20.120850487124134,39.241782062475956,59.36263254960009,74.933675514059,-18.39724904676106,-21.844451927487206,178.49393065542077,147.66029192695285,74.933675514059,0.0027468750197225944,-69.30000000000001,-0.0029259238489827144,0.0156060553683528,-0.002890022533783232
1.6099999999999999,RIGHT,20.120850487122475,39.24178206247296,59.36263254959543,74.9336755140658,-21.84445192746374,-18.39724904678121,147.66029192696618,178.4939306553785,74.9336755140658,0.0027468750197225944,69.30000000000001,-0.0029259238489827144,0.0156060553683528,-0.002890022533783232
1.8099999999999998,LEFT,20.06593690337881,39.15084527927176,59.216782182650576,75.03107989175757,-18.47418025384458,-21.657693552913038,177.76895305531153,146.8885258943631,75.03107989175757,0.0027834328344324977,-69.30000000000001,-0.0031625565928086186,0.018248092338600586,-0.0031232054359765504
1.8099999999999998,RIGHT,20.065936903250478,39.15084527926586,59.21678218251633,75.0310798917606,-21.657693552664682,-18.474180253836273,146.88852589427614,177.76895305531315,75.0310798917606,0.0027834328344324977,69.30000000000001,-0.0031625565928086186,0.018248092338600586,-0.0031232054359765504
2.01,LEFT,19.999901803205304,39.06140025487159,59.06130205807689,75.13017280624439,-18.526633465066546,-21.473170141344063,177.09824251858313,146.1869351942559,75.13017280624439,0.002789538032969885,-69.30000000000001,-0.0033877790037921685,0.02093945173125089,-0.003344280519335441
2.01,RIGHT,19.99990180328106,39.061400254876304,59.061302058157366,75.130172806248,-21.473170141214236,-18.52663346534789,146.18693519439964,177.0982425184255,75.130172806248,0.002789538032969885,69.30000000000001,-0.0033877790037921685,0.02093945173125089,-0.003344280519335441
2.21,LEFT,19.92130814134967,38.97303502601702,58.89434316736669,75.23054520948696,-18.566032122206394,-21.276584160492945,176.46876848021338,145.53735124122178,75.23054520948696,0.0027681837543664933,-69.30000000000001,-0.0036025711127640747,0.02366918318808886,-0.003554722378696362
2.21,RIGHT,19.921308141396626,38.97303502602174,58.89434316741836,75.2305452094836,-21.276584160241576,-18.56603212255168,145.53735124130975,176.46876847992286,75.2305452094836,0.0027681837543664933,69.30000000000001,-0.0036025711127640747,0.02366918318808886,-0.003554722378696362
2.41,LEFT,19.825780955747625,38.88596868122256,58.71174963697018,75.33102207139558,-18.590007497312634,-21.061554414182616,175.88015901522306,144.92732973039946,75.33102207139558,0.0027218945395985905,-69.30000000000001,-0.005109565977750141,0.02640540562970073,-0.0037557214064990463
2.41,RIGHT,19.82578095553352,38.88596868122014,58.71174963675366,75.33102207138441,-21.061554413743558,-18.590007497323487,144.92732973026114,175.88015901507293,75.33102207138441,0.0027218945395985905,69.30000000000001,-0.005109565977750141,0.02640540562970073,-0.0037557214064990463
2.6100000000000003,LEFT,19.713717145937235,38.80082966573748,58.51454681167471,75.43121988247154,-18.587649414143975,-20.83978487773049,175.3456289117954,144.35927911696822,75.43121988247154,0.0026528792910143206,-69.30000000000001,-0.005309142084870433,0.029137665679321634,-0.003948287223567215
2.6100000000000003,RIGHT,19.71371714582024,38.80082966573993,58.514546811560166,75.43121988245754,-20.83978487757505,-18.58764941406543,144.35927911687844,175.34562891179715,75.43121988245754,0.0026528792910143206,69.30000000000001,-0.005309142084870433,0.029137665679321634,-0.003948287223567215
2.8100000000000005,LEFT,19.59453041236907,38.71762930359831,58.312159715967375,75.53136369046388,-18.572151986990516,-20.616908837747626,174.85342136682905,143.83304572620565,75.53136369046388,0.0025630249042860598,-69.30000000000001,-0.005501738522123878,0.031872081966127785,-0.004133222239916079
2.8100000000000005,RIGHT,19.5945304122961,38.71762930360274,58.31215971589884,75.53136369044813,-20.616908837620098,-18.572151986972095,143.833045726134,174.85342136685645,75.53136369044813,0.0025630249042860598,69.30000000000001,-0.005501738522123878,0.031872081966127785,-0.004133222239916079
3.0100000000000007,LEFT,19.47480087136489,38.636440314354516,58.11124118571941,75.63147890441272,-18.55161407889101,-20.39798766383877,174.39197922398296,143.3486572550195,75.63147890441272,0.0024540365575296264,-69.30000000000001,-0.005687050096113477,0.034609343792661784,-0.0043112182583692205
3.0100000000000007,RIGHT,19.474800871423366,38.63644031436423,58.1112411857876,75.63147890439738,-20.39798766389237,-18.551614078954366,143.34865725505455,174.39197922398057,75.63147890439738,0.0024540365575296264,69.30000000000001,-0.005687050096113477,0.034609343792661784,-0.0043112182583692205
3.210000000000001,LEFT,19.35524990017757,38.55716758982887,57.91241749000643,75.73141990314949,-18.527482845495438,-20.183016954859696,173.95609009496076,142.90128428053944,75.73141990314949,0.0023274159473851697,-69.30000000000001,-0.005866258618188236,0.03734545870130623,-0.00448291315917948
3.210000000000001,RIGHT,19.355249900131742,38.557167589831124,57.91241748996287,75.73141990313297,-20.183016954669288,-18.527482845594196,142.90128428043937,173.95609009488948,75.73141990313297,0.0023274159473851697,69.30000000000001,-0.005866258618188236,0.03734545870130623,-0.00448291315917948
3.410000000000001,LEFT,19.226030927201897,38.47960642358443,57.705637350786326,75.83035269740681,-18.493293490856555,-19.958768363547243,173.54844252831532,142.4770986026051,75.83035269740681,0.00218455686560981,-69.30000000000001,-0.006039700023323991,0.04005753037230542,-0.004648930257320383
3.410000000000001,RIGHT,19.226030927097558,38.47960642357981,57.70563735067737,75.83035269739219,-19.95876836320981,-18.493293490985312,142.47709860241844,173.54844252814326,75.83035269739219,0.00218455686560981,69.30000000000001,-0.006039700023323991,0.04005753037230542,-0.004648930257320383
3.610000000000001,LEFT,19.08250423760037,38.404144238377825,57.48664847597819,75.92801491011784,-18.437067126852433,-19.727941348348303,173.17924060306044,142.07726863708615,75.92801491011784,0.0020266911910920005,-69.30000000000001,-0.006207514537736714,0.04273824396879777,-0.0048096241666327755
3.610000000000001,RIGHT,19.082504237283526,38.40414423836169,57.48664847564521,75.92801491010955,-19.727941347871568,-18.437067126695485,142.07726863673466,173.17924060299742,75.92801491010955,0.0020266911910920005,69.30000000000001,-0.006207514537736714,0.04273824396879777,-0.0048096241666327755
3.8100000000000014,LEFT,18.941282093770027,38.33087092211897,57.272153015888996,76.02485593280406,-18.37951658144332,-19.50304760609673,172.83742793018536,141.7078400827437,76.02485593280406,0.0018548758654259867,-69.30000000000001,-0.006370714717173209,0.04539982374327445,-0.004965343174004877
3.8100000000000014,RIGHT,18.94128209356445,38.33087092209766,57.272153015662106,76.0248559327964,-19.503047605530334,-18.379516581598565,141.70784008235543,172.83742792988355,76.0248559327964,0.0018548758654259867,69.30000000000001,-0.006370714717173209,0.04539982374327445,-0.004965343174004877
4.010000000000002,LEFT,18.806429943439216,38.259715009391776,57.06614495283099,76.12100161483205,-18.32462698466691,-19.288232902211515,172.51496050097472,141.36885943875683,76.12100161483205,0.0016701271660652939,-69.30000000000001,-0.006528533409884241,0.04804564881685769,-0.00511652918324601
4.010000000000002,RIGHT,18.80642994318813,38.259715009361905,57.06614495255003,76.12100161482414,-19.28823290149917,-18.32462698487709,141.36885943823793,172.51496050058856,76.12100161482414,0.0016701271660652939,69.30000000000001,-0.006528533409884241,0.04804564881685769,-0.00511652918324601
