design_id,time_s,energy_J,surface_area_m2,GB_area_m2,center_volume_m3,total_volume_m3,f_min,f_max,mirror_error,topology_stop,LEFT_sigma_MPa,LEFT_curvature_term_MPa,LEFT_TJ_term_MPa,LEFT_rTJ_nm,LEFT_kappa_negative_per_um,LEFT_kappa_positive_per_um,LEFT_theta_negative_deg,LEFT_theta_positive_deg,LEFT_root_rate_per_s,LEFT_G_root_eV,LEFT_gb_position_nm,LEFT_neck_radius_nm,RIGHT_sigma_MPa,RIGHT_curvature_term_MPa,RIGHT_TJ_term_MPa,RIGHT_rTJ_nm,RIGHT_kappa_negative_per_um,RIGHT_kappa_positive_per_um,RIGHT_theta_negative_deg,RIGHT_theta_positive_deg,RIGHT_root_rate_per_s,RIGHT_G_root_eV,RIGHT_gb_position_nm,RIGHT_neck_radius_nm,mean_sigma_MPa,delta_ln_Gamma_sites,delta_ln_Gamma_barrier,delta_ln_Gamma_total,LEFT_integrated_hazard,RIGHT_integrated_hazard,survival_probability
Ro150_q0.55_L45W_r0.75_th160_kc+10_ko+10,1.500350846155093e-05,6.518346830535606e-13,6.434945185157785e-13,2.4136002641504098e-14,2.3596031728331685e-21,3.0678669441790083e-20,-2.185127487078322e-36,1.0,1.2878587085651816e-14,False,44.46765171421705,-3.387601142153808,47.85525285637087,61.97873931336793,1.3233077474629205,5.451894536844695,163.26438160192347,162.21831201548093,0.06604546340596033,5.945576426820116,-90.75000000000001,61.97873931336793,44.46765171421691,-3.3876011421539443,47.85525285637087,61.97873931336793,5.451894536844797,1.3233077474630912,162.21831201548096,163.26438160192342,0.0660454634059601,5.945576426820117,90.75000000000001,61.97873931336793,44.467651714216984,0.0008376737170408248,0.03175913639014844,0.03259681010718927,9.811824669600824e-07,9.811824669600864e-07,0.9999984301092851
Ro150_q0.55_L45W_r0.75_th160_kc+10_ko+10,1.7836080520961298e-05,6.518345700590841e-13,6.434941768680106e-13,2.4137750528992497e-14,2.3596031342887057e-21,3.0678669441790083e-20,-2.185127487078322e-36,1.0,1.2545520178264269e-14,False,44.56630160634306,-3.2918865295328748,47.858188135875935,61.980983469191315,1.2267871250103828,5.356985934055367,163.3382631608227,162.2920612289595,0.06620402812137792,5.945203953883622,-90.75000000000001,61.980983469191315,44.56630160634298,-3.291886529532951,47.85818813587593,61.980983469191315,5.35698593405552,1.2267871250103828,162.29206122895945,163.3382631608227,0.06620402812137792,5.945203953883622,90.75000000000001,61.980983469191315,44.56630160634302,0.0008738815396019684,0.03412089304470231,0.03499477458430428,1.1684855742458656e-06,1.1684855742458694e-06,0.9999981304248289
Ro150_q0.55_L45W_r0.75_th160_kc+10_ko+10,2.1043926846558634e-05,6.518344585701822e-13,6.434938431804953e-13,2.4139437271152072e-14,2.3596030906496715e-21,3.0678669441790083e-20,-2.185127487078322e-36,1.0,1.2212453270876722e-14,False,44.66671043224327,-3.1945286600106098,47.86123909225388,61.98314904198225,1.1286255074255553,5.260431812595663,163.41333012289783,162.36701396508832,0.06636546234766406,5.944825366274444,-90.75000000000001,61.98314904198225,44.66671043224327,-3.1945286600106098,47.86123909225388,61.98314904198225,5.260431812595663,1.1286255074255553,162.36701396508832,163.41333012289783,0.06636546234766406,5.944825366274444,90.75000000000001,61.98314904198225,44.66671043224327,0.0009088202391642662,0.03652142129172993,0.0374302415308942,1.3811168506895794e-06,1.3811168506895832e-06,0.9999977902154805
Ro150_q0.55_L45W_r0.75_th160_kc+10_ko+10,2.4816432567984203e-05,6.518343434551176e-13,6.4349350284439e-13,2.414113197218439e-14,2.359603039343931e-21,3.0678669441790083e-20,-2.185127487078322e-36,1.0,1.2101430968414206e-14,False,44.77314419250405,-3.0913902596521767,47.86453445215623,61.98532475680789,1.0246559123908503,5.158124606913503,163.49275157445965,162.44633969750822,0.06653664058650141,5.944424639783432,-90.75000000000001,61.98532475680789,44.773144192503985,-3.0913902596522322,47.86453445215622,61.98532475680789,5.1581246069136135,1.0246559123908503,162.4463396975081,163.49275157445965,0.06653664058650118,5.944424639783433,90.75000000000001,61.98532475680789,44.77314419250402,0.0009439213380032777,0.039062326587320985,0.04000624792532426,1.6318038225438941e-06,1.6318038225438975e-06,0.9999973891172923
Ro150_q0.55_L45W_r0.75_th160_kc+10_ko+10,2.942560463796267e-05,6.51834219692019e-13,6.434931417227443e-13,2.414289462760593e-14,2.3596029766794335e-21,3.0678669441790083e-20,-2.185127487078322e-36,1.0,1.1657341758564144e-14,False,44.89021255728319,-2.9780100366058107,47.868222593888994,61.98758763276925,0.9103871822892532,5.045632890922368,163.57992748624287,162.53344176175133,0.066725002708624,5.943984557925143,-90.75000000000001,61.98758763276925,44.890212557283064,-2.978010036605933,47.86822259388899,61.98758763276925,5.04563289092247,0.9103871822893954,162.53344176175125,163.57992748624278,0.066725002708624,5.943984557925143,90.75000000000001,61.98758763276925,44.89021255728313,0.000980427312058295,0.041852774309908476,0.04283320162196677,1.9389167446815565e-06,1.9389167446815595e-06,0.9999968977380206
Ro150_q0.55_L45W_r0.75_th160_kc+10_ko+10,3.5335730300583075e-05,6.518340804213643e-13,6.434927407773344e-13,2.41447993008071e-14,2.3596028963567256e-21,3.0678669441790083e-20,-2.185127487078322e-36,1.0,1.1213252548714081e-14,False,45.024530566694594,-2.8479939367347216,47.87252450342931,61.99003273660362,0.779383153834929,4.916604719634514,163.67973418272462,162.63320296179873,0.06694123971925853,5.943480510798314,-90.75000000000001,61.99003273660362,45.02453056669457,-2.8479939367347424,47.87252450342931,61.99003273660362,4.916604719634514,0.7793831538349701,162.63320296179873,163.67973418272462,0.06694123971925853,5.943480510798314,90.75000000000001,61.99003273660362,45.02453056669458,0.0010198715896207818,0.0450488096170701,0.04606868120669088,2.333908889481091e-06,2.333908889481094e-06,0.9999962657527491
Ro150_q0.55_L45W_r0.75_th160_kc+10_ko+10,4.320435732829488e-05,6.51833918804968e-13,6.434922817624936e-13,2.4146901332931695e-14,2.3596027894624953e-21,3.067866944179008e-20,-2.185127487078322e-36,1.0,1.0824674490095276e-14,False,45.182642317729425,-2.695027002689743,47.87766932041917,61.99273108589713,0.6252896997383393,4.7647643056411475,163.79701502695568,162.75047826792138,0.06719597437528028,5.942888372786383,-90.75000000000001,61.99273108589713,45.18264231772937,-2.6950270026898044,47.87766932041917,61.99273108589713,4.7647643056411475,0.6252896997384614,162.75047826792138,163.7970150269556,0.06719597437528028,5.942888372786383,90.75000000000001,61.99273108589713,45.182642317729396,0.0010633994028544313,0.048803406939645376,0.049866806342499806,2.8616467436042175e-06,2.8616467436042205e-06,0.9999954213756922
Ro150_q0.55_L45W_r0.75_th160_kc+10_ko+10,5.2819393016773175e-05,6.518337469184044e-13,6.434917999471882e-13,2.4149010486185046e-14,2.3596026589076454e-21,3.0678669441790083e-20,-2.185127487078322e-36,1.0,1.0658141036401503e-14,False,45.35167867521532,-2.5315703604406044,47.88324903565592,61.99543845844116,0.46066057581013437,4.602480145071074,163.92234748406264,162.87585278278706,0.06746857877301894,5.942256747242823,-90.75000000000001,61.99543845844116,45.3516786752153,-2.5315703604406274,47.88324903565592,61.99543845844116,4.60248014507112,0.46066057581013437,162.87585278278704,163.92234748406264,0.06746857877301894,5.942256747242823,90.75000000000001,61.99543845844116,45.35167867521531,0.0011070708685178001,0.05280838470992647,0.05391545557844427,3.5090489858511575e-06,3.5090489858511604e-06,0.9999943855373838
Ro150_q0.55_L45W_r0.75_th160_kc+10_ko+10,6.448527965239529e-05,6.5183356458288e-13,6.434912957826237e-13,2.415110833623979e-14,2.359602500591254e-21,3.067866944179008e-20,-2.185127487078322e-36,1.0,1.0325074129013956e-14,False,45.529540790301695,-2.3596534186055256,47.88919420890721,61.99813120458102,0.2875320354118062,4.431774801799245,164.05446597035257,163.0080599673313,0.06775576046564522,5.941593724733631,-90.75000000000001,61.99813120458102,45.52954079030193,-2.3596534186053,47.88919420890723,61.99813120458102,4.431774801798645,0.28753203541195504,163.00805996733186,164.0544659703525,0.0677557604656457,5.94159372473363,90.75000000000001,61.99813120458102,45.52954079030181,0.0011505045102397195,0.05701244269583802,0.058162947206077745,4.297804891818739e-06,4.297804891818745e-06,0.999993123535816
Ro150_q0.55_L45W_r0.75_th160_kc+10_ko+10,7.862220177716044e-05,6.51833370558116e-13,6.434907677056552e-13,2.4153189457747114e-14,2.3596023088538796e-21,3.0678669441790083e-20,-2.185127487078322e-36,1.0,1.0103029524088925e-14,False,45.714266994099624,-2.181171542660509,47.89543853676013,62.000802362836474,0.10780888121025803,4.25453420411076,164.19233651531155,163.14607314011346,0.06805444498518716,5.940906821230313,-90.75000000000001,62.000802362836474,45.71426699409963,-2.1811715426605014,47.89543853676013,62.000802362836474,4.254534204110744,0.10780888121025803,163.1460731401135,164.19233651531155,0.06805444498518716,5.940906821230313,90.75000000000001,62.000802362836474,45.71426699409963,0.001193588078445134,0.061367924023600154,0.06256151210204529,5.257774040922126e-06,5.257774040922135e-06,0.999991587596919
Ro150_q0.55_L45W_r0.75_th160_kc+10_ko+10,9.574257936840151e-05,6.518331634370592e-13,6.43490214844229e-13,2.4155248901409557e-14,2.359602076802314e-21,3.0678669441790083e-20,-2.185127487078322e-36,1.0,1.0103029524088925e-14,False,45.903229860446835,-1.9986636118678238,47.90189347231467,62.00344558388998,-0.07596355036838724,4.073290774104035,164.3345346367992,163.2884677042521,0.06836046873199218,5.9402059515158925,-90.75000000000001,62.00344558388998,45.90322986044674,-1.9986636118679175,47.901893472314654,62.00344558388998,4.073290774104223,-0.07596355036838724,163.28846770425196,164.3345346367992,0.06836046873199218,5.9402059515158925,90.75000000000001,62.00344558388998,45.903229860446785,0.0012362192156468146,0.06581196156251225,0.06704818077815906,6.425511456879467e-06,6.425511456879476e-06,0.9999897192345164
