z_m,distance_from_right_GB_over_W,resultant_N,bulk_force_per_length_N_per_m
-1.004732142857143e-07,-47.80580357142858,3.833346074453614e-07,-1.1511368281900747
-9.997458791208793e-08,-47.681146978021985,3.827594563349892e-07,-1.1566984395574302
-9.947596153846155e-08,-47.55649038461539,3.8218137246615177e-07,-1.162808481489805
-9.897733516483518e-08,-47.431833791208796,3.8160002963225046e-07,-1.1696581426314316
-9.847870879120881e-08,-47.307177197802204,3.8101498841546033e-07,-1.177512517004581
-9.798008241758243e-08,-47.182520604395606,3.8042565228954734e-07,-1.1867408562018766
-9.748145604395606e-08,-47.057864010989015,3.7983120539903856e-07,-1.1978604419600136
-9.698282967032968e-08,-46.93320741758242,3.7923052339050514e-07,-1.2116012544829147
-9.648420329670331e-08,-46.808550824175825,3.786220437054126e-07,-1.2290039087194327
-9.598557692307694e-08,-46.68389423076923,3.7800357284378633e-07,-1.2515739776881452
-9.548695054945056e-08,-46.55923763736264,3.7737199064460384e-07,-1.2815411157560554
-9.498832417582419e-08,-46.43458104395605,3.7672276978948864e-07,-1.3223512697475437
-9.448969780219782e-08,-46.30992445054946,3.760491269592695e-07,-1.3797293460283653
-9.399107142857144e-08,-46.18526785714286,3.7534025688899946e-07,-1.4646170098470983
-9.349244505494507e-08,-46.06061126373627,3.7457700031120846e-07,-1.6010121720178905
-9.299381868131869e-08,-45.93595467032967,3.730621437113034e-07,33.69270979622439
-9.249519230769232e-08,-45.81129807692308,3.6525898220400544e-07,44.30706066055799
-9.199656593406595e-08,-45.68664148351648,3.8935441998621006e-07,12.182985637174683
-9.149793956043957e-08,-45.56198489010989,4.1159173740249406e-07,16.437893029502753
-9.09993131868132e-08,-45.4373282967033,4.2867831160243187e-07,9.038540393309008
-9.050068681318682e-08,-45.31267170329671,4.296818381074463e-07,-5.003802654205879
-9.000206043956045e-08,-45.18801510989012,4.1432824279375993e-07,-13.587371181817716
-8.950343406593408e-08,-45.063358516483525,3.931470033798419e-07,-11.031212922273278
-8.90048076923077e-08,-44.93870192307693,3.694351464225663e-07,-44.182392212678074
-8.850618131868133e-08,-44.814045329670336,3.7712782978016976e-07,-33.801860784689
-8.800755494505496e-08,-44.689388736263744,3.784849497921554e-07,1.294325884446164
-8.750892857142858e-08,-44.564732142857146,3.7909365238215474e-07,1.159173526823969
-8.701030219780221e-08,-44.44007554945055,3.796487875838239e-07,1.0753998793869002
-8.651167582417583e-08,-44.315418956043956,3.801693699671611e-07,1.0188101439331334
-8.601304945054946e-08,-44.190762362637365,3.8066611488889746e-07,0.978815332546365
-8.551442307692309e-08,-44.066105769230774,3.8114585242517796e-07,0.9498867321692952
-8.501579670329671e-08,-43.94144917582418,3.816132178358472e-07,0.9286449782956419
-8.451717032967034e-08,-43.81679258241759,3.8207145015436355e-07,0.912840429188446
-8.401854395604397e-08,-43.692135989011,3.8252284054096987e-07,0.9009004081219124
-8.351991758241759e-08,-43.5674793956044,3.8296901168229537e-07,0.8916959860631279
-8.302129120879122e-08,-43.44282280219781,3.8341110452307e-07,0.8844042272068171
-8.252266483516484e-08,-43.318166208791204,3.83849908289864e-07,0.8784198319394695
-8.202403846153847e-08,-43.19350961538461,3.842859533878436e-07,0.8732952951229105
-8.15254120879121e-08,-43.06885302197802,3.8471957887405766e-07,0.868698905006617
-8.102678571428572e-08,-42.94419642857143,3.851509820399412e-07,0.8643846840272037
-8.052815934065935e-08,-42.81953983516484,3.855802551684231e-07,0.8601705715475456
-8.002953296703297e-08,-42.69488324175825,3.860074129671582e-07,0.8559224095895808
-7.95309065934066e-08,-42.57022664835166,3.864324131507445e-07,0.8515420847688339
-7.903228021978023e-08,-42.445570054945065,3.8685517194875077e-07,0.8469587036046371
-7.853365384615385e-08,-42.32091346153847,3.872755758321795e-07,0.8421219855585569
-7.803502747252748e-08,-42.19625686813187,3.876934904046229e-07,0.8369972921131156
-7.753640109890111e-08,-42.07160027472528,3.881087671581891e-07,0.8315618759662574
-7.703777472527473e-08,-41.94694368131868,3.88521248613682e-07,0.8258020324019117
-7.653914835164836e-08,-41.82228708791209,3.889307722337105e-07,0.8197109366410458
-7.604052197802198e-08,-41.697630494505496,3.8933717340105875e-07,0.8132869904244537
-7.554189560439561e-08,-41.572973901098905,3.8974028768230566e-07,0.8065325588545247
-7.504326923076924e-08,-41.448317307692314,3.9013995254446066e-07,0.799453003163175
-7.454464285714286e-08,-41.32366071428572,3.905360086523118e-07,0.7920559396007419
-7.40460164835165e-08,-41.19900412087913,3.9092830084416097e-07,0.7843506712679471
-7.354739010989011e-08,-41.07434752747253,3.9131667885991643e-07,0.7763477494730072
-7.304876373626374e-08,-40.949690934065934,3.9170099787959984e-07,0.7680586421421459
-7.255013736263738e-08,-40.82503434065934,3.920811189162975e-07,0.7594954752309109
-7.2051510989011e-08,-40.700377747252745,3.924569090965606e-07,0.7506708354216062
-7.155288461538462e-08,-40.57572115384615,3.928282418547433e-07,0.7415976195728039
-7.105425824175826e-08,-40.45106456043956,3.9319499706073354e-07,0.7322889166705612
-7.055563186813187e-08,-40.32640796703297,3.9355706109653843e-07,0.7227579200408876
-7.00570054945055e-08,-40.20175137362638,3.9391432689272437e-07,0.7130178542514651
-6.955837912087912e-08,-40.07709478021979,3.942666939339328e-07,0.7030819242815285
-6.905975274725276e-08,-39.9524381868132,3.946140682397938e-07,0.6929632685948496
-6.856112637362639e-08,-39.8277815934066,3.9495636232647786e-07,0.6826749288242121
-6.80625e-08,-39.703125,3.9529349515259125e-07,0.6722298184016741
-6.756387362637364e-08,-39.57846840659341,3.956253920522234e-07,0.6616407029595228
-6.706524725274725e-08,-39.45381181318681,3.959519846576685e-07,0.6509201794558266
-6.656662087912089e-08,-39.32915521978022,3.9627321081291704e-07,0.6400806606659779
-6.606799450549452e-08,-39.20449862637363,3.965890144798355e-07,0.6291343620371851
-6.556936813186814e-08,-39.079842032967036,3.968993456376155e-07,0.6180932884154521
-6.507074175824177e-08,-38.955185439560445,3.972041601762692e-07,0.606969223974497
-6.45721153846154e-08,-38.830528846153854,3.9750341978515414e-07,0.595773722737235
-6.407348901098902e-08,-38.705872252747255,3.977970918366186e-07,0.584518098917364
-6.357486263736265e-08,-38.581215659340664,3.9808514926566677e-07,0.5732134208231366
-6.307623626373627e-08,-38.456559065934066,3.9836757044554363e-07,0.5618705010239025
-6.25776098901099e-08,-38.331902472527474,3.9864433905992323e-07,0.5504998925345882
-6.207898351648353e-08,-38.20724587912088,3.989154439721014e-07,0.5391118809931419
-6.158035714285715e-08,-38.082589285714285,3.9918087909108004e-07,0.527716480036757
-6.108173076923078e-08,-37.95793269230769,3.9944064323540204e-07,0.516323427011518
-6.058310439560441e-08,-37.8332760989011,3.996947399944117e-07,0.5049421771285179
-6.008447802197803e-08,-37.70861950549451,3.999431775877417e-07,0.4935819020700285
-5.958585164835165e-08,-37.58396291208792,4.0018596872311036e-07,0.48225148485820735
-5.9087225274725284e-08,-37.45930631868132,4.004231304524358e-07,0.4709595181410457
-5.858859890109891e-08,-37.33464972527473,4.006546840270017e-07,0.4597143021472939
-5.808997252747253e-08,-37.20999313186813,4.008806547515452e-07,0.4485238424896979
-5.759134615384616e-08,-37.08533653846154,4.011010718377315e-07,0.4373958498448649
-5.709271978021979e-08,-36.96067994505495,4.0131596825724886e-07,0.4263377388039999
-5.6594093406593414e-08,-36.83602335164836,4.015253805944985e-07,0.41535662743789886
-5.609546703296704e-08,-36.71136675824176,4.017293488995294e-07,0.40445933862759254
-5.5596840659340664e-08,-36.58671016483517,4.0192791654121526e-07,0.39365239984136036
-5.5098214285714295e-08,-36.46205357142858,4.0212113006078295e-07,0.38294204469382204
-5.459958791208792e-08,-36.33739697802198,4.023090390261659e-07,0.37233421473640194
-5.4100961538461544e-08,-36.21274038461539,4.0249169588721715e-07,0.36183456114516604
-5.360233516483517e-08,-36.088083791208796,4.026691558319998e-07,0.3514484473493009
-5.31037087912088e-08,-35.963427197802204,4.0284147664438834e-07,0.3411809516915796
-5.2605082417582425e-08,-35.838770604395606,4.030087185631457e-07,0.3310368706990033
-5.210645604395605e-08,-35.714114010989015,4.031709441425982e-07,0.321020722268726
-5.1607829670329675e-08,-35.58945741758242,4.0332821811514375e-07,0.3111367498248412
-5.11092032967033e-08,-35.464800824175825,4.03480607255718e-07,0.30138892607380113
-5.061057692307693e-08,-35.34014423076923,4.0362818024828593e-07,0.29178095739214366
-5.0111950549450556e-08,-35.21548763736264,4.037710075546732e-07,0.28231628882598997
-4.961332417582418e-08,-35.090831043956044,4.0390916128567774e-07,0.2729981083339526
-4.9114697802197805e-08,-34.96617445054945,4.0404271507465305e-07,0.2638293524125508
-4.861607142857144e-08,-34.84151785714286,4.0417174395372635e-07,0.25481271113545173
-4.811744505494506e-08,-34.71686126373627,4.0429632423261366e-07,0.24595063354030808
-4.7618818681318686e-08,-34.59220467032967,4.0441653338030767e-07,0.23724533376702542
-4.712019230769231e-08,-34.46754807692308,4.045324499095112e-07,0.22869879606548635
-4.662156593406594e-08,-34.34289148351649,4.046441532640324e-07,0.22031278157487935
-4.612293956043957e-08,-34.2182348901099,4.0475172370920356e-07,0.2120888338131056
-4.562431318681319e-08,-34.0935782967033,4.048552422252647e-07,0.20402828506603501
-4.5125686813186817e-08,-33.9689217032967,4.04954790403872e-07,0.19613226258486022
-4.462706043956045e-08,-33.84426510989011,4.050504503477226e-07,0.18840169491815656
-4.412843406593407e-08,-33.71960851648352,4.0514230457334663e-07,0.1808373183225744
-4.36298076923077e-08,-33.59495192307693,4.052304359170428e-07,0.17343968302276733
-4.313118131868132e-08,-33.470295329670336,4.053149274440217e-07,0.16620915981142997
-4.263255494505495e-08,-33.34563873626374,4.0539586236076604e-07,0.15914594642469204
-4.213392857142858e-08,-33.220982142857146,4.0547332393057335e-07,0.15225007395899048
-4.16353021978022e-08,-33.096325549450555,4.0554739539229045e-07,0.14552141329517027
-4.113667582417583e-08,-32.97166895604396,4.0561815988225215e-07,0.13895968155111807
-4.063804945054945e-08,-32.847012362637365,4.056857003593849e-07,0.13256444837771883
-4.0139423076923084e-08,-32.72235576923077,4.057500995334433e-07,0.1263351422615516
-3.964079670329671e-08,-32.597699175824175,4.0581143979637655e-07,0.12027105679693359
-3.9142170329670334e-08,-32.473042582417584,4.0586980315678293e-07,0.11437135685093797
-3.864354395604396e-08,-32.34838598901099,4.059252711774031e-07,0.10863508462223369
-3.814491758241759e-08,-32.2237293956044,4.0597792491562263e-07,0.10306116567152715
-3.7646291208791215e-08,-32.09907280219781,4.0602784486693314e-07,0.09764841480987863
-3.714766483516484e-08,-31.97441620879121,4.060751109113035e-07,0.09239554190246252
-3.6649038461538464e-08,-31.849759615384617,4.06119802262404e-07,0.08730115754816327
-3.6150412087912096e-08,-31.725103021978025,4.0616199741962893e-07,0.08236377865505592
-3.565178571428572e-08,-31.600446428571434,4.0620177412285917e-07,0.07758183388499139
-3.5153159340659345e-08,-31.475789835164836,4.062392093098999e-07,0.07295366897070418
-3.465453296703297e-08,-31.35113324175824,4.062743790765277e-07,0.06847755189977471
-3.4155906593406595e-08,-31.22647664835165,4.0630735863908476e-07,0.0641516779685401
-3.3657280219780226e-08,-31.10182005494506,4.0633822229954577e-07,0.059974174685561536
-3.315865384615385e-08,-30.977163461538467,4.06367043412992e-07,0.05594310654236439
-3.2660027472527475e-08,-30.852506868131876,4.063938943574169e-07,0.052056479632448034
-3.21614010989011e-08,-30.727850274725274,4.0641884650579504e-07,0.04831224612765962
-3.166277472527473e-08,-30.603193681318682,4.064419702003348e-07,0.04470830859818889
-3.1164148351648356e-08,-30.47853708791209,4.064633347288469e-07,0.04124252419693671
-3.066552197802198e-08,-30.3538804945055,4.0648300830315016e-07,0.03791270867753857
-3.0166895604395606e-08,-30.2292239010989,4.0650105803944036e-07,0.034716640271156195
-2.9668269230769234e-08,-30.104567307692307,4.065175499405464e-07,0.03165206341007447
-2.9169642857142862e-08,-29.979910714285715,4.06532548880003e-07,0.028716692303614583
-2.8671016483516487e-08,-29.855254120879124,4.065461185878586e-07,0.025908214357253847
-2.8172390109890115e-08,-29.730597527472533,4.0655832163814907e-07,0.0232242934492914
-2.767376373626374e-08,-29.605940934065934,4.0656921943796515e-07,0.02066257306468601
-2.7175137362637364e-08,-29.481284340659343,4.0657887221803265e-07,0.018220679263812947
-2.6676510989010992e-08,-29.356627747252748,4.065873390247413e-07,0.015896223531285773
-2.6177884615384617e-08,-29.231971153846157,4.0659467771355095e-07,0.013686805470270982
-2.5679258241758245e-08,-29.107314560439566,4.066009449436955e-07,0.011590015347804914
-2.518063186813187e-08,-28.982657967032967,4.0660619617412814e-07,0.009603436523658592
-2.4682005494505498e-08,-28.858001373626376,4.0661048566062987e-07,0.007724647725433308
-2.4183379120879123e-08,-28.73334478021978,4.066138664540216e-07,0.00595122520055853
-2.368475274725275e-08,-28.60868818681319,4.066163903994094e-07,0.0042807447336268975
-2.3186126373626376e-08,-28.4840315934066,4.066181081364015e-07,0.002710783536630694
-2.2687500000000004e-08,-28.359375000000004,4.0661906910023347e-07,0.001238922020588782
-2.218887362637363e-08,-28.23471840659341,4.06619321523744e-07,-0.00013725456226535104
-2.1690247252747257e-08,-28.110061813186817,4.06618912440133e-07,-0.0014201545904949885
-2.119162087912088e-08,-27.985405219780223,4.066178876864569e-07,-0.0026121786593558036
-2.069299450549451e-08,-27.860748626373628,4.0661629190778974e-07,-0.0037157182839779135
-2.0194368131868134e-08,-27.736092032967036,4.0661416856200974e-07,-0.004733154706516642
-1.969574175824176e-08,-27.61143543956044,4.0661155992514416e-07,-0.005666857810908632
-1.9197115384615387e-08,-27.48677884615385,4.066085070972345e-07,-0.006519185138307007
-1.8698489010989012e-08,-27.362122252747255,4.06605050008661e-07,-0.007292481011074566
-1.819986263736264e-08,-27.23746565934066,4.066012274268788e-07,-0.007989075738348273
-1.7701236263736265e-08,-27.11280906593407,4.065970769635287e-07,-0.008611284925055734
-1.7202609890109893e-08,-26.988152472527474,4.0659263508186417e-07,-0.009161408871825639
-1.6703983516483518e-08,-26.863495879120883,4.0658793710445814e-07,-0.009641732050776284
-1.6205357142857146e-08,-26.73883928571429,4.0658301722114883e-07,-0.01005452267912414
-1.570673076923077e-08,-26.614182692307693,4.0657790849717357e-07,-0.010402032365402315
-1.52081043956044e-08,-26.489526098901102,4.065726428814642e-07,-0.010686495830828348
-1.4709478021978023e-08,-26.364869505494507,4.0656725121506045e-07,-0.010910130714769567
-1.421085164835165e-08,-26.240212912087916,4.0656176323959915e-07,-0.011075137442693799
-1.3712225274725276e-08,-26.11555631868132,4.0655620760585685e-07,-0.011183699169130566
-1.3213598901098902e-08,-25.990899725274726,4.0655061188230175e-07,-0.011237981781069066
-1.2714972527472529e-08,-25.866243131868135,4.0654500256362787e-07,-0.011240133971565473
-1.2216346153846155e-08,-25.74158653846154,4.065394050792397e-07,-0.0111922873683545
-1.1717719780219782e-08,-25.61692994505495,4.065338438016578e-07,-0.011096556719959447
-1.1219093406593408e-08,-25.492273351648354,4.065283420548193e-07,-0.010955040139523527
-1.0720467032967035e-08,-25.36761675824176,4.065229221222424e-07,-0.010769819405663657
-1.0221840659340661e-08,-25.242960164835168,4.0651760525503406e-07,-0.01054296029536603
-9.723214285714287e-09,-25.118303571428577,4.0651241167971553e-07,-0.010276512989741552
-9.224587912087914e-09,-24.99364697802198,4.0650736060584006e-07,-0.009972512503925762
-8.72596153846154e-09,-24.868990384615387,4.065024702333845e-07,-0.00963297916808998
-8.227335164835167e-09,-24.744333791208792,4.064977577598943e-07,-0.009259919151125295
-7.728708791208791e-09,-24.6196771978022,4.064932393873581e-07,-0.008855325011724343
-7.230082417582419e-09,-24.49502060439561,4.0648893032880333e-07,-0.008421176298386443
-6.731456043956045e-09,-24.370364010989015,4.064848448145816e-07,-0.00795944017178861
-6.2328296703296714e-09,-24.24570741758242,4.0648099609834374e-07,-0.007472072064036157
-5.734203296703297e-09,-24.121050824175825,4.064773964626769e-07,-0.006961016363866339
-5.2355769230769234e-09,-23.996394230769234,4.064740572243972e-07,-0.006428207130422661
-4.73695054945055e-09,-23.871737637362642,4.064709887394835e-07,-0.005875568827282212
-4.238324175824176e-09,-23.747081043956044,4.0646820040764164e-07,-0.005305017090847664
-3.739697802197803e-09,-23.622424450549453,4.0646570067647903e-07,-0.004718459499665693
-3.241071428571429e-09,-23.497767857142858,4.0646349704530343e-07,-0.004117796382022989
-2.742445054945055e-09,-23.373111263736266,4.0646159606850503e-07,-0.0035049216272022075
-2.2438186813186815e-09,-23.248454670329675,4.064600033585448e-07,-0.0028817235113873098
-1.745192307692308e-09,-23.123798076923077,4.0645872358852445e-07,-0.0022500855487069217
-1.2465659340659342e-09,-22.999141483516485,4.0645776049432973e-07,-0.0016118873370000802
-7.479395604395606e-10,-22.874484890109894,4.0645711687636265e-07,-0.0009690054176988501
-2.4931318681318684e-10,-22.7498282967033,4.064567946008365e-07,-0.0003233141519615632
2.4931318681318684e-10,-22.625171703296708,4.0645679460063786e-07,0.00032331341512383595
7.479395604395606e-10,-22.50051510989011,4.0645711687576697e-07,0.0009690046819866333
1.2465659340659342e-09,-22.375858516483518,4.0645776049333796e-07,0.001611886601579772
1.745192307692308e-09,-22.251201923076927,4.0645872358713595e-07,0.0022500848129796266
2.2438186813186815e-09,-22.126545329670332,4.0646000335676e-07,0.002881722776776298
2.742445054945055e-09,-22.001888736263737,4.0646159606632466e-07,0.0035049208936193984
3.241071428571429e-09,-21.877232142857146,4.064634970427275e-07,0.004117795649668454
3.739697802197803e-09,-21.75257554945055,4.064657006735089e-07,0.004718458769998469
4.238324175824176e-09,-21.62791895604396,4.0646820040427866e-07,0.005305016363589387
4.73695054945055e-09,-21.503262362637365,4.0647098873572906e-07,0.005875568101736741
5.2355769230769234e-09,-21.37860576923077,4.0647405722025113e-07,0.006428206406792424
5.734203296703297e-09,-21.25394917582418,4.0647739645814117e-07,0.0069610156446352905
6.2328296703296714e-09,-21.129292582417584,4.0648099609342163e-07,0.007472071350444401
6.731456043956045e-09,-21.004635989010993,4.0648484480927504e-07,0.007959439462565167
7.230082417582419e-09,-20.879979395604398,4.0648893032311455e-07,0.008421175594288106
7.728708791208791e-09,-20.755322802197803,4.064932393812903e-07,0.008855324313848228
8.227335164835167e-09,-20.63066620879121,4.064977577534504e-07,0.009259918460493042
8.72596153846154e-09,-20.506009615384617,4.06502470226569e-07,0.009632978486292076
9.224587912087914e-09,-20.381353021978025,4.065073605986566e-07,0.009972511830707123
9.723214285714287e-09,-20.25669642857143,4.065124116721699e-07,0.01027651232802916
1.0221840659340661e-08,-20.132039835164836,4.065176052471316e-07,0.010542959645245152
1.0720467032967035e-08,-20.007383241758244,4.06522922113989e-07,0.010769818767947211
1.1219093406593408e-08,-19.88272664835165,4.0652834204622274e-07,0.010955039518021032
1.1717719780219782e-08,-19.75807005494506,4.065338437927249e-07,0.011096556112900374
1.2216346153846155e-08,-19.633413461538463,4.065394050699795e-07,0.011192286779701537
1.2714972527472529e-08,-19.50875686813187,4.0654500255404915e-07,0.01124013340246058
1.3213598901098902e-08,-19.384100274725277,4.0655061187241566e-07,0.01123798123399064
1.3712225274725276e-08,-19.259443681318686,4.0655620759567323e-07,0.011183698643583276
1.421085164835165e-08,-19.13478708791209,4.0656176322913093e-07,0.01107513694421114
1.4709478021978023e-08,-19.010130494505496,4.065672512043209e-07,0.010910130243375244
1.52081043956044e-08,-18.8854739010989,4.065726428704675e-07,0.010686495389136427
1.570673076923077e-08,-18.76081730769231,4.065779084859352e-07,0.01040203195577777
1.6205357142857146e-08,-18.63616071428572,4.065830172096855e-07,0.010054522304176942
1.6703983516483518e-08,-18.511504120879124,4.065879370927878e-07,0.009641731711528698
1.7202609890109893e-08,-18.38684752747253,4.065926350700038e-07,0.009161408571406677
1.7701236263736265e-08,-18.262190934065934,4.065970769515019e-07,0.00861128467036232
1.819986263736264e-08,-18.137534340659343,4.0660122741470527e-07,0.007989075525407775
1.8698489010989012e-08,-18.01287774725275,4.066050499963648e-07,0.0072924808468280925
1.9197115384615387e-08,-17.888221153846157,4.0660850708483903e-07,0.006519185022380693
1.969574175824176e-08,-17.763564560439562,4.066115599126744e-07,0.005666857747710757
2.0194368131868134e-08,-17.638907967032967,4.066141685494939e-07,0.0047331547000443955
2.069299450549451e-08,-17.514251373626376,4.066162918952562e-07,0.0037157183350781573
2.119162087912088e-08,-17.389594780219785,4.066178876739345e-07,0.0026121787709476717
2.1690247252747257e-08,-17.264938186813186,4.0661891242765327e-07,0.0014201547657845314
2.218887362637363e-08,-17.140281593406595,4.066193215113394e-07,0.00013725480430636547
2.2687500000000004e-08,-17.015625,4.066190690879381e-07,-0.0012389217097853328
2.3186126373626376e-08,-16.89096840659341,4.066181081242501e-07,-0.0027107831544100273
2.368475274725275e-08,-16.766311813186817,4.066163903874386e-07,-0.004280744277885118
2.4183379120879123e-08,-16.641655219780223,4.0661386644226804e-07,-0.005951224669766078
2.4682005494505498e-08,-16.516998626373628,4.066104856491321e-07,-0.007724647115844182
2.518063186813187e-08,-16.392342032967036,4.066061961629261e-07,-0.00960343583361504
2.5679258241758245e-08,-16.26768543956044,4.0660094493282975e-07,-0.01159001457579737
2.6177884615384617e-08,-16.14302884615385,4.0659467770306267e-07,-0.01368680461602611
2.6676510989010992e-08,-16.018372252747255,4.0658733901467207e-07,-0.015896222591598674
2.7175137362637364e-08,-15.89371565934066,4.0657887220842587e-07,-0.018220678237260955
2.767376373626374e-08,-15.76905906593407,4.065692194288642e-07,-0.02066257195112317
2.8172390109890115e-08,-15.644402472527473,4.065583216295975e-07,-0.023224292249085753
2.8671016483516487e-08,-15.519745879120881,4.065461185798999e-07,-0.025908213068714367
2.9169642857142862e-08,-15.395089285714288,4.065325488726816e-07,-0.02871669092665909
2.9668269230769234e-08,-15.270432692307693,4.06517549933906e-07,-0.031652061947403165
3.0166895604395606e-08,-15.145776098901102,4.0650105803352405e-07,-0.03471663872087067
3.066552197802198e-08,-15.021119505494505,4.0648300829800147e-07,-0.03791270704150424
3.1164148351648356e-08,-14.896462912087914,4.0646333472450807e-07,-0.04124252247774879
3.166277472527473e-08,-14.77180631868132,4.06441970196847e-07,-0.044708306798558195
3.21614010989011e-08,-14.647149725274728,4.064188465031984e-07,-0.0483122442473151
3.2660027472527475e-08,-14.522493131868133,4.063938943557506e-07,-0.0520564776779321
3.315865384615385e-08,-14.39783653846154,4.063670434122925e-07,-0.05594310451513681
3.3657280219780226e-08,-14.273179945054947,4.0633822229984864e-07,-0.05997417259071967
3.4155906593406595e-08,-14.148523351648354,4.063073586404227e-07,-0.06415167581023518
3.465453296703297e-08,-14.02386675824176,4.062743790789312e-07,-0.06847754968451095
3.5153159340659345e-08,-13.899210164835166,4.062392093133963e-07,-0.07295366670312314
3.565178571428572e-08,-13.774553571428573,4.062017741274734e-07,-0.07758183157178329
3.6150412087912096e-08,-13.64989697802198,4.061619974253815e-07,-0.08236377630620065
3.6649038461538464e-08,-13.525240384615387,4.061198022693123e-07,-0.08730115516572834
3.714766483516484e-08,-13.400583791208794,4.0607511091938125e-07,-0.09239553950101714
3.7646291208791215e-08,-13.275927197802199,4.060278448761882e-07,-0.09764841239636587
3.814491758241759e-08,-13.151270604395606,4.0597792492605977e-07,-0.1030611632524285
3.864354395604396e-08,-13.026614010989013,4.059252711890213e-07,-0.1086350822157381
3.9142170329670334e-08,-12.90195741758242,4.05869803169575e-07,-0.11437135446073231
3.964079670329671e-08,-12.777300824175827,4.0581143981033073e-07,-0.12027105444080718
4.0139423076923084e-08,-12.652644230769232,4.057500995485411e-07,-0.12633513994524614
4.063804945054945e-08,-12.52798763736264,4.056857003756029e-07,-0.13256444611840404
4.113667582417583e-08,-12.403331043956046,4.0561815989955904e-07,-0.1389596793631234
4.16353021978022e-08,-12.278674450549453,4.0554739541064724e-07,-0.14552141119369627
4.213392857142858e-08,-12.154017857142858,4.0547332394993546e-07,-0.15225007195057097
4.263255494505495e-08,-12.029361263736266,4.0539586238107905e-07,-0.15914594454715014
4.313118131868132e-08,-11.904704670329673,4.053149274652255e-07,-0.16620915804091024
4.36298076923077e-08,-11.780048076923078,4.052304359390717e-07,-0.1734396814161057
4.412843406593407e-08,-11.655391483516485,4.051423045961207e-07,-0.18083731687117433
4.462706043956045e-08,-11.53073489010989,4.0505045037115595e-07,-0.18840169366321755
4.5125686813186817e-08,-11.4060782967033,4.049547904278687e-07,-0.19613226151530347
4.562431318681319e-08,-11.281421703296704,4.048552422497256e-07,-0.2040282842125455
4.612293956043957e-08,-11.156765109890111,4.0475172373401707e-07,-0.21208883319658187
4.662156593406594e-08,-11.032108516483518,4.046441532890771e-07,-0.22031278120914088
4.712019230769231e-08,-10.907451923076925,4.045324499346537e-07,-0.22869879598735707
4.7618818681318686e-08,-10.782795329670332,4.044165334054152e-07,-0.23724533393411987
4.811744505494506e-08,-10.658138736263737,4.042963242575358e-07,-0.24595063407615583
4.861607142857144e-08,-10.533482142857144,4.0417174397830164e-07,-0.2548127119425858
4.9114697802197805e-08,-10.408825549450551,4.0404271509872636e-07,-0.26382935358021015
4.961332417582418e-08,-10.284168956043958,4.039091613090667e-07,-0.2729981098763094
5.0111950549450556e-08,-10.159512362637365,4.0377100757719675e-07,-0.2823162907188926
5.061057692307693e-08,-10.03485576923077,4.0362818026975965e-07,-0.2917809596804914
5.11092032967033e-08,-9.910199175824179,4.03480607275938e-07,-0.30138892878963625
5.1607829670329675e-08,-9.785542582417584,4.033282181339032e-07,-0.31113675294173454
5.210645604395605e-08,-9.66088598901099,4.031709441596837e-07,-0.32102072584716446
5.2605082417582425e-08,-9.536229395604398,4.0300871857834066e-07,-0.3310368746863203
5.31037087912088e-08,-9.411572802197803,4.028414766574747e-07,-0.3411809561490576
5.360233516483517e-08,-9.286916208791212,4.026691558427349e-07,-0.3514484523131741
5.4100961538461544e-08,-9.162259615384617,4.0249169589537175e-07,-0.36183456652484236
5.459958791208792e-08,-9.037603021978024,4.023090390315109e-07,-0.3723342206255611
5.5098214285714295e-08,-8.912946428571429,4.0212113006305983e-07,-0.38294205111828356
5.5596840659340664e-08,-8.788289835164838,4.0192791654018357e-07,-0.3936524066898927
5.609546703296704e-08,-8.663633241758243,4.017293488949552e-07,-0.40445934599898725
5.6594093406593414e-08,-8.53897664835165,4.0152538058611085e-07,-0.41535663538269235
5.709271978021979e-08,-8.414320054945057,4.013159682448287e-07,-0.4263377470406962
5.759134615384616e-08,-8.289663461538463,4.0110107182104294e-07,-0.43739585876252407
5.808997252747253e-08,-8.16500686813187,4.008806547303e-07,-0.4485238518762391
5.858859890109891e-08,-8.040350274725276,4.0065468400099217e-07,-0.45971431189836204
5.9087225274725284e-08,-7.9156936813186825,4.004231304214464e-07,-0.4709595284043312
5.958585164835165e-08,-7.79103708791209,4.0018596868690356e-07,-0.48225149556200697
6.008447802197803e-08,-7.666380494505496,3.9994317754610136e-07,-0.49358191320993866
6.058310439560441e-08,-7.541723901098901,3.9969473994711205e-07,-0.5049421887450684
6.108173076923078e-08,-7.417067307692309,3.994406431822639e-07,-0.5163234388660703
6.158035714285715e-08,-7.292410714285717,3.9918087903193994e-07,-0.5277164923242857
6.207898351648353e-08,-7.167754120879121,3.989154439067708e-07,-0.539111893609349
6.25776098901099e-08,-7.043097527472529,3.9864433898823836e-07,-0.5504999054865617
6.307623626373627e-08,-6.918440934065937,3.9836757036738144e-07,-0.5618705141364322
6.357486263736265e-08,-6.793784340659341,3.980851491809173e-07,-0.5732134342270754
6.407348901098902e-08,-6.669127747252749,3.977970917451539e-07,-0.584518112556673
6.45721153846154e-08,-6.544471153846154,3.975034196869145e-07,-0.5957737363791442
6.507074175824177e-08,-6.419814560439562,3.9720416007120936e-07,-0.6069692378166711
