episode,avalanche_id,event_number,q_over_b,start_time_s,end_time_s,duration_s,recovery_steps,affinity_start_Pa,affinity_min_Pa,affinity_end_Pa,LEFT_sigma_local_Pa_start,LEFT_sigma_local_Pa_end,delta_LEFT_sigma_local_Pa,RIGHT_sigma_local_Pa_start,RIGHT_sigma_local_Pa_end,delta_RIGHT_sigma_local_Pa,V_center_m3_start,V_center_m3_end,delta_V_center_m3,center_span_m_start,center_span_m_end,delta_center_span_m,LEFT_TJ_radius_m_start,LEFT_TJ_radius_m_end,delta_LEFT_TJ_radius_m,RIGHT_TJ_radius_m_start,RIGHT_TJ_radius_m_end,delta_RIGHT_TJ_radius_m,LEFT_neck_radius_m_start,LEFT_neck_radius_m_end,delta_LEFT_neck_radius_m,RIGHT_neck_radius_m_start,RIGHT_neck_radius_m_end,delta_RIGHT_neck_radius_m,GB_LEFT_m_start,GB_LEFT_m_end,delta_GB_LEFT_m,GB_RIGHT_m_start,GB_RIGHT_m_end,delta_GB_RIGHT_m,centroid_strain_start,centroid_strain_end,delta_centroid_strain,quota_strain_start,quota_strain_end,delta_quota_strain,energy_J_start,energy_J_end,delta_energy_J
746,2,11,0.657499999999992,4188.555240299113,4188.555629797693,0.000389498579352221,1,5301.5418493673205,5301.5418493673205,35823.987535350025,4751127.64736485,4739714.90156889,-11412.745795960538,24450202.979823913,24435000.89877348,-15202.081050433218,1.952325432619317e-21,1.9523269179136527e-21,1.4852943357051165e-27,3.2500018486947455e-08,3.250001226776747e-08,-6.219179987732159e-15,1.38744490078061e-07,1.3873942132921818e-07,-5.068748842811007e-12,1.3586162046335296e-07,1.3586215667185186e-07,5.36208498892545e-13,1.38744490078061e-07,1.3873942132921818e-07,-5.068748842811007e-12,1.3586162046335296e-07,1.3586215667185186e-07,5.36208498892545e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.610002424665456e-08,1.610001802747458e-08,-6.219179981114714e-15,-0.0007953056830254379,-0.0007957280738659644,-4.22390840526532e-07,0.016562327276904855,0.016562327276904855,0.0,3.630852330537496e-13,3.630821431332957e-13,-3.0899204539285425e-18
747,2,11,0.658749999999992,4189.910702756563,4189.911092255143,0.000389498579352221,1,7725.431661434472,7725.431661434472,59949.83551352471,4741846.974622453,4753302.348297296,11455.37367484346,24440303.3675664,24429208.337252118,-11095.030314281583,1.952327543326684e-21,1.9523289394405597e-21,1.3961138757871016e-27,3.2499984820334205e-08,3.2499977642787736e-08,-7.177546469117532e-15,1.3874184100448156e-07,1.3873714417076404e-07,-4.696833717524556e-12,1.358620417668332e-07,1.3586266021092916e-07,6.184440959779735e-13,1.3874184100448156e-07,1.3873714417076404e-07,-4.696833717524556e-12,1.358620417668332e-07,1.3586266021092916e-07,6.184440959779735e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.6099990580041315e-08,1.6099983402494843e-08,-7.177546472426254e-15,-0.0007956073096921923,-0.0007960232336885475,-4.159239963552608e-07,0.016564269844026237,0.016564269844026237,0.0,3.6308449996315207e-13,3.6308141824499757e-13,-3.0817181545014544e-18
748,2,11,0.6612499999999919,4191.868328835696,4191.868718334275,0.000389498579352221,1,6759.400263786316,6759.400263786316,52511.595729239285,4757581.173530626,4758657.025585747,1075.8520551212132,24439766.46870072,24427032.443285976,-12734.025414746255,1.9523301910234004e-21,1.952331613696647e-21,1.4226732464232528e-27,3.2499922782908875e-08,3.2499916031163976e-08,-6.751744899122037e-15,1.3874199537468388e-07,1.3873714287228649e-07,-4.852502397394418e-12,1.358624276969616e-07,1.358630094567191e-07,5.817597574946271e-13,1.3874199537468388e-07,1.3873714287228649e-07,-4.852502397394418e-12,1.358624276969616e-07,1.358630094567191e-07,5.817597574946271e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.6099928542615982e-08,1.6099921790871083e-08,-6.751744899122037e-15,-0.0007957817522168398,-0.0007961995051124493,-4.1775289560952444e-07,0.016568154978269002,0.016568154978269002,0.0,3.630861308005096e-13,3.6308305031514445e-13,-3.0804853651384243e-18
749,2,11,0.6624999999999919,4192.384466547959,4192.3848560465385,0.000389498579352221,1,24481.48845425248,24481.48845425248,82506.18430547416,4761169.223855063,4774501.143103078,13331.919248014688,24432336.917346157,24422063.919663772,-10272.997682385147,1.952332239052487e-21,1.9523335997754432e-21,1.36072295628407e-27,3.249988858628587e-08,3.2499881267519294e-08,-7.318766574793182e-15,1.3873957909070682e-07,1.3873495549367142e-07,-4.6235970353961e-12,1.3586289461417008e-07,1.3586352494969368e-07,6.303355236030222e-13,1.3873957909070682e-07,1.3873495549367142e-07,-4.6235970353961e-12,1.3586289461417008e-07,1.3586352494969368e-07,6.303355236030222e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.609989434599298e-08,1.6099887027226404e-08,-7.318766574793182e-15,-0.0007960787403993308,-0.00079649184444186,-4.1310404252925537e-07,0.016570097545390385,0.016570097545390385,0.0,3.6308540592824274e-13,3.630823328952163e-13,-3.07303302645906e-18
750,2,11,0.6662499999999918,4194.890123331553,4194.890512830132,0.000389498579352221,1,5741.341962412,5741.341962412,36674.76960517466,4780644.2538964255,4768738.246829795,-11906.007066630758,24437834.841020346,24422714.29907588,-15120.541944466531,1.9523354783211976e-21,1.952336932400963e-21,1.4540797655699914e-27,3.2499799031525394e-08,3.2499792835059216e-08,-6.1964661772117145e-15,1.3874223357013304e-07,1.3873715754838646e-07,-5.0760217465817305e-12,1.3586317295793888e-07,1.358637067973184e-07,5.338393795292801e-13,1.3874223357013304e-07,1.3873715754838646e-07,-5.0760217465817305e-12,1.3586317295793888e-07,1.358637067973184e-07,5.338393795292801e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.6099804791232507e-08,1.6099798594766326e-08,-6.196466180520437e-15,-0.0007961297099516873,-0.0007965498341284682,-4.2012417678094494e-07,0.01657592524675453,0.01657592524675453,0.0,3.630894012696674e-13,3.630863231105841e-13,-3.0781590832943033e-18
751,2,11,0.6674999999999918,4196.121896358154,4196.1222858567335,0.000389498579352221,1,8641.042557440698,8641.042557440698,61079.311954028904,4771244.978127246,4782252.728645887,11007.750518641435,24428015.126979157,24416973.968705494,-11041.158273663372,1.952337557828239e-21,1.95233892277088e-21,1.3649426409565162e-27,3.249976539786202e-08,3.2499758246388334e-08,-7.151473683270301e-15,1.387395935440492e-07,1.3873489313225621e-07,-4.700411792984454e-12,1.3586359191889824e-07,1.3586420764346093e-07,6.157245626843194e-13,1.387395935440492e-07,1.3873489313225621e-07,-4.700411792984454e-12,1.3586359191889824e-07,1.3586420764346093e-07,6.157245626843194e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.609977115756913e-08,1.609976400609544e-08,-7.151473689887746e-15,-0.0007964290828468279,-0.0007968427516988896,-4.1366885206173265e-07,0.016577867813875914,0.016577867813875914,0.0,3.6308867938870217e-13,3.630856092543346e-13,-3.0701343675893855e-18
752,2,11,0.6699999999999917,4197.855906815042,4197.856296313621,0.000389498579352221,1,8028.183744430542,8028.183744430542,53898.914761312306,4786935.087440238,4787502.341362615,567.2539223767817,24427528.72659353,24414833.913118772,-12694.81347475946,1.952340174378343e-21,1.9523415658881738e-21,1.39150983079301e-27,3.249970340702546e-08,3.24996966832546e-08,-6.723770855180465e-15,1.387397612216855e-07,1.3873490284969882e-07,-4.858371986688377e-12,1.3586397518183205e-07,1.358645540873552e-07,5.789055231454096e-13,1.387397612216855e-07,1.3873490284969882e-07,-4.858371986688377e-12,1.3586397518183205e-07,1.358645540873552e-07,5.789055231454096e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.6099709166732564e-08,1.6099702442961716e-08,-6.72377084856302e-15,-0.0007966012958591229,-0.0007970167998447852,-4.155039856623688e-07,0.016581752948118676,0.016581752948118676,0.0,3.6309032072067274e-13,3.630872516667672e-13,-3.0690539055253488e-18
753,2,11,0.6724999999999917,4208.8620300303755,4208.862419528956,0.0003894985802617157,1,845.742140725255,845.742140725255,43420.07310780138,4792175.090796763,4791361.305982192,-813.7848145710304,24425384.5749813,24412295.84400635,-13088.730974949896,1.952342817563777e-21,1.9523442109779282e-21,1.393414151201568e-27,3.24996418517237e-08,3.2499635213554694e-08,-6.638169004081786e-15,1.3873977067414193e-07,1.3873487211255582e-07,-4.898561586106055e-12,1.3586432157707993e-07,1.3586489302006668e-07,5.714429867501858e-13,1.3873977067414193e-07,1.3873487211255582e-07,-4.898561586106055e-12,1.3586432157707993e-07,1.3586489302006668e-07,5.714429867501858e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.6099647611430808e-08,1.6099640973261807e-08,-6.638169000773064e-15,-0.0007967753573219216,-0.0007971911319646363,-4.1577464271469466e-07,0.016585638082361444,0.016585638082361444,0.0,3.63091963794464e-13,3.630888960768534e-13,-3.067717610593847e-18
754,2,11,0.6737499999999916,4209.617408516469,4209.617798015048,0.0003894985784427263,1,15469.943211056292,15469.943211056292,72420.51828356087,4793868.266684642,4806622.68453881,12754.417854167521,24417597.57474003,24407165.536319762,-10432.038420267403,1.952344836372784e-21,1.952346165876358e-21,1.3295035743333494e-27,3.2499607782575054e-08,3.2499600543649e-08,-7.23892605651327e-15,1.3873730726476837e-07,1.3873267330056473e-07,-4.633964203647991e-12,1.3586477819947e-07,1.35865401078261e-07,6.228787909981436e-13,1.3873730726476837e-07,1.3873267330056473e-07,-4.633964203647991e-12,1.3586477819947e-07,1.35865401078261e-07,6.228787909981436e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.6099613542282164e-08,1.6099606303356107e-08,-7.23892605651327e-15,-0.0007970703860988859,-0.0007974813509450396,-4.109648461536608e-07,0.016587580649482823,0.016587580649482823,0.0,3.630912514468182e-13,3.630881911128743e-13,-3.060333943909735e-18
755,2,11,0.6762499999999916,4210.564754458523,4210.565143957102,0.000389498579352221,1,19513.236185371876,19513.236185371876,67017.67999174446,4811294.882932839,4812415.246532079,1120.3635992398486,24417719.542753585,24405340.908572238,-12378.634181346744,1.952347417428613e-21,1.9523487759934e-21,1.3585647870240958e-27,3.2499545717389046e-08,3.2499538954756346e-08,-6.762632700330713e-15,1.3873753959900974e-07,1.3873272408447373e-07,-4.815514536009959e-12,1.358651686841498e-07,1.358657505850945e-07,5.819009447049842e-13,1.3873753959900974e-07,1.3873272408447373e-07,-4.815514536009959e-12,1.358651686841498e-07,1.358657505850945e-07,5.819009447049842e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.6099551477096156e-08,1.6099544714463456e-08,-6.762632700330713e-15,-0.000797239907167846,-0.0007976529277780031,-4.130206101571332e-07,0.016591465783725588,0.016591465783725588,0.0,3.630929008708012e-13,3.630898413904776e-13,-3.0594803236078906e-18
756,2,11,0.6787499999999915,4211.7446490813645,4211.745038579944,0.000389498579352221,1,14097.90058298409,14097.90058298409,57344.532384976745,4817076.345692503,4816436.771463369,-639.5742291342467,24415889.950854957,24402976.11604728,-12913.834807675332,1.9523500276182507e-21,1.9523513895621487e-21,1.3619438980676815e-27,3.249948413653788e-08,3.249947748184095e-08,-6.654696932988433e-15,1.387375901127983e-07,1.3873272413026107e-07,-4.865982537220694e-12,1.358655181290164e-07,1.3586609065192872e-07,5.725229123062601e-13,1.387375901127983e-07,1.3873272413026107e-07,-4.865982537220694e-12,1.358655181290164e-07,1.3586609065192872e-07,5.725229123062601e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.609948989624499e-08,1.6099483241548057e-08,-6.654696932988433e-15,-0.000797411497891698,-0.0007978249165114804,-4.134186197823908e-07,0.016595350917968352,0.016595350917968352,0.0,3.6309455187971066e-13,3.630914935414973e-13,-3.0583382133641536e-18
757,2,11,0.6812499999999915,4214.423457879006,4214.423847377585,0.000389498579352221,1,4430.716539829969,4430.716539829969,46130.39033250511,4821097.619499111,4819835.161994675,-1262.4575044354424,24413522.63156885,24400342.286515594,-13180.345053255558,1.952352641246221e-21,1.9523540042094843e-21,1.3629632634469066e-27,3.24994226710259e-08,3.2499416079236166e-08,-6.591789734907212e-15,1.3873759000513056e-07,1.3873269561165483e-07,-4.894393475727201e-12,1.358658581821146e-07,1.3586642520187938e-07,5.670197647912863e-13,1.3873759000513056e-07,1.3873269561165483e-07,-4.894393475727201e-12,1.358658581821146e-07,1.3586642520187938e-07,5.670197647912863e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.609942843073301e-08,1.6099421838943272e-08,-6.591789738215934e-15,-0.000797583499158705,-0.0007979971115301687,-4.136123714637563e-07,0.016599236052211117,0.016599236052211117,0.0,3.6309620467172346e-13,3.6309314756191576e-13,-3.057109807694863e-18
758,2,11,0.6824999999999914,4215.082359916345,4215.0827494149235,0.0003894985784427263,1,18251.0610582605,18251.0610582605,74824.1839351356,4822336.7567987675,4834839.478652617,12502.721853849478,24405642.12193488,24395167.881120637,-10474.240814242512,1.9523546296054766e-21,1.952355928372825e-21,1.2987673483965231e-27,3.24993886585686e-08,3.249938145650405e-08,-7.202064552459857e-15,1.3873512980099257e-07,1.3873050363981745e-07,-4.626161175122215e-12,1.3586631040412195e-07,1.3586692964032053e-07,6.192361985739006e-13,1.3873512980099257e-07,1.3873050363981745e-07,-4.626161175122215e-12,1.3586631040412195e-07,1.3586692964032053e-07,6.192361985739006e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.6099394418275716e-08,1.609938721621116e-08,-7.20206455576858e-15,-0.000797876378042961,-0.000798285155654499,-4.0877761153801373e-07,0.0166011786193325,0.0166011786193325,0.0,3.63095502430981e-13,3.6309245256656e-13,-3.0498644209815633e-18
759,2,11,0.6849999999999914,4215.95555349918,4215.955942997758,0.0003894985784427263,1,22022.07538923621,22022.07538923621,69323.82265476882,4839496.813829996,4840440.271816669,943.4579866733402,24405718.258967064,24393323.868517008,-12394.390450056642,1.952357179922135e-21,1.9523585075367016e-21,1.327614566572482e-27,3.24993266508571e-08,3.249931992061875e-08,-6.730238355396891e-15,1.3873536802825876e-07,1.3873056200071545e-07,-4.806027543304603e-12,1.3586669729491048e-07,1.3586727596893846e-07,5.786740279821338e-13,1.3873536802825876e-07,1.3873056200071545e-07,-4.806027543304603e-12,1.3586669729491048e-07,1.3586727596893846e-07,5.786740279821338e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.6099332410564212e-08,1.6099325680325857e-08,-6.730238355396891e-15,-0.0007980437363312998,-0.0007984545542791821,-4.1081794788233594e-07,0.016605063753575264,0.016605063753575264,0.0,3.6309716132434806e-13,3.630941121712497e-13,-3.049153098363298e-18
760,2,11,0.6874999999999913,4217.017737944748,4217.018127443327,0.000389498579352221,1,16493.80704972148,16493.80704972148,59609.87903162092,4845084.8121834565,4844300.807890048,-784.0042934082448,24403869.379701912,24390954.19600984,-12915.183692071587,1.9523597591534602e-21,1.9523610899589418e-21,1.3308054815347383e-27,3.2499265122997364e-08,3.2499258498169585e-08,-6.624827778558833e-15,1.387354261288632e-07,1.3873057045072834e-07,-4.855678134877818e-12,1.3586704356301185e-07,1.358676130837877e-07,5.695207758400567e-13,1.387354261288632e-07,1.3873057045072834e-07,-4.855678134877818e-12,1.3586704356301185e-07,1.358676130837877e-07,5.695207758400567e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.6099270882704473e-08,1.6099264257876695e-08,-6.624827778558833e-15,-0.0007982131485717581,-0.0007986243532946968,-4.1120472293876276e-07,0.01660894888781803,0.01660894888781803,0.0,3.6309882166470257e-13,3.630957735085883e-13,-3.0481561142923146e-18
761,2,11,0.6899999999999913,4218.976474784953,4218.976864283532,0.000389498579352221,1,6773.657312482595,6773.657312482595,48373.43761680275,4848943.733177256,4847553.265650608,-1390.4675266481936,24401497.236193564,24388323.578829214,-13173.657364349812,1.9523623416298122e-21,1.9523636732930134e-21,1.3316632012063186e-27,3.2499203707945254e-08,3.2499197144550803e-08,-6.563394450893059e-15,1.3873543443422532e-07,1.387305507848377e-07,-4.8836493876076e-12,1.3586738066484223e-07,1.358679448139654e-07,5.641491231756524e-13,1.3873543443422532e-07,1.387305507848377e-07,-4.8836493876076e-12,1.3586738066484223e-07,1.358679448139654e-07,5.641491231756524e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.609920946765236e-08,1.6099202904257913e-08,-6.563394447584336e-15,-0.0007983829598587899,-0.0007987943499523364,-4.1139009354651535e-07,0.01661283402206079,0.01661283402206079,0.0,3.631004836487277e-13,3.6309743657348367e-13,-3.047075244040091e-18
762,2,11,0.6912499999999913,4219.574660648033,4219.575050146613,0.000389498579352221,1,20514.552540540695,20514.552540540695,76999.01655480266,4850043.849870326,4862424.132410499,12380.28254017327,24393621.696518563,24383158.160319105,-10463.536199457943,1.9523642986798907e-21,1.9523655660276597e-21,1.2673477690373491e-27,3.249916973416911e-08,3.2499162559309326e-08,-7.17485978648796e-15,1.3873298403326033e-07,1.3872836872434513e-07,-4.6153089152042475e-12,1.358678300415537e-07,1.3586844647105997e-07,6.164295062781883e-13,1.3873298403326033e-07,1.3872836872434513e-07,-4.6153089152042475e-12,1.358678300415537e-07,1.3586844647105997e-07,6.164295062781883e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.6099175493876225e-08,1.609916831901644e-08,-7.17485978648796e-15,-0.0007986736282967755,-0.0007990801788093638,-4.0655051258831065e-07,0.016614776589182173,0.016614776589182173,0.0,3.630997909506938e-13,3.630967509601044e-13,-3.039990589414926e-18
763,2,11,0.6949999999999912,4232.059768822054,4232.0601583206335,0.000389498579352221,1,761.1661290153861,761.1661290153861,30922.09767358005,4868972.197657127,4856005.179274089,-12967.01838303823,24398911.107646454,24383721.217990957,-15189.889655496925,1.9523674446342118e-21,1.9523688038014594e-21,1.3591672476271974e-27,3.249908042671187e-08,3.2499074355007254e-08,-6.07170461653293e-15,1.3873565921319654e-07,1.3873057968376863e-07,-5.079529427912709e-12,1.3586809471219097e-07,1.3586861652684316e-07,5.218146521852698e-13,1.3873565921319654e-07,1.3873057968376863e-07,-5.079529427912709e-12,1.3586809471219097e-07,1.3586861652684316e-07,5.218146521852698e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.609908618641898e-08,1.609908011471436e-08,-6.071704619841652e-15,-0.0007987181714954605,-0.0007991316264712722,-4.13454975811689e-07,0.016620604290546324,0.016620604290546324,0.0,3.631038155906068e-13,3.6310077005868574e-13,-3.0455319210584684e-18
764,2,11,0.6962499999999912,4235.148725163321,4235.149114661901,0.0003894985802617157,1,3064.48220577091,3064.48220577091,55041.60803473741,4858491.193543928,4869028.139264849,10536.94572092127,24389016.27928771,24377967.023613688,-11049.255674023181,1.9523694292395604e-21,1.9523706981810948e-21,1.2689415343708493e-27,3.249904695217985e-08,3.249903991303766e-08,-7.039142192126131e-15,1.387330127419819e-07,1.3872833416860195e-07,-4.678573379950629e-12,1.3586850172759545e-07,1.3586910629897176e-07,6.045713763123896e-13,1.387330127419819e-07,1.3872833416860195e-07,-4.678573379950629e-12,1.3586850172759545e-07,1.3586910629897176e-07,6.045713763123896e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.6099052711886962e-08,1.6099045672744773e-08,-7.039142188817408e-15,-0.0007990109170439297,-0.0007994178431107724,-4.069260668426722e-07,0.016622546857667703,0.016622546857667703,0.0,3.631031250843692e-13,3.631000871263001e-13,-3.0379580691230286e-18
765,2,11,0.6987499999999911,4239.604417766991,4239.60480726557,0.000389498579352221,1,2348.3014952018857,2348.3014952018857,47865.67129589617,4873669.366559886,4873839.485219245,170.11865935847163,24388510.447584026,24375844.384045098,-12666.063538927585,1.9523719497916136e-21,1.9523732443737914e-21,1.2945821777428498e-27,3.249898514243966e-08,3.249897852504571e-08,-6.617393946098488e-15,1.3873319641521076e-07,1.387283629224456e-07,-4.833492765157987e-12,1.3586887399991774e-07,1.3586944235574582e-07,5.683558280813522e-13,1.3873319641521076e-07,1.387283629224456e-07,-4.833492765157987e-12,1.3586887399991774e-07,1.3586944235574582e-07,5.683558280813522e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.609899090214677e-08,1.609898428475282e-08,-6.617393952715933e-15,-0.0007991764699735171,-0.0007995851719195812,-4.0870194606412724e-07,0.016626431991910468,0.016626431991910468,0.0,3.631047960874407e-13,3.631017587557788e-13,-3.037331661865495e-18
766,2,11,0.6999999999999911,4240.213435614632,4240.213825113211,0.000389498579352221,1,20086.59610234946,20086.59610234946,77860.83591721952,4876325.8129284,4889175.788891074,12849.975962674245,24381141.568636723,24370946.272228453,-10195.296408269554,1.9523738697326976e-21,1.9523751016785983e-21,1.2319459006978153e-27,3.249895112476487e-08,3.2498943935899876e-08,-7.188864993197332e-15,1.3873079524702532e-07,1.3872621044029346e-07,-4.5848067318661874e-12,1.358693276202571e-07,1.3586994478401657e-07,6.171637594619634e-13,1.3873079524702532e-07,1.3872621044029346e-07,-4.5848067318661874e-12,1.358693276202571e-07,1.3586994478401657e-07,6.171637594619634e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.6098956884471976e-08,1.6098949695606986e-08,-7.18886498988861e-15,-0.0007994644608273482,-0.0007998684787533517,-4.0401792600341935e-07,0.01662837455903185,0.01662837455903185,0.0,3.631041125803967e-13,3.631010820472203e-13,-3.0305331763913047e-18
767,2,11,0.703749999999991,4247.11985165083,4247.12024114941,0.000389498579352221,1,1495.3129405081272,1495.3129405081272,32535.572123758495,4895708.368410189,4882891.267155652,-12817.10125453677,24386695.555109963,24371663.333844528,-15032.221265435219,1.9523769802164555e-21,1.952378304837999e-21,1.3246215435451189e-27,3.249886183283207e-08,3.2498855765597885e-08,-6.0672341817781136e-15,1.3873349814240398e-07,1.3872844161721134e-07,-5.0565251926380705e-12,1.358695931159429e-07,1.3587011415073618e-07,5.210347932917767e-13,1.3873349814240398e-07,1.3872844161721134e-07,-5.0565251926380705e-12,1.358695931159429e-07,1.3587011415073618e-07,5.210347932917767e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.6098867592539177e-08,1.6098861525304995e-08,-6.0672341817781136e-15,-0.0007995064972057264,-0.0007999174978678969,-4.110006621704798e-07,0.016634202260395994,0.016634202260395994,0.0,3.631081451506172e-13,3.6310510891129303e-13,-3.036239324175795e-18
768,2,11,0.704999999999991,4249.197317646275,4249.197707144855,0.000389498579352221,1,4751.409414887428,4751.409414887428,56819.66758182645,4885372.054125162,4895922.048224322,10549.994099159725,24376956.935698364,24366004.304572433,-10952.631125930697,1.9523789302472773e-21,1.952380165284231e-21,1.2350369535593477e-27,3.24988283729954e-08,3.249882134687077e-08,-7.026124632450702e-15,1.3873087374927483e-07,1.3872621410139488e-07,-4.659647879949898e-12,1.3586999938029485e-07,1.3587060237803766e-07,6.029977428064013e-13,1.3873087374927483e-07,1.3872621410139488e-07,-4.659647879949898e-12,1.3586999938029485e-07,1.3587060237803766e-07,6.029977428064013e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.6098834132702512e-08,1.6098827106577876e-08,-7.026124635759424e-15,-0.000799796799161312,-0.0008002013258803231,-4.0452671901114456e-07,0.01663614482751738,0.01663614482751738,0.0,3.631074634213077e-13,3.63104434545006e-13,-3.028876301716515e-18
769,2,11,0.7074999999999909,4252.14563094437,4252.1460204429495,0.000389498579352221,1,3918.621019087732,3918.621019087732,49793.84621191025,4900552.830789265,4900677.467687479,124.63689821399748,24376544.814376734,24363941.51459344,-12603.299783293158,1.9523814168503984e-21,1.9523826780447713e-21,1.2611943728359923e-27,3.2498766595723927e-08,3.249875999624101e-08,-6.599482918268094e-15,1.3873107450292714e-07,1.3872625775831673e-07,-4.816744610411442e-12,1.3587037012951457e-07,1.3587093652003547e-07,5.663905209024904e-13,1.3873107450292714e-07,1.3872625775831673e-07,-4.816744610411442e-12,1.3587037012951457e-07,1.3587093652003547e-07,5.663905209024904e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.609877235543104e-08,1.6098765755948115e-08,-6.599482924885539e-15,-0.0007999599678636393,-0.0008003663116371573,-4.063437735180031e-07,0.016640029961760144,0.016640029961760144,0.0,3.6310914256205834e-13,3.631061141374403e-13,-3.0284246180365666e-18
770,2,11,0.7087499999999909,4252.715146408484,4252.715535907063,0.000389498579352221,1,21736.175985261798,21736.175985261798,79747.50626476109,4903158.555400569,4915929.104313618,12770.54891304858,24369237.299462274,24359084.83053992,-10152.468922354281,1.9523833033883178e-21,1.952384502355565e-21,1.1989672471944225e-27,3.249873260515577e-08,3.2498725436420366e-08,-7.168735407407066e-15,1.3872868916349788e-07,1.3872411957653025e-07,-4.569586967631302e-12,1.3587082180663877e-07,1.3587143677959542e-07,6.149729566541913e-13,1.3872868916349788e-07,1.3872411957653025e-07,-4.569586967631302e-12,1.3587082180663877e-07,1.3587143677959542e-07,6.149729566541913e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.6098738364862883e-08,1.6098731196127476e-08,-7.168735407407066e-15,-0.0008002456049376327,-0.0008006472969275258,-4.016919898930382e-07,0.016641972528881527,0.016641972528881527,0.0,3.6310846753148115e-13,3.6310544572007265e-13,-3.021811408498788e-18
771,2,11,0.7124999999999908,4256.4583888833195,4256.458778381899,0.000389498579352221,1,3243.404489003122,3243.404489003122,34470.20588763803,4922446.326013131,4909539.440744286,-12906.885268844664,24374829.395110484,24359829.5814903,-14999.813620183617,1.9523863808102604e-21,1.9523876727448604e-21,1.2919345999675097e-27,3.2498643363161916e-08,3.249863731781764e-08,-6.045344276234996e-15,1.3873140454681333e-07,1.3872636251275776e-07,-5.042034055567655e-12,1.3587108518695775e-07,1.3587160395229201e-07,5.187653342633686e-13,1.3873140454681333e-07,1.3872636251275776e-07,-5.042034055567655e-12,1.3587108518695775e-07,1.3587160395229201e-07,5.187653342633686e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.6098649122869026e-08,1.609864307752475e-08,-6.045344276234996e-15,-0.0008002853409176947,-0.000800694038309846,-4.0869739215132483e-07,0.016647800230245674,0.016647800230245674,0.0,3.6311250742422083e-13,3.6310947976198554e-13,-3.0276622352918055e-18
772,2,11,0.7137499999999908,4258.05292555891,4258.053315057489,0.000389498579352221,1,6405.7895459756255,6405.7895459756255,58623.12364887446,4912015.059571345,4922460.796380955,10445.736809609458,24365121.743162796,24354194.11382229,-10927.62934050709,1.9523882981354933e-21,1.9523895007454812e-21,1.2026099879547393e-27,3.2498609934427626e-08,3.2498602930441953e-08,-7.003985672751312e-15,1.3872879373517247e-07,1.387241477329409e-07,-4.646002231579795e-12,1.3587148920338326e-07,1.3587208985028216e-07,6.006468988936573e-13,1.3872879373517247e-07,1.387241477329409e-07,-4.646002231579795e-12,1.3587148920338326e-07,1.3587208985028216e-07,6.006468988936573e-13,-1.639999424029289e-08,-1.639999424029289e-08,0.0,1.6098615694134736e-08,1.6098608690149066e-08,-7.00398566944259e-15,-0.0008005733438678497,-0.0008009755878957137,-4.0224402786392943e-07,0.016649742797367053,0.016649742797367053,0.0,3.6311183385536756e-13,3.6310881337847614e-13,-3.020476891419953e-18
