frame,time_s,phase,avalanche_id,event_number,q_over_b,active_contact,V_left_m3,V_center_m3,V_right_m3,R_left_m,R_center_m,R_right_m,V_center_over_source,centroid_left_m,centroid_center_m,centroid_right_m,outer_centroid_separation_m,GB_LEFT_m,GB_RIGHT_m,center_span_m,near_axis_low_m,near_axis_high_m,near_axis_extent_m,near_axis_extent_strain,center_max_radius_m,center_envelope_aspect_ratio,center_second_moment_aspect_ratio,surface_area_proxy_m2,LEFT_stress_Pa,RIGHT_stress_Pa,quota_strain,centroid_strain,mirror_error,left_outer_curvature_rms,left_outer_curvature_p95,left_outer_curvature_grad_max,left_outer_curvature_grad_z,left_outer_curvature_kappa_max,left_outer_curvature_kappa_z,center_curvature_rms,center_curvature_p95,center_curvature_grad_max,center_curvature_grad_z,center_curvature_kappa_max,center_curvature_kappa_z,right_outer_curvature_rms,right_outer_curvature_p95,right_outer_curvature_grad_max,right_outer_curvature_grad_z,right_outer_curvature_kappa_max,right_outer_curvature_kappa_z,LEFT_TJ_radius_m,LEFT_TJ_z_m,RIGHT_TJ_radius_m,RIGHT_TJ_z_m,morphology_departure_max_fraction
517,5918.952742375424,ACTIVE_ONE_B,2,12,0.41749999999999654,LEFT,7.268591292636023e-21,1.952660164726594e-21,7.26916385492735e-21,1.2016755183104227e-07,7.753765917748053e-08,1.201707070321687e-07,1.001704692432058,-8.047311098158938e-08,-1.0825579725010799e-10,8.053588582030648e-08,1.6100899680189588e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8082080906074806e-07,1.808191038114042e-07,3.6163991287215224e-07,-0.00011305520089344157,1.3888255219022277e-07,8.504952716019329,7.291017021949012,3.1838950156545515e-13,7848546.983896455,23058623.082552887,0.017743408086705256,-0.0008665069891167221,0.24046393963027168,7010504.224835325,9158389.301670277,1758275540899675.0,-1.79157512837139e-07,10742448.273613803,-3.006665610720363e-08,9309471.923257394,11559526.868287958,2322359797715762.0,1.2424238060827948e-09,11845520.514544422,-2.7333323733821485e-09,7629853.06708329,9147159.445186231,1778636077133119.0,1.79157512837139e-07,9287227.599750765,3.702422942126728e-08,1.3843825062478788e-07,-1.6399994240292887e-08,1.3604753867269183e-07,1.6080421987077008e-08,0.012778682682454301
518,5919.435527873951,ACTIVE_ONE_B,2,12,0.4187499999999965,LEFT,7.26859107810047e-21,1.9526599417361694e-21,7.269164292453332e-21,1.2016755064877684e-07,7.753765622592476e-08,1.201707094431661e-07,1.001704578039109,-8.04731274097008e-08,-1.0820885030733397e-10,8.05358872862755e-08,1.610090146959763e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8082081030651872e-07,1.8081910447236794e-07,3.6163991477888667e-07,-0.0001130604739563168,1.3888231826587705e-07,8.504938390854157,7.291026220924087,3.1838952006936807e-13,7851044.260494011,23055748.83273092,0.017745350653826635,-0.000866618222564508,0.24037822465215458,7010395.235954787,9157071.649751823,1758264968390874.0,-1.79157512837139e-07,10744464.759041943,-3.006665610720363e-08,9309372.32477661,11561481.971492138,2320213541351252.0,1.2424238060827948e-09,11848051.036722053,-2.7333323733821485e-09,7629691.908195753,9145603.87551367,1778630565323633.0,1.79157512837139e-07,9285596.571348228,3.702422942126728e-08,1.3843752672172029e-07,-1.6399994240292887e-08,1.3604780189039311e-07,1.6080390123508826e-08,0.012776976826772923
519,5923.48252862116,EVENT_TRANSPORT_RECOVERY,2,12,0.4274999999999963,LEFT,7.268589181943985e-21,1.9526593557269204e-21,7.269166774619064e-21,1.2016754019941108e-07,7.753764846936197e-08,1.20170723121198e-07,1.001704277419357,-8.047320663058683e-08,-1.0800766804697077e-10,8.053589743314378e-08,1.6100910406373062e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8082081778836803e-07,1.8081910844263633e-07,3.6163992623100436e-07,-0.00011309214472055018,1.3888164817105198e-07,8.504897355283363,7.2910700996737905,3.1838953544586947e-13,7846951.118268291,23040434.597930714,0.017758948623676316,-0.000867173751720518,0.24004458175866078,7009262.664346203,9125412.411409514,1758201466903251.0,-1.79157512837139e-07,10769417.789359558,-3.006665610720363e-08,9298837.172223909,11568980.412381683,2309000432243945.0,1.2424238060827948e-09,11875621.515577316,-2.7333323733821485e-09,7628755.650351118,9136217.957764272,1778597461206808.0,1.79157512837139e-07,9275686.446850335,3.702422942126728e-08,1.384351359191726e-07,-1.6399994240292887e-08,1.360491663528523e-07,1.6080173179230836e-08,0.012772090267997083
520,5927.526564437783,ACTIVE_ONE_B,2,12,0.43124999999999625,LEFT,7.26858773299762e-21,1.9526604478057264e-21,7.269167131486623e-21,1.2016753221453591e-07,7.753766292438482e-08,1.201707250877247e-07,1.0017048376502073,-8.04731841635095e-08,-1.0812443811276725e-10,8.05358996756221e-08,1.610090838391316e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8082081904160505e-07,1.808191091077785e-07,3.6163992814938353e-07,-0.00011309744998699856,1.3888272661927706e-07,8.504963397784861,7.291053882342927,3.18389175972282e-13,7840390.219309337,23045380.44954949,0.01776477632504046,-0.0008670480312689133,0.2403519728242537,7008609.250373135,9135218.535029793,1758190829364197.0,-1.79157512837139e-07,10717315.443646858,-3.006665610720363e-08,9290257.585457694,11536295.122754786,2317197854508739.0,1.2424238060827948e-09,11822097.102864496,-2.7333323733821485e-09,7628599.380088838,9134649.102577312,1778591915943326.0,1.79157512837139e-07,9274046.17072533,3.702422942126728e-08,1.384388377643042e-07,-1.6399994240292887e-08,1.3604914217917885e-07,1.6080087982245565e-08,0.012779954678288519
521,5928.090072775379,ACTIVE_ONE_B,2,12,0.4324999999999962,LEFT,7.268587523592597e-21,1.9526602613939582e-21,7.269167527303414e-21,1.201675310605435e-07,7.753766045699333e-08,1.2017072726888197e-07,1.0017047420219223,-8.047320065460331e-08,-1.080767895216789e-10,8.053590153422848e-08,1.610091021888318e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8082082028896946e-07,1.8081910976983404e-07,3.6163993005880353e-07,-0.00011310273047682173,1.388825106363944e-07,8.50495017132714,7.291063847429712,3.1838921689157717e-13,7842785.447648291,23042406.752976805,0.01776671889216184,-0.0008671620969467053,0.24026244886615655,7008496.561129364,9133828.676712079,1758180241455856.0,-1.79157512837139e-07,10720373.39076914,-3.006665610720363e-08,9289968.03645895,11539072.48011421,2315139330106580.0,1.2424238060827948e-09,11825649.549993597,-2.7333323733821485e-09,7628440.390189143,9133117.72962602,1778586396610315.0,1.79157512837139e-07,9272388.755033739,3.702422942126728e-08,1.3843805173532676e-07,-1.6399994240292887e-08,1.3604939158391997e-07,1.6080056294639935e-08,0.012778379657841787
522,5934.227643751784,EVENT_TRANSPORT_RECOVERY,2,12,0.43999999999999606,LEFT,7.268585865788365e-21,1.9526600658205232e-21,7.269169380681081e-21,1.201675219246898e-07,7.753765786833562e-08,1.201707374819599e-07,1.001704641693749,-8.047326377300281e-08,-1.0791916357728885e-10,8.053591200788004e-08,1.6100917578088286e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8082082653179278e-07,1.8081911308374388e-07,3.6163993961553666e-07,-0.00011312915956618319,1.388821602992471e-07,8.504928717222032,7.291102044357598,3.1838931885005046e-13,7834866.944338549,23029442.242206506,0.017778374294890136,-0.0008676195609425008,0.2399962893081789,7007443.934444984,9102191.604210883,1758127247915164.0,-1.79157512837139e-07,10746505.937600685,-3.006665610720363e-08,9278376.170358703,11546982.636845969,2305956885535630.0,1.2424238060827948e-09,11853864.663654033,-2.7333323733821485e-09,7627676.760959259,9125326.30231581,1778558772625368.0,1.79157512837139e-07,9264185.216916276,3.702422942126728e-08,1.3843608831473241e-07,-1.6399994240292887e-08,1.3605042905424454e-07,1.607987203866069e-08,0.012775824880521425
523,5935.010810256394,ACTIVE_ONE_B,2,12,0.442499999999996,LEFT,7.268585039761827e-21,1.9526605062360812e-21,7.269169766292061e-21,1.201675173726092e-07,7.753766369778317e-08,1.2017073960687735e-07,1.001704867624681,-8.047326070744741e-08,-1.0795396208618851e-10,8.053591397712329e-08,1.610091746845707e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8082082778338012e-07,1.8081911374821876e-07,3.616399415315989e-07,-0.00011313445842486836,1.3888250766356362e-07,8.504949989275582,7.291098834181704,3.1838911399040035e-13,7841032.402560347,23032279.601932224,0.0177822594291329,-0.0008676127460309768,0.24011278904423355,7007313.954127054,9121054.279281784,1758116622972163.0,-1.79157512837139e-07,10712764.602402672,-3.006665610720363e-08,9280104.172747541,11532053.228150332,2310752867016567.0,1.2424238060827948e-09,11819491.433661468,-2.7333323733821485e-09,7627528.75076068,9123769.7173533,1778553234309424.0,1.79157512837139e-07,9262497.46511511,3.702422942126728e-08,1.3843767911737493e-07,-1.6399994240292887e-08,1.3605056683501148e-07,1.6079813274758426e-08,0.012778357978951327
524,5936.183591148423,ACTIVE_ONE_B,2,12,0.44499999999999595,LEFT,7.268584215159189e-21,1.9526610023653575e-21,7.269170094765424e-21,1.2016751282837514e-07,7.753767026467e-08,1.201707414169367e-07,1.001705122136466,-8.047325778134348e-08,-1.0798778853855906e-10,8.053591647355488e-08,1.6100917425489837e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8082082903516472e-07,1.8081911441282744e-07,3.6163994344799213e-07,-0.00011313975819926547,1.3888297184475852e-07,8.504978415014106,7.2910964031584165,3.1838899396115754e-13,7833598.22521832,23032537.941308536,0.017786144563375666,-0.000867610075095282,0.24021490434977083,7006856.914743416,9114975.90178472,1758105996174331.0,-1.79157512837139e-07,10701008.087542918,-3.006665610720363e-08,9273584.274159053,11520956.014089279,2312405006809150.0,1.2424238060827948e-09,11807467.29470193,-2.7333323733821485e-09,7627382.34232898,9122180.312651426,1778547695076016.0,1.79157512837139e-07,9260906.571497712,3.702422942126728e-08,1.3843902593948042e-07,-1.6399994240292887e-08,1.3605065089196175e-07,1.6079755204810893e-08,0.012781742945685126
525,5941.7149492561075,EVENT_TRANSPORT_RECOVERY,2,12,0.4562499999999957,LEFT,7.268581564808137e-21,1.952661371385891e-21,7.269172376095942e-21,1.2016749822277366e-07,7.753767514911412e-08,1.2017075398825491e-07,1.001705311442115,-8.047333491413638e-08,-1.07811061071846e-10,8.053593406374223e-08,1.610092689778786e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8082083778794419e-07,1.8081911906072928e-07,3.616399568486735e-07,-0.00011317681770472987,1.3888295890354468e-07,8.504977622514184,7.291147244017341,3.183891564869887e-13,7819660.841717042,23016504.013222687,0.017803627667468104,-0.0008681988934859941,0.2399368785435374,7005264.619945276,9075055.47738255,1758031686460238.0,-1.79157512837139e-07,10722955.73970513,-3.006665610720363e-08,9255006.814263236,11524265.895349922,2302202919171411.0,1.2424238060827948e-09,11831837.866456917,-2.7333323733821485e-09,7626340.4800654305,9111432.725336289,1778508962287651.0,1.79157512837139e-07,9249793.41518038,3.702422942126728e-08,1.3843722786938378e-07,-1.6399994240292887e-08,1.360519305199534e-07,1.6079482375680767e-08,0.012781648573964022
526,5943.597343817564,ACTIVE_ONE_B,2,12,0.45999999999999563,LEFT,7.268580126924841e-21,1.9526625353720264e-21,7.269172649993101e-21,1.2016749029885948e-07,7.753769055590921e-08,1.2017075549757061e-07,1.0017059085610582,-8.047331255381287e-08,-1.0792642195141337e-10,8.053593707875834e-08,1.610092496325712e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8082083904433902e-07,1.8081911972801252e-07,3.6163995877235154e-07,-0.00011318213762523399,1.3888404660957922e-07,8.505044231949617,7.291132415848561,3.1838883088828615e-13,7813725.320321656,23021650.12938855,0.01780945536883225,-0.0008680786388999273,0.24023798637129395,7004669.336104594,9085877.754415177,1758021019273089.0,-1.79157512837139e-07,10673071.304165777,-3.006665610720363e-08,9247451.276470732,11493655.056043029,2310398662208635.0,1.2424238060827948e-09,11780550.655785704,-2.7333323733821485e-09,7626195.591043945,9109877.188734623,1778503402344726.0,1.79157512837139e-07,9248207.279167064,3.702422942126728e-08,1.384408360133475e-07,-1.6399994240292887e-08,1.3605188369671007e-07,1.607939749445832e-08,0.0127895804953424
527,5944.729349872975,EVENT_TRANSPORT_PAUSED,2,12,0.4624999999999956,LEFT,7.26857930925556e-21,1.9526630383861956e-21,7.269172964648214e-21,1.2016748579283184e-07,7.753769721392153e-08,1.2017075723148374e-07,1.0017061666047582,-8.047330962403103e-08,-1.0795989509122051e-10,8.053593970571625e-08,1.610092493297473e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8082084029788585e-07,1.8081912039381072e-07,3.616399606916966e-07,-0.00011318744556265692,1.3888443802216666e-07,8.505068201451156,7.291130419744383,3.183886701134229e-13,7818173.692219416,23023949.97337778,0.017813340503075016,-0.000868076756481484,0.24034674882857032,7004388.742085919,9099788.931921262,1758010376133813.0,-1.79157512837139e-07,10637256.926979331,-3.006665610720363e-08,9245465.252496213,11469360.304613497,2315064099776029.0,1.2424238060827948e-09,11743189.442138603,-2.7333323733821485e-09,7626048.506847924,9108354.856969077,1778497854972995.0,1.79157512837139e-07,9246622.445753025,3.702422942126728e-08,1.3844230321835409e-07,-1.6399994240292887e-08,1.3605199442015133e-07,1.6079339092313707e-08,0.012792434808706066
528,5957.678176196699,EVENT_TRANSPORT_RECOVERY,2,12,0.4774999999999954,LEFT,7.268575712036524e-21,1.952664348072575e-21,7.269175252180871e-21,1.2016746596920375e-07,7.753771454922913e-08,1.2017076983697566e-07,1.0017068384671821,-8.047340171176956e-08,-1.0775573129092372e-10,8.053596827357328e-08,1.6100936998534284e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.808208515702544e-07,1.808191263821263e-07,3.616399779523807e-07,-0.00011323517988315324,1.3888490575272445e-07,8.505096844547175,7.2912005991998186,3.18389111992191e-13,7788124.176507204,23003053.638501,0.0178366513085316,-0.0008688267775787128,0.24001402662511173,7002245.032377791,9073703.38615459,1757914663941271.0,-1.79157512837139e-07,10689755.016060833,-3.006665610720363e-08,9218283.357188858,11490791.880952885,2300967049762063.0,1.2424238060827948e-09,11799736.10504931,-2.7333323733821485e-09,7624768.637699911,9094632.439081969,1778447969679238.0,1.79157512837139e-07,9232648.858780036,3.702422942126728e-08,1.384400066233544e-07,-1.6399994240292887e-08,1.3605338455433685e-07,1.607897943988986e-08,0.012795845658598148
529,5958.711930585015,ACTIVE_ONE_B,2,12,0.4812499999999953,LEFT,7.268574282694769e-21,1.9526655700726193e-21,7.269175459522582e-21,1.2016745809235622e-07,7.753773072389342e-08,1.2017077097953594e-07,1.0017074653469644,-8.047337946247609e-08,-1.0786985110878901e-10,8.05359718990604e-08,1.610093513615365e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8082085282878407e-07,1.8081912705083684e-07,3.616399798796209e-07,-0.00011324050965444421,1.388859923258546e-07,8.505163384605295,7.291186799080188,3.1838880936609856e-13,7782805.4106059335,23008426.902285233,0.01784247900989575,-0.0008687110079983462,0.24031036837565978,7001708.281727235,9073913.89590199,1757903977467745.0,-1.79157512837139e-07,10641481.04059756,-3.006665610720363e-08,9211807.709089851,11461760.15871535,2309072451665319.0,1.2424238060827948e-09,11750088.231377274,-2.7333323733821485e-09,7624633.888209234,9093087.77099164,1778442400009219.0,1.79157512837139e-07,9231144.219119137,3.702422942126728e-08,1.3844354901064837e-07,-1.6399994240292887e-08,1.3605332262216924e-07,1.6078894778748014e-08,0.012803769318453506
530,5960.01446480594,ACTIVE_ONE_B,2,12,0.48374999999999524,LEFT,7.268573475420916e-21,1.9526661936140928e-21,7.269175643254962e-21,1.201674536436135e-07,7.753773897722439e-08,1.2017077199199656e-07,1.0017077852205558,-8.047337682874446e-08,-1.0790088204734402e-10,8.053597572929861e-08,1.6100935255804306e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8082085408445795e-07,1.8081912771805554e-07,3.6163998180251346e-07,-0.00011324582740268596,1.3888651781863067e-07,8.505195564970235,7.291186782601237,3.183887647759638e-13,7773925.3954740055,23008099.43287487,0.01784636414413851,-0.0008687184457405461,0.24039856799941384,7001211.371960177,9074120.993330915,1757893315170776.0,-1.79157512837139e-07,10630882.408220582,-3.006665610720363e-08,9203833.508338442,11451283.023086678,2310291234758549.0,1.2424238060827948e-09,11739257.053533245,-2.7333323733821485e-09,7624493.492810634,9091574.538722962,1778436842960738.0,1.79157512837139e-07,9229706.91857717,3.702422942126728e-08,1.3844467738143348e-07,-1.6399994240292887e-08,1.3605336308529902e-07,1.6078837298742785e-08,0.012807601390036005
531,5968.735980455267,EVENT_TRANSPORT_RECOVERY,2,12,0.4987499999999951,LEFT,7.26856891279534e-21,1.9526694046813495e-21,7.269176994813282e-21,1.201674284997888e-07,7.753778147958333e-08,1.2017077943978267e-07,1.00170943248166,-8.04734145554248e-08,-1.0789843283141082e-10,8.053600738594373e-08,1.6100942194136854e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8082086412758927e-07,1.8081913305550038e-07,3.6163999718308966e-07,-0.00011328836229584915,1.3888855796940777e-07,8.505320500648756,7.291228766487839,3.1838894209842517e-13,7740586.57474017,23308787.529497154,0.017869674949595103,-0.0008692711435813738,0.24051482383285633,6998806.785947865,9075663.673523337,1757808034016570.0,-1.79157512837139e-07,10607221.069996877,-3.006665610720363e-08,9171346.594520934,11425907.664358912,2310461630926667.0,1.2424238060827948e-09,11716046.872409325,-2.7333323733821485e-09,7623400.786013109,9084479.21495921,1778392396126091.0,1.79157512837139e-07,9217791.026688028,3.702422942126728e-08,1.384447704347718e-07,-1.6399994240292887e-08,1.360542504361647e-07,1.6078484202015213e-08,0.012822478861567843
532,5969.911768003222,ACTIVE_ONE_B,2,12,0.5024999999999951,LEFT,7.268568114814769e-21,1.9526700825863138e-21,7.269177114888888e-21,1.2016742410225755e-07,7.75377904524695e-08,1.2017078010146139e-07,1.0017097802434447,-8.047341204291146e-08,-1.0792816255588659e-10,8.053601179219017e-08,1.6100942383510165e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8082086538498303e-07,1.8081913372385446e-07,3.616399991088375e-07,-0.0001132936879402191,1.388890592400469e-07,8.505351197687489,7.291229677436919,3.1838890879980983e-13,7735550.643206462,23313849.20313105,0.017875502650959243,-0.0008691615192457647,0.24059956686125994,6998417.1541859275,9075843.585374057,1757797356705327.0,-1.79157512837139e-07,10599995.565712646,-3.006665610720363e-08,9165779.622736566,11418794.498885605,2312028679019303.0,1.2424238060827948e-09,11708577.852113184,-2.7333323733821485e-09,7623272.4285342945,9083600.937632417,1778386831375465.0,1.79157512837139e-07,9216279.954001466,3.702422942126728e-08,1.3844820256696387e-07,-1.6399994240292887e-08,1.3605416864863394e-07,1.607839983340708e-08,0.01282613429711077
533,5976.470895975673,ACTIVE_ONE_B,2,12,0.507499999999995,LEFT,7.268566524235213e-21,1.9526714909389015e-21,7.269177297115857e-21,1.2016741533685107e-07,7.753780909370038e-08,1.2017078110562628e-07,1.0017105027211297,-8.047340718973583e-08,-1.0798635916835505e-10,8.053602113689893e-08,1.6100942832663478e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.808208679003407e-07,1.8081913506093652e-07,3.616400029612772e-07,-0.00011330434183953741,1.3889014124404338e-07,8.505417457938927,7.291232546199981,3.18388895344315e-13,7718330.107797351,23312977.339949492,0.017883272919444776,-0.0008691894395802535,0.24075992995942203,6997478.68403958,9071822.289080614,1757775997192245.0,-1.79157512837139e-07,10582918.832458617,-3.006665610720363e-08,9150633.11166314,11401432.327264711,2314453809373237.0,1.2424238060827948e-09,11691026.590323843,-2.7333323733821485e-09,7623005.526316637,9081826.254744766,1778375699342079.0,1.79157512837139e-07,9213427.005937718,3.702422942126728e-08,1.3845022591962692e-07,-1.6399994240292887e-08,1.3605420804075753e-07,1.6078285458550843e-08,0.01283402463729355
534,5987.877219110099,EVENT_TRANSPORT_RECOVERY,2,12,0.5287499999999945,LEFT,7.268560500571118e-21,1.952677007436254e-21,7.2691778042826e-21,1.2016738214147743e-07,7.753788211105426e-08,1.201707839003773e-07,1.0017133326560992,-8.047344246434294e-08,-1.0802036475148155e-10,8.053607144082491e-08,1.6100951390516785e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8082088047929827e-07,1.8081914174886726e-07,3.6164002222816556e-07,-0.00011335762430619845,1.3889345226135426e-07,8.5056202195186,7.291292953839031,3.1838949330863586e-13,7661140.7905691145,23301331.458701797,0.017916296560508273,-0.0008697214141231147,0.24094454469223991,6994261.583370558,9044033.670582464,1757669181651322.0,-1.79157512837139e-07,10585861.889633639,-3.006665610720363e-08,9103191.163186993,11382403.618562283,2313233783500901.0,1.2424238060827948e-09,11694449.974694526,-2.7333323733821485e-09,7621740.349948643,9072846.281551871,1778320029773572.0,1.79157512837139e-07,9199227.952885646,3.702422942126728e-08,1.3845331452723773e-07,-1.6399994240292887e-08,1.3605476792358854e-07,1.6077794470879198e-08,0.012858169698696464
535,5989.1197815049345,ACTIVE_ONE_B,2,12,0.5324999999999944,LEFT,7.268559098111021e-21,1.9526784279554545e-21,7.269177786223498e-21,1.2016737441275916e-07,7.753790091328033e-08,1.2017078380086232e-07,1.0017140613751947,-8.047342074302303e-08,-1.0812974414697259e-10,8.053607711163797e-08,1.61009497854661e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.808208817422044e-07,1.8081914242044543e-07,3.6164002416264984e-07,-0.00011336297411101981,1.3889460100899936e-07,8.50569056704786,7.291282629742214,3.183892958080258e-13,7654911.588355636,23305938.979421075,0.01792212426187242,-0.0008696216407253488,0.2412191744618717,6993731.613953209,9041262.871516049,1757658457723436.0,-1.79157512837139e-07,10540514.950251441,-3.006665610720363e-08,9095923.108417105,11355580.977042036,2320852863822917.0,1.2424238060827948e-09,11647735.800643913,-2.7333323733821485e-09,7621617.030972305,9071933.334079744,1778314440694034.0,1.79157512837139e-07,9197879.64715546,3.702422942126728e-08,1.3845654902519903e-07,-1.6399994240292887e-08,1.3605465155198632e-07,1.6077710613862992e-08,0.012866546756205688
536,5992.7683407382765,EVENT_TRANSPORT_PAUSED,2,12,0.5387499999999943,LEFT,7.268556918395955e-21,1.9526806839529083e-21,7.26917770994111e-21,1.2016736240071939e-07,7.753793077401541e-08,1.201707833805069e-07,1.0017152186903673,-8.047339696245945e-08,-1.0826499505013926e-10,8.05360888028565e-08,1.6100948576531594e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8082088426552098e-07,1.808191437623383e-07,3.616400280278593e-07,-0.00011337366332497822,1.388963258765913e-07,8.505796195271705,7.291275961918659,3.1838915154361816e-13,7640144.597567605,23310031.866448633,0.017931837097479333,-0.000869546490759765,0.24156091006937364,6992678.095515699,9035739.460542329,1757637031226040.0,-1.79157512837139e-07,10487601.115761722,-3.006665610720363e-08,9079336.356873546,11313692.946097124,2329730039550797.0,1.2424238060827948e-09,11592287.423179748,-2.7333323733821485e-09,7621370.830642038,9070102.6882098,1778303273625760.0,1.79157512837139e-07,9195165.112298016,3.702422942126728e-08,1.3846061150070302e-07,-1.6399994240292887e-08,1.3605452121033257e-07,1.6077570062139983e-08,0.012879125075800468
537,6010.2842488949145,EVENT_TRANSPORT_RECOVERY,2,12,0.5724999999999936,LEFT,7.268546787412906e-21,1.9526926597581287e-21,7.26917586511894e-21,1.2016730657055985e-07,7.75380892872609e-08,1.20170773214582e-07,1.0017213622172858,-8.04733903987893e-08,-1.0852135028546055e-10,8.05361823010786e-08,1.610095726998679e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8082090192509533e-07,1.8081915315589988e-07,3.616400550809952e-07,-0.00011344847861360918,1.3890391986328942e-07,8.506261239273094,7.291355121368153,3.183904582146009e-13,7519156.587065366,23299043.32385812,0.017984286409756647,-0.0008700868946074358,0.24221607500329978,6987315.401596427,8997456.566906385,1757487086372427.0,-1.79157512837139e-07,10494425.628984893,-3.006665610720363e-08,8990750.294922061,11282593.451709844,2333541690091355.0,1.2424238060827948e-09,11598597.671949428,-2.7333323733821485e-09,7619771.291869799,9051857.5213815,1778225122853410.0,1.79157512837139e-07,9176922.25559638,3.702422942126728e-08,1.3846864093127592e-07,-1.6399994240292887e-08,1.360542732176825e-07,1.607680570863472e-08,0.01293450300285559
538,6011.565896499635,ACTIVE_ONE_B,2,12,0.5762499999999935,LEFT,7.268545408395212e-21,1.9526942712425367e-21,7.269175632652226e-21,1.201672989710191e-07,7.753811061701922e-08,1.2017077193356998e-07,1.0017221889005576,-8.047336925623425e-08,-1.0862596152725836e-10,8.05361898980578e-08,1.6100955915429205e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.808209031911659e-07,1.8081915382949653e-07,3.616400570206624e-07,-0.00011345384275185388,1.3890523503936278e-07,8.506341778621923,7.291347910775692,3.1839035268561323e-13,7512458.442889661,23303301.438993074,0.017990114111120795,-0.0008700026923984527,0.24247030246301338,6986810.651926851,8994750.236864397,1757476337240521.0,-1.79157512837139e-07,10451879.025854617,-3.006665610720363e-08,8983180.990084888,11257956.286853723,2340676509213643.0,1.2424238060827948e-09,11554661.415528212,-2.7333323733821485e-09,7619659.257281398,9050454.508072598,1778219520210308.0,1.79157512837139e-07,9175721.184488475,3.702422942126728e-08,1.3847159500915038e-07,-1.6399994240292887e-08,1.3605411227515822e-07,1.607672254415341e-08,0.012944093712920157
539,6018.9158655461515,ACTIVE_ONE_B,2,12,0.5824999999999934,LEFT,7.2685432746649e-21,1.9526969501226584e-21,7.269175087502415e-21,1.2016728721237877e-07,7.753814607490105e-08,1.2017076892951202e-07,1.001723563152379,-8.047334675657686e-08,-1.0875097674937725e-10,8.053620580493e-08,1.6100955256150688e-07,-1.6399994240292884e-08,1.6259223706594324e-08,3.265921794688721e-08,-1.8082090572079335e-07,1.8081915517540616e-07,3.616400608961995e-07,-0.00011346456052696574,1.3890724436865656e-07,8.506464826840471,7.291347895000852,3.183904430083959e-13,7486108.163748118,23304906.31894611,0.017999826946727703,-0.000869961710229461,0.24276253055178681,6985689.3492935,8989345.715806618,1757454860768087.0,-1.79157512837139e-07,10431036.330775905,-3.006665610720363e-08,8962902.723235905,11236008.520127753,2345786779778416.0,1.2424238060827948e-09,11532559.716106577,-2.7333323733821485e-09,7619444.844368004,9047646.608414669,1778208326164168.0,1.79157512837139e-07,9173264.652842635,3.702422942126728e-08,1.3847492768829723e-07,-1.6399994240292887e-08,1.3605385626327376e-07,1.607658381164837e-08,0.012958746423740397
