avalanche_id,event_count,first_event,last_event,start_time_s,end_time_s,active_event_duration_s,accepted_transfer_clock_s,fixed_q_recovery_s,delta_V_center_m3,quota_strain_increment,centroid_strain_increment
1,5,1,5,305.9864776179182,558.5901750011026,252.5988957984036,252.52099608255543,0.07789971584816158,7.73568645608095e-24,0.007770268485528908,1.1655171539004527e-06
2,8,6,13,578.4216420421227,6979.31753562319,6400.877992413216,6400.396182670685,0.4818097425305723,1.0608440326409366e-23,0.012432429576846253,-0.00012121915132223826
