time_s,elapsed_s,phase,active_contact,avalanche_id,event_number,q_over_b,cumulative_q_over_b,quota_strain,centroid_strain,source_amplitude_h,descendant_barrier_lowering_eV,descendant_hazard,descendant_threshold,descendant_H_over_Hstar,root_hazard_LEFT,root_hazard_RIGHT,root_threshold_LEFT,root_threshold_RIGHT,root_H_over_Hstar_LEFT,root_H_over_Hstar_RIGHT,transport_paused,recovery_active,source_window_deadline_s,energy_J,V_left_m3,V_center_m3,V_right_m3,R_left_m,R_center_m,R_right_m,centroid_left_m,centroid_center_m,centroid_right_m,outer_centroid_separation_m,GB_LEFT_m,GB_RIGHT_m,TJ_LEFT_m,TJ_RIGHT_m,center_span_m,center_mean_local_Pa,cluster_weighted_local_Pa,cluster_weighted_integral_Pa,Cannon_Carter_LEFT_Pa,Cannon_Carter_RIGHT_Pa,Cannon_Carter_LEFT_force_N,Cannon_Carter_RIGHT_force_N,source_lifetime_remaining_s,source_window_age_s,LEFT_sigma_local_Pa,LEFT_sigma_integral_continuous_Pa,LEFT_root_rate_per_s,LEFT_transport_affinity_Pa,LEFT_TJ_radius_m,LEFT_neck_radius_m,LEFT_contact_area_m2,LEFT_contact_angle_mean_rad,LEFT_negative_theta_rad,LEFT_negative_kappa_meridional_per_m,LEFT_negative_sigma_kappa_Pa,LEFT_negative_sigma_TJ_Pa,LEFT_negative_sigma_local_Pa,LEFT_negative_decomposition_residual_Pa,LEFT_negative_continuous_turning_rad,LEFT_negative_branch_length_m,LEFT_negative_continuous_curvature_per_m,LEFT_negative_sigma_integral_continuous_Pa,LEFT_positive_theta_rad,LEFT_positive_kappa_meridional_per_m,LEFT_positive_sigma_kappa_Pa,LEFT_positive_sigma_TJ_Pa,LEFT_positive_sigma_local_Pa,LEFT_positive_decomposition_residual_Pa,LEFT_positive_continuous_turning_rad,LEFT_positive_branch_length_m,LEFT_positive_continuous_curvature_per_m,LEFT_positive_sigma_integral_continuous_Pa,RIGHT_sigma_local_Pa,RIGHT_sigma_integral_continuous_Pa,RIGHT_root_rate_per_s,RIGHT_transport_affinity_Pa,RIGHT_TJ_radius_m,RIGHT_neck_radius_m,RIGHT_contact_area_m2,RIGHT_contact_angle_mean_rad,RIGHT_negative_theta_rad,RIGHT_negative_kappa_meridional_per_m,RIGHT_negative_sigma_kappa_Pa,RIGHT_negative_sigma_TJ_Pa,RIGHT_negative_sigma_local_Pa,RIGHT_negative_decomposition_residual_Pa,RIGHT_negative_continuous_turning_rad,RIGHT_negative_branch_length_m,RIGHT_negative_continuous_curvature_per_m,RIGHT_negative_sigma_integral_continuous_Pa,RIGHT_positive_theta_rad,RIGHT_positive_kappa_meridional_per_m,RIGHT_positive_sigma_kappa_Pa,RIGHT_positive_sigma_TJ_Pa,RIGHT_positive_sigma_local_Pa,RIGHT_positive_decomposition_residual_Pa,RIGHT_positive_continuous_turning_rad,RIGHT_positive_branch_length_m,RIGHT_positive_continuous_curvature_per_m,RIGHT_positive_sigma_integral_continuous_Pa,nearest_frame,nearest_frame_time_error_s,near_axis_extent_strain_nearest_frame,delta_GB_LEFT_m,delta_GB_RIGHT_m,delta_TJ_LEFT_m,delta_TJ_RIGHT_m,delta_outer_centroid_separation_m,transport_clock_increment_s,qdot_m_per_s,quota_increment_over_b
678.1407105704271,372.3717103695011,EVENT_TRANSPORT_RECOVERY,LEFT,2,9,0.7874999999999943,8.787499999999994,0.013656246863317048,-0.0005833827536994018,0.48999999999999994,0.7349999999999999,1.3166625892553827,1.3166625892553827,1.0,1.2889021877392424,1.3367690973359094,1.2889021877392424,1.7253649906994264,1.0,0.7747746734990906,False,True,579.7356144860613,3.621470051453164e-13,7.269534562825128e-21,1.9483130229122647e-21,7.272567726552673e-21,1.2017274979223523e-07,7.748007659516231e-08,1.2018946122168355e-07,-8.046069773792938e-08,-1.6704680442122407e-10,8.050275298085095e-08,1.6096345071878033e-07,-1.639999424029288e-08,1.614614206868625e-08,-1.639999424029288e-08,1.614614206868625e-08,3.2546136308979126e-08,14868331.228685303,10555935.579686586,20012181.123045225,-26589178.234024927,15257936.26367709,-1.6192938038340574e-06,8.835346464809704e-07,0.0,nan,-2967367.1817216314,19903072.12212939,0.011787345818303445,249331.386089921,1.39230836720101e-07,1.39230836720101e-07,6.090048325607607e-14,2.8603932775469896,2.7774232491929585,23683377.68777937,-23683377.68777937,21190743.839460902,-2492633.848318469,0.0,1.6799445827908512,2.377670900553699e-07,7065505.080621691,14125238.75883921,2.9433633059010207,24883302.419095177,-24883302.419095177,21441201.90397038,-3442100.515124794,-3.725290298461914e-09,-0.1391796008263504,3.2827672537139295e-08,-4239703.581449181,25680905.485419564,24778428.36241813,20126931.34386295,0.08281274337531262,95897307.27789477,1.357653544042489e-07,1.357653544042489e-07,5.790656293304261e-14,2.836917929989267,3.0614627996258608,-11099547.419616641,11099547.419616641,22079215.552878764,33178762.9724954,7.450580596923828e-09,-0.1391796008263885,3.2827672537139295e-08,-4239703.581450342,26318919.134329103,2.6123730603526734,4949761.859813875,-4949761.859813875,21327855.61215474,16378093.752340864,1.862645149230957e-09,1.762553821292258,2.3841130630037263e-07,7392912.058757941,13934943.553396797,236,2.6783796377827684,-0.00010863069883293441,9.926167350636332e-24,-2.5385217160664103e-10,9.926167350636332e-24,-2.5385217160664103e-10,9.384855149886905e-11,0.0,nan,0.0
678.2177861417711,372.448785940845,ACTIVE_ONE_B,LEFT,2,9,0.7887499999999943,8.788749999999995,0.013658189430438429,-0.0005832582983529289,0.48999999999999994,0.7349999999999999,1.3166625892553827,1.3166625892553827,1.0,1.2889021877392424,1.3367690973359094,1.2889021877392424,1.7253649906994264,1.0,0.7747746734990906,False,False,579.7356144860613,3.621494801422489e-13,7.26953397818035e-21,1.948313642305263e-21,7.272567691804455e-21,1.2017274657064555e-07,7.748008480578885e-08,1.201894610302624e-07,-8.04606774076886e-08,-1.6713072270578608e-10,8.050275329000966e-08,1.6096343069769827e-07,-1.639999424029288e-08,1.6146111674079216e-08,-1.639999424029288e-08,1.6146111674079216e-08,3.2546105914372096e-08,14876928.983211502,10559748.902968729,20006785.65075392,-26712060.49680964,15247909.934788086,-1.6268368397604335e-06,8.829524138546054e-07,0.0,nan,-2964784.807415556,19898142.241987653,0.01178756118669809,202794.9898648411,1.3923338062797063e-07,1.3923338062797063e-07,6.090270872045738e-14,2.860906305689996,2.7779319849153894,23681844.746155303,-23681844.746155303,21191348.43730008,-2490496.3088552263,1.862645149230957e-09,1.6796902147375665,2.3776706211541854e-07,7064436.090488428,14126912.346811648,2.943880626464603,24880434.230120666,-24880434.230120666,21441360.924144782,-3439073.305975886,1.862645149230957e-09,-0.1387965477592519,3.282785706241038e-08,-4228011.213018874,25669372.137163654,24784082.511339962,20121050.59502002,0.08282871126694742,95907093.76476139,1.3576522813572023e-07,1.3576522813572023e-07,5.790645522112842e-14,2.8370201581312857,3.0617115851965226,-11113585.258411158,11113585.258411158,22079346.013987735,33192931.272398893,0.0,-0.13879654775925881,3.282785706241037e-08,-4228011.213019085,26307357.227006823,2.612328731066049,4952513.601391463,-4952513.601391463,21327747.351672497,16375233.750281036,-1.862645149230957e-09,1.7625759858200125,2.3841135911401538e-07,7393003.388639282,13934743.963033216,236,2.6013040664388427,-0.00010863069883293441,9.926167350636332e-24,-2.5388256621367466e-10,9.926167350636332e-24,-2.5388256621367466e-10,9.382853041680819e-11,0.07707557134392573,4.054462322513653e-12,0.0012500000000006395
679.1920375816892,373.42303738076316,EVENT_TRANSPORT_PAUSED,LEFT,2,9,0.7937499999999942,8.793749999999994,0.013665959698923957,-0.000582757626448549,0.48999999999999994,0.7349999999999999,1.3166625892553827,1.3166625892553827,1.0,1.2889021877392424,1.3367690973359094,1.2889021877392424,1.7253649906994264,1.0,0.7747746734990906,True,False,579.7356144860613,3.6215942033663734e-13,7.269531639149073e-21,1.9483160919837426e-21,7.27256758115725e-21,1.2017273368179353e-07,7.748011727852368e-08,1.201894604207286e-07,-8.046059587940473e-08,-1.674674125403477e-10,8.050275427540346e-08,1.609633501548082e-07,-1.639999424029288e-08,1.6145990302108017e-08,-1.639999424029288e-08,1.6145990302108017e-08,3.25459845424009e-08,14910210.206173837,10573356.790401746,19985256.910252694,-27204389.87403004,15218201.921519777,-1.657062507237284e-06,8.8122538314699e-07,0.0,nan,-2957442.7931284737,19878439.56872706,0.011788420149577088,28589.646701052785,1.3924352660334099e-07,1.3924352660334099e-07,6.091158503867626e-14,2.862928184990908,2.7799280121076904,23679118.315737683,-23679118.315737683,21193682.01864722,-2485436.297090465,1.862645149230957e-09,1.6786922005652036,2.3776696924710054e-07,7060241.403088308,14133440.615558911,2.9459283578741253,24871413.783034682,-24871413.783034682,21441964.4938682,-3429449.289166482,-1.862645149230957e-09,-0.13727194880020893,3.282860251674924e-08,-4181474.0280270055,25623438.521895207,24806463.525785197,20097618.534836557,0.0828919140264717,95946230.0756447,1.3576470855989788e-07,1.3576470855989788e-07,5.790601200401116e-14,2.837426777730938,3.06271305170507,-11170000.14350649,11170000.14350649,22079869.558007672,33249869.70151416,3.725290298461914e-09,-0.13727194880021729,3.282860251674924e-08,-4181474.02802726,26261343.58603493,2.6121405037568066,4964227.592295222,-4964227.592295222,21327284.942351453,16363057.350056233,-1.862645149230957e-09,1.7626700991279567,2.3841157457591556e-07,7393391.4587132735,13933893.483638182,236,1.6270526265207081,-0.00010863069883293441,9.926167350636332e-24,-2.5400393818487367e-10,9.926167350636332e-24,-2.5400393818487367e-10,9.374798752673819e-11,0.9742514399181346,1.2830363382421972e-12,0.004999999999999005
679.1924270802684,373.4234268793424,EVENT_TRANSPORT_RECOVERY,LEFT,2,9,0.7937499999999942,8.793749999999994,0.013665959698923957,-0.0005840857564167745,0.48999999999999994,0.7349999999999999,1.3166625892553827,1.3166625892553827,1.0,1.2889021877392424,1.3367690973359094,1.2889021877392424,1.7253649906994264,1.0,0.7747746734990906,False,True,579.7356144860613,3.621503777865575e-13,7.269531810491994e-21,1.9483298874079303e-21,7.27255361439014e-21,1.2017273462595096e-07,7.74803001490147e-08,1.2018938348048895e-07,-8.046068529824036e-08,-1.670153177513165e-10,8.050287851230744e-08,1.6096356381054778e-07,-1.639999424029288e-08,1.6145991744974776e-08,-1.639999424029288e-08,1.6145991744974776e-08,3.2545985985267656e-08,14875394.184249798,10573409.840360437,20020492.9230031,-26477799.51864933,15314772.432555795,-1.6124713327804994e-06,8.86815658628815e-07,0.0,nan,-2941384.699921157,19910687.70209894,0.011787201616336644,269601.7111555636,1.39229133422276e-07,1.39229133422276e-07,6.089899319785898e-14,2.8600789595443996,2.777130839051539,23657511.78210043,-23657511.78210043,21190432.39661362,-2467079.385486815,3.725290298461914e-09,1.680090708358181,2.3776692513680123e-07,7066124.5561868055,14124307.84042681,2.94302708003726,24856795.480148595,-24856795.480148595,21441105.465793096,-3415690.0143554993,0.0,-0.1397124138452002,3.28274572538083e-08,-4255962.0979779735,25697067.56377107,24786769.818247363,20135973.859654438,0.08283593924413632,95870068.5833607,1.357645755465968e-07,1.357645755465968e-07,5.790589853908912e-14,2.8367431430686656,3.0607333994519466,-11087460.422777979,11087460.422777979,22079017.960077114,33166478.382855095,0.0,-0.13971241384519195,3.282745725380829e-08,-4255962.097977723,26334980.05805484,2.612752886685385,4922013.856565284,-4922013.856565284,21329075.110204913,16407061.253639627,1.862645149230957e-09,1.7623638602991962,2.384115588781545e-07,7392107.4489508765,13936967.661254035,236,1.6266631279414696,-0.00010863069883293441,9.926167350636332e-24,-2.54002495318114e-10,9.926167350636332e-24,-2.54002495318114e-10,9.396164326632554e-11,0.0,nan,0.0
679.2630201661582,373.49401996523216,ACTIVE_ONE_B,LEFT,2,9,0.7949999999999942,8.794999999999995,0.013667902266045341,-0.0005839613122649023,0.48999999999999994,0.7349999999999999,1.3166625892553827,1.3166625892553827,1.0,1.2889021877392424,1.3367690973359094,1.2889021877392424,1.7253649906994264,1.0,0.7747746734990906,False,False,579.7356144860613,3.6215285220250097e-13,7.269531225687245e-21,1.9483305067863497e-21,7.272553579816472e-21,1.2017273140347899e-07,7.74803083594006e-08,1.2018938329002912e-07,-8.046066497137691e-08,-1.6709922952992332e-10,8.050287881988967e-08,1.609635437912666e-07,-1.639999424029288e-08,1.6145961363963654e-08,-1.639999424029288e-08,1.6145961363963654e-08,3.254595560425654e-08,14883989.486443732,10577221.686048687,20015099.39857773,-26600574.054636993,15304725.48318055,-1.6200073612980278e-06,8.86232233792976e-07,0.0,nan,-2938806.906945822,19905759.77862284,0.011787416930086203,223185.3072939068,1.3923167668468392e-07,1.3923167668468392e-07,6.090121807035323e-14,2.8605918407357978,2.7776394381680145,23655981.913615376,-23655981.913615376,21191037.627521425,-2464944.2860939465,-3.725290298461914e-09,1.6798364086077957,2.3776689624434593e-07,7065055.880956103,14125981.746565327,2.943544243303581,24853934.881687537,-24853934.881687537,21441265.35388984,-3412669.527797697,1.862645149230957e-09,-0.13932945145565567,3.2827640749768345e-08,-4244272.456790513,25685537.810680352,24792425.24037963,20130095.082666297,0.08285191202673861,95879845.24658212,1.3576444937665785e-07,1.3576444937665785e-07,5.790579091189316e-14,2.836845376054883,3.0609821609646217,-11101499.104029505,11101499.104029505,22079149.396655653,33180648.50068516,-3.725290298461914e-09,-0.1393294514556863,3.282764074976835e-08,-4244272.456791446,26323421.853447102,2.6127085911451444,4924765.041903888,-4924765.041903888,21328967.021977995,16404201.980074106,1.862645149230957e-09,1.762386007953743,2.3841161162883419e-07,7392198.710092504,13936768.311885491,236,1.556070042051715,-0.00010863069883293441,9.926167350636332e-24,-2.5403287632923653e-10,9.926167350636332e-24,-2.5403287632923653e-10,9.394162398513613e-11,0.07059308588975455,4.426779139364897e-12,0.0012500000000006395
680.8187007096307,375.04970050870463,EVENT_TRANSPORT_PAUSED,LEFT,2,9,0.801249999999994,8.801249999999994,0.013677615101652251,-0.0005833365337561958,0.48999999999999994,0.7349999999999999,1.3166625892553827,1.3166625892553827,1.0,1.2889021877392424,1.3367690973359094,1.2889021877392424,1.7253649906994264,1.0,0.7747746734990906,True,False,579.7356144860613,3.6216527382845957e-13,7.26952830117141e-21,1.9483335802024844e-21,7.272553430916173e-21,1.2017271528840487e-07,7.748034910011062e-08,1.2018938246976543e-07,-8.046056313724802e-08,-1.6751974346265235e-10,8.050288014614842e-08,1.6096344328339645e-07,-1.639999424029288e-08,1.6145809811311768e-08,-1.639999424029288e-08,1.6145809811311768e-08,3.2545804051604645e-08,14925130.889872547,10593725.52093593,19988270.116866525,-27217016.808360852,15272747.318399493,-1.6578510439865511e-06,8.843719642751761e-07,0.0,nan,-2930487.1165504,19881204.061385103,0.011788489159754525,12142.421313643456,1.3924434174399223e-07,1.3924434174399223e-07,6.091229820151606e-14,2.8631074643083796,2.780123375720406,23653351.838351697,-23653351.838351697,21193936.347360227,-2459415.4909914713,1.862645149230957e-09,1.6785944390630088,2.377667781381636e-07,7059835.9123476725,14134100.435012553,2.946091552896353,24843569.358057756,-24843569.358057756,21442010.615948427,-3401558.7421093285,0.0,-0.13743014048304808,3.282856857161684e-08,-4186297.0718092294,25628307.687757656,24820261.816221017,20100896.202031545,0.08293052298560953,95928612.95654282,1.357637932122705e-07,1.357637932122705e-07,5.790523118324293e-14,2.8373513545966773,3.062233473317092,-11172011.655906005,11172011.655906005,22079808.865948416,33251820.521854423,0.0,-0.13743014048308363,3.282856857161683e-08,-4186297.0718103135,26266105.93775873,2.612469235876263,4939675.638768103,-4939675.638768103,21328378.749355715,16388703.11058761,1.862645149230957e-09,1.7625056851258878,2.3841188265967008e-07,7392692.283051354,13935686.466304358,236,0.00038949857923853415,-0.00010863069883293441,9.926167350636332e-24,-2.541844289811225e-10,9.926167350636332e-24,-2.541844289811225e-10,9.384111611498845e-11,1.5556805434724765,1.00438358412082e-12,0.006249999999999645
680.8190902082099,375.05009000728387,EVENT_TRANSPORT_RECOVERY,LEFT,2,9,0.801249999999994,8.801249999999994,0.013677615101652251,-0.0005846644546467772,0.48999999999999994,0.7349999999999999,1.3166625892553827,1.3166625892553827,1.0,1.2889021877392424,1.3367690973359094,1.2889021877392424,1.7253649906994264,1.0,0.7747746734990906,False,True,579.7356144860613,3.621562506699623e-13,7.269528471923104e-21,1.948347371562725e-21,7.272539468804237e-21,1.2017271622930476e-07,7.74805319156366e-08,1.2018930555507047e-07,-8.046065255494405e-08,-1.670677307609036e-10,8.05030043505578e-08,1.6096365690550184e-07,-1.639999424029288e-08,1.6145811639131755e-08,-1.639999424029288e-08,1.6145811639131755e-08,3.254580587942464e-08,14883076.536619805,10586677.246192334,20024831.033413306,-26485070.816602677,15353392.932225812,-1.612929068114958e-06,8.89039575098695e-07,0.0,nan,-2926133.1656041536,19914616.059380278,0.011787256136234733,234929.75050504506,1.39229777405336e-07,1.39229777405336e-07,6.089955655711754e-14,2.8600775507818836,2.7771503178051957,23642524.094995365,-23642524.094995365,21190372.41380398,-2452151.681191383,-1.862645149230957e-09,1.6800808892536294,2.3776677706910465e-07,7066087.65935928,14124284.7544447,2.943004783758572,24841097.132801294,-24841097.132801294,21440982.482784368,-3400114.6500169244,-1.862645149230957e-09,-0.13997510628488896,3.282745289276734e-08,-4263964.881531481,25704947.364315853,24798280.829710476,20140745.596867677,0.08286802813009587,95849982.69828016,1.3576362583739942e-07,1.3576362583739942e-07,5.79050884077002e-14,2.836637295402885,3.0602303108512623,-11087320.676159946,11087320.676159946,22078947.047096588,33166267.723256536,0.0,-0.1399751062848849,3.282745289276734e-08,-4263964.881531358,26342911.928627945,2.6130442799545075,4899771.563393169,-4899771.563393169,21330065.499557585,16430293.936164416,0.0,1.7622181157160217,2.3841187818258932e-07,7391486.234450178,13938579.265107408,236,0.0,-0.00010863069883293441,9.926167350636332e-24,-2.541826011611354e-10,9.926167350636332e-24,-2.541826011611354e-10,9.405473822037977e-11,0.0,nan,0.0
680.9015008446124,375.1325006436864,ACTIVE_ONE_B,LEFT,2,9,0.802499999999994,8.802499999999995,0.013679557668773636,-0.0005845400338182483,0.48999999999999994,0.7349999999999999,1.3166625892553827,1.3166625892553827,1.0,1.2889021877392424,1.3367690973359094,1.2889021877392424,1.7253649906994264,1.0,0.7747746734990906,False,False,579.7356144860613,3.621587262735309e-13,7.26952788696488e-21,1.948347991028755e-21,7.27253943429643e-21,1.2017271300598608e-07,7.748054012713474e-08,1.2018930536497325e-07,-8.046063223240626e-08,-1.6715163102403004e-10,8.050300465756636e-08,1.6096363688997264e-07,-1.639999424029288e-08,1.6145781277511625e-08,-1.639999424029288e-08,1.6145781277511625e-08,3.2545775517804505e-08,14891666.351160537,10590485.345714109,20019439.27327422,-26607941.55430561,15343348.376416154,-1.6204710402520024e-06,8.884562930628378e-07,0.0,nan,-2923558.748061222,19909689.626348928,0.011787471446878186,188531.10798743367,1.392323206310549e-07,1.392323206310549e-07,6.090178140780616e-14,2.8605903299494484,2.777658816256319,23640996.892196603,-23640996.892196603,21190977.399852734,-2450019.492343869,0.0,1.6798266398358417,2.3776674785607232e-07,7065019.204673202,14125958.195179533,2.943521843642577,24838240.33350136,-24838240.33350136,21441142.329722784,-3397098.003778575,-1.862645149230957e-09,-0.13959225832004776,3.2827636017269074e-08,-4252278.727795533,25693421.05751832,24803932.0654793,20134868.87734102,0.08288399073557252,95859743.5625858,1.3576349968322478e-07,1.3576349968322478e-07,5.79049807947045e-14,2.83673945855287,3.0604789468969513,-11101351.589544808,11101351.589544808,22079079.116554845,33180430.70609965,0.0,-0.13959225832003425,3.282763601726908e-08,-4252278.72779512,26331357.844349965,2.6129999702087883,4902524.011986467,-4902524.011986467,21329957.43684542,16427433.424858954,0.0,1.7622402704732922,2.3841193089732123e-07,7391577.526513346,13938379.910332076,236,-0.08241063640252833,-0.00010863069883293441,9.926167350636332e-24,-2.54212962781265e-10,9.926167350636332e-24,-2.54212962781265e-10,9.403472269117574e-11,0.08241063640252833,3.791986248883919e-12,0.0012500000000006395
682.4762863479924,376.7072861470664,EVENT_TRANSPORT_PAUSED,LEFT,2,9,0.8074999999999939,8.807499999999994,0.013687327937259164,-0.000584039517131929,0.48999999999999994,0.7349999999999999,1.3166625892553827,1.3166625892553827,1.0,1.2889021877392424,1.3367690973359094,1.2889021877392424,1.7253649906994264,1.0,0.7747746734990906,True,False,579.7356144860613,3.621686687487565e-13,7.269525546685945e-21,1.9483504412305575e-21,7.272539324373562e-21,1.2017270011025184e-07,7.748057260642495e-08,1.2018930475942807e-07,-8.046055073556948e-08,-1.6748824438829476e-10,8.050300563648297e-08,1.6096355637205246e-07,-1.639999424029288e-08,1.6145660037623088e-08,-1.639999424029288e-08,1.6145660037623088e-08,3.2545654277915965e-08,14925001.282406526,10604226.016356857,19997912.951242775,-27100222.173928227,15313570.13421062,-1.650692614819458e-06,8.867252030340558e-07,0.0,nan,-2915946.882819739,19889994.59527418,0.011788331336414574,14862.575010702014,1.3924247755200074e-07,1.3924247755200074e-07,6.091066723458478e-14,2.8626158855689594,2.779660713712374,23637871.658686668,-23637871.658686668,21193323.630363584,-2444548.0283230823,-1.862645149230957e-09,1.6788256905311363,2.37766647578307e-07,7060812.387398553,14132511.242965031,2.9455710574255454,24829095.47252581,-24829095.47252581,21441749.735209413,-3387345.737316396,0.0,-0.13806722886465306,3.282837641729622e-08,-4205728.21237391,25647477.947583325,24826302.23916738,20111433.916978303,0.082947174505749,95898775.51595166,1.357629805410163e-07,1.357629805410163e-07,5.790453795311295e-14,2.837145813636597,3.0614797920246533,-11157739.167323982,11157739.167323982,22079609.13480547,33237348.302129447,7.450580596923828e-09,-0.13806722886470146,3.2828376417296216e-08,-4205728.212375385,26285337.34718085,2.6128118352485403,4914239.726099833,-4914239.726099833,21329495.90230515,16415256.176205317,-1.862645149230957e-09,1.762334337606647,2.3841214596381232e-07,7391965.415529395,13937530.486775754,236,-1.6571961397825135,-0.00010863069883293441,9.926167350636332e-24,-2.5433420266980234e-10,9.926167350636332e-24,-2.5433420266980234e-10,9.395420477100176e-11,1.5747855033799851,7.937588943490133e-13,0.004999999999999005
682.4766758465717,376.7076756456456,EVENT_TRANSPORT_RECOVERY,LEFT,2,9,0.8074999999999939,8.807499999999994,0.013687327937259164,-0.0005853606421684088,0.48999999999999994,0.7349999999999999,1.3166625892553827,1.3166625892553827,1.0,1.2889021877392424,1.3367690973359094,1.2889021877392424,1.7253649906994264,1.0,0.7747746734990906,False,True,579.7356144860613,3.6215968535364167e-13,7.26952571493962e-21,1.948364141608993e-21,7.272525455741452e-21,1.20172701037387e-07,7.74807542148693e-08,1.2018922835959778e-07,-8.046063990524449e-08,-1.6703793804360246e-10,8.050312899566701e-08,1.6096376890091149e-07,-1.639999424029288e-08,1.614566133167475e-08,-1.639999424029288e-08,1.614566133167475e-08,3.254565557196763e-08,14889460.40562078,10603405.05648641,20033057.52983425,-26376070.006022282,15409123.235237807,-1.6062533514696813e-06,8.92256581308079e-07,0.0,nan,-2901273.9265118744,19922150.392021306,0.011787118120298628,251537.1827890128,1.3922814717622752e-07,1.3922814717622752e-07,6.089813043045972e-14,2.859765259785398,2.776860193141355,23617716.965447534,-23617716.965447534,21190053.88600429,-2427663.0794432443,1.862645149230957e-09,1.680225872017503,2.3776661799848032e-07,7066702.155927718,14123351.73007657,2.9426703264294414,24815760.808143836,-24815760.808143836,21440876.034563333,-3374884.7735805046,1.862645149230957e-09,-0.1405030191010098,3.2827248148354545e-08,-4280073.019402708,25720949.053966038,24806284.267944723,20149698.63504149,0.08289027678623558,95823630.33842316,1.3576286034553496e-07,1.3576286034553496e-07,5.790443542353232e-14,2.8364643614980105,3.059508942548054,-11075059.629124666,11075059.629124666,22078745.9556974,33153805.584822066,0.0,-0.14050301910104399,3.2827248148354545e-08,-4280073.01940375,26358818.97510115,2.6134197804479666,4872506.139494511,-4872506.139494511,21331269.09056189,16458762.951067379,-1.862645149230957e-09,1.7620303176298509,2.384121276841425e-07,7390690.795580064,13940578.294981826,236,-1.657585638361752,-0.00010863069883293441,9.926167350636332e-24,-2.5433290861813877e-10,9.926167350636332e-24,-2.5433290861813877e-10,9.416673363002629e-11,0.0,nan,0.0
682.5529383354797,376.78393813455364,ACTIVE_ONE_B,LEFT,2,9,0.8087499999999939,8.808749999999995,0.013689270504380544,-0.0005852362327247729,0.48999999999999994,0.7349999999999999,1.3166625892553827,1.3166625892553827,1.0,1.2889021877392424,1.3367690973359094,1.2889021877392424,1.7253649906994264,1.0,0.7747746734990906,False,False,579.7356144860613,3.621621604277524e-13,7.269525129821102e-21,1.948364761062578e-21,7.272525421406385e-21,1.2017269781318425e-07,7.748076242615534e-08,1.2018922817045185e-07,-8.046061958609836e-08,-1.6712183176314075e-10,8.050312930111542e-08,1.6096374888721378e-07,-1.639999424029288e-08,1.614563098363428e-08,-1.639999424029288e-08,1.614563098363428e-08,3.254562522392716e-08,14898048.254897825,10607212.094929028,20027667.583375078,-26498838.913006347,15399057.99057332,-1.6137886895052343e-06,8.916721031756669e-07,0.0,nan,-2898703.380119171,19917225.796449646,0.011787333379285518,205257.44570438564,1.392306897917848e-07,1.392306897917848e-07,6.090035472132113e-14,2.8602779079988716,2.77736857035651,23616192.248280402,-23616192.248280402,21190659.52281617,-2425532.7254642323,0.0,1.6799716832176197,2.3776658785332836e-07,7065633.983248932,14125025.539567238,2.9431872456412336,24812910.790925823,-24812910.790925823,21441036.756151713,-3371874.0347741097,0.0,-0.1401202520022806,3.28274302662231e-08,-4268389.297180339,25709426.053332053,24811936.90831285,20143823.736882202,0.08290624460525911,95833381.59232175,1.357627342908372e-07,1.357627342908372e-07,5.790432789599938e-14,2.836566531660278,3.0597575575338176,-11089091.55454072,11089091.55454072,22078878.990029037,33167970.54456976,-3.725290298461914e-09,-0.1401202520023084,3.2827430266223095e-08,-4268389.297181186,26347268.287210226,2.6133755057867383,4875257.930592086,-4875257.930592086,21331161.202648025,16455903.27205594,-1.862645149230957e-09,1.7620524548448595,2.384121803359766e-07,7390782.016093849,13940379.186554179,236,-1.7338481272697663,-0.00010863069883293441,9.926167350636332e-24,-2.543632566586097e-10,9.926167350636332e-24,-2.543632566586097e-10,9.414671993231925e-11,0.07626248890801435,4.0976894994482614e-12,0.0012500000000006395
