design_id,reason
Ro80_q0.85_L8W_r0.60_th120_km+0,contact radius has reached topology loss
Ro80_q0.85_L8W_r0.60_th120_km+5,contact radius has reached topology loss
Ro80_q0.85_L8W_r0.60_th140_km-30,contact radius has reached topology loss
Ro80_q0.85_L8W_r0.60_th140_km-20,contact radius has reached topology loss
Ro80_q0.85_L8W_r0.60_th140_km-10,contact radius has reached topology loss
Ro80_q0.85_L8W_r0.60_th140_km-5,contact radius has reached topology loss
Ro80_q0.85_L8W_r0.60_th140_km+0,contact radius has reached topology loss
Ro80_q0.85_L8W_r0.60_th140_km+5,contact radius has reached topology loss
Ro80_q0.85_L8W_r0.60_th160_km-30,contact radius has reached topology loss
Ro80_q0.85_L8W_r0.60_th160_km-20,contact radius has reached topology loss
Ro80_q0.85_L8W_r0.60_th160_km-10,contact radius has reached topology loss
Ro80_q0.85_L8W_r0.60_th160_km-5,contact radius has reached topology loss
Ro80_q0.85_L8W_r0.60_th160_km+0,contact radius has reached topology loss
Ro80_q0.85_L8W_r0.60_th160_km+5,contact radius has reached topology loss
Ro80_q0.85_L8W_r0.60_th170_km-30,contact radius has reached topology loss
Ro80_q0.85_L8W_r0.60_th170_km-20,contact radius has reached topology loss
Ro80_q0.85_L8W_r0.60_th170_km-10,contact radius has reached topology loss
Ro80_q0.85_L8W_r0.60_th170_km-5,contact radius has reached topology loss
Ro80_q0.85_L8W_r0.60_th170_km+0,contact radius has reached topology loss
Ro80_q0.85_L8W_r0.60_th170_km+5,contact radius has reached topology loss
Ro80_q0.85_L8W_r0.80_th120_km-30,TJ radius below 6W
Ro80_q0.85_L8W_r0.80_th120_km-20,TJ radius below 6W
Ro80_q0.85_L8W_r0.80_th120_km-10,TJ radius below 6W
Ro80_q0.85_L8W_r0.80_th120_km-5,TJ radius below 6W
Ro80_q0.85_L8W_r0.80_th120_km+0,TJ radius below 6W
Ro80_q0.85_L8W_r0.80_th120_km+5,TJ radius below 6W
Ro80_q0.85_L8W_r0.80_th140_km-30,TJ radius below 6W
Ro80_q0.85_L8W_r0.80_th140_km-20,TJ radius below 6W
Ro80_q0.85_L8W_r0.80_th140_km-10,TJ radius below 6W
Ro80_q0.85_L8W_r0.80_th140_km-5,TJ radius below 6W
Ro80_q0.85_L8W_r0.80_th140_km+0,TJ radius below 6W
Ro80_q0.85_L8W_r0.80_th140_km+5,TJ radius below 6W
Ro80_q0.85_L8W_r0.80_th160_km-30,TJ radius below 6W
Ro80_q0.85_L8W_r0.80_th160_km-20,TJ radius below 6W
Ro80_q0.85_L8W_r0.80_th160_km-10,TJ radius below 6W
Ro80_q0.85_L8W_r0.80_th160_km-5,TJ radius below 6W
Ro80_q0.85_L8W_r0.80_th160_km+0,TJ radius below 6W
Ro80_q0.85_L8W_r0.80_th160_km+5,TJ radius below 6W
Ro80_q0.85_L8W_r0.80_th170_km-30,TJ radius below 6W
Ro80_q0.85_L8W_r0.80_th170_km-20,TJ radius below 6W
Ro80_q0.85_L8W_r0.80_th170_km-10,TJ radius below 6W
Ro80_q0.85_L8W_r0.80_th170_km-5,TJ radius below 6W
Ro80_q0.85_L8W_r0.80_th170_km+0,TJ radius below 6W
Ro80_q0.85_L8W_r0.80_th170_km+5,TJ radius below 6W
Ro80_q0.85_L8W_r1.00_th120_km-30,outer profile has multiple radial extrema
Ro80_q0.85_L8W_r1.00_th160_km-30,local meridional curvature radius below 6W
Ro80_q0.85_L8W_r1.00_th170_km-30,local meridional curvature radius below 6W
Ro80_q0.85_L8W_r1.20_th120_km-30,negative outer squared radius
Ro80_q0.85_L8W_r1.20_th120_km-20,negative outer squared radius
Ro80_q0.85_L8W_r1.20_th120_km-10,outer profile has multiple radial extrema
Ro80_q0.85_L8W_r1.20_th120_km-5,outer profile has multiple radial extrema
Ro80_q0.85_L8W_r1.20_th120_km+0,outer profile has multiple radial extrema
Ro80_q0.85_L8W_r1.20_th120_km+5,outer profile has multiple radial extrema
Ro80_q0.85_L8W_r1.20_th140_km-30,outer profile has multiple radial extrema
Ro80_q0.85_L8W_r1.20_th140_km-20,outer profile has multiple radial extrema
Ro80_q0.85_L8W_r1.20_th140_km-10,outer profile has multiple radial extrema
Ro80_q0.85_L8W_r1.20_th140_km-5,outer profile has multiple radial extrema
Ro80_q0.85_L8W_r1.20_th160_km-30,outer profile has multiple radial extrema
Ro80_q0.85_L8W_r1.40_th120_km-30,negative outer squared radius
Ro80_q0.85_L8W_r1.40_th120_km-20,negative outer squared radius
Ro80_q0.85_L8W_r1.40_th120_km-10,negative outer squared radius
Ro80_q0.85_L8W_r1.40_th120_km-5,negative outer squared radius
Ro80_q0.85_L8W_r1.40_th120_km+0,negative outer squared radius
Ro80_q0.85_L8W_r1.40_th120_km+5,negative outer squared radius
Ro80_q0.85_L8W_r1.40_th140_km-30,negative outer squared radius
Ro80_q0.85_L8W_r1.40_th140_km-20,negative outer squared radius
Ro80_q0.85_L8W_r1.40_th140_km-10,negative outer squared radius
Ro80_q0.85_L8W_r1.40_th140_km-5,negative outer squared radius
Ro80_q0.85_L8W_r1.40_th140_km+0,negative outer squared radius
Ro80_q0.85_L8W_r1.40_th140_km+5,outer profile has multiple radial extrema
Ro80_q0.85_L8W_r1.40_th160_km-30,negative outer squared radius
Ro80_q0.85_L8W_r1.40_th160_km-20,negative outer squared radius
Ro80_q0.85_L8W_r1.40_th160_km-10,outer profile has multiple radial extrema
Ro80_q0.85_L8W_r1.40_th160_km-5,outer profile has multiple radial extrema
Ro80_q0.85_L8W_r1.40_th160_km+0,outer profile has multiple radial extrema
Ro80_q0.85_L8W_r1.40_th160_km+5,outer profile has multiple radial extrema
Ro80_q0.85_L8W_r1.40_th170_km-30,negative outer squared radius
Ro80_q0.85_L8W_r1.40_th170_km-20,negative outer squared radius
Ro80_q0.85_L8W_r1.40_th170_km-10,outer profile has multiple radial extrema
Ro80_q0.85_L8W_r1.40_th170_km-5,outer profile has multiple radial extrema
Ro80_q0.85_L8W_r1.40_th170_km+0,outer profile has multiple radial extrema
Ro80_q0.85_L8W_r1.40_th170_km+5,outer profile has multiple radial extrema
Ro80_q0.85_L8W_r1.60_th120_km-30,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L8W_r1.60_th120_km-20,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L8W_r1.60_th120_km-10,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L8W_r1.60_th120_km-5,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L8W_r1.60_th120_km+0,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L8W_r1.60_th120_km+5,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L8W_r1.60_th140_km-30,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L8W_r1.60_th140_km-20,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L8W_r1.60_th140_km-10,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L8W_r1.60_th140_km-5,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L8W_r1.60_th140_km+0,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L8W_r1.60_th140_km+5,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L8W_r1.60_th160_km-30,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L8W_r1.60_th160_km-20,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L8W_r1.60_th160_km-10,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L8W_r1.60_th160_km-5,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L8W_r1.60_th160_km+0,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L8W_r1.60_th160_km+5,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L8W_r1.60_th170_km-30,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L8W_r1.60_th170_km-20,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L8W_r1.60_th170_km-10,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L8W_r1.60_th170_km-5,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L8W_r1.60_th170_km+0,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L8W_r1.60_th170_km+5,negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r0.60_th120_km-30,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.60_th120_km-20,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.60_th120_km-10,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.60_th120_km-5,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.60_th120_km+0,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.60_th120_km+5,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.60_th140_km-30,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.60_th140_km-20,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.60_th140_km-10,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.60_th140_km-5,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.60_th140_km+0,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.60_th140_km+5,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.60_th160_km-30,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.60_th160_km-20,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.60_th160_km-10,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.60_th160_km-5,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.60_th160_km+0,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.60_th160_km+5,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.60_th170_km-30,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.60_th170_km-20,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.60_th170_km-10,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.60_th170_km-5,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.60_th170_km+0,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.60_th170_km+5,contact radius has reached topology loss
Ro80_q0.85_L12W_r0.80_th160_km-30,local meridional curvature radius below 6W
Ro80_q0.85_L12W_r0.80_th170_km-30,local meridional curvature radius below 6W
Ro80_q0.85_L12W_r1.00_th120_km-30,outer profile has multiple radial extrema
Ro80_q0.85_L12W_r1.20_th120_km-30,negative outer squared radius
Ro80_q0.85_L12W_r1.20_th120_km-20,negative outer squared radius
Ro80_q0.85_L12W_r1.20_th120_km-10,outer profile has multiple radial extrema
Ro80_q0.85_L12W_r1.20_th120_km-5,outer profile has multiple radial extrema
Ro80_q0.85_L12W_r1.20_th120_km+0,outer profile has multiple radial extrema
Ro80_q0.85_L12W_r1.20_th120_km+5,outer profile has multiple radial extrema
Ro80_q0.85_L12W_r1.20_th140_km-30,outer profile has multiple radial extrema
Ro80_q0.85_L12W_r1.20_th140_km-20,outer profile has multiple radial extrema
Ro80_q0.85_L12W_r1.20_th140_km-10,outer profile has multiple radial extrema
Ro80_q0.85_L12W_r1.20_th140_km-5,outer profile has multiple radial extrema
Ro80_q0.85_L12W_r1.20_th160_km-30,outer profile has multiple radial extrema
Ro80_q0.85_L12W_r1.40_th120_km-30,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L12W_r1.40_th120_km-20,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L12W_r1.40_th120_km-10,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L12W_r1.40_th120_km-5,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L12W_r1.40_th120_km+0,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L12W_r1.40_th120_km+5,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L12W_r1.40_th140_km-30,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L12W_r1.40_th140_km-20,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L12W_r1.40_th140_km-10,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L12W_r1.40_th140_km-5,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L12W_r1.40_th140_km+0,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L12W_r1.40_th140_km+5,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L12W_r1.40_th160_km-30,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L12W_r1.40_th160_km-20,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L12W_r1.40_th160_km-10,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L12W_r1.40_th160_km-5,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L12W_r1.40_th160_km+0,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L12W_r1.40_th160_km+5,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L12W_r1.40_th170_km-30,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L12W_r1.40_th170_km-20,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L12W_r1.40_th170_km-10,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L12W_r1.40_th170_km-5,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L12W_r1.40_th170_km+0,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L12W_r1.40_th170_km+5,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L12W_r1.60_th120_km-30,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r1.60_th120_km-20,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r1.60_th120_km-10,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r1.60_th120_km-5,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r1.60_th120_km+0,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r1.60_th120_km+5,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r1.60_th140_km-30,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r1.60_th140_km-20,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r1.60_th140_km-10,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r1.60_th140_km-5,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r1.60_th140_km+0,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r1.60_th140_km+5,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r1.60_th160_km-30,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r1.60_th160_km-20,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r1.60_th160_km-10,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r1.60_th160_km-5,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r1.60_th160_km+0,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r1.60_th160_km+5,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r1.60_th170_km-30,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r1.60_th170_km-20,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r1.60_th170_km-10,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r1.60_th170_km-5,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r1.60_th170_km+0,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L12W_r1.60_th170_km+5,center profile is not monotone from midplane to GB; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r0.60_th120_km-30,TJ radius below 6W
Ro80_q0.85_L16W_r0.60_th120_km-20,TJ radius below 6W
Ro80_q0.85_L16W_r0.60_th120_km-10,TJ radius below 6W
Ro80_q0.85_L16W_r0.60_th120_km-5,TJ radius below 6W
Ro80_q0.85_L16W_r0.60_th120_km+0,TJ radius below 6W
Ro80_q0.85_L16W_r0.60_th120_km+5,TJ radius below 6W
Ro80_q0.85_L16W_r0.60_th140_km-30,TJ radius below 6W
Ro80_q0.85_L16W_r0.60_th140_km-20,TJ radius below 6W
Ro80_q0.85_L16W_r0.60_th140_km-10,TJ radius below 6W
Ro80_q0.85_L16W_r0.60_th140_km-5,TJ radius below 6W
Ro80_q0.85_L16W_r0.60_th140_km+0,TJ radius below 6W
Ro80_q0.85_L16W_r0.60_th140_km+5,TJ radius below 6W
Ro80_q0.85_L16W_r0.60_th160_km-30,TJ radius below 6W
Ro80_q0.85_L16W_r0.60_th160_km-20,TJ radius below 6W
Ro80_q0.85_L16W_r0.60_th160_km-10,TJ radius below 6W
Ro80_q0.85_L16W_r0.60_th160_km-5,TJ radius below 6W
Ro80_q0.85_L16W_r0.60_th160_km+0,TJ radius below 6W
Ro80_q0.85_L16W_r0.60_th160_km+5,TJ radius below 6W
Ro80_q0.85_L16W_r0.60_th170_km-30,TJ radius below 6W
Ro80_q0.85_L16W_r0.60_th170_km-20,TJ radius below 6W
Ro80_q0.85_L16W_r0.60_th170_km-10,TJ radius below 6W
Ro80_q0.85_L16W_r0.60_th170_km-5,TJ radius below 6W
Ro80_q0.85_L16W_r0.60_th170_km+0,TJ radius below 6W
Ro80_q0.85_L16W_r0.60_th170_km+5,TJ radius below 6W
Ro80_q0.85_L16W_r1.00_th120_km-30,outer profile has multiple radial extrema
Ro80_q0.85_L16W_r1.20_th120_km-30,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L16W_r1.20_th120_km-20,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L16W_r1.20_th120_km-10,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L16W_r1.20_th120_km-5,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L16W_r1.20_th120_km+0,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L16W_r1.20_th120_km+5,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L16W_r1.20_th140_km-30,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L16W_r1.20_th140_km-20,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L16W_r1.20_th140_km-10,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L16W_r1.20_th140_km-5,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L16W_r1.20_th140_km+0,center profile is not monotone from midplane to GB
Ro80_q0.85_L16W_r1.20_th140_km+5,center profile is not monotone from midplane to GB
Ro80_q0.85_L16W_r1.20_th160_km-30,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L16W_r1.20_th160_km-20,center profile is not monotone from midplane to GB
Ro80_q0.85_L16W_r1.20_th160_km-10,center profile is not monotone from midplane to GB
Ro80_q0.85_L16W_r1.20_th160_km-5,center profile is not monotone from midplane to GB
Ro80_q0.85_L16W_r1.20_th160_km+0,center profile is not monotone from midplane to GB
Ro80_q0.85_L16W_r1.20_th160_km+5,center profile is not monotone from midplane to GB
Ro80_q0.85_L16W_r1.20_th170_km-30,center profile is not monotone from midplane to GB
Ro80_q0.85_L16W_r1.20_th170_km-20,center profile is not monotone from midplane to GB
Ro80_q0.85_L16W_r1.20_th170_km-10,center profile is not monotone from midplane to GB
Ro80_q0.85_L16W_r1.20_th170_km-5,center profile is not monotone from midplane to GB
Ro80_q0.85_L16W_r1.20_th170_km+0,center profile is not monotone from midplane to GB
Ro80_q0.85_L16W_r1.20_th170_km+5,center profile is not monotone from midplane to GB
Ro80_q0.85_L16W_r1.40_th120_km-30,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L16W_r1.40_th120_km-20,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L16W_r1.40_th120_km-10,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L16W_r1.40_th120_km-5,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L16W_r1.40_th120_km+0,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L16W_r1.40_th120_km+5,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L16W_r1.40_th140_km-30,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L16W_r1.40_th140_km-20,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L16W_r1.40_th140_km-10,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L16W_r1.40_th140_km-5,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L16W_r1.40_th140_km+0,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L16W_r1.40_th140_km+5,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L16W_r1.40_th160_km-30,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L16W_r1.40_th160_km-20,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L16W_r1.40_th160_km-10,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L16W_r1.40_th160_km-5,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L16W_r1.40_th160_km+0,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L16W_r1.40_th160_km+5,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L16W_r1.40_th170_km-30,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L16W_r1.40_th170_km-20,center profile is not monotone from midplane to GB; negative outer squared radius
Ro80_q0.85_L16W_r1.40_th170_km-10,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L16W_r1.40_th170_km-5,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L16W_r1.40_th170_km+0,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L16W_r1.40_th170_km+5,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L16W_r1.60_th120_km-30,negative center squared radius; center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r1.60_th120_km-20,negative center squared radius; center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r1.60_th120_km-10,negative center squared radius; center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r1.60_th120_km-5,negative center squared radius; center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r1.60_th120_km+0,negative center squared radius; center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r1.60_th120_km+5,negative center squared radius; center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r1.60_th140_km-30,negative center squared radius; center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r1.60_th140_km-20,negative center squared radius; center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r1.60_th140_km-10,negative center squared radius; center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r1.60_th140_km-5,negative center squared radius; center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r1.60_th140_km+0,negative center squared radius; center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r1.60_th140_km+5,negative center squared radius; center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r1.60_th160_km-30,negative center squared radius; center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r1.60_th160_km-20,negative center squared radius; center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r1.60_th160_km-10,negative center squared radius; center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r1.60_th160_km-5,negative center squared radius; center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r1.60_th160_km+0,negative center squared radius; center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r1.60_th160_km+5,negative center squared radius; center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r1.60_th170_km-30,negative center squared radius; center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r1.60_th170_km-20,center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r1.60_th170_km-10,center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r1.60_th170_km-5,center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r1.60_th170_km+0,center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L16W_r1.60_th170_km+5,center profile is not monotone from midplane to GB; center topology fails before requested loss; negative outer squared radius; contact exceeds outer-body support
Ro80_q0.85_L20W_r0.60_th160_km-30,local meridional curvature radius below 6W
Ro80_q0.85_L20W_r0.60_th170_km-30,local meridional curvature radius below 6W
Ro80_q0.85_L20W_r1.00_th120_km-30,center profile is not monotone from midplane to GB; outer profile has multiple radial extrema
Ro80_q0.85_L20W_r1.00_th120_km-20,center profile is not monotone from midplane to GB
Ro80_q0.85_L20W_r1.00_th120_km-10,center profile is not monotone from midplane to GB
Ro80_q0.85_L20W_r1.00_th120_km-5,center profile is not monotone from midplane to GB
Ro80_q0.85_L20W_r1.00_th120_km+0,center profile is not monotone from midplane to GB
