design_id,Ro_nm,Rc_over_Ro,Lc_over_W,rTJ_over_Rc,theta_deg,mean_curvature0_per_um,sigma0_MPa,sigma20_MPa,rTJ20_over_W,minimum_dF_dx_fJ,maximum_dF_dx_fJ,minimum_xdot_per_s,thermodynamically_favorable,curvature_radius_min_over_W,resolution_margin
Ro80_q0.55_L8W_r1.00_th120_km-5,80.0,0.55,8.0,1.0,120.0,-5.0,64.04718662166627,71.5544561124283,8.754046683296437,16.932728149014764,19.63136975211833,-0.0046155824551406075,False,49.999999999999986,1.0
Ro80_q0.55_L8W_r1.00_th120_km+0,80.0,0.55,8.0,1.0,120.0,0.0,59.04718662166626,66.42471626379411,8.754046683296437,17.41720833992023,19.985593839985057,-0.004635797759699458,False,85.53771098176531,1.0
Ro80_q0.55_L8W_r1.00_th120_km+5,80.0,0.55,8.0,1.0,120.0,5.0,54.04718662166626,61.294976415159915,8.754046683296437,17.87315976872556,20.296519603226635,-0.004642868969415918,False,31.046538974097324,1.0
Ro80_q0.55_L8W_r1.00_th140_km-30,80.0,0.55,8.0,1.0,140.0,-30.0,94.06995141722102,110.43325721999912,8.754046683296437,16.74674716028052,19.240746594672306,-0.004521251765038312,False,7.687465048446763,1.0
Ro80_q0.55_L8W_r1.00_th140_km-20,80.0,0.55,8.0,1.0,140.0,-20.0,84.06995141722102,99.04400177311375,8.754046683296437,17.50810754888148,19.79590732671676,-0.004568589472744284,False,11.830837417371534,1.0
Ro80_q0.55_L8W_r1.00_th140_km-10,80.0,0.55,8.0,1.0,140.0,-10.0,74.06995141722102,87.65474632622839,8.754046683296437,18.20125953495856,20.246606002121926,-0.004593288181790897,False,24.87697877292768,1.0
Ro80_q0.55_L8W_r1.00_th140_km-5,80.0,0.55,8.0,1.0,140.0,-5.0,69.069951417221,81.96011860278571,8.754046683296437,18.51871211371137,20.429439871295372,-0.004599483603423679,False,49.99999999999999,1.0
Ro80_q0.55_L8W_r1.00_th140_km+0,80.0,0.55,8.0,1.0,140.0,0.0,64.06995141722102,76.26549087934305,8.754046683296437,18.81519800527513,20.58229441588749,-0.0045973274198853695,False,151.76411072855888,1.0
Ro80_q0.55_L8W_r1.00_th140_km+5,80.0,0.55,8.0,1.0,140.0,5.0,59.06995141722101,70.57086315590037,8.754046683296437,19.089920911995087,20.70456416685194,-0.004595580919466442,False,34.0510337589177,1.0
Ro80_q0.55_L8W_r1.00_th160_km-30,80.0,0.55,8.0,1.0,160.0,-30.0,97.14598315992326,119.89854232406134,8.754046683296437,18.28471692927601,20.050928431066392,-0.004554443126621508,False,6.89608893866617,1.0
Ro80_q0.55_L8W_r1.00_th160_km-20,80.0,0.55,8.0,1.0,160.0,-20.0,87.14598315992326,107.65493266799945,8.754046683296437,18.821350997904638,20.341769021946284,-0.004575034183434082,False,10.412838636746633,1.0
Ro80_q0.55_L8W_r1.00_th160_km-10,80.0,0.55,8.0,1.0,160.0,-10.0,77.14598315992326,95.41132301193754,8.754046683296437,19.29445700857668,20.54233883444349,-0.0045796805284261275,False,21.249083394935635,1.0
Ro80_q0.55_L8W_r1.00_th160_km-5,80.0,0.55,8.0,1.0,160.0,-5.0,72.14598315992326,89.28951818390658,8.754046683296437,19.505965563971777,20.607782436004506,-0.004576339289946393,False,44.29946870980941,1.0
Ro80_q0.55_L8W_r1.00_th160_km+0,80.0,0.55,8.0,1.0,160.0,0.0,67.14598315992326,83.16771335587563,8.754046683296437,19.700573291965267,20.649588142395842,-0.004566167026314166,False,522.5793047499805,1.0
Ro80_q0.55_L8W_r1.00_th160_km+5,80.0,0.55,8.0,1.0,160.0,5.0,62.14598315992327,77.04590852784469,8.754046683296437,19.87790113668804,20.667974740718584,-0.004548862073284887,False,37.87763366213174,1.0
Ro80_q0.55_L8W_r1.00_th170_km-30,80.0,0.55,8.0,1.0,170.0,-30.0,97.92236577898265,122.48683669932615,8.754046683296437,18.830427049616308,20.237519485697042,-0.004564998776666172,False,6.697879480801086,1.0
Ro80_q0.55_L8W_r1.00_th170_km-20,80.0,0.55,8.0,1.0,170.0,-20.0,87.92236577898265,110.00365688270217,8.754046683296437,19.294550641948508,20.439065424580946,-0.00457737589110338,False,10.063575110931113,1.0
Ro80_q0.55_L8W_r1.00_th170_km-10,80.0,0.55,8.0,1.0,170.0,-10.0,77.92236577898265,97.52047706607819,8.754046683296437,19.697112891126732,20.554695349714468,-0.004568369685677018,False,20.228359616301333,1.0
Ro80_q0.55_L8W_r1.00_th170_km-5,80.0,0.55,8.0,1.0,170.0,-5.0,72.92236577898265,91.27888715776619,8.754046683296437,19.87471906364735,20.579977684132324,-0.0045539139555239565,False,40.867726032699,1.0
Ro80_q0.55_L8W_r1.00_th170_km+0,80.0,0.55,8.0,1.0,170.0,0.0,67.92236577898265,85.0372972494542,8.754046683296437,20.036510790139708,20.62860718629076,-0.004532960686166509,False,2011.3707576034258,1.0
Ro80_q0.55_L8W_r1.00_th170_km+5,80.0,0.55,8.0,1.0,170.0,5.0,62.92236577898265,78.7957073411422,8.754046683296437,20.182545180346814,20.659211356866606,-0.004505643696830894,False,39.27184807546146,1.0
Ro80_q0.55_L8W_r1.20_th120_km-30,80.0,0.55,8.0,1.2,120.0,-30.0,79.20598885138855,84.0003178230597,11.396198196474707,6.751266471738475,10.174817305072002,-0.002763226673838687,False,8.333333333333334,1.0
Ro80_q0.55_L8W_r1.20_th120_km-20,80.0,0.55,8.0,1.2,120.0,-20.0,69.20598885138854,73.75732248674453,11.396198196474707,8.145877026793402,11.595021371771509,-0.003123319990106572,False,12.500000000000007,1.0
Ro80_q0.55_L8W_r1.20_th120_km-10,80.0,0.55,8.0,1.2,120.0,-10.0,59.205988851388554,63.51432715042938,11.396198196474707,9.57667432036424,12.990243347038037,-0.0034510199341437767,False,25.000000000000007,1.0
Ro80_q0.55_L8W_r1.20_th120_km-5,80.0,0.55,8.0,1.2,120.0,-5.0,54.205988851388554,58.3928294822718,11.396198196474707,10.295635026915328,13.66309727306906,-0.0035965598398137485,False,50.000000000000036,1.0
Ro80_q0.55_L8W_r1.20_th120_km+0,80.0,0.55,8.0,1.2,120.0,0.0,49.205988851388554,53.27133181411422,11.396198196474707,11.009855955487438,14.310626301534311,-0.003726654153289724,False,174.2366459732278,1.0
Ro80_q0.55_L8W_r1.20_th120_km+5,80.0,0.55,8.0,1.2,120.0,5.0,44.205988851388554,48.14983414595664,11.396198196474707,11.71373812983371,14.926408599794321,-0.0038391228773376027,False,38.13110103324068,1.0
Ro80_q0.55_L8W_r1.20_th140_km-30,80.0,0.55,8.0,1.2,140.0,-30.0,83.39162618101751,92.63088696565102,11.396198196474707,10.238111090282574,13.48281683809855,-0.0035558697808923405,False,7.815383634416243,1.0
Ro80_q0.55_L8W_r1.20_th140_km-20,80.0,0.55,8.0,1.2,140.0,-20.0,73.39162618101751,81.70923992673197,11.396198196474707,11.349061598369305,14.498007947515465,-0.0037637452206143326,False,11.867156607600094,1.0
Ro80_q0.55_L8W_r1.20_th140_km-10,80.0,0.55,8.0,1.2,140.0,-10.0,63.39162618101751,70.7875928878129,11.396198196474707,12.436880555226761,15.439700607451796,-0.003930043501510907,False,24.634898746477518,1.0
Ro80_q0.55_L8W_r1.20_th140_km-5,80.0,0.55,8.0,1.2,140.0,-5.0,58.39162618101751,65.32676936835338,11.396198196474707,12.965173968474408,15.875832755458436,-0.003995365729828084,False,50.00000000000001,1.0
Ro80_q0.55_L8W_r1.20_th140_km+0,80.0,0.55,8.0,1.2,140.0,0.0,53.39162618101751,59.865945848893865,11.396198196474707,13.479525339335282,16.285582657131627,-0.004047912238693097,False,321.8546551421144,1.0
Ro80_q0.55_L8W_r1.20_th140_km+5,80.0,0.55,8.0,1.2,140.0,5.0,48.39162618101751,54.40512232943434,11.396198196474707,13.977410114750818,16.666925846739623,-0.004087217346505109,False,40.07969995985949,1.0
Ro80_q0.55_L8W_r1.20_th160_km-30,80.0,0.55,8.0,1.2,160.0,-30.0,85.95498596660272,98.47954773059817,11.396198196474707,12.773318378017374,15.621299346377429,-0.003957943956506815,False,7.353113458473879,1.0
Ro80_q0.55_L8W_r1.20_th160_km-20,80.0,0.55,8.0,1.2,160.0,-20.0,75.9549859666027,87.07343142690063,11.396198196474707,13.680215779393604,16.361275607841097,-0.004062390309745688,False,11.065331580485338,1.0
Ro80_q0.55_L8W_r1.20_th160_km-10,80.0,0.55,8.0,1.2,160.0,-10.0,65.95498596660272,75.66731512320305,11.396198196474707,14.541427144578497,17.020102076150902,-0.004128199702446522,False,22.347425852125337,1.0
Ro80_q0.55_L8W_r1.20_th160_km-5,80.0,0.55,8.0,1.2,160.0,-5.0,60.95498596660272,69.96425697135427,11.396198196474707,14.951146740109387,17.3162430272395,-0.004146060081040992,False,45.587888973498224,1.0
Ro80_q0.55_L8W_r1.20_th160_km+0,80.0,0.55,8.0,1.2,160.0,0.0,55.95498596660272,64.2611988195055,11.396198196474707,15.345346368232493,17.58929613125518,-0.004153825625898082,False,1140.7944591702997,1.0
Ro80_q0.55_L8W_r1.20_th160_km+5,80.0,0.55,8.0,1.2,160.0,5.0,50.95498596660272,58.55814066765671,11.396198196474707,15.722974516488657,17.838917203767362,-0.004151572755570088,False,42.214015874221175,1.0
Ro80_q0.55_L8W_r1.20_th170_km-30,80.0,0.55,8.0,1.2,170.0,-30.0,86.60197148248552,100.03321348015139,11.396198196474707,13.787759536936461,16.408410963268835,-0.004069264723493739,False,7.234398516462573,1.0
Ro80_q0.55_L8W_r1.20_th170_km-20,80.0,0.55,8.0,1.2,170.0,-20.0,76.60197148248552,88.49534274448591,11.396198196474707,14.624838286403353,17.054303317401565,-0.004136275542203316,False,10.860474361853454,1.0
Ro80_q0.55_L8W_r1.20_th170_km-10,80.0,0.55,8.0,1.2,170.0,-10.0,66.60197148248554,76.95747200882045,11.396198196474707,15.410393325481719,17.61864687379675,-0.004166264532377652,False,21.77438294013128,1.0
Ro80_q0.55_L8W_r1.20_th170_km-5,80.0,0.55,8.0,1.2,170.0,-5.0,61.60197148248554,71.1885366409877,11.396198196474707,15.781133736061246,17.86863941649158,-0.004167256839163229,False,43.76408794344972,1.0
Ro80_q0.55_L8W_r1.20_th170_km+0,80.0,0.55,8.0,1.2,170.0,0.0,56.60197148248554,65.41960127315498,11.396198196474707,16.136055878739203,18.096680577950156,-0.004167107187606794,False,4425.6310561076825,1.0
Ro80_q0.55_L8W_r1.20_th170_km+5,80.0,0.55,8.0,1.2,170.0,5.0,51.60197148248554,59.65066590532224,11.396198196474707,16.474635071399014,18.303064917572318,-0.004161510533378984,False,42.915327554078054,1.0
Ro80_q0.55_L12W_r0.80_th120_km-30,80.0,0.55,12.0,0.8,120.0,-30.0,103.80898327708283,114.24223855707459,6.918252830174843,12.23234716096708,12.888860126159404,-0.004885428163908067,False,8.333333333333332,1.1530421383624738
Ro80_q0.55_L12W_r0.80_th120_km-20,80.0,0.55,12.0,0.8,120.0,-20.0,93.80898327708283,103.98811592785131,6.918252830174843,12.71603923060331,13.263193095129001,-0.004986838223356325,False,12.499999999999998,1.1530421383624738
Ro80_q0.55_L12W_r0.80_th120_km-10,80.0,0.55,12.0,0.8,120.0,-10.0,83.80898327708283,93.73399329862804,6.918252830174843,13.140833184318197,13.558634000952889,-0.005047174970258057,False,25.000000000000007,1.1530421383624738
Ro80_q0.55_L12W_r0.80_th120_km-5,80.0,0.55,12.0,0.8,120.0,-5.0,78.80898327708283,88.60693198401641,6.918252830174843,13.328022297751566,13.673181870195181,-0.005060873632553781,False,50.000000000000014,1.1530421383624738
Ro80_q0.55_L12W_r0.80_th120_km+0,80.0,0.55,12.0,0.8,120.0,0.0,73.80898327708283,83.47987066940479,6.918252830174843,13.496941629909376,13.76394174991217,-0.005063190239299082,False,64.14175551074352,1.1530421383624738
Ro80_q0.55_L12W_r0.80_th120_km+5,80.0,0.55,12.0,0.8,120.0,5.0,68.80898327708283,78.35280935479315,6.918252830174843,13.6467968521337,13.839633167076041,-0.005053992230812071,False,27.7018182648188,1.1530421383624738
Ro80_q0.55_L12W_r0.80_th140_km-30,80.0,0.55,12.0,0.8,140.0,-30.0,110.08743927152628,130.5333120811723,6.918252830174843,13.177582875433094,13.360912744989596,-0.004995224567879109,False,7.774579298653656,1.1530421383624738
Ro80_q0.55_L12W_r0.80_th140_km-20,80.0,0.55,12.0,0.8,140.0,-20.0,100.08743927152626,119.07770580674772,6.918252830174843,13.437267316509153,13.538922041859701,-0.0049980946915930535,False,12.067855101704877,1.1530421383624738
Ro80_q0.55_L12W_r0.80_th140_km-10,80.0,0.55,12.0,0.8,140.0,-10.0,90.08743927152626,107.62209953232312,6.918252830174843,13.530261160681691,13.688572839290693,-0.004973254339791975,False,24.996742566380835,1.1530421383624738
Ro80_q0.55_L12W_r0.80_th140_km-5,80.0,0.55,12.0,0.8,140.0,-5.0,85.08743927152626,101.89429639511081,6.918252830174843,13.538700910876315,13.759690972302852,-0.004950340379360982,False,49.999999999999986,1.1530421383624738
Ro80_q0.55_L12W_r0.80_th140_km+0,80.0,0.55,12.0,0.8,140.0,0.0,80.08743927152626,96.16649325789852,6.918252830174843,13.530046128558526,13.820508529437424,-0.004920440814105382,False,113.0844069794725,1.1530421383624738
Ro80_q0.55_L12W_r0.80_th140_km+5,80.0,0.55,12.0,0.8,140.0,5.0,75.08743927152626,90.43869012068622,6.918252830174843,13.503842722672088,13.877536884716857,-0.004883706715172105,False,31.491932142969162,1.1530421383624738
Ro80_q0.55_L12W_r0.80_th160_km-30,80.0,0.55,12.0,0.8,160.0,-30.0,113.93247894990408,142.2534552630265,6.918252830174843,13.221525051907598,13.58753452102624,-0.004907702028936256,False,6.854463830358484,1.1530421383624738
Ro80_q0.55_L12W_r0.80_th160_km-20,80.0,0.55,12.0,0.8,160.0,-20.0,103.93247894990408,129.8809172368748,6.918252830174843,13.210261935716579,13.724284741606017,-0.004861186008406655,False,10.373424686309864,1.1530421383624738
Ro80_q0.55_L12W_r0.80_th160_km-10,80.0,0.55,12.0,0.8,160.0,-10.0,93.93247894990408,117.50837921072312,6.918252830174843,13.14664262233054,13.826310241674186,-0.004794307581812095,False,21.317403958213447,1.1530421383624738
Ro80_q0.55_L12W_r0.80_th160_km-5,80.0,0.55,12.0,0.8,160.0,-5.0,88.93247894990408,111.32211019764728,6.918252830174843,13.094528364357531,13.862825010011507,-0.00475331723103316,False,45.1162735395251,1.1530421383624738
Ro80_q0.55_L12W_r0.80_th160_km+0,80.0,0.55,12.0,0.8,160.0,0.0,83.93247894990408,105.13584118457145,6.918252830174843,13.028665789303423,13.889785652947225,-0.004707460029399252,False,387.5781389751866,1.1530421383624738
Ro80_q0.55_L12W_r0.80_th160_km+5,80.0,0.55,12.0,0.8,160.0,5.0,78.93247894990408,98.9495721714956,6.918252830174843,12.948879708200563,13.90721336875158,-0.004656843358582331,False,36.596254220148886,1.1530421383624738
Ro80_q0.55_L12W_r0.80_th170_km-30,80.0,0.55,12.0,0.8,170.0,-30.0,114.90295722372831,145.4687451167591,6.918252830174843,13.069851636563344,13.688364847597525,-0.004835285807552154,False,6.626906883915453,1.1530421383624738
Ro80_q0.55_L12W_r0.80_th170_km-20,80.0,0.55,12.0,0.8,170.0,-20.0,104.90295722372831,132.8378136646677,6.918252830174843,13.008855784247256,13.789509600242233,-0.004772154354974833,False,9.962517358403897,1.1530421383624738
Ro80_q0.55_L12W_r0.80_th170_km-10,80.0,0.55,12.0,0.8,170.0,-10.0,94.90295722372831,120.20688221257632,6.918252830174843,12.89750635217627,13.855097822095345,-0.004690521166723858,False,20.059170202487973,1.1530421383624738
Ro80_q0.55_L12W_r0.80_th170_km-5,80.0,0.55,12.0,0.8,170.0,-5.0,89.90295722372831,113.89141648653063,6.918252830174843,12.822599658499945,13.874590341560529,-0.004642992604889271,False,40.665866248455686,1.1530421383624738
Ro80_q0.55_L12W_r0.80_th170_km+0,80.0,0.55,12.0,0.8,170.0,0.0,84.90295722372831,107.57595076048494,6.918252830174843,12.734483755285149,13.885232415959871,-0.0045911154561101225,False,1489.835671180609,1.1530421383624738
Ro80_q0.55_L12W_r0.80_th170_km+5,80.0,0.55,12.0,0.8,170.0,5.0,79.90295722372831,101.26048503443924,6.918252830174843,12.633403324465487,13.887061467592538,-0.004534995144347671,False,38.560791163691896,1.1530421383624738
