design_id,Ro_nm,Rc_over_Ro,Lc_over_W,rTJ_over_Rc,theta_deg,mean_curvature0_per_um,sigma0_MPa,sigma20_MPa,rTJ20_over_W,minimum_dF_dx_fJ,maximum_dF_dx_fJ,minimum_xdot_per_s,thermodynamically_favorable,curvature_radius_min_over_W,resolution_margin
Ro80_q0.45_L8W_r1.00_th120_km-30,80.0,0.45,8.0,1.0,120.0,-30.0,102.16878364870321,110.11363760402877,7.529940238806681,8.5531329529193,9.096337980443835,-0.007097372959652079,False,8.333333333333332,1.0
Ro80_q0.45_L8W_r1.00_th120_km-20,80.0,0.45,8.0,1.0,120.0,-20.0,92.16878364870321,99.85368188859792,7.529940238806681,8.961741589957569,9.439567520761356,-0.00727042638895652,False,12.500000000000002,1.0
Ro80_q0.45_L8W_r1.00_th120_km-10,80.0,0.45,8.0,1.0,120.0,-10.0,82.16878364870321,89.59372617316707,7.529940238806681,9.320336772508785,9.719862717510109,-0.007398625336988499,False,24.999999999999996,1.0
Ro80_q0.45_L8W_r1.00_th120_km-5,80.0,0.45,8.0,1.0,120.0,-5.0,77.16878364870321,84.46374831545165,7.529940238806681,9.47816915689292,9.833517664365273,-0.0074391302433125615,False,50.000000000000014,1.0
Ro80_q0.45_L8W_r1.00_th120_km+0,80.0,0.45,8.0,1.0,120.0,0.0,72.16878364870321,79.33377045773622,7.529940238806681,9.620474265861843,9.928143495156725,-0.00746004288802997,False,94.5372942282568,1.0
Ro80_q0.45_L8W_r1.00_th120_km+5,80.0,0.45,8.0,1.0,120.0,5.0,67.16878364870321,74.2037926000208,7.529940238806681,9.74644873735363,10.002591994437926,-0.007461038879907994,False,32.15666987651398,1.0
Ro80_q0.45_L8W_r1.00_th140_km-30,80.0,0.45,8.0,1.0,140.0,-30.0,108.30771839882567,123.20079265086082,7.529940238806681,9.39227181579562,9.654060700467793,-0.007359126493928532,False,7.845201285841336,1.0
Ro80_q0.45_L8W_r1.00_th140_km-20,80.0,0.45,8.0,1.0,140.0,-20.0,98.30771839882567,112.0941112614619,7.529940238806681,9.613668098927164,9.796191713514592,-0.007392283212898196,False,12.042428384576988,1.0
Ro80_q0.45_L8W_r1.00_th140_km-10,80.0,0.45,8.0,1.0,140.0,-10.0,88.30771839882567,100.98742987206299,7.529940238806681,9.795247462166968,9.899349326169315,-0.007377420977908187,False,24.99189757738808,1.0
Ro80_q0.45_L8W_r1.00_th140_km-5,80.0,0.45,8.0,1.0,140.0,-5.0,83.30771839882567,95.43408917736355,7.529940238806681,9.870431581184338,9.939790980983913,-0.007351923997281553,False,49.999999999999986,1.0
Ro80_q0.45_L8W_r1.00_th140_km+0,80.0,0.45,8.0,1.0,140.0,0.0,78.30771839882567,89.88074848266407,7.529940238806681,9.929685424139086,9.979160659670233,-0.007314321774518323,False,172.00687087296222,1.0
Ro80_q0.45_L8W_r1.00_th140_km+5,80.0,0.45,8.0,1.0,140.0,5.0,73.30771839882567,84.32740778796462,7.529940238806681,9.929559731460069,10.00898417348737,-0.007264905620567124,False,35.67977314525682,1.0
Ro80_q0.45_L8W_r1.00_th160_km-30,80.0,0.45,8.0,1.0,160.0,-30.0,112.06731275101731,132.21984981412203,7.529940238806681,9.748152119016728,9.816557194044162,-0.007305666157105328,False,7.192510951087192,1.0
Ro80_q0.45_L8W_r1.00_th160_km-20,80.0,0.45,8.0,1.0,160.0,-20.0,102.06731275101731,120.49556595203154,7.529940238806681,9.778628462571495,9.910294690456766,-0.00725064336346605,False,10.853477468806215,1.0
Ro80_q0.45_L8W_r1.00_th160_km-10,80.0,0.45,8.0,1.0,160.0,-10.0,92.06731275101731,108.77128208994108,7.529940238806681,9.768252355466256,9.988473691504847,-0.007160388781647135,False,22.1047071683916,1.0
Ro80_q0.45_L8W_r1.00_th160_km-5,80.0,0.45,8.0,1.0,160.0,-5.0,87.06731275101731,102.90914015889584,7.529940238806681,9.747423919621852,10.020227502525607,-0.007102274076543691,False,45.89120998209551,1.0
Ro80_q0.45_L8W_r1.00_th160_km+0,80.0,0.45,8.0,1.0,160.0,0.0,82.06731275101731,97.0469982278506,7.529940238806681,9.715903437248581,10.04373327422219,-0.0070357435194289405,False,603.1718307065826,1.0
Ro80_q0.45_L8W_r1.00_th160_km+5,80.0,0.45,8.0,1.0,160.0,5.0,77.06731275101731,91.18485629680535,7.529940238806681,9.673935761936184,10.058976547089745,-0.006960980203463982,False,39.83037028915729,1.0
Ro80_q0.45_L8W_r1.00_th170_km-30,80.0,0.45,8.0,1.0,170.0,-30.0,113.01622484097878,134.63757181843422,7.529940238806681,9.714157977103966,9.891089985318567,-0.0072235203770607175,False,7.027343381094395,1.0
Ro80_q0.45_L8W_r1.00_th170_km-20,80.0,0.45,8.0,1.0,170.0,-20.0,103.01622484097878,122.74341478277432,7.529940238806681,9.705996889184213,9.976248132192834,-0.007139189460109404,False,10.556913300721325,1.0
Ro80_q0.45_L8W_r1.00_th170_km-10,80.0,0.45,8.0,1.0,170.0,-10.0,93.01622484097878,110.84925774711444,7.529940238806681,9.659102725769438,10.033890873802267,-0.007022960597936037,False,21.20979406639064,1.0
Ro80_q0.45_L8W_r1.00_th170_km-5,80.0,0.45,8.0,1.0,170.0,-5.0,88.01622484097878,104.90217922928447,7.529940238806681,9.620822790911037,10.051204585952958,-0.006953225974810014,False,42.80874035679143,1.0
Ro80_q0.45_L8W_r1.00_th170_km+0,80.0,0.45,8.0,1.0,170.0,0.0,83.01622484097878,98.95510071145453,7.529940238806681,9.572787371696169,10.061048642349691,-0.006876115454305785,False,2333.1861189246374,1.0
Ro80_q0.45_L8W_r1.00_th170_km+5,80.0,0.45,8.0,1.0,170.0,5.0,78.01622484097878,93.00802219362458,7.529940238806681,9.51482197966567,10.063303263614797,-0.006791724475382844,False,41.2934554852051,1.0
Ro80_q0.45_L8W_r1.20_th160_km-10,80.0,0.45,8.0,1.2,160.0,-10.0,78.38942729251444,87.4655800050227,9.609370426828178,8.163852075742653,8.212418350395385,-0.006435045596881668,False,22.923881456349996,1.0
Ro80_q0.45_L8W_r1.20_th160_km-5,80.0,0.45,8.0,1.2,160.0,-5.0,73.38942729251444,81.91229557013186,9.609370426828178,8.229984528316589,8.299810639706097,-0.0064437158328318495,False,46.70825378126145,1.0
Ro80_q0.45_L8W_r1.20_th160_km+0,80.0,0.45,8.0,1.2,160.0,0.0,68.38942729251444,76.35901113524103,9.609370426828178,8.285282418119433,8.385193099488927,-0.006440582563054424,False,1244.3298491996634,1.0
Ro80_q0.45_L8W_r1.20_th160_km+5,80.0,0.45,8.0,1.2,160.0,5.0,63.38942729251444,70.80572670035019,9.609370426828178,8.329747798713894,8.463408933396249,-0.0064257740052866014,False,43.44655777997296,1.0
Ro80_q0.45_L8W_r1.20_th170_km-30,80.0,0.45,8.0,1.2,170.0,-30.0,99.18018736748233,111.23881089938314,9.609370426828178,7.9329332342756524,8.004841833674762,-0.006378200127241577,False,7.448326099523691,1.0
Ro80_q0.45_L8W_r1.20_th170_km-20,80.0,0.45,8.0,1.2,170.0,-20.0,89.18018736748233,100.03339704084532,9.609370426828178,8.14585184634516,8.206808404564317,-0.006434979674284568,False,11.18109254147157,1.0
Ro80_q0.45_L8W_r1.20_th170_km-10,80.0,0.45,8.0,1.2,170.0,-10.0,79.18018736748233,88.82798318230749,9.609370426828178,8.27155363323435,8.386021562473767,-0.006447524568499512,False,22.413964805551764,1.0
Ro80_q0.45_L8W_r1.20_th170_km-5,80.0,0.45,8.0,1.2,170.0,-5.0,74.18018736748233,83.22527625303859,9.609370426828178,8.319412212553457,8.467859441764018,-0.006437475942269008,False,45.03649394909642,1.0
Ro80_q0.45_L8W_r1.20_th170_km+0,80.0,0.45,8.0,1.2,170.0,0.0,69.18018736748233,77.62256932376967,9.609370426828178,8.357292288334044,8.545837027056217,-0.006416658503535255,False,4839.975999995095,1.0
Ro80_q0.45_L8W_r1.20_th170_km+5,80.0,0.45,8.0,1.2,170.0,5.0,64.18018736748233,72.01986239450076,9.609370426828178,8.38520783414264,8.618458874103807,-0.0063854965240328024,False,44.21366813450195,1.0
Ro80_q0.45_L16W_r0.80_th160_km-20,80.0,0.45,16.0,0.8,160.0,-20.0,122.58414093877163,138.89011325773902,6.300000000000002,2.107104847594775,2.9615015715877053,-0.004235707940505187,False,11.26710903358434,1.0500000000000003
Ro80_q0.45_L16W_r0.80_th160_km-10,80.0,0.45,16.0,0.8,160.0,-10.0,112.58414093877163,127.6179763791313,6.300000000000002,2.0559161153145613,2.9449070380496685,-0.004130633082904602,False,22.90144647188541,1.0500000000000003
Ro80_q0.45_L16W_r0.80_th160_km-5,80.0,0.45,16.0,0.8,160.0,-5.0,107.58414093877163,121.98190793982745,6.300000000000002,2.0246155673616664,2.9319529309818035,-0.004070676862840728,False,47.346040422157415,1.0500000000000003
Ro80_q0.45_L16W_r0.80_th160_km+0,80.0,0.45,16.0,0.8,160.0,0.0,102.58414093877163,116.3458395005236,6.300000000000002,1.9892760099221873,2.915830483363887,-0.004005855750714899,False,702.6501520887794,1.0500000000000003
Ro80_q0.45_L16W_r0.80_th160_km+5,80.0,0.45,16.0,0.8,160.0,5.0,97.58414093877163,110.70977106121973,6.300000000000002,1.9499823547217858,2.896639958785884,-0.003936440121155295,False,41.72324145060297,1.0500000000000003
Ro80_q0.45_L16W_r0.80_th170_km-30,80.0,0.45,16.0,0.8,170.0,-30.0,133.77028105122346,152.53182742580117,6.300000000000002,2.045683642740769,2.9234116247275006,-0.004165150960793164,False,7.33678576319449,1.0500000000000003
Ro80_q0.45_L16W_r0.80_th170_km-20,80.0,0.45,16.0,0.8,170.0,-20.0,123.77028105122346,141.1430034804006,6.300000000000002,1.9990067215218716,2.9101976719261655,-0.0040685727764395675,False,11.0199913677759,1.0500000000000003
Ro80_q0.45_L16W_r0.80_th170_km-10,80.0,0.45,16.0,0.8,170.0,-10.0,113.77028105122346,129.75417953500005,6.300000000000002,1.9378794740090541,2.8853943048198514,-0.003953603032543039,False,22.129339515659037,1.0500000000000003
Ro80_q0.45_L16W_r0.80_th170_km-5,80.0,0.45,16.0,0.8,170.0,-5.0,108.77028105122346,124.05976756229977,6.300000000000002,1.9018615807569754,2.8685749459238266,-0.003889409715742254,False,44.62048904502947,1.0500000000000003
Ro80_q0.45_L16W_r0.80_th170_km+0,80.0,0.45,16.0,0.8,170.0,0.0,103.77028105122346,118.36535558959949,6.300000000000002,1.8619524714244502,2.8487965457909463,-0.0038208872046551962,False,2729.1172549465277,1.0500000000000003
Ro80_q0.45_L16W_r0.80_th170_km+5,80.0,0.45,16.0,0.8,170.0,5.0,98.77028105122346,112.67094361689921,6.300000000000002,1.8182432903693797,2.8261232810957493,-0.003748246907174467,False,43.20761823302312,1.0500000000000003
Ro80_q0.55_L8W_r1.00_th120_km-30,80.0,0.55,8.0,1.0,120.0,-30.0,89.04718662166628,97.20315535559925,8.754046683296437,14.204980290908239,17.33752196450748,-0.004292609338068993,False,8.333333333333332,1.0
Ro80_q0.55_L8W_r1.00_th120_km-20,80.0,0.55,8.0,1.0,120.0,-20.0,79.04718662166627,86.94367565833087,8.754046683296437,15.341984794625986,18.34394961181742,-0.004462462338179574,False,12.499999999999998,1.0
Ro80_q0.55_L8W_r1.00_th120_km-10,80.0,0.55,8.0,1.0,120.0,-10.0,69.04718662166627,76.68419596106249,8.754046683296437,16.422871190099084,19.237249518743656,-0.004579444867990245,False,25.000000000000004,1.0
