Ro_nm,Rc_over_Ro,Lc_over_W,rTJ_over_Rc,theta0_deg,mean_curvature0_per_um,design_id,x,free_energy_J,dF_dx_J,minus_dF_dx_J,zeta_J_s,xdot_per_s,flux_closure_relative,r_TJ_nm,r_TJ_over_W,center_curvature_per_um,outer_curvature_per_um,center_theta_deg,outer_theta_deg,sigma_GB_MPa,sigma_kappa_MPa,sigma_TJ_MPa,Gamma_per_contact_s,G_fit_eV,G_root_eV,elapsed_s,cumulative_scaled_hazard,survival,event_probability,hazard_amplification,dlnGamma_dx_site,dlnGamma_dx_barrier,dlnGamma_dx_total
80.0,0.85,20.0,0.8,160.0,-5.0,Ro80_q0.85_L20W_r0.80_th160_km-5,0.1,2.0636261520270146e-13,3.599962264160292e-14,-3.599962264160292e-14,2.030029676056531e-11,-0.001773354501473821,6.674578450447047e-07,49.348826396041744,12.337206599010436,-5.330327378784459,-5.330327378784459,158.00056470826223,158.00056470826223,65.00518869360026,5.330327378784459,59.6748613148158,0.0812059955407898,4.896696996106724,5.877047724385739,nan,nan,nan,nan,1.013213290439387,-1.0801304177267355,1.2392037622821022,0.1590733445553667
80.0,0.85,20.0,0.8,160.0,-5.0,Ro80_q0.85_L20W_r0.80_th160_km-5,0.15,2.0818908285275116e-13,3.7015165653615533e-14,-3.7015165653615533e-14,2.1126073062692384e-11,-0.0017521081908488953,1.2914950505141914e-09,46.61845128272711,11.654612820681775,-5.513747923985086,-5.513747923985086,156.74624125824528,156.74624125824528,68.54549495523274,5.513747923985086,63.031747031247654,0.08191766042864765,4.886344415907747,5.866695144186762,nan,nan,nan,nan,1.0220927865642073,-1.2115673371096491,1.4056541346967606,0.19408679758711145
80.0,0.85,20.0,0.8,160.0,-5.0,Ro80_q0.85_L20W_r0.80_th160_km-5,0.2,2.1005953961071976e-13,3.7754819753120754e-14,-3.7754819753120754e-14,2.2056587287907734e-11,-0.0017117253571598263,5.946350856744676e-07,43.71788344983474,10.929470862458682,-5.707074571916047,-5.707074571916047,155.24954134010517,155.24954134010517,72.73445191382584,5.707074571916047,67.0273773419098,0.08279749115814723,4.874528407220314,5.8548791354993295,nan,nan,nan,nan,1.0330705004944327,-1.3579991583529534,1.591238730646296,0.2332395722933427
80.0,0.85,20.0,0.8,160.0,0.0,Ro80_q0.85_L20W_r0.80_th160_km+0,0.0,2.0348795710879683e-13,3.3977114045972466e-14,-3.3977114045972466e-14,1.9142926971788463e-11,-0.0017749173935650286,8.481749694327598e-07,54.400000000000006,13.6,-1.111896901513992e-16,-1.111896901513992e-16,160.0,160.0,54.309251085232056,1.111896901513992e-16,54.309251085232056,0.07231992781152864,4.930342800419456,5.910693528698471,nan,nan,nan,nan,1.0,-0.885223937449922,0.965122702060853,0.07989876461093104
80.0,0.85,20.0,0.8,160.0,0.0,Ro80_q0.85_L20W_r0.80_th160_km+0,0.01,2.0382926229379277e-13,3.4282702786538694e-14,-3.4282702786538694e-14,1.927254694980472e-11,-0.0017788361276705083,6.73770717597972e-07,53.91618186283842,13.479045465709605,0.009921012390173893,0.009921012390173893,159.82419974764656,159.82419974764656,54.77178784079034,-0.009921012390173893,54.78170885318051,0.07237907234788388,4.928804971414293,5.909155699693309,nan,nan,nan,nan,1.0008178179672602,-0.9014762453925584,0.9850742280536906,0.08359798266113216
80.0,0.85,20.0,0.8,160.0,0.0,Ro80_q0.85_L20W_r0.80_th160_km+0,0.02,2.0417358026756288e-13,3.4579336973855227e-14,-3.4579336973855227e-14,1.9405240985285895e-11,-0.0017819586471549183,5.01370352206225e-07,53.42798268073888,13.35699567018472,0.020373714916305984,0.020373714916305984,159.64368019588676,159.64368019588676,55.24634169498985,-0.020373714916305984,55.266715409906155,0.07244094495265081,4.927235676832609,5.9075864051116245,nan,nan,nan,nan,1.0016733581570705,-0.9182449173919522,1.0056792913213144,0.08743437392936215
80.0,0.85,20.0,0.8,160.0,0.0,Ro80_q0.85_L20W_r0.80_th160_km+0,0.05,2.0522368123434823e-13,3.54131548903964e-14,-3.54131548903964e-14,1.9821607604202785e-11,-0.0017865934790721886,1.880114548601706e-09,51.93585787616619,12.983964469041547,0.055300627347167286,0.055300627347167286,159.07158452592998,159.07158452592998,56.74756720676943,-0.055300627347167286,56.8028678341166,0.07264419761511241,4.922326631295011,5.902677359574026,nan,nan,nan,nan,1.0044838236623914,-0.9733238230346011,1.07353383475035,0.10021001171574895
80.0,0.85,20.0,0.8,160.0,0.0,Ro80_q0.85_L20W_r0.80_th160_km+0,0.1,2.0702523856615418e-13,3.6607447588841197e-14,-3.6607447588841197e-14,2.0580808945990434e-11,-0.001778717624020949,7.854580735175305e-07,49.348826396041744,12.337206599010436,0.1282400033764132,0.1282400033764132,158.00056470826223,158.00056470826223,59.54662131143939,-0.1282400033764132,59.6748613148158,0.07305057143480881,4.913388581573438,5.893739309852453,nan,nan,nan,nan,1.0101029362914227,-1.0801304177267355,1.2055957822719279,0.12546536454519241
80.0,0.85,20.0,0.8,160.0,0.0,Ro80_q0.85_L20W_r0.80_th160_km+0,0.15,2.088800915734599e-13,3.754157783807645e-14,-3.754157783807645e-14,2.1431425053447664e-11,-0.0017517070257554877,1.4898007409945169e-06,46.61845128272711,11.654612820681775,0.2266827946609124,0.2266827946609124,156.74624125824528,156.74624125824528,62.805064236586745,-0.2266827946609124,63.031747031247654,0.07356137234032802,4.903313165179365,5.8836638934583805,nan,nan,nan,nan,1.0171660089600016,-1.2115673371096491,1.3687033694845923,0.1571360323749431
80.0,0.85,20.0,0.8,160.0,0.0,Ro80_q0.85_L20W_r0.80_th160_km+0,0.2,2.1077467357811592e-13,3.819185963516688e-14,-3.819185963516688e-14,2.2388997343302e-11,-0.0017058316211999794,2.109937925066181e-06,43.71788344983474,10.929470862458682,0.3634426923794084,0.3634426923794084,155.24954134010517,155.24954134010517,66.66393464953039,-0.3634426923794084,67.0273773419098,0.07420752528156592,4.891802743665955,5.87215347194497,nan,nan,nan,nan,1.0261006547871079,-1.3579991583529534,1.5506834575851371,0.19268429923218378
80.0,0.85,20.0,0.8,160.0,5.0,Ro80_q0.85_L20W_r0.80_th160_km+5,0.0,2.0414463073995467e-13,3.470943683825676e-14,-3.470943683825676e-14,1.939763584434176e-11,-0.0017893642873175915,2.680426435326262e-07,54.400000000000006,13.6,4.999999999999999,4.999999999999999,160.0,160.0,49.309251085232056,-4.999999999999999,54.309251085232056,0.06485712194948955,4.947519481855497,5.927870210134512,nan,nan,nan,nan,1.0,-0.885223937449922,0.9350825070932842,0.049858569643362216
80.0,0.85,20.0,0.8,160.0,5.0,Ro80_q0.85_L20W_r0.80_th160_km+5,0.01,2.0449318887105474e-13,3.500090000447566e-14,-3.500090000447566e-14,1.9531720199714678e-11,-0.0017920029391464945,4.482093114566988e-07,53.91618186283842,13.479045465709605,5.050677856015506,5.050677856015506,159.82419974764656,159.82419974764656,49.73103099716501,-5.050677856015506,54.78170885318051,0.06489050579235413,4.946029421219463,5.9263801494984785,nan,nan,nan,nan,1.0005147290206706,-0.9014762453925584,0.9545369943750757,0.053060748982517225
80.0,0.85,20.0,0.8,160.0,5.0,Ro80_q0.85_L20W_r0.80_th160_km+5,0.02,2.0484461866780686e-13,3.5283406894572616e-14,-3.5283406894572616e-14,1.96689335489182e-11,-0.0017938647668324253,6.26140743341422e-07,53.42798268073888,13.35699567018472,5.102895860040207,5.102895860040207,159.64368019588676,159.64368019588676,50.16381954986594,-5.102895860040207,55.266715409906155,0.06492598583206854,4.944508678887278,5.924859407166293,nan,nan,nan,nan,1.0010617782675066,-0.9182449173919522,0.9746327391351883,0.05638782174323609
80.0,0.85,20.0,0.8,160.0,5.0,Ro80_q0.85_L20W_r0.80_th160_km+5,0.05,2.0591518221685702e-13,3.6072839326351534e-14,-3.6072839326351534e-14,2.009918437959155e-11,-0.0017947414504530556,1.1412757054879224e-06,51.93585787616619,12.983964469041547,5.269602502288322,5.269602502288322,159.07158452592998,159.07158452592998,51.53326533182828,-5.269602502288322,56.8028678341166,0.06504601319290457,4.9397502257781944,5.92010095405721,nan,nan,nan,nan,1.0029124209915161,-0.9733238230346011,1.0408495523444117,0.0675257293098106
80.0,0.85,20.0,0.8,160.0,5.0,Ro80_q0.85_L20W_r0.80_th160_km+5,0.1,2.0774777953410806e-13,3.718818112398704e-14,-3.718818112398704e-14,2.088277797131787e-11,-0.0017808062306204834,1.932874735336719e-06,49.348826396041744,12.337206599010436,5.586807385537288,5.586807385537288,158.00056470826223,158.00056470826223,54.088053929278516,-5.586807385537288,59.6748613148158,0.06529842159437724,4.931081149389042,5.911431877668058,nan,nan,nan,nan,1.0068041817401545,-1.0801304177267355,1.1698603183833711,0.08972990065663566
80.0,0.85,20.0,0.8,160.0,5.0,Ro80_q0.85_L20W_r0.80_th160_km+5,0.15,2.0962955691017834e-13,3.803666003555766e-14,-3.803666003555766e-14,2.1759724799817278e-11,-0.0017480303811506415,2.6311366011345213e-06,46.61845128272711,11.654612820681775,5.967113513306911,5.967113513306911,156.74624125824528,156.74624125824528,57.06463351794075,-5.967113513306911,63.031747031247654,0.06563229684811042,4.921300344109146,5.9016510723881614,nan,nan,nan,nan,1.0119520397347355,-1.2115673371096491,1.3294473411054923,0.1178800039958432
80.0,0.85,20.0,0.8,160.0,5.0,Ro80_q0.85_L20W_r0.80_th160_km+5,0.2,2.115465823817521e-13,3.859325030220706e-14,-3.859325030220706e-14,2.2746150508181317e-11,-0.0016966937015705523,3.2319726285041163e-06,43.71788344983474,10.929470862458682,6.433959956674864,6.433959956674864,155.24954134010517,155.24954134010517,60.59341738523493,-6.433959956674864,67.0273773419098,0.06607271412848469,4.910114418794637,5.890465147073653,nan,nan,nan,nan,1.0187426167313103,-1.3579991583529534,1.5076375539797482,0.14963839562679482
80.0,0.85,20.0,0.8,170.0,-30.0,Ro80_q0.85_L20W_r0.80_th170_km-30,0.0,2.0195281409688285e-13,3.103794617295667e-14,-3.103794617295667e-14,1.8297597387741345e-11,-0.0016962853381914966,1.1435151105727845e-05,54.400000000000006,13.6,-29.999999999999996,-30.0,170.0,170.0,84.93720761535361,30.0,54.937207615353614,0.12628280437384345,4.842431367720726,5.822782095999742,nan,nan,nan,nan,1.0,-0.885223937449922,1.1740993180437727,0.28887538059385065
80.0,0.85,20.0,0.8,170.0,-30.0,Ro80_q0.85_L20W_r0.80_th170_km-30,0.01,2.022649089354413e-13,3.137996179644438e-14,-3.137996179644438e-14,1.8412616154136963e-11,-0.0017042641596258933,1.1458036936857865e-05,53.91618186283842,13.479045465709605,-30.260459516399877,-30.26045951639988,169.91072575464455,169.91072575464455,85.68685256193415,30.26045951639988,55.426393045534255,0.1266536459994578,4.840560011883015,5.820910740162031,nan,nan,nan,nan,1.002936596375517,-0.9014762453925584,1.1990594646333648,0.29758321924080633
80.0,0.85,20.0,0.8,170.0,-30.0,Ro80_q0.85_L20W_r0.80_th170_km-30,0.02,2.0258038776025385e-13,3.171437835438526e-14,-3.171437835438526e-14,1.8530559366518788e-11,-0.0017114636275733337,1.1483080234689483e-05,53.42798268073888,13.35699567018472,-30.52781821680727,-30.527818216807276,169.8190170286441,169.8190170286441,86.4567015936634,30.527818216807272,55.92888337685611,0.1270366383011081,4.838649291366994,5.819000019646009,nan,nan,nan,nan,1.005969410728582,-0.9182449173919522,1.2248645828433666,0.3066196654514144
80.0,0.85,20.0,0.8,170.0,-30.0,Ro80_q0.85_L20W_r0.80_th170_km-30,0.05,2.0354630448231972e-13,3.266739097392583e-14,-3.266739097392583e-14,1.890181841545185e-11,-0.001728267104038038,1.1575900978205154e-05,51.93585787616619,12.983964469041547,-31.374488485654922,-31.374488485654926,169.52811914544017,169.52811914544017,88.89702059646633,31.374488485654926,57.52253211081141,0.12826463015103537,4.832664950479501,5.813015678758516,nan,nan,nan,nan,1.0156935521587325,-0.9733238230346011,1.3101161390833624,0.33679231604876136
80.0,0.85,20.0,0.8,170.0,-30.0,Ro80_q0.85_L20W_r0.80_th170_km-30,0.1,2.0521593620839696e-13,3.4080133750608143e-14,-3.4080133750608143e-14,1.9582672958681615e-11,-0.0017403208347765084,1.1811113250330357e-05,49.348826396041744,12.337206599010436,-32.956857391481606,-32.956857391481606,168.98244152644955,168.98244152644955,93.4678101288098,32.956857391481606,60.510952737328196,0.13061824708513373,4.821738975656415,5.80208970393543,nan,nan,nan,nan,1.0343312197791852,-1.0801304177267355,1.47699312881673,0.3968627110899945
80.0,0.85,20.0,0.8,170.0,-30.0,Ro80_q0.85_L20W_r0.80_th170_km-30,0.15,2.0695036844431888e-13,3.5255869736904537e-14,-3.5255869736904537e-14,2.0350261752776232e-11,-0.0017324528875946692,1.2189190498524622e-05,46.61845128272711,11.654612820681775,-34.805343825756154,-34.80534382575616,168.34148110866863,168.34148110866863,98.82477893838026,34.80534382575616,64.0194351126241,0.13345733301940474,4.809371273427249,5.789722001706265,nan,nan,nan,nan,1.0568131875209394,-1.2115673371096491,1.684877314967764,0.4733099778581149
80.0,0.85,20.0,0.8,170.0,-30.0,Ro80_q0.85_L20W_r0.80_th170_km-30,0.2,2.0873717256010576e-13,3.617041855768379e-14,-3.617041855768379e-14,2.121901269618781e-11,-0.001704623069676665,1.276110484913919e-05,43.71788344983474,10.929470862458682,-37.00388298605213,-37.00388298605214,167.57383227820654,167.57383227820654,105.22262076022645,37.00388298605214,68.21873777417431,0.1369491819321056,4.795166754512118,5.775517482791133,nan,nan,nan,nan,1.0844642119815913,-1.3579991583529534,1.9178131127791858,0.5598139544262324
80.0,0.85,20.0,0.8,170.0,-20.0,Ro80_q0.85_L20W_r0.80_th170_km-20,0.0,2.0277337847732773e-13,3.2545090030779975e-14,-3.2545090030779975e-14,1.866229248834382e-11,-0.0017438956147058106,7.240343784583305e-06,54.400000000000006,13.6,-20.0,-20.0,170.0,170.0,74.93720761535361,20.0,54.937207615353614,0.10704966582507176,4.868489965812722,5.848840694091737,nan,nan,nan,nan,1.0,-0.885223937449922,1.1244551332392803,0.23923119578935825
80.0,0.85,20.0,0.8,170.0,-20.0,Ro80_q0.85_L20W_r0.80_th170_km-20,0.01,2.0310045219039516e-13,3.286854003248224e-14,-3.286854003248224e-14,1.8784651272132726e-11,-0.0017497551355261593,7.192958753531552e-06,53.91618186283842,13.479045465709605,-20.172796451802125,-20.172796451802125,169.91072575464455,169.91072575464455,75.59918949733638,20.172796451802125,55.426393045534255,0.10731022186341319,4.866697666420849,5.847048394699865,nan,nan,nan,nan,1.0024339733929408,-0.9014762453925584,1.1484482650860173,0.24697201969345883
80.0,0.85,20.0,0.8,170.0,-20.0,Ro80_q0.85_L20W_r0.80_th170_km-20,0.02,2.0343072015490393e-13,3.318361432813445e-14,-3.318361432813445e-14,1.8910016092420607e-11,-0.001754816821199581,7.1483244228723335e-06,53.42798268073888,13.35699567018472,-20.350146074898863,-20.350146074898863,169.8190170286441,169.8190170286441,76.27902945175498,20.350146074898863,55.92888337685611,0.10757973932409438,4.864867527430823,5.845218255709838,nan,nan,nan,nan,1.00495165953987,-0.9182449173919522,1.1732559440141017,0.2550110266221495
80.0,0.85,20.0,0.8,170.0,-20.0,Ro80_q0.85_L20W_r0.80_th170_km-20,0.05,2.0443980328289183e-13,3.407501200489303e-14,-3.407501200489303e-14,1.93040142123687e-11,-0.0017651775237017843,7.034596128880286e-06,51.93585787616619,12.983964469041547,-20.911612867806202,-20.911612867806202,169.52811914544017,169.52811914544017,78.43414497861761,20.911612867806202,57.52253211081141,0.10844659481314013,4.859134657393206,5.839485385672221,nan,nan,nan,nan,1.0130493540292884,-0.9733238230346011,1.2552348957138975,0.2819110726792964
80.0,0.85,20.0,0.8,170.0,-20.0,Ro80_q0.85_L20W_r0.80_th170_km-20,0.1,2.0617700958987175e-13,3.5372966844921016e-14,-3.5372966844921016e-14,2.002455149626332e-11,-0.001766479856066778,6.930026003321359e-06,49.348826396041744,12.337206599010436,-21.960266003109272,-21.960266003109272,168.98244152644955,168.98244152644955,82.47121874043748,21.960266003109272,60.510952737328196,0.11011804353956349,4.848664196129619,5.829014924408634,nan,nan,nan,nan,1.028663122774299,-1.0801304177267355,1.415782366935673,0.3356519492089376
80.0,0.85,20.0,0.8,170.0,-20.0,Ro80_q0.85_L20W_r0.80_th170_km-20,0.15,2.07972905242517e-13,3.641897586073162e-14,-3.641897586073162e-14,2.0834521769555786e-11,-0.0017480111261276197,6.963078265247595e-06,46.61845128272711,11.654612820681775,-23.18407214809968,-23.18407214809968,168.34148110866863,168.34148110866863,87.20350726072378,23.18407214809968,64.0194351126241,0.11214840434726159,4.836806336029861,5.817157064308876,nan,nan,nan,nan,1.0476296537956653,-1.2115673371096491,1.6159171757553281,0.40434983864567897
80.0,0.85,20.0,0.8,170.0,-20.0,Ro80_q0.85_L20W_r0.80_th170_km-20,0.2,2.098142956066973e-13,3.718793294072158e-14,-3.718793294072158e-14,2.174909462424844e-11,-0.0017098611957511148,7.170738089163488e-06,43.71788344983474,10.929470862458682,-24.63781152095345,-24.63781152095345,167.57383227820654,167.57383227820654,92.85654929512776,24.63781152095345,68.21873777417431,0.11466191138422421,4.8231795462007545,5.80353027447977,nan,nan,nan,nan,1.0711094752186476,-1.3579991583529534,1.840243893237016,0.4822447348840626
80.0,0.85,20.0,0.8,170.0,-10.0,Ro80_q0.85_L20W_r0.80_th170_km-10,0.0,2.0382362342260109e-13,3.4006254965397226e-14,-3.4006254965397226e-14,1.9090163251665558e-11,-0.0017813496153538805,3.620058924284339e-06,54.400000000000006,13.6,-10.000000000000002,-10.000000000000002,170.0,170.0,64.93720761535361,10.000000000000002,54.937207615353614,0.0894032175920871,4.896899271667754,5.87724999994677,nan,nan,nan,nan,1.0,-0.885223937449922,1.0694098844580822,0.18418594700816016
80.0,0.85,20.0,0.8,170.0,-10.0,Ro80_q0.85_L20W_r0.80_th170_km-10,0.01,2.0416519473041883e-13,3.4306712233932574e-14,-3.4306712233932574e-14,1.9220521131871194e-11,-0.0017849002115268183,3.5236993290420525e-06,53.91618186283842,13.479045465709605,-10.08513338720437,-10.08513338720437,169.91072575464455,169.91072575464455,65.51152643273863,10.08513338720437,55.426393045534255,0.08957102093501587,4.8951946351284885,5.875545363407504,nan,nan,nan,nan,1.0018769273349244,-0.9014762453925584,1.0923239199371437,0.1908476745445853
80.0,0.85,20.0,0.8,170.0,-10.0,Ro80_q0.85_L20W_r0.80_th170_km-10,0.02,2.045097272658565e-13,3.4598167977284486e-14,-3.4598167977284486e-14,1.9353980315572593e-11,-0.0017876512951419156,3.4308284591486283e-06,53.42798268073888,13.35699567018472,-10.17247393299046,-10.17247393299046,169.8190170286441,169.8190170286441,66.10135730984658,10.17247393299046,55.92888337685611,0.08974511760870432,4.8934538608352955,5.873804589114311,nan,nan,nan,nan,1.003824247335003,-0.9182449173919522,1.116018419434738,0.19777350204278576
80.0,0.85,20.0,0.8,170.0,-10.0,Ro80_q0.85_L20W_r0.80_th170_km-10,0.05,2.0556014943304188e-13,3.5415476114241103e-14,-3.5415476114241103e-14,1.9772823130353907e-11,-0.0017911188443229256,3.1759245571519158e-06,51.93585787616619,12.983964469041547,-10.448737249957473,-10.448737249957473,169.52811914544017,169.52811914544017,67.97126936076889,10.448737249957473,57.52253211081141,0.09030839082739811,4.8879999409828345,5.86835066926185,nan,nan,nan,nan,1.0101246158660753,-0.9733238230346011,1.1943437671722563,0.22101994413765524
80.0,0.85,20.0,0.8,170.0,-10.0,Ro80_q0.85_L20W_r0.80_th170_km-10,0.1,2.0736107353931054e-13,3.657893306915138e-14,-3.657893306915138e-14,2.0536908496619313e-11,-0.001781131423708336,2.8436864095472266e-06,49.348826396041744,12.337206599010436,-10.96367461473694,-10.96367461473694,168.98244152644955,168.98244152644955,71.47462735206514,10.96367461473694,60.510952737328196,0.0914067966748784,4.87803503775718,5.8583857660361955,nan,nan,nan,nan,1.0224105925575617,-1.0801304177267355,1.3478208145264716,0.26769039679973616
80.0,0.85,20.0,0.8,170.0,-10.0,Ro80_q0.85_L20W_r0.80_th170_km-10,0.15,2.09213613011788e-13,3.747636640774617e-14,-3.747636640774617e-14,2.139371714038916e-11,-0.001751746373097296,2.650191006867788e-06,46.61845128272711,11.654612820681775,-11.562800470443202,-11.562800470443202,168.34148110866863,168.34148110866863,75.58223558306729,11.562800470443202,64.0194351126241,0.0927585070467943,4.866743442109996,5.847094170389012,nan,nan,nan,nan,1.0375298512187348,-1.2115673371096491,1.5392925896985048,0.32772525258885565
80.0,0.85,20.0,0.8,170.0,-10.0,Ro80_q0.85_L20W_r0.80_th170_km-10,0.2,2.1110383879736112e-13,3.808117684735879e-14,-3.808117684735879e-14,2.2359389672575664e-11,-0.0017031402647839837,2.6205382283377937e-06,43.71788344983474,10.929470862458682,-12.271740055854774,-12.271740055854774,167.57383227820654,167.57383227820654,80.49047783002909,12.271740055854774,68.21873777417431,0.09445205609274876,4.853758835130505,5.834109563409521,nan,nan,nan,nan,1.0564726710810073,-1.3579991583529534,1.753991720214799,0.3959925618618456
80.0,0.85,20.0,0.8,170.0,-5.0,Ro80_q0.85_L20W_r0.80_th170_km-5,0.0,2.044354641089899e-13,3.47145603875998e-14,-3.47145603875998e-14,1.9329855240193026e-11,-0.0017959037952553825,2.0969814383288358e-06,54.400000000000006,13.6,-5.0,-5.0,170.0,170.0,59.937207615353614,5.0,54.937207615353614,0.08115617111350253,4.912162668183762,5.892513396462777,nan,nan,nan,nan,1.0,-0.885223937449922,1.0394503719298882,0.1542264344799662
80.0,0.85,20.0,0.8,170.0,-5.0,Ro80_q0.85_L20W_r0.80_th170_km-5,0.01,2.0478405349252465e-13,3.5001996957847315e-14,-3.5001996957847315e-14,1.9464495132568353e-11,-0.0017982483860719987,1.9855117537172875e-06,53.91618186283842,13.479045465709605,-5.041301854905494,-5.041301854905494,169.91072575464455,169.91072575464455,60.46769490043975,5.041301854905494,55.426393045534255,0.081283899559453,4.91050574611652,5.890856474395536,nan,nan,nan,nan,1.001573859932005,-0.9014762453925584,1.0617743533998691,0.1602981080073107
80.0,0.85,20.0,0.8,170.0,-5.0,Ro80_q0.85_L20W_r0.80_th170_km-5,0.02,2.05135472781942e-13,3.528019110877228e-14,-3.528019110877228e-14,1.960229089839089e-11,-0.0017997993852681962,1.8779489262205348e-06,53.42798268073888,13.35699567018472,-5.083637862036257,-5.083637862036257,169.8190170286441,169.8190170286441,61.012521238892376,5.083637862036257,55.92888337685611,0.08141677224262517,4.908813616870264,5.889164345149279,nan,nan,nan,nan,1.0032111067531535,-0.9182449173919522,1.0848601128770952,0.16661519548514292
80.0,0.85,20.0,0.8,170.0,-5.0,Ro80_q0.85_L20W_r0.80_th170_km-5,0.05,2.0620574161211046e-13,3.605620257676439e-14,-3.605620257676439e-14,2.0034468722841176e-11,-0.001799708446256772,1.5810689750836506e-06,51.93585787616619,12.983964469041547,-5.217299441033112,-5.217299441033112,169.52811914544017,169.52811914544017,62.73983155184452,5.217299441033112,57.52253211081141,0.08184891660800032,4.90351156924487,5.883862297523885,nan,nan,nan,nan,1.0085359558613103,-0.9733238230346011,1.161187029436178,0.18786320640157683
80.0,0.85,20.0,0.8,170.0,-5.0,Ro80_q0.85_L20W_r0.80_th170_km-5,0.1,2.080368794040536e-13,3.714570753135013e-14,-3.714570753135013e-14,2.0822029089344066e-11,-0.0017839619458777873,1.1853900015117997e-06,49.348826396041744,12.337206599010436,-5.465378920550775,-5.465378920550775,168.98244152644955,168.98244152644955,65.97633165787897,5.465378920550775,60.510952737328196,0.08269991569627946,4.893822019154195,5.87417274743321,nan,nan,nan,nan,1.0190219001413694,-1.0801304177267355,1.3107952614108171,0.2306648436840817
80.0,0.85,20.0,0.8,170.0,-5.0,Ro80_q0.85_L20W_r0.80_th170_km-5,0.15,2.0991577160052847e-13,3.7962485937440267e-14,-3.7962485937440267e-14,2.1704254335406552e-11,-0.0017490804038133372,9.327112232428923e-07,46.61845128272711,11.654612820681775,-5.752164631614963,-5.752164631614963,168.34148110866863,168.34148110866863,69.77159974423905,5.752164631614963,64.0194351126241,0.08375882613070124,4.8828390008319165,5.863189729110932,nan,nan,nan,nan,1.0320697117851791,-1.2115673371096491,1.4975244328255712,0.2859570957159221
80.0,0.85,20.0,0.8,170.0,-5.0,Ro80_q0.85_L20W_r0.80_th170_km-5,0.2,2.1182812916352372e-13,3.8478807389330483e-14,-3.8478807389330483e-14,2.26978836334823e-11,-0.0016952596995681698,8.441364949747865e-07,43.71788344983474,10.929470862458682,-6.088704323305433,-6.088704323305433,167.57383227820654,167.57383227820654,74.30744209747974,6.088704323305433,68.21873777417431,0.0850989155460685,4.8702045426504,5.850555270929416,nan,nan,nan,nan,1.0485821888646245,-1.3579991583529534,1.7069516794791753,0.3489525211262219
80.0,0.85,20.0,0.8,170.0,0.0,Ro80_q0.85_L20W_r0.80_th170_km+0,0.0,2.0510521137241142e-13,3.540571077607613e-14,-3.540571077607613e-14,1.958792362674265e-11,-0.0018075275078027187,8.048704994185488e-07,54.400000000000006,13.6,-0.0,-0.0,170.0,170.0,54.937207615353614,0.0,54.937207615353614,0.07328276090915492,4.928256977106108,5.908607705385124,nan,nan,nan,nan,1.0,-0.885223937449922,1.0075766867798848,0.12235274932996276
80.0,0.85,20.0,0.8,170.0,0.0,Ro80_q0.85_L20W_r0.80_th170_km+0,0.01,2.054606437507371e-13,3.567929607973899e-14,-3.567929607973899e-14,1.9727057800618654e-11,-0.0018086476169102146,6.851207982088953e-07,53.91618186283842,13.479045465709605,0.0025296773933831023,0.0025296773933831023,169.91072575464455,169.91072575464455,55.42386336814087,-0.0025296773933831023,55.426393045534255,0.07337447575512401,4.926650819584772,5.907001547863787,nan,nan,nan,nan,1.001251520068721,-0.9014762453925584,1.0292710101200555,0.12779476472749707
80.0,0.85,20.0,0.8,170.0,0.0,Ro80_q0.85_L20W_r0.80_th170_km+0,0.02,2.0581876583406222e-13,3.594341729795143e-14,-3.594341729795143e-14,1.9869408295616808e-11,-0.0018089827720677797,5.697512701984836e-07,53.42798268073888,13.35699567018472,0.005198208917945204,0.005198208917945204,169.8190170286441,169.8190170286441,55.92368516793817,-0.005198208917945204,55.92888337685611,0.07347030354050345,4.925010447919044,5.90536117619806,nan,nan,nan,nan,1.0025591643794782,-0.9182449173919522,1.0517071396183155,0.13346222222636328
80.0,0.85,20.0,0.8,170.0,0.0,Ro80_q0.85_L20W_r0.80_th170_km+0,0.05,2.0690827792575957e-13,3.667559946472263e-14,-3.667559946472263e-14,2.0315613303324592e-11,-0.001805291276080785,2.5273698664194975e-07,51.93585787616619,12.983964469041547,0.01413836789125091,0.01413836789125091,169.52811914544017,169.52811914544017,57.508393742920155,-0.01413836789125091,57.52253211081141,0.07378462217352555,4.919870009214497,5.9002207374935125,nan,nan,nan,nan,1.0068482854377274,-0.9733238230346011,1.1259010914523913,0.15257726841779018
80.0,0.85,20.0,0.8,170.0,0.0,Ro80_q0.85_L20W_r0.80_th170_km+0,0.1,2.0876846088633794e-13,3.768718464679242e-14,-3.768718464679242e-14,2.112795412384787e-11,-0.0017837592994512212,1.6837163053991458e-07,49.348826396041744,12.337206599010436,0.032916773635390285,0.032916773635390285,168.98244152644955,168.98244152644955,60.47803596369281,-0.032916773635390285,60.510952737328196,0.0744133610520179,4.910473538745402,5.890824267024417,nan,nan,nan,nan,1.015427914134738,-1.0801304177267355,1.2713791440060618,0.19124872627932632
